bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
255,יְהִ֤י מְאֹרֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,515730,יְהִ֤י מְאֹרֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,Main,Q,jussF,ZYqX,p3,HJH[,יהי,יְהִ֤י מְאֹרֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם לְהַבְדִּ֕יל בֵּ֥ין הַיֹּ֖ום וּבֵ֣ין הַלָּ֑יְלָה ,וְהָי֤וּ לִמְאֹורֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,515733,וְהָי֤וּ לִמְאֹורֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,Main,Q,wqtl,WQt0,p3,HJH[,היו,וְהָי֤וּ לִמְאֹורֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם 
267,וְהָי֤וּ לְאֹתֹת֙ וּלְמֹ֣ועֲדִ֔ים וּלְיָמִ֖ים וְשָׁנִֽים׃ ,515732,וְהָי֤וּ לְאֹתֹת֙ וּלְמֹ֣ועֲדִ֔ים וּלְיָמִ֖ים וְשָׁנִֽים׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היו,וְהָי֤וּ לְאֹתֹת֙ וּלְמֹ֣ועֲדִ֔ים וּלְיָמִ֖ים וְשָׁנִֽים׃ ,לְהָאִ֖יר עַל־הָאָ֑רֶץ ,515734,לְהָאִ֖יר עַל־הָאָ֑רֶץ ,SubAdv,Q,infc,InfC,unknown,>WR[,האיר,לְהָאִ֖יר עַל־הָאָ֑רֶץ 
785,וְאֵ֖ד יַֽעֲלֶ֣ה מִן־הָאָ֑רֶץ ,515827,וְאֵ֖ד יַֽעֲלֶ֣ה מִן־הָאָ֑רֶץ ,Main,D,yqtl,WXYq,p3,<LH[,יעלה,וְאֵ֖ד יַֽעֲלֶ֣ה מִן־הָאָ֑רֶץ ,,,,,,,,,,,
878,וּמִשָּׁם֙ יִפָּרֵ֔ד ,515842,וּמִשָּׁם֙ יִפָּרֵ֔ד ,Main,D,yqtl,WxY0,p3,PRD[,יפרד,וּמִשָּׁם֙ יִפָּרֵ֔ד ,שֵׁ֥ם הָֽאֶחָ֖ד פִּישֹׁ֑ון ,515844,שֵׁ֥ם הָֽאֶחָ֖ד פִּישֹׁ֑ון ,Main,D,Ø,NmCl,,,,שֵׁ֥ם הָֽאֶחָ֖ד פִּישֹׁ֑ון 
1149,עַל־כֵּן֙ יַֽעֲזָב־אִ֔ישׁ אֶת־אָבִ֖יו וְאֶת־אִמֹּ֑ו ,515895,עַל־כֵּן֙ יַֽעֲזָב־אִ֔ישׁ אֶת־אָבִ֖יו וְאֶת־אִמֹּ֑ו ,Main,D,yqtl,xYqX,p3,<ZB[,יעזב,עַל־כֵּן֙ יַֽעֲזָב־אִ֔ישׁ אֶת־אָבִ֖יו וְאֶת־אִמֹּ֑ו ,וְהָי֖וּ לְבָשָׂ֥ר אֶחָֽד׃ ,515897,וְהָי֖וּ לְבָשָׂ֥ר אֶחָֽד׃ ,Main,D,wqtl,WQt0,p3,HJH[,היו,וְהָי֖וּ לְבָשָׂ֥ר אֶחָֽד׃ 
1153,וְדָבַ֣ק בְּאִשְׁתֹּ֔ו ,515896,וְדָבַ֣ק בְּאִשְׁתֹּ֔ו ,Main,D,wqtl,WQt0,p3,DBQ[,דבק,וְדָבַ֣ק בְּאִשְׁתֹּ֔ו ,,,,,,,,,,,
1251,כִּ֗י בְּיֹום֙ ,515916,כִּ֗י בְּיֹום֙ ,SubArg,Q,Ø,CPen,,,,כִּ֗י בְּיֹום֙ אֲכָלְכֶ֣ם מִמֶּ֔נּוּ ,וִהְיִיתֶם֙ כֵּֽאלֹהִ֔ים ,515919,וִהְיִיתֶם֙ כֵּֽאלֹהִ֔ים ,Main,Q,wqtl,WQt0,p2,HJH[,הייתם,וִהְיִיתֶם֙ כֵּֽאלֹהִ֔ים 
1254,וְנִפְקְח֖וּ עֵֽינֵיכֶ֑ם ,515918,וְנִפְקְח֖וּ עֵֽינֵיכֶ֑ם ,Main,Q,wqtl,WQtX,p3,PQX[,נפקחו,וְנִפְקְח֖וּ עֵֽינֵיכֶ֑ם ,יֹדְעֵ֖י טֹ֥וב וָרָֽע׃ ,515920,יֹדְעֵ֖י טֹ֥וב וָרָֽע׃ ,SubMod,Q,Ø,NmCl,,,,יֹדְעֵ֖י טֹ֥וב וָרָֽע׃ 
1537,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,515983,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,Main,Q,yqtl,xYq0,p2,>KL[,תאכלנה,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ וְקֹ֥וץ וְדַרְדַּ֖ר תַּצְמִ֣יחַֽ לָ֑ךְ ,,,,,,,,,,,
1610,פֶּן־יִשְׁלַ֣ח יָדֹ֗ו ,515999,פֶּן־יִשְׁלַ֣ח יָדֹ֗ו ,SubAdv,Q,yqtl,xYq0,p3,CLX[,ישׁלח,פֶּן־יִשְׁלַ֣ח יָדֹ֗ו ,וְאָכַ֖ל ,516001,וְאָכַ֖ל ,Main,Q,wqtl,WQt0,p3,>KL[,אכל,וְאָכַ֖ל 
1617,וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים ,516000,וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים ,Main,Q,wqtl,WQt0,p3,LQX[,לקח,וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים ,וָחַ֥י לְעֹלָֽם׃ ,516002,וָחַ֥י לְעֹלָֽם׃ ,Main,Q,wqtl,WQt0,p3,XJH[,חי,וָחַ֥י לְעֹלָֽם׃ 
1619,וְאָכַ֖ל ,516001,וְאָכַ֖ל ,Main,Q,wqtl,WQt0,p3,>KL[,אכל,וְאָכַ֖ל ,,,,,,,,,,,
1895,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,516061,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,Main,Q,yqtl,WxY0,p1,STR[,אסתר,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,,,,,,,,,,,
1903,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה ,516060,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה ,Main,Q,qtl,xQt0,p2,GRC[,גרשׁת,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר וְהָיִ֜יתִי נָ֤ע וָנָד֙ בָּאָ֔רֶץ ,כָל־יַֽהַרְגֵֽנִי׃ ,516064,כָל־,Main,Q,Ø,Defc,,,,כָל־
2654,לֹֽא־יָדֹ֨ון רוּחִ֤י בָֽאָדָם֙ לְעֹלָ֔ם ,516212,לֹֽא־יָדֹ֨ון רוּחִ֤י בָֽאָדָם֙ לְעֹלָ֔ם ,Main,Q,yqtl,xYqX,p3,DWN[,ידון,לֹֽא־יָדֹ֨ון רוּחִ֤י בָֽאָדָם֙ לְעֹלָ֔ם בְּשַׁגַּ֖ם ה֣וּא בָשָׂ֑ר ,,,,,,,,,,,
2685,אֲשֶׁ֨ר יָבֹ֜אוּ בְּנֵ֤י הָֽאֱלֹהִים֙ אֶל־בְּנֹ֣ות הָֽאָדָ֔ם ,516217,אֲשֶׁ֨ר יָבֹ֜אוּ בְּנֵ֤י הָֽאֱלֹהִים֙ אֶל־בְּנֹ֣ות הָֽאָדָ֔ם ,SubMod,D,yqtl,xYqX,p3,BW>[,יבאו,אֲשֶׁ֨ר יָבֹ֜אוּ בְּנֵ֤י הָֽאֱלֹהִים֙ אֶל־בְּנֹ֣ות הָֽאָדָ֔ם ,,,,,,,,,,,
2861,קִנִּ֖ים תַּֽעֲשֶׂ֣ה אֶת־הַתֵּבָ֑ה ,516249,קִנִּ֖ים תַּֽעֲשֶׂ֣ה אֶת־הַתֵּבָ֑ה ,Main,Q,yqtl,xYq0,p2,<FH[,תעשׂה,קִנִּ֖ים תַּֽעֲשֶׂ֣ה אֶת־הַתֵּבָ֑ה ,,,,,,,,,,,
2943,הִנְנִי֩ מֵבִ֨יא אֶת־הַמַּבּ֥וּל מַ֨יִם֙ עַל־הָאָ֔רֶץ ,516261,הִנְנִי֩ מֵבִ֨יא אֶת־הַמַּבּ֥וּל מַ֨יִם֙ עַל־הָאָ֔רֶץ ,Main,Q,ptcp,Ptcp,unknown,BW>[,מביא,הִנְנִי֩ מֵבִ֨יא אֶת־הַמַּבּ֥וּל מַ֨יִם֙ עַל־הָאָ֔רֶץ לְשַׁחֵ֣ת כָּל־בָּשָׂ֗ר אֲשֶׁר־בֹּו֙ ר֣וּחַ חַיִּ֔ים מִתַּ֖חַת הַשָּׁמָ֑יִם כֹּ֥ל אֲשֶׁר־בָּאָ֖רֶץ יִגְוָֽע׃ ,וּבָאתָ֙ אֶל־הַתֵּבָ֔ה אַתָּ֕ה וּבָנֶ֛יךָ וְאִשְׁתְּךָ֥ וּנְשֵֽׁי־בָנֶ֖יךָ אִתָּֽךְ׃ ,516269,וּבָאתָ֙ אֶל־הַתֵּבָ֔ה אַתָּ֕ה וּבָנֶ֛יךָ וְאִשְׁתְּךָ֥ וּנְשֵֽׁי־בָנֶ֖יךָ אִתָּֽךְ׃ ,Main,Q,wqtl,WQtX,p2,BW>[,באת,וּבָאתָ֙ אֶל־הַתֵּבָ֔ה אַתָּ֕ה וּבָנֶ֛יךָ וְאִשְׁתְּךָ֥ וּנְשֵֽׁי־בָנֶ֖יךָ אִתָּֽךְ׃ 
2948,וַהֲקִמֹתִ֥י אֶת־בְּרִיתִ֖י אִתָּ֑ךְ ,516268,וַהֲקִמֹתִ֥י אֶת־בְּרִיתִ֖י אִתָּ֑ךְ ,Main,Q,wqtl,WQt0,p1,QWM[,הקמתי,וַהֲקִמֹתִ֥י אֶת־בְּרִיתִ֖י אִתָּ֑ךְ ,וּמִכָּל־הָ֠חַי מִֽכָּל־בָּשָׂ֞ר ,516270,וּמִכָּל־הָ֠חַי מִֽכָּל־בָּשָׂ֞ר ,Main,Q,Ø,CPen,,,,וּמִכָּל־הָ֠חַי מִֽכָּל־בָּשָׂ֞ר 
3018,וְאַתָּ֣ה קַח־לְךָ֗ מִכָּל־מַֽאֲכָל֙ ,516277,וְאַתָּ֣ה קַח־לְךָ֗ מִכָּל־מַֽאֲכָל֙ ,Main,Q,impv,WXIm,p2,LQX[,קח,וְאַתָּ֣ה קַח־לְךָ֗ מִכָּל־מַֽאֲכָל֙ אֲשֶׁ֣ר יֵֽאָכֵ֔ל ,וְהָיָ֥ה לְךָ֛ וְלָהֶ֖ם לְאָכְלָֽה׃ ,516280,וְהָיָ֥ה לְךָ֛ וְלָהֶ֖ם לְאָכְלָֽה׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היה,וְהָיָ֥ה לְךָ֛ וְלָהֶ֖ם לְאָכְלָֽה׃ 
3021,וְאָסַפְתָּ֖ אֵלֶ֑יךָ ,516279,וְאָסַפְתָּ֖ אֵלֶ֑יךָ ,Main,Q,wqtl,WQt0,p2,>SP[,אספת,וְאָסַפְתָּ֖ אֵלֶ֑יךָ ,,,,,,,,,,,
3121,כִּי֩ לְיָמִ֨ים עֹ֜וד שִׁבְעָ֗ה אָֽנֹכִי֙ מַמְטִ֣יר עַל־הָאָ֔רֶץ אַרְבָּעִ֣ים יֹ֔ום וְאַרְבָּעִ֖ים לָ֑יְלָה ,516293,כִּי֩ לְיָמִ֨ים עֹ֜וד שִׁבְעָ֗ה אָֽנֹכִי֙ מַמְטִ֣יר עַל־הָאָ֔רֶץ אַרְבָּעִ֣ים יֹ֔ום וְאַרְבָּעִ֖ים לָ֑יְלָה ,SubAdv,Q,ptcp,Ptcp,unknown,MVR[,ממטיר,כִּי֩ לְיָמִ֨ים עֹ֜וד שִׁבְעָ֗ה אָֽנֹכִי֙ מַמְטִ֣יר עַל־הָאָ֔רֶץ אַרְבָּעִ֣ים יֹ֔ום וְאַרְבָּעִ֖ים לָ֑יְלָה ,אֲשֶׁ֣ר עָשִׂ֔יתִי ,516295,אֲשֶׁ֣ר עָשִׂ֔יתִי ,SubMod,Q,qtl,xQt0,p1,<FH[,עשׂיתי,אֲשֶׁ֣ר עָשִׂ֔יתִי 
3900,כָּל־הַחַיָּ֨ה מִכָּל־בָּשָׂ֗ר בָּעֹ֧וף וּבַבְּהֵמָ֛ה וּבְכָל־הָרֶ֛מֶשׂ הַיְצֵ֣א אִתָּ֑ךְ ,516400,כָּל־הַחַיָּ֨ה ,Main,Q,Ø,Defc,,,,כָּל־הַחַיָּ֨ה אֲשֶֽׁר־אִתְּךָ֜ מִכָּל־בָּשָׂ֗ר בָּעֹ֧וף וּבַבְּהֵמָ֛ה וּבְכָל־הָרֶ֛מֶשׂ הָרֹמֵ֥שׂ עַל־הָאָ֖רֶץ הַיְצֵ֣א אִתָּ֑ךְ ,וּפָר֥וּ ,516406,וּפָר֥וּ ,Main,Q,wqtl,WQt0,p3,PRH[,פרו,וּפָר֥וּ 
3905,וְשָֽׁרְצ֣וּ בָאָ֔רֶץ ,516405,וְשָֽׁרְצ֣וּ בָאָ֔רֶץ ,Main,Q,wqtl,WQt0,p3,CRY[,שׁרצו,וְשָֽׁרְצ֣וּ בָאָ֔רֶץ ,וְרָב֖וּ עַל־הָאָֽרֶץ׃ ,516407,וְרָב֖וּ עַל־הָאָֽרֶץ׃ ,Main,Q,wqtl,WQt0,p3,RBH[,רבו,וְרָב֖וּ עַל־הָאָֽרֶץ׃ 
3907,וּפָר֥וּ ,516406,וּפָר֥וּ ,Main,Q,wqtl,WQt0,p3,PRH[,פרו,וּפָר֥וּ ,,,,,,,,,,,
4218,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ,516452,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ,Main,Q,ptcp,Ptcp,unknown,QWM[,מקים,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ וְאֵ֨ת כָּל־נֶ֤פֶשׁ הַֽחַיָּה֙ אֲשֶׁ֣ר אִתְּכֶ֔ם בָּעֹ֧וף בַּבְּהֵמָ֛ה וּֽבְכָל־חַיַּ֥ת הָאָ֖רֶץ אִתְּכֶ֑ם מִכֹּל֙ יֹצְאֵ֣י הַתֵּבָ֔ה לְכֹ֖ל חַיַּ֥ת הָאָֽרֶץ׃ ,וְלֹֽא־יִכָּרֵ֧ת כָּל־בָּשָׂ֛ר עֹ֖וד מִמֵּ֣י הַמַּבּ֑וּל ,516460,וְלֹֽא־יִכָּרֵ֧ת כָּל־בָּשָׂ֛ר עֹ֖וד מִמֵּ֣י הַמַּבּ֑וּל ,Main,Q,yqtl,WxYX,p3,KRT[,יכרת,וְלֹֽא־יִכָּרֵ֧ת כָּל־בָּשָׂ֛ר עֹ֖וד מִמֵּ֣י הַמַּבּ֑וּל 
4271,אֶת־קַשְׁתִּ֕י נָתַ֖תִּי בֶּֽעָנָ֑ן ,516468,אֶת־קַשְׁתִּ֕י נָתַ֖תִּי בֶּֽעָנָ֑ן ,Main,Q,qtl,xQt0,p1,NTN[,נתתי,אֶת־קַשְׁתִּ֕י נָתַ֖תִּי בֶּֽעָנָ֑ן ,וְהָיָ֕ה ,516470,וְהָיָ֕ה ,Main,Q,wqtl,WQt0,p3,HJH[,היה,וְהָיָ֕ה 
4281,וְהָֽיְתָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ,516469,וְהָֽיְתָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היתה,וְהָֽיְתָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ,בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ ,516471,בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ ,SubAdv,Q,infc,InfC,unknown,<NN[,ענני,בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ 
4289,וְהָיָ֕ה ,516470,וְהָיָ֕ה ,Main,Q,wqtl,WQt0,p3,HJH[,היה,וְהָיָ֕ה בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ ,וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י ,516473,וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י ,Main,Q,wqtl,WQt0,p1,ZKR[,זכרתי,וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י 
4296,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,516472,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,Main,Q,wqtl,WQtX,p3,R>H[,נראתה,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר ,516474,אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר ,SubMod,Q,Ø,NmCl,,,,אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר 
4324,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,516472,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,Main,Q,wqtl,WQtX,p3,R>H[,נראתה,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר וְלֹֽא־יִֽהְיֶ֨ה עֹ֤וד הַמַּ֨יִם֙ לְמַבּ֔וּל לְשַׁחֵ֖ת כָּל־בָּשָֽׂר׃ ,וּרְאִיתִ֗יהָ ,516478,וּרְאִיתִ֗יהָ ,Main,Q,wqtl,WQt0,p1,R>H[,ראיתיה,וּרְאִיתִ֗יהָ 
4331,וְהָיְתָ֥ה הַקֶּ֖שֶׁת בֶּֽעָנָ֑ן ,516477,וְהָיְתָ֥ה הַקֶּ֖שֶׁת בֶּֽעָנָ֑ן ,Main,Q,wqtl,WQtX,p3,HJH[,היתה,וְהָיְתָ֥ה הַקֶּ֖שֶׁת בֶּֽעָנָ֑ן ,לִזְכֹּר֙ בְּרִ֣ית עֹולָ֔ם בֵּ֣ין אֱלֹהִ֔ים וּבֵין֙ כָּל־נֶ֣פֶשׁ חַיָּ֔ה בְּכָל־בָּשָׂ֖ר ,516479,לִזְכֹּר֙ בְּרִ֣ית עֹולָ֔ם בֵּ֣ין אֱלֹהִ֔ים וּבֵין֙ כָּל־נֶ֣פֶשׁ חַיָּ֔ה בְּכָל־בָּשָׂ֖ר ,SubAdv,Q,infc,InfC,unknown,ZKR[,זכר,לִזְכֹּר֙ בְּרִ֣ית עֹולָ֔ם בֵּ֣ין אֱלֹהִ֔ים וּבֵין֙ כָּל־נֶ֣פֶשׁ חַיָּ֔ה בְּכָל־בָּשָׂ֖ר 
5525,וַאֲבָֽרֲכָה֙ מְבָ֣רְכֶ֔יךָ ,516693,וַאֲבָֽרֲכָה֙ מְבָ֣רְכֶ֔יךָ ,Main,Q,cohoT,WYq0,p1,BRK[,אברכה,וַאֲבָֽרֲכָה֙ מְבָ֣רְכֶ֔יךָ וּמְקַלֶּלְךָ֖ אָאֹ֑ר ,,,,,,,,,,,
5715,הִנֵּה־נָ֣א יָדַ֔עְתִּי ,516730,הִנֵּה־נָ֣א יָדַ֔עְתִּי ,Main,Q,qtl,xQt0,p1,JD<[,ידעתי,הִנֵּה־נָ֣א יָדַ֔עְתִּי כִּ֛י אִשָּׁ֥ה יְפַת־מַרְאֶ֖ה אָֽתְּ׃ ,כִּֽי־יִרְא֤וּ אֹתָךְ֙ הַמִּצְרִ֔ים ,516733,כִּֽי־יִרְא֤וּ אֹתָךְ֙ הַמִּצְרִ֔ים ,SubAdv,Q,yqtl,xYqX,p3,R>H[,יראו,כִּֽי־יִרְא֤וּ אֹתָךְ֙ הַמִּצְרִ֔ים 
5722,וְהָיָ֗ה ,516732,וְהָיָ֗ה ,Main,Q,wqtl,WQt0,p3,HJH[,היה,וְהָיָ֗ה כִּֽי־יִרְא֤וּ אֹתָךְ֙ הַמִּצְרִ֔ים ,אִשְׁתֹּ֣ו זֹ֑את ,516735,אִשְׁתֹּ֣ו זֹ֑את ,Main,Q,Ø,NmCl,,,,אִשְׁתֹּ֣ו זֹ֑את 
5726,וְאָמְר֖וּ ,516734,וְאָמְר֖וּ ,Main,Q,wqtl,WQt0,p3,>MR[,אמרו,וְאָמְר֖וּ אִשְׁתֹּ֣ו זֹ֑את ,וְאֹתָ֥ךְ יְחַיּֽוּ׃ ,516737,וְאֹתָ֥ךְ יְחַיּֽוּ׃ ,Main,Q,yqtl,WxY0,p3,XJH[,יחיו,וְאֹתָ֥ךְ יְחַיּֽוּ׃ 
5741,לְמַ֨עַן֙ יִֽיטַב־לִ֣י בַעֲבוּרֵ֔ךְ ,516740,לְמַ֨עַן֙ יִֽיטַב־לִ֣י בַעֲבוּרֵ֔ךְ ,SubAdv,Q,yqtl,xYq0,p3,JVB[,ייטב,לְמַ֨עַן֙ יִֽיטַב־לִ֣י בַעֲבוּרֵ֔ךְ ,,,,,,,,,,,
6160,כִּ֧י אֶת־כָּל־הָאָ֛רֶץ ,516817,כִּ֧י אֶת־כָּל־הָאָ֛רֶץ ,SubAdv,Q,Ø,CPen,,,,כִּ֧י אֶת־כָּל־הָאָ֛רֶץ אֲשֶׁר־אַתָּ֥ה רֹאֶ֖ה לְךָ֣ אֶתְּנֶ֑נָּה וּֽלְזַרְעֲךָ֖ עַד־עֹולָֽם׃ ,אֲשֶׁ֣ר׀ גַּֽם־זַרְעֲךָ֖ יִמָּנֶֽה׃ ,516822,אֲשֶׁ֣ר׀ ,SubMod,Q,Ø,Defc,,,,אֲשֶׁ֣ר׀ 
6772,וַיֹּ֣אמֶר לֹ֔ו ,516940,וַיֹּ֣אמֶר לֹ֔ו ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֣אמֶר לֹ֔ו כֹּ֥ה יִהְיֶ֖ה זַרְעֶֽךָ׃ ,וַיַּחְשְׁבֶ֥הָ לֹּ֖ו צְדָקָֽה׃ ,516943,וַיַּחְשְׁבֶ֥הָ לֹּ֖ו צְדָקָֽה׃ ,Main,N,wayq,Way0,p3,XCB[,יחשׁבה,וַיַּחְשְׁבֶ֥הָ לֹּ֖ו צְדָקָֽה׃ 
6894,כִּי־גֵ֣ר׀ יִהְיֶ֣ה זַרְעֲךָ֗ בְּאֶ֨רֶץ֙ ,516968,כִּי־גֵ֣ר׀ יִהְיֶ֣ה זַרְעֲךָ֗ בְּאֶ֨רֶץ֙ ,SubArg,Q,yqtl,xYqX,p3,HJH[,יהיה,כִּי־גֵ֣ר׀ יִהְיֶ֣ה זַרְעֲךָ֗ בְּאֶ֨רֶץ֙ לֹ֣א לָהֶ֔ם ,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,516971,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,Main,Q,wqtl,WQt0,p3,<NH=[,ענו,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ 
6896,וַעֲבָד֖וּם ,516970,וַעֲבָד֖וּם ,SubAdv,Q,wqtl,WQt0,p3,<BD[,עבדום,וַעֲבָד֖וּם ,,,,,,,,,,,
7235,וְיֹלַ֣דְתְּ בֵּ֑ן ,517036,וְיֹלַ֣דְתְּ בֵּ֑ן ,Main,Q,ptcp,Ptcp,unknown,JLD[,ילדת,וְיֹלַ֣דְתְּ בֵּ֑ן ,כִּֽי־שָׁמַ֥ע יְהוָ֖ה אֶל־עָנְיֵֽךְ׃ ,517038,כִּֽי־שָׁמַ֥ע יְהוָ֖ה אֶל־עָנְיֵֽךְ׃ ,SubAdv,Q,qtl,xQtX,p3,CM<[,שׁמע,כִּֽי־שָׁמַ֥ע יְהוָ֖ה אֶל־עָנְיֵֽךְ׃ 
7378,הִנֵּ֥ה בְרִיתִ֖י אִתָּ֑ךְ ,517069,הִנֵּ֥ה בְרִיתִ֖י אִתָּ֑ךְ ,Main,Q,Ø,NmCl,,,,הִנֵּ֥ה בְרִיתִ֖י אִתָּ֑ךְ ,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,517071,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,Main,Q,yqtl,WxYX,p3,QR>[,יקרא,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם 
7391,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,517071,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,Main,Q,yqtl,WxYX,p3,QR>[,יקרא,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,כִּ֛י אַב־הֲמֹ֥ון גֹּויִ֖ם נְתַתִּֽיךָ׃ ,517073,כִּ֛י אַב־הֲמֹ֥ון גֹּויִ֖ם נְתַתִּֽיךָ׃ ,SubAdv,Q,qtl,xQt0,p1,NTN[,נתתיך,כִּ֛י אַב־הֲמֹ֥ון גֹּויִ֖ם נְתַתִּֽיךָ׃ 
