bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
146908,1_Samuel 11:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,יָצָ֥אנוּ,יצאנו,יצא,JY>[,go out,wqtl,qal,p1,unknown,pl,-i,וְיָצָ֥אנוּ אֵלֶֽיךָ׃ ,וְיָצָ֥אנוּ אֵלֶֽיךָ׃ ,וְיָצָ֥אנוּ אֵלֶֽיךָ׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 11:3,I Sam. 11:3,0,,0,,,0
147074,1_Samuel 11:10,1_Samuel,Samuel,Prophets,SBH,prose,Q,עֲשִׂיתֶ֣ם,עשׂיתם,עשׂה,<FH[,make,wqtl,qal,p2,m,pl,-i,וַעֲשִׂיתֶ֣ם לָּ֔נוּ כְּכָל־,וַעֲשִׂיתֶ֣ם לָּ֔נוּ כְּכָל־,וַעֲשִׂיתֶ֣ם לָּ֔נוּ כְּכָל־הַטֹּ֖וב בְּעֵינֵיכֶֽם׃ ס ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 11:10,I Sam. 11:10,0,,0,,,0
147243,1_Samuel 12:2,1_Samuel,Samuel,Prophets,SBH,prose,Q,שַׂ֔בְתִּי,שׂבתי,שׂיב,FJB[,be old,wqtl,qal,p1,unknown,sg,--,וָשַׂ֔בְתִּי ,וָשַׂ֔בְתִּי ,וָשַׂ֔בְתִּי ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:2,I Sam. 12:2,0,,0,,,0
147524,1_Samuel 12:14,1_Samuel,Samuel,Prophets,SBH,prose,Q,עֲבַדְתֶּ֤ם,עבדתם,עבד,<BD[,"work, serve",wqtl,qal,p2,m,pl,d-,וַעֲבַדְתֶּ֤ם אֹתֹו֙ ,וַעֲבַדְתֶּ֤ם אֹתֹו֙ ,וַעֲבַדְתֶּ֤ם אֹתֹו֙ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:14,I Sam. 12:14,1,VO,0,,,0
147527,1_Samuel 12:14,1_Samuel,Samuel,Prophets,SBH,prose,Q,שְׁמַעְתֶּ֣ם,שׁמעתם,שׁמע,CM<[,hear,wqtl,qal,p2,m,pl,-p,וּשְׁמַעְתֶּ֣ם בְּקֹלֹ֔ו ,וּשְׁמַעְתֶּ֣ם בְּקֹלֹ֔ו ,וּשְׁמַעְתֶּ֣ם בְּקֹלֹ֔ו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:14,I Sam. 12:14,0,,0,,,0
147537,1_Samuel 12:14,1_Samuel,Samuel,Prophets,SBH,prose,Q,הְיִתֶ֣ם,היתם,היה,HJH[,be,wqtl,qal,p2,m,pl,--,וִהְיִתֶ֣ם גַּם־אַתֶּ֗ם וְגַם־הַמֶּ֨לֶךְ֙ ,וִהְיִתֶ֣ם גַּם־אַתֶּ֗ם וְגַם־הַמֶּ֨לֶךְ֙ אַחַ֖ר יְהוָ֥ה אֱלֹהֵיכֶֽם׃ ,וִהְיִתֶ֣ם גַּם־אַתֶּ֗ם וְגַם־הַמֶּ֨לֶךְ֙ אֲשֶׁ֣ר מָלַ֣ךְ עֲלֵיכֶ֔ם אַחַ֖ר יְהוָ֥ה אֱלֹהֵיכֶֽם׃ ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:14,I Sam. 12:14,0,,0,,,0
147558,1_Samuel 12:15,1_Samuel,Samuel,Prophets,SBH,prose,Q,מְרִיתֶ֖ם,מריתם,מרה,MRH[,rebel,wqtl,qal,p2,m,pl,d-,וּמְרִיתֶ֖ם אֶת־פִּ֣י יְהוָ֑ה ,וּמְרִיתֶ֖ם אֶת־פִּ֣י יְהוָ֑ה ,וּמְרִיתֶ֖ם אֶת־פִּ֣י יְהוָ֑ה ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:15,I Sam. 12:15,1,VO,0,,,0
147563,1_Samuel 12:15,1_Samuel,Samuel,Prophets,SBH,prose,Q,הָיְתָ֧ה,היתה,היה,HJH[,be,wqtl,qal,p3,f,sg,--,וְהָיְתָ֧ה יַד־יְהוָ֛ה בָּכֶ֖ם וּבַאֲבֹתֵיכֶֽם׃ ,וְהָיְתָ֧ה יַד־יְהוָ֛ה בָּכֶ֖ם וּבַאֲבֹתֵיכֶֽם׃ ,וְהָיְתָ֧ה יַד־יְהוָ֛ה בָּכֶ֖ם וּבַאֲבֹתֵיכֶֽם׃ ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:15,I Sam. 12:15,0,,0,,,0
147693,1_Samuel 12:20,1_Samuel,Samuel,Prophets,SBH,prose,Q,עֲבַדְתֶּ֥ם,עבדתם,עבד,<BD[,"work, serve",wqtl,qal,p2,m,pl,dp,וַעֲבַדְתֶּ֥ם אֶת־יְהוָ֖ה בְּכָל־לְבַבְכֶֽם׃ ,וַעֲבַדְתֶּ֥ם אֶת־יְהוָ֖ה בְּכָל־לְבַבְכֶֽם׃ ,וַעֲבַדְתֶּ֥ם אֶת־יְהוָ֖ה בְּכָל־לְבַבְכֶֽם׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:20,I Sam. 12:20,1,VO,0,,,0
147749,1_Samuel 12:23,1_Samuel,Samuel,Prophets,SBH,prose,Q,הֹורֵיתִ֣י,הוריתי,ירה,JRH[,teach,wqtl,hif,p1,unknown,sg,,וְהֹורֵיתִ֣י אֶתְכֶ֔ם בְּדֶ֥רֶךְ הַטֹּובָ֖ה וְהַיְשָׁרָֽה׃ ,וְהֹורֵיתִ֣י אֶתְכֶ֔ם בְּדֶ֥רֶךְ הַטֹּובָ֖ה וְהַיְשָׁרָֽה׃ ,וְהֹורֵיתִ֣י אֶתְכֶ֔ם בְּדֶ֥רֶךְ הַטֹּובָ֖ה וְהַיְשָׁרָֽה׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:23,I Sam. 12:23,1,VO,0,,,0
147763,1_Samuel 12:24,1_Samuel,Samuel,Prophets,SBH,prose,Q,עֲבַדְתֶּ֥ם,עבדתם,עבד,<BD[,"work, serve",wqtl,qal,p2,m,pl,d-,וַעֲבַדְתֶּ֥ם אֹתֹ֛ו בֶּאֱמֶ֖ת בְּכָל־לְבַבְכֶ֑ם ,וַעֲבַדְתֶּ֥ם אֹתֹ֛ו בֶּאֱמֶ֖ת בְּכָל־לְבַבְכֶ֑ם ,וַעֲבַדְתֶּ֥ם אֹתֹ֛ו בֶּאֱמֶ֖ת בְּכָל־לְבַבְכֶ֑ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 12:24,I Sam. 12:24,1,VO,0,,,0
148248,1_Samuel 13:21,1_Samuel,Samuel,Prophets,SBH,prose,N,הָיְתָ֞ה,היתה,היה,HJH[,be,wqtl,qal,p3,f,sg,--,וְֽהָיְתָ֞ה הַפְּצִ֣ירָה פִ֗ים לַמַּֽחֲרֵשֹׁת֙ וְלָ֣אֵתִ֔ים וְלִשְׁלֹ֥שׁ קִלְּשֹׁ֖ון וּלְהַקַּרְדֻּמִּ֑ים ,וְֽהָיְתָ֞ה הַפְּצִ֣ירָה פִ֗ים לַמַּֽחֲרֵשֹׁת֙ וְלָ֣אֵתִ֔ים וְלִשְׁלֹ֥שׁ קִלְּשֹׁ֖ון וּלְהַקַּרְדֻּמִּ֑ים ,וְֽהָיְתָ֞ה הַפְּצִ֣ירָה פִ֗ים לַמַּֽחֲרֵשֹׁת֙ וְלָ֣אֵתִ֔ים וְלִשְׁלֹ֥שׁ קִלְּשֹׁ֖ון וּלְהַקַּרְדֻּמִּ֑ים וּלְהַצִּ֖יב הַדָּרְבָֽן׃ ,?NDN,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 13:21,I Sam. 13:21,0,,0,,,0
148273,1_Samuel 13:22,1_Samuel,Samuel,Prophets,SBH,prose,D,הָיָה֙,היה,היה,HJH[,be,wqtl,qal,p3,m,sg,--,וְהָיָה֙ בְּיֹ֣ום מִלְחֶ֔מֶת ,וְהָיָה֙ בְּיֹ֣ום מִלְחֶ֔מֶת ,וְהָיָה֙ בְּיֹ֣ום מִלְחֶ֔מֶת ,?ND,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 13:22,I Sam. 13:22,0,,0,,,1
148499,1_Samuel 14:8,1_Samuel,Samuel,Prophets,SBH,prose,Q,נִגְלִ֖ינוּ,נגלינו,גלה,GLH[,uncover,wqtl,nif,p1,unknown,pl,,וְנִגְלִ֖ינוּ אֲלֵיהֶֽם׃ ,וְנִגְלִ֖ינוּ אֲלֵיהֶֽם׃ ,וְנִגְלִ֖ינוּ אֲלֵיהֶֽם׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:8,I Sam. 14:8,0,,0,,,0
148510,1_Samuel 14:9,1_Samuel,Samuel,Prophets,SBH,prose,Q,עָמַ֣דְנוּ,עמדנו,עמד,<MD[,stand,wqtl,qal,p1,unknown,pl,-p,וְעָמַ֣דְנוּ תַחְתֵּ֔ינוּ ,וְעָמַ֣דְנוּ תַחְתֵּ֔ינוּ ,וְעָמַ֣דְנוּ תַחְתֵּ֔ינוּ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:9,I Sam. 14:9,0,,0,,,0
148523,1_Samuel 14:10,1_Samuel,Samuel,Prophets,SBH,prose,Q,עָלִ֔ינוּ,עלינו,עלה,<LH[,ascend,wqtl,qal,p1,unknown,pl,--,וְעָלִ֔ינוּ ,וְעָלִ֔ינוּ ,וְעָלִ֔ינוּ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:10,I Sam. 14:10,0,,0,,,0
148869,1_Samuel 14:24,1_Samuel,Samuel,Prophets,SBH,prose,Q,נִקַּמְתִּי֙,נקמתי,נקם,NQM[,avenge,wqtl,nif,p1,unknown,sg,,וְנִקַּמְתִּי֙ מֵאֹ֣יְבַ֔י ,וְנִקַּמְתִּי֙ מֵאֹ֣יְבַ֔י ,אָר֣וּר הָ֠אִישׁ אֲשֶׁר־יֹ֨אכַל לֶ֜חֶם עַד־הָעֶ֗רֶב וְנִקַּמְתִּי֙ מֵאֹ֣יְבַ֔י ,NQ,WQt0,W,SubAdv,_W_V,0,_W_,_conj_,_W_,1Sam 14:24,I Sam. 14:24,0,,0,,,0
149098,1_Samuel 14:34,1_Samuel,Samuel,Prophets,SBH,prose,Q,אֲמַרְתֶּ֣ם,אמרתם,אמר,>MR[,say,wqtl,qal,p2,m,pl,-i,וַאֲמַרְתֶּ֣ם לָהֶ֡ם ,וַאֲמַרְתֶּ֣ם לָהֶ֡ם ,וַאֲמַרְתֶּ֣ם לָהֶ֡ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:34,I Sam. 14:34,1,VO?,0,,,0
149108,1_Samuel 14:34,1_Samuel,Samuel,Prophets,SBH,prose,Q,שְׁחַטְתֶּ֤ם,שׁחטתם,שׁחט,CXV[,slaughter,wqtl,qal,p2,m,pl,-p,וּשְׁחַטְתֶּ֤ם בָּזֶה֙ ,וּשְׁחַטְתֶּ֤ם בָּזֶה֙ ,וּשְׁחַטְתֶּ֤ם בָּזֶה֙ ,NQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:34,I Sam. 14:34,0,,1,PP,ZH,0
149112,1_Samuel 14:34,1_Samuel,Samuel,Prophets,SBH,prose,Q,אֲכַלְתֶּ֔ם,אכלתם,אכל,>KL[,eat,wqtl,qal,p2,m,pl,--,וַאֲכַלְתֶּ֔ם ,וַאֲכַלְתֶּ֔ם ,וַאֲכַלְתֶּ֔ם ,NQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:34,I Sam. 14:34,0,,0,,,0
149519,1_Samuel 14:52,1_Samuel,Samuel,Prophets,SBH,prose,N,רָאָ֨ה,ראה,ראה,R>H[,see,wqtl,qal,p3,m,sg,d-,וְרָאָ֨ה שָׁא֜וּל כָּל־אִ֤ישׁ גִּבֹּור֙ וְכָל־בֶּן־חַ֔יִל ,וְרָאָ֨ה שָׁא֜וּל כָּל־אִ֤ישׁ גִּבֹּור֙ וְכָל־בֶּן־חַ֔יִל ,וְרָאָ֨ה שָׁא֜וּל כָּל־אִ֤ישׁ גִּבֹּור֙ וְכָל־בֶּן־חַ֔יִל ,N,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 14:52,I Sam. 14:52,1,VO,0,,,0
149578,1_Samuel 15:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,הִכִּֽיתָ֜ה,הכיתה,נכה,NKH[,strike,wqtl,hif,p2,m,sg,,וְהִכִּֽיתָ֜ה אֶת־עֲמָלֵ֗ק ,וְהִכִּֽיתָ֜ה אֶת־עֲמָלֵ֗ק ,וְהִכִּֽיתָ֜ה אֶת־עֲמָלֵ֗ק ,NQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:3,I Sam. 15:3,1,VO,0,,,0
149582,1_Samuel 15:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,הַֽחֲרַמְתֶּם֙,החרמתם,חרם,XRM[,consecrate,wqtl,hif,p2,m,pl,,וְהַֽחֲרַמְתֶּם֙ אֶת־כָּל־,וְהַֽחֲרַמְתֶּם֙ אֶת־כָּל־,וְהַֽחֲרַמְתֶּם֙ אֶת־כָּל־אֲשֶׁר־לֹ֔ו ,NQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:3,I Sam. 15:3,1,VO,0,,,0
149592,1_Samuel 15:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,הֵמַתָּ֞ה,המתה,מות,MWT[,die,wqtl,hif,p2,m,sg,,וְהֵמַתָּ֞ה מֵאִ֣ישׁ עַד־אִשָּׁ֗ה מֵֽעֹלֵל֙ וְעַד־יֹונֵ֔ק מִשֹּׁ֣ור וְעַד־שֶׂ֔ה מִגָּמָ֖ל וְעַד־חֲמֹֽור׃ ס ,וְהֵמַתָּ֞ה מֵאִ֣ישׁ עַד־אִשָּׁ֗ה מֵֽעֹלֵל֙ וְעַד־יֹונֵ֔ק מִשֹּׁ֣ור וְעַד־שֶׂ֔ה מִגָּמָ֖ל וְעַד־חֲמֹֽור׃ ס ,וְהֵמַתָּ֞ה מֵאִ֣ישׁ עַד־אִשָּׁ֗ה מֵֽעֹלֵל֙ וְעַד־יֹונֵ֔ק מִשֹּׁ֣ור וְעַד־שֶׂ֔ה מִגָּמָ֖ל וְעַד־חֲמֹֽור׃ ס ,NQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:3,I Sam. 15:3,1,VO,0,,,0
149926,1_Samuel 15:18,1_Samuel,Samuel,Prophets,SBH,prose,Q,הַחֲרַמְתָּ֞ה,החרמתה,חרם,XRM[,consecrate,wqtl,hif,p2,m,sg,,וְהַחֲרַמְתָּ֞ה אֶת־הַֽחַטָּאִים֙ אֶת־עֲמָלֵ֔ק ,וְהַחֲרַמְתָּ֞ה אֶת־הַֽחַטָּאִים֙ אֶת־עֲמָלֵ֔ק ,וְהַחֲרַמְתָּ֞ה אֶת־הַֽחַטָּאִים֙ אֶת־עֲמָלֵ֔ק ,NQNQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:18,I Sam. 15:18,1,VO,0,,,0
149933,1_Samuel 15:18,1_Samuel,Samuel,Prophets,SBH,prose,Q,נִלְחַמְתָּ֣,נלחמת,לחם,LXM[,fight,wqtl,nif,p2,m,sg,,וְנִלְחַמְתָּ֣ בֹ֔ו ,וְנִלְחַמְתָּ֣ בֹ֔ו ,וְנִלְחַמְתָּ֣ בֹ֔ו עַ֥ד כַּלֹּותָ֖ם אֹתָֽם׃ ,NQNQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:18,I Sam. 15:18,0,,0,,,0
150133,1_Samuel 15:28,1_Samuel,Samuel,Prophets,SBH,prose,Q,נְתָנָ֕הּ,נתנה,נתן,NTN[,give,wqtl,qal,p3,m,sg,l.,וּנְתָנָ֕הּ לְרֵעֲךָ֖ ,וּנְתָנָ֕הּ לְרֵעֲךָ֖ ,וּנְתָנָ֕הּ לְרֵעֲךָ֖ הַטֹּ֥וב מִמֶּֽךָּ׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:28,I Sam. 15:28,1,VO?,0,,,0
150170,1_Samuel 15:30,1_Samuel,Samuel,Prophets,SBH,prose,Q,הִֽשְׁתַּחֲוֵ֖יתִי,השׁתחויתי,חוה,XWH[,bow down,wqtl,hsht,p1,unknown,sg,,וְהִֽשְׁתַּחֲוֵ֖יתִי לַֽיהוָ֥ה אֱלֹהֶֽיךָ׃ ,וְהִֽשְׁתַּחֲוֵ֖יתִי לַֽיהוָ֥ה אֱלֹהֶֽיךָ׃ ,וְהִֽשְׁתַּחֲוֵ֖יתִי לַֽיהוָ֥ה אֱלֹהֶֽיךָ׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 15:30,I Sam. 15:30,0,,0,,,0
150308,1_Samuel 16:2,1_Samuel,Samuel,Prophets,SBH,prose,Q,שָׁמַ֥ע,שׁמע,שׁמע,CM<[,hear,wqtl,qal,p3,m,sg,--,וְשָׁמַ֥ע שָׁא֖וּל ,וְשָׁמַ֥ע שָׁא֖וּל ,וְשָׁמַ֥ע שָׁא֖וּל ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:2,I Sam. 16:2,0,,0,,,0
150311,1_Samuel 16:2,1_Samuel,Samuel,Prophets,SBH,prose,Q,הֲרָגָ֑נִי,הרגני,הרג,HRG[,kill,wqtl,qal,p3,m,sg,d-,וַהֲרָגָ֑נִי ס ,וַהֲרָגָ֑נִי ס ,וַהֲרָגָ֑נִי ס ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:2,I Sam. 16:2,1,VO?,0,,,0
150321,1_Samuel 16:2,1_Samuel,Samuel,Prophets,SBH,prose,Q,אָ֣מַרְתָּ֔,אמרת,אמר,>MR[,say,wqtl,qal,p2,m,sg,--,וְאָ֣מַרְתָּ֔ ,וְאָ֣מַרְתָּ֔ ,וְאָ֣מַרְתָּ֔ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:2,I Sam. 16:2,1,VO?,0,,,0
150328,1_Samuel 16:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,קָרָ֥אתָ,קראת,קרא,QR>[,call,wqtl,qal,p2,m,sg,-p,וְקָרָ֥אתָ לְיִשַׁ֖י בַּזָּ֑בַח ,וְקָרָ֥אתָ לְיִשַׁ֖י בַּזָּ֑בַח ,וְקָרָ֥אתָ לְיִשַׁ֖י בַּזָּ֑בַח ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:3,I Sam. 16:3,0,,0,,,0
150341,1_Samuel 16:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,מָשַׁחְתָּ֣,משׁחת,משׁח,MCX[,smear,wqtl,qal,p2,m,sg,di,וּמָשַׁחְתָּ֣ לִ֔י ,וּמָשַׁחְתָּ֣ לִ֔י ,וּמָשַׁחְתָּ֣ לִ֔י אֵ֥ת אֲשֶׁר־אֹמַ֖ר אֵלֶֽיךָ׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:3,I Sam. 16:3,0,,0,,,0
150378,1_Samuel 16:5,1_Samuel,Samuel,Prophets,SBH,prose,Q,בָאתֶ֥ם,באתם,בוא,BW>[,come,wqtl,qal,p2,m,pl,-p,וּבָאתֶ֥ם אִתִּ֖י בַּזָּ֑בַח ,וּבָאתֶ֥ם אִתִּ֖י בַּזָּ֑בַח ,וּבָאתֶ֥ם אִתִּ֖י בַּזָּ֑בַח ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:5,I Sam. 16:5,0,,0,,,0
150589,1_Samuel 16:14,1_Samuel,Samuel,Prophets,SBH,prose,N,בִֽעֲתַ֥תּוּ,בעתתו,בעת,B<T[,terrify,wqtl,piel,p3,f,sg,,וּבִֽעֲתַ֥תּוּ רֽוּחַ־רָעָ֖ה מֵאֵ֥ת יְהוָֽה׃ ,וּבִֽעֲתַ֥תּוּ רֽוּחַ־רָעָ֖ה מֵאֵ֥ת יְהוָֽה׃ ,וּבִֽעֲתַ֥תּוּ רֽוּחַ־רָעָ֖ה מֵאֵ֥ת יְהוָֽה׃ ,N,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:14,I Sam. 16:14,1,VO?,0,,,0
150620,1_Samuel 16:16,1_Samuel,Samuel,Prophets,SBH,prose,Q,הָיָ֗ה,היה,היה,HJH[,be,wqtl,qal,p3,m,sg,--,וְהָיָ֗ה ,וְהָיָ֗ה ,וְהָיָ֗ה בִּֽהְיֹ֨ות עָלֶ֤יךָ רֽוּחַ־אֱלֹהִים֙ רָעָ֔ה ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:16,I Sam. 16:16,0,,0,,,0
150628,1_Samuel 16:16,1_Samuel,Samuel,Prophets,SBH,prose,Q,נִגֵּ֥ן,נגן,נגן,NGN[,play harp,wqtl,piel,p3,m,sg,,וְנִגֵּ֥ן בְּיָדֹ֖ו ,וְנִגֵּ֥ן בְּיָדֹ֖ו ,וְנִגֵּ֥ן בְּיָדֹ֖ו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:16,I Sam. 16:16,0,,0,,,0
150647,1_Samuel 16:17,1_Samuel,Samuel,Prophets,SBH,prose,Q,הֲבִיאֹותֶ֖ם,הביאותם,בוא,BW>[,come,wqtl,hif,p2,m,pl,,וַהֲבִיאֹותֶ֖ם אֵלָֽי׃ ,וַהֲבִיאֹותֶ֖ם אֵלָֽי׃ ,וַהֲבִיאֹותֶ֖ם אֵלָֽי׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:17,I Sam. 16:17,0,,0,,,0
150754,1_Samuel 16:23,1_Samuel,Samuel,Prophets,SBH,prose,N,הָיָ֗ה,היה,היה,HJH[,be,wqtl,qal,p3,m,sg,--,וְהָיָ֗ה ,וְהָיָ֗ה ,וְהָיָ֗ה בִּֽהְיֹ֤ות רֽוּחַ־אֱלֹהִים֙ אֶל־שָׁא֔וּל ,N,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:23,I Sam. 16:23,0,,0,,,0
150762,1_Samuel 16:23,1_Samuel,Samuel,Prophets,SBH,prose,N,לָקַ֥ח,לקח,לקח,LQX[,take,wqtl,qal,p3,m,sg,d-,וְלָקַ֥ח דָּוִ֛ד אֶת־הַכִּנֹּ֖ור ,וְלָקַ֥ח דָּוִ֛ד אֶת־הַכִּנֹּ֖ור ,וְלָקַ֥ח דָּוִ֛ד אֶת־הַכִּנֹּ֖ור ,N,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:23,I Sam. 16:23,1,VO,0,,,0
150768,1_Samuel 16:23,1_Samuel,Samuel,Prophets,SBH,prose,N,נִגֵּ֣ן,נגן,נגן,NGN[,play harp,wqtl,piel,p3,m,sg,,וְנִגֵּ֣ן בְּיָדֹ֑ו ,וְנִגֵּ֣ן בְּיָדֹ֑ו ,וְנִגֵּ֣ן בְּיָדֹ֑ו ,N,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:23,I Sam. 16:23,0,,0,,,0
150772,1_Samuel 16:23,1_Samuel,Samuel,Prophets,SBH,prose,N,רָוַ֤ח,רוח,רוח,RWX[,be spacious,wqtl,qal,p3,m,sg,--,וְרָוַ֤ח לְשָׁאוּל֙ ,וְרָוַ֤ח לְשָׁאוּל֙ ,וְרָוַ֤ח לְשָׁאוּל֙ ,N,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:23,I Sam. 16:23,0,,0,,,0
150779,1_Samuel 16:23,1_Samuel,Samuel,Prophets,SBH,prose,N,סָ֥רָה,סרה,סור,SWR[,turn aside,wqtl,qal,p3,f,sg,-c,וְסָ֥רָה מֵעָלָ֖יו ר֥וּחַ הָרָעָֽה׃ פ ,וְסָ֥רָה מֵעָלָ֖יו ר֥וּחַ הָרָעָֽה׃ פ ,וְסָ֥רָה מֵעָלָ֖יו ר֥וּחַ הָרָעָֽה׃ פ ,N,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 16:23,I Sam. 16:23,0,,0,,,0
150948,1_Samuel 17:9,1_Samuel,Samuel,Prophets,SBH,prose,Q,הִכָּ֔נִי,הכני,נכה,NKH[,strike,wqtl,hif,p3,m,sg,,וְהִכָּ֔נִי ,וְהִכָּ֔נִי ,וְהִכָּ֔נִי ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 17:9,I Sam. 17:9,1,VO?,0,,,0
150950,1_Samuel 17:9,1_Samuel,Samuel,Prophets,SBH,prose,Q,הָיִ֥ינוּ,היינו,היה,HJH[,be,wqtl,qal,p1,unknown,pl,-i,וְהָיִ֥ינוּ לָכֶ֖ם לַעֲבָדִ֑ים ,וְהָיִ֥ינוּ לָכֶ֖ם לַעֲבָדִ֑ים ,וְהָיִ֥ינוּ לָכֶ֖ם לַעֲבָדִ֑ים ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 17:9,I Sam. 17:9,0,,0,,,0
150960,1_Samuel 17:9,1_Samuel,Samuel,Prophets,SBH,prose,Q,הִכִּיתִ֔יו,הכיתיו,נכה,NKH[,strike,wqtl,hif,p1,unknown,sg,,וְהִכִּיתִ֔יו ,וְהִכִּיתִ֔יו ,וְהִכִּיתִ֔יו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 17:9,I Sam. 17:9,1,VO?,0,,,0
150962,1_Samuel 17:9,1_Samuel,Samuel,Prophets,SBH,prose,Q,הְיִ֤יתֶם,הייתם,היה,HJH[,be,wqtl,qal,p2,m,pl,-i,וִהְיִ֤יתֶם לָ֨נוּ֙ לַעֲבָדִ֔ים ,וִהְיִ֤יתֶם לָ֨נוּ֙ לַעֲבָדִ֔ים ,וִהְיִ֤יתֶם לָ֨נוּ֙ לַעֲבָדִ֔ים ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 17:9,I Sam. 17:9,0,,0,,,0
150967,1_Samuel 17:9,1_Samuel,Samuel,Prophets,SBH,prose,Q,עֲבַדְתֶּ֖ם,עבדתם,עבד,<BD[,"work, serve",wqtl,qal,p2,m,pl,d-,וַעֲבַדְתֶּ֖ם אֹתָֽנוּ׃ ,וַעֲבַדְתֶּ֖ם אֹתָֽנוּ׃ ,וַעֲבַדְתֶּ֖ם אֹתָֽנוּ׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 17:9,I Sam. 17:9,1,VO,0,,,0
