bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree
66124,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
66186,PRP|MD|VB,VB,MOD shall,MOD shall,VB|RP,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66214,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66235,PRP|MD|VB,VB,MOD shall,MOD shall,JJ,,,,0,,,0,0
66266,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66281,MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
66304,PRP|MD|VB|NN,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
66392,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66423,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66427,VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66467,MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
66485,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
66510,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
66586,VB,VB,MOD shall,MOD shall,VB,VB,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
66682,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
66702,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
66710,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66838,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66841,VB,VB,MOD shall,MOD shall,VBP,VBP,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66854,PRP|MD|VB,VB,MOD shall,MOD shall,VBD,VBD,PAST,PAST,1,MOD shall ~ PAST,MOD shall ~ PAST,0,0
66870,PRP|MD|VB,VB,MOD shall,MOD shall,VBD,VBD,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
66877,PRP|MD|VB|IN,VB,MOD may,MOD may,,,,,0,,,0,0
66906,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ|IN,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
66913,PRP|MD|VB,VB,MOD shall,MOD shall,VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
67008,VB,VB,MOD let,MOD let,VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD let,MOD is to ~ MOD let,0,0
67017,VB,VB,MOD let,MOD let,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD let,MOD is to ~ MOD let,0,0
67035,MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|VBN|JJ,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
67177,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
67189,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
67205,VB|IN,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67248,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
67287,PRP|MD|VB,VB,MOD shall,MOD shall,VB|RP,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67297,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
67309,PRP|MD|VB,VB,MOD shall,MOD shall,VB|VBD,VB|VBD,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67333,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67340,VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67353,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
67464,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV do not,IMPV,1,IMPV do not ~ MOD shall,IMPV ~ MOD shall,0,0
67472,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67480,VB,VB,MOD shall,MOD shall,VB,VB,TO INF,TO INF,1,MOD shall ~ TO INF,MOD shall ~ TO INF,0,0
67483,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
67490,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
67495,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
67499,VB,VB,FUT,FUT,VBP,VBP,FUT,FUT,1,FUT,FUT,1,1
67522,PRP|MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
67532,PRP|MD|VB,VB,FUT,FUT,DT|NN|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
67541,PRP|VBP,VBP,PRES,PRES,PRP|VB,VB,PRES,PRES,1,PRES,PRES,1,1
67548,PRP|MD|VB|VBG,VB|VBG,FUT PROG,FUT PROG,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ FUT PROG,FUT ~ FUT PROG,0,0
67594,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
67598,MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
67604,VB,VB,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
67616,VBZ|JJ,VBZ,PRES,PRES,PRP|PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
67619,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
67624,VB|VB,VB|VB,MOD let,MOD let,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD let,MOD is to ~ MOD let,0,0
67629,VB|RP,VB,MOD let,MOD let,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD let,MOD is to ~ MOD let,0,0
67640,VB,VB,MOD let,MOD let,PRP|MD|VB|RB,VB,MOD can,MOD can,1,MOD can ~ MOD let,MOD can ~ MOD let,0,0
67652,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
67664,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
67669,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|RB,VB,MOD can,MOD can,1,MOD can ~ MOD shall,MOD can ~ MOD shall,0,0
67681,PRP|MD|VB,VB,MOD may,MOD may,PRP|VBZ,VBZ,PRES,PRES,1,MOD may ~ PRES,MOD may ~ PRES,0,0
67700,,,,,MD|VB,VB,MOD shall,MOD shall,0,,,0,0
67766,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,VBZ|TO|VB|VBN,VBZ|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
67802,MD|RB|VB,VB,MOD can,MOD can,VBZ|JJ|TO|VB,VBZ|VB,PRES,PRES,1,MOD can ~ PRES,MOD can ~ PRES,0,0
67806,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67812,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|TO|VB,VB|VB,MOD can,MOD can,1,MOD can ~ MOD shall,MOD can ~ MOD shall,0,0
67822,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
67826,MD|VB,VB,MOD may,MOD may,MD|VB|TO|VB,VB|VB,MOD may,MOD may,1,MOD may,MOD may,1,1
67868,VBZ|PRP,VBZ,PRES,PRES,VBZ|PRP,VBZ,PRES,PRES,1,PRES,PRES,1,1
67888,PRP|MD|VB|RP,VB,MOD shall,MOD shall,VBP|TO|VB|VBN,VBP|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
67896,VB|RB,VB,MOD shall,MOD shall,PRP|MD|VB|RB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
67923,MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
67965,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0
67970,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD can,MOD can,1,MOD can ~ MOD may,MOD can ~ MOD may,0,0
68004,VBZ|JJ,VBZ,PRES,PRES,VBZ|JJ,VBZ,PRES,PRES,1,PRES,PRES,1,1
68008,VBZ|PRP,VBZ,PRES,PRES,VBZ|PRP,VBZ,PRES,PRES,1,PRES,PRES,1,1
68044,PRP|MD|VB|PRP,VB,MOD may,MOD may,PRP|MD|VB|PRP,VB,MOD may,MOD may,1,MOD may,MOD may,1,1
68046,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
68058,,,,,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,0,,,0,0
68094,PRP|MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
68122,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,VBP|TO|VB|VBN,VBP|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
68189,VB,VB,PRES,PRES,VB,VB,TO INF,TO INF,1,PRES ~ TO INF,PRES ~ TO INF,0,0
68192,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68197,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68208,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68219,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68224,NN,,,,VBP,VBP,FUT,FUT,0,,,0,0
68230,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68236,PRP|MD|VB|RB,VB,MOD shall,MOD shall,PRP|MD|VB|RB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68241,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68254,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68258,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68265,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68275,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68283,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68286,VB|JJ,VB,FUT,FUT,VB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
68289,VB,VB,FUT,FUT,VB|NNS,VB,FUT,FUT,1,FUT,FUT,1,1
68292,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68297,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|VBG,VB|VBG,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68307,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68317,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68321,MD|VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
68393,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68409,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68415,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68418,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68422,PRP|MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68427,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68431,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68444,PRP|MD|RB,,FUT,FUT,,,,,0,,,0,0
68452,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
68457,PRP|MD|VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
68470,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68500,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68507,PRP|MD|VB|VB,VB|VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68514,MD|VB|NNS,VB,MOD shall,MOD shall,PRP|MD|VB|NNS,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68517,VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
68521,VB|JJ|IN|NN,VB,MOD shall,MOD shall,VB|RB|JJ|IN|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68524,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68534,VB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
68538,MD|VB,VB,FUT,FUT,,,,,0,,,0,0
68545,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68553,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68560,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
68564,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68569,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68579,MD|VB,VB,MOD shall,MOD shall,MD|VB|JJ|TO|VB,VB|VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68587,MD|VB|RP|RB,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68593,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68605,VB,VB,FUT,FUT,VB,VB,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
68610,PRP|MD|VB,VB,FUT,FUT,,,,,0,,,0,0
68616,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68624,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68632,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68636,VBD|RP,VBD,,,VBD|RP,VBD,,,0,,,0,0
68640,VBD,VBD,,,VB,VB,FUT,FUT,0,,,0,0
68647,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68651,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|IN,VB,FUT,FUT,1,FUT,FUT,1,1
68656,MD|VB|JJ,VB,FUT,FUT,VBD|NN,VBD,PAST,PAST,1,FUT ~ PAST,FUT ~ PAST,0,0
68666,MD|VB,VB,FUT,FUT,MD|VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
68672,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68685,PRP|MD|VB,VB,FUT,FUT,MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
68689,MD|VB,VB,MOD shall,MOD shall,MD|VB|VBN|NN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68715,VB,VB,MOD shall,MOD shall,VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68736,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|RB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
68744,MD|VB|IN|NN,VB,MOD shall,MOD shall,MD|VB|IN|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68750,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68754,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68759,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68779,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68784,MD|VB|RP,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
68806,PRP|VBP,VBP,PRES,PRES,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
68832,VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1
68849,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68922,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
68978,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
68990,,,,,,,,,0,,,0,0
69004,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
69018,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
69034,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
69057,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
69083,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
69101,PRP|MD|VB|VBN|TO|VB,VB|VBN|VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
69107,MD|VB,VB,MOD shall,MOD shall,MD|VB|DT|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69159,,,,,,,,,0,,,0,0
69178,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
69187,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69207,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
69221,MD|VB,VB,MOD shall,MOD shall,MD|VB|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69245,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
69251,PRP|MD|VB,VB,MOD shall,MOD shall,DT|NN|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69263,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
69293,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69311,DT|NN|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69325,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
69331,PRP|MD|VB,VB,MOD shall,MOD shall,DT|NN|MD|RB,,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69353,MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69387,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
69400,DT|NN|MD|VB,VB,MOD shall,MOD shall,DT|NN|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
69470,PRP|MD|VB|RB,VB,MOD shall,MOD shall,PRP|MD|VB|RB,VB,MOD may,MOD may,1,MOD may ~ MOD shall,MOD may ~ MOD shall,0,0
69474,VB,VB,MOD shall,MOD shall,VBG,VBG,PRES PART,PRES PART,1,MOD shall ~ PRES PART,MOD shall ~ PRES PART,0,0
69482,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|VBZ|TO|VB|VBN,VBZ|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
69589,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
70377,MD|VB|PRP$|NNS,VB,MOD shall,MOD shall,VBP|TO|VB|RP|PRP$|NNS,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
70407,MD|VB,VB,MOD shall,MOD shall,VBP|TO|VB|JJ|IN,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
70650,MD|VB|RP,VB,MOD shall,MOD shall,MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
70997,VBD,VBD,,,VB,VB,IMPV,IMPV,0,,,0,0
71005,PRP|MD|VB,VB,MOD may,MOD may,VB,VB,TO INF,TO INF,1,MOD may ~ TO INF,MOD may ~ TO INF,0,0
71008,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
71028,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB|NN|IN,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
71046,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
71071,PRP|MD|VB,VB,MOD shall,MOD shall,VB|IN|NNS,VB,TO INF,TO INF,1,MOD shall ~ TO INF,MOD shall ~ TO INF,0,0
71107,MD|VB,VB,MOD shall,MOD shall,VBP,VBP,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
71571,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
71659,MD|VB,VB,MOD shall,MOD shall,VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
71686,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
71703,VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
71829,MD|VB|RB,VB,MOD shall,MOD shall,VBP|TO|VB|RB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
