bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
108003,וְאָמַ֥ר כָּל־הָעָ֖ם ,536572,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536577,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108018,וְאָמַ֥ר כָּל־הָעָ֖ם ,536576,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536582,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108029,וְאָמַ֥ר כָּל־הָעָ֖ם ,536581,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536586,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108044,וְאָמַ֥ר כָּל־הָעָ֖ם ,536585,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536590,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108054,וְאָמַ֥ר כָּל־הָעָ֖ם ,536589,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536594,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108066,וְאָמַ֥ר כָּל־הָעָ֖ם ,536593,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536598,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108080,וְאָמַ֥ר כָּל־הָעָ֖ם ,536597,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ ס ,536603,אָמֵֽן׃ ס ,Main,Q,Ø,NmCl,,,
108099,וְאָמַ֥ר כָּל־הָעָ֖ם ,536602,וְאָמַ֥ר כָּל־הָעָ֖ם ,Main,Q,wqtl,WQtX,p3,>MR[,אמר,אָמֵֽן׃ פ ,536608,אָמֵֽן׃ פ ,Main,Q,Ø,NmCl,,,
108105,,,,,,,,,,,אִם־שָׁמֹ֤ועַ תִּשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,536610,אִם־שָׁמֹ֤ועַ תִּשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,SubAdv,Q,yqtl,xYq0,p2,CM<[,תשׁמע
108126,אִם־שָׁמֹ֤ועַ תִּשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,536610,אִם־שָׁמֹ֤ועַ תִּשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,SubAdv,Q,yqtl,xYq0,p2,CM<[,תשׁמע,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַבְּרָכֹ֥ות הָאֵ֖לֶּה ,536615,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַבְּרָכֹ֥ות הָאֵ֖לֶּה ,Main,Q,wqtl,WQtX,p3,BW>[,באו
108136,וּנְתָ֨נְךָ֜ יְהוָ֤ה אֱלֹהֶ֨יךָ֙ עֶלְיֹ֔ון עַ֖ל כָּל־גֹּויֵ֥י הָאָֽרֶץ׃ ,536614,וּנְתָ֨נְךָ֜ יְהוָ֤ה אֱלֹהֶ֨יךָ֙ עֶלְיֹ֔ון עַ֖ל כָּל־גֹּויֵ֥י הָאָֽרֶץ׃ ,Main,Q,wqtl,WQtX,p3,NTN[,נתנך,וְהִשִּׂיגֻ֑ךָ ,536616,וְהִשִּׂיגֻ֑ךָ ,Main,Q,wqtl,WQt0,p3,NFG[,השׂיגך
108144,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַבְּרָכֹ֥ות הָאֵ֖לֶּה ,536615,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַבְּרָכֹ֥ות הָאֵ֖לֶּה ,Main,Q,wqtl,WQtX,p3,BW>[,באו,,,,,,,,,,
108225,יְצַ֨ו יְהוָ֤ה אִתְּךָ֙ אֶת־הַבְּרָכָ֔ה בַּאֲסָמֶ֕יךָ וּבְכֹ֖ל מִשְׁלַ֣ח יָדֶ֑ךָ ,536631,יְצַ֨ו יְהוָ֤ה אִתְּךָ֙ אֶת־הַבְּרָכָ֔ה בַּאֲסָמֶ֕יךָ וּבְכֹ֖ל מִשְׁלַ֣ח יָדֶ֑ךָ ,Main,Q,yqtl,ZYqX,p3,YWH[,יצו,אֲשֶׁר־יְהוָ֥ה אֱלֹהֶ֖יךָ נֹתֵ֥ן לָֽךְ׃ ,536633,אֲשֶׁר־יְהוָ֥ה אֱלֹהֶ֖יךָ נֹתֵ֥ן לָֽךְ׃ ,SubMod,Q,ptcp,Ptcp,unknown,NTN[,נתן
108251,כִּ֣י תִשְׁמֹ֗ר אֶת־מִצְוֹת֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,536636,כִּ֣י תִשְׁמֹ֗ר אֶת־מִצְוֹת֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,SubAdv,Q,yqtl,xYq0,p2,CMR[,תשׁמר,,,,,,,,,,
108255,יְקִֽימְךָ֙ יְהוָ֥ה לֹו֙ לְעַ֣ם קָדֹ֔ושׁ ,536634,יְקִֽימְךָ֙ יְהוָ֥ה לֹו֙ לְעַ֣ם קָדֹ֔ושׁ ,Main,Q,yqtl,ZYqX,p3,QWM[,יקימך,כִּ֛י שֵׁ֥ם יְהוָ֖ה נִקְרָ֣א עָלֶ֑יךָ ,536639,כִּ֛י שֵׁ֥ם יְהוָ֖ה נִקְרָ֣א עָלֶ֑יךָ ,SubArg,Q,qtl,XQtl,p3,QR>[,נקרא
108266,וְרָאוּ֙ כָּל־עַמֵּ֣י הָאָ֔רֶץ ,536638,וְרָאוּ֙ כָּל־עַמֵּ֣י הָאָ֔רֶץ ,Main,Q,wqtl,WQtX,p3,R>H[,ראו,,,,,,,,,,
108269,יְקִֽימְךָ֙ יְהוָ֥ה לֹו֙ לְעַ֣ם קָדֹ֔ושׁ ,536634,יְקִֽימְךָ֙ יְהוָ֥ה לֹו֙ לְעַ֣ם קָדֹ֔ושׁ ,Main,Q,yqtl,ZYqX,p3,QWM[,יקימך,אֲשֶׁ֨ר נִשְׁבַּ֧ע יְהוָ֛ה לַאֲבֹתֶ֖יךָ ,536642,אֲשֶׁ֨ר נִשְׁבַּ֧ע יְהוָ֛ה לַאֲבֹתֶ֖יךָ ,SubMod,Q,qtl,xQtX,p3,CB<[,נשׁבע
108319,יִפְתַּ֣ח יְהוָ֣ה׀ לְ֠ךָ אֶת־אֹוצָרֹ֨ו הַטֹּ֜וב אֶת־הַשָּׁמַ֗יִם ,536644,יִפְתַּ֣ח יְהוָ֣ה׀ לְ֠ךָ אֶת־אֹוצָרֹ֨ו הַטֹּ֜וב אֶת־הַשָּׁמַ֗יִם ,Main,Q,yqtl,ZYqX,p3,PTX[,יפתח,וְאַתָּ֖ה לֹ֥א תִלְוֶֽה׃ ,536648,וְאַתָּ֖ה לֹ֥א תִלְוֶֽה׃ ,Main,Q,yqtl,WXYq,p2,LWH=[,תלוה
108327,יִפְתַּ֣ח יְהוָ֣ה׀ לְ֠ךָ אֶת־אֹוצָרֹ֨ו הַטֹּ֜וב אֶת־הַשָּׁמַ֗יִם ,536644,יִפְתַּ֣ח יְהוָ֣ה׀ לְ֠ךָ אֶת־אֹוצָרֹ֨ו הַטֹּ֜וב אֶת־הַשָּׁמַ֗יִם ,Main,Q,yqtl,ZYqX,p3,PTX[,יפתח,וְלֹ֣א לְזָנָ֔ב ,536650,וְלֹ֣א לְזָנָ֔ב ,Main,Q,Ø,Ellp,,,
108336,וּנְתָֽנְךָ֙ יְהוָ֤ה לְרֹאשׁ֙ ,536649,וּנְתָֽנְךָ֙ יְהוָ֤ה לְרֹאשׁ֙ ,Main,Q,wqtl,WQtX,p3,NTN[,נתנך,וְלֹ֥א תִהְיֶ֖ה לְמָ֑טָּה ,536652,וְלֹ֥א תִהְיֶ֖ה לְמָ֑טָּה ,Main,Q,yqtl,WxY0,p2,HJH[,תהיה
108385,וְהָיָ֗ה ,536609,וְהָיָ֗ה ,Main,?,wqtl,MSyn,p3,HJH[,היה,אִם־לֹ֤א תִשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,536663,אִם־לֹ֤א תִשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,SubAdv,Q,yqtl,xYq0,p2,CM<[,תשׁמע
108408,אִם־לֹ֤א תִשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,536663,אִם־לֹ֤א תִשְׁמַע֙ בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ ,SubAdv,Q,yqtl,xYq0,p2,CM<[,תשׁמע,וְהִשִּׂיגֽוּךָ׃ ,536668,וְהִשִּׂיגֽוּךָ׃ ,Main,Q,wqtl,WQt0,p3,NFG[,השׂיגוך
108416,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַקְּלָלֹ֥ות הָאֵ֖לֶּה ,536667,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַקְּלָלֹ֥ות הָאֵ֖לֶּה ,Main,Q,wqtl,WQtX,p3,BW>[,באו,,,,,,,,,,
108532,יַכְּכָ֣ה יְ֠הוָה בַּשַּׁחֶ֨פֶת וּבַקַּדַּ֜חַת וּבַדַּלֶּ֗קֶת וּבַֽחַרְחֻר֙ וּבַחֶ֔רֶב וּבַשִּׁדָּפֹ֖ון וּבַיֵּרָקֹ֑ון ,536686,יַכְּכָ֣ה יְ֠הוָה בַּשַּׁחֶ֨פֶת וּבַקַּדַּ֜חַת וּבַדַּלֶּ֗קֶת וּבַֽחַרְחֻר֙ וּבַחֶ֔רֶב וּבַשִּׁדָּפֹ֖ון וּבַיֵּרָקֹ֑ון ,Main,Q,yqtl,ZYqX,p3,NKH[,יככה,עַ֥ד אָבְדֶֽךָ׃ ,536688,עַ֥ד אָבְדֶֽךָ׃ ,SubAdv,Q,infc,InfC,unknown,>BD[,אבדך
108536,וּרְדָפ֖וּךָ ,536687,וּרְדָפ֖וּךָ ,Main,Q,wqtl,WQt0,p3,RDP[,רדפוך,אֲשֶׁ֥ר עַל־רֹאשְׁךָ֖ ,536690,אֲשֶׁ֥ר עַל־רֹאשְׁךָ֖ ,SubMod,Q,Ø,NmCl,,,
108582,בְּדֶ֤רֶךְ אֶחָד֙ תֵּצֵ֣א אֵלָ֔יו ,536700,בְּדֶ֤רֶךְ אֶחָד֙ תֵּצֵ֣א אֵלָ֔יו ,Main,Q,yqtl,xYq0,p2,JY>[,תצא,וְהָיְתָ֤ה נִבְלָֽתְךָ֙ לְמַאֲכָ֔ל לְכָל־עֹ֥וף הַשָּׁמַ֖יִם וּלְבֶהֱמַ֣ת הָאָ֑רֶץ ,536703,וְהָיְתָ֤ה נִבְלָֽתְךָ֙ לְמַאֲכָ֔ל לְכָל־עֹ֥וף הַשָּׁמַ֖יִם וּלְבֶהֱמַ֣ת הָאָ֑רֶץ ,Main,Q,wqtl,WQtX,p3,HJH[,היתה
108591,וְהָיִ֣יתָ לְזַעֲוָ֔ה לְכֹ֖ל מַמְלְכֹ֥ות הָאָֽרֶץ׃ ,536702,וְהָיִ֣יתָ לְזַעֲוָ֔ה לְכֹ֖ל מַמְלְכֹ֥ות הָאָֽרֶץ׃ ,Main,Q,wqtl,WQt0,p2,HJH[,היית,וְאֵ֖ין מַחֲרִֽיד׃ ,536704,וְאֵ֖ין מַחֲרִֽיד׃ ,Main,Q,Ø,NmCl,,,
108642,יַכְּכָ֣ה יְהוָ֔ה בְּשִׁגָּעֹ֖ון וּבְעִוָּרֹ֑ון וּבְתִמְהֹ֖ון לֵבָֽב׃ ,536708,יַכְּכָ֣ה יְהוָ֔ה בְּשִׁגָּעֹ֖ון וּבְעִוָּרֹ֑ון וּבְתִמְהֹ֖ון לֵבָֽב׃ ,Main,Q,yqtl,ZYqX,p3,NKH[,יככה,כַּאֲשֶׁ֨ר יְמַשֵּׁ֤שׁ הָעִוֵּר֙ בָּאֲפֵלָ֔ה ,536710,כַּאֲשֶׁ֨ר יְמַשֵּׁ֤שׁ הָעִוֵּר֙ בָּאֲפֵלָ֔ה ,SubAdv,Q,yqtl,xYqX,p3,MCC[,ימשׁשׁ
108661,יַכְּכָ֣ה יְהוָ֔ה בְּשִׁגָּעֹ֖ון וּבְעִוָּרֹ֑ון וּבְתִמְהֹ֖ון לֵבָֽב׃ ,536708,יַכְּכָ֣ה יְהוָ֔ה בְּשִׁגָּעֹ֖ון וּבְעִוָּרֹ֑ון וּבְתִמְהֹ֖ון לֵבָֽב׃ ,Main,Q,yqtl,ZYqX,p3,NKH[,יככה,וְאֵ֥ין מֹושִֽׁיעַ׃ ,536713,וְאֵ֥ין מֹושִֽׁיעַ׃ ,Main,Q,Ø,NmCl,,,
108746,וְהָיִ֜יתָ אַ֣ךְ עָשׁ֧וּק וְגָז֛וּל כָּל־הַיָּמִ֖ים ,536712,וְהָיִ֜יתָ אַ֣ךְ עָשׁ֧וּק וְגָז֛וּל כָּל־הַיָּמִ֖ים ,Main,Q,wqtl,WQt0,p2,HJH[,היית,וְהָיִ֖יתָ מְשֻׁגָּ֑ע מִמַּרְאֵ֥ה עֵינֶ֖יךָ ,536733,וְהָיִ֖יתָ מְשֻׁגָּ֑ע מִמַּרְאֵ֥ה עֵינֶ֖יךָ ,Main,Q,wqtl,WQt0,p2,HJH[,היית
108755,וְהָיִ֗יתָ רַ֛ק עָשׁ֥וּק וְרָצ֖וּץ כָּל־הַיָּמִֽים׃ ,536732,וְהָיִ֗יתָ רַ֛ק עָשׁ֥וּק וְרָצ֖וּץ כָּל־הַיָּמִֽים׃ ,Main,Q,wqtl,WQt0,p2,HJH[,היית,אֲשֶׁ֥ר תִּרְאֶֽה׃ ,536734,אֲשֶׁ֥ר תִּרְאֶֽה׃ ,SubMod,Q,yqtl,xYq0,p2,R>H[,תראה
108803,יֹולֵ֨ךְ יְהוָ֜ה אֹֽתְךָ֗ וְאֶֽת־מַלְכְּךָ֙ אֶל־גֹּ֕וי ,536739,יֹולֵ֨ךְ יְהוָ֜ה אֹֽתְךָ֗ וְאֶֽת־מַלְכְּךָ֙ ,Main,Q,yqtl,ZYqX,p3,HLK[,יולך,וְהָיִ֣יתָ לְשַׁמָּ֔ה לְמָשָׁ֖ל וְלִשְׁנִינָ֑ה בְּכֹל֙ הָֽעַמִּ֔ים ,536744,וְהָיִ֣יתָ לְשַׁמָּ֔ה לְמָשָׁ֖ל וְלִשְׁנִינָ֑ה בְּכֹל֙ הָֽעַמִּ֔ים ,Main,Q,wqtl,WQt0,p2,HJH[,היית
108811,וְעָבַ֥דְתָּ שָּׁ֛ם אֱלֹהִ֥ים אֲחֵרִ֖ים עֵ֥ץ וָאָֽבֶן׃ ,536743,וְעָבַ֥דְתָּ שָּׁ֛ם אֱלֹהִ֥ים אֲחֵרִ֖ים עֵ֥ץ וָאָֽבֶן׃ ,Main,Q,wqtl,WQt0,p2,<BD[,עבדת,אֲשֶׁר־יְנַהֶגְךָ֥ יְהוָ֖ה שָֽׁמָּה׃ ,536745,אֲשֶׁר־יְנַהֶגְךָ֥ יְהוָ֖ה שָֽׁמָּה׃ ,SubMod,Q,yqtl,xYqX,p3,NHG[,ינהגך
108842,כְּרָמִ֥ים תִּטַּ֖ע ,536749,כְּרָמִ֥ים תִּטַּ֖ע ,Main,Q,yqtl,xYq0,p2,NV<[,תטע,,,,,,,,,,
108918,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַקְּלָלֹ֥ות הָאֵ֖לֶּה ,536667,וּבָ֧אוּ עָלֶ֛יךָ כָּל־הַקְּלָלֹ֥ות הָאֵ֖לֶּה ,Main,Q,wqtl,WQtX,p3,BW>[,באו,וּרְדָפ֨וּךָ֙ ,536770,וּרְדָפ֨וּךָ֙ ,Main,Q,wqtl,WQt0,p3,RDP[,רדפוך
108926,וּבָ֨אוּ עָלֶ֜יךָ כָּל־הַקְּלָלֹ֣ות הָאֵ֗לֶּה ,536769,וּבָ֨אוּ עָלֶ֜יךָ כָּל־הַקְּלָלֹ֣ות הָאֵ֗לֶּה ,Main,Q,wqtl,WQtX,p3,BW>[,באו,וְהִשִּׂיג֔וּךָ ,536771,וְהִשִּׂיג֔וּךָ ,Main,Q,wqtl,WQt0,p3,NFG[,השׂיגוך
108928,וּרְדָפ֨וּךָ֙ ,536770,וּרְדָפ֨וּךָ֙ ,Main,Q,wqtl,WQt0,p3,RDP[,רדפוך,עַ֖ד הִשָּֽׁמְדָ֑ךְ ,536772,עַ֖ד הִשָּֽׁמְדָ֑ךְ ,SubAdv,Q,infc,InfC,unknown,CMD[,השׁמדך
108946,וּבָ֨אוּ עָלֶ֜יךָ כָּל־הַקְּלָלֹ֣ות הָאֵ֗לֶּה ,536769,וּבָ֨אוּ עָלֶ֜יךָ כָּל־הַקְּלָלֹ֣ות הָאֵ֗לֶּה ,Main,Q,wqtl,WQtX,p3,BW>[,באו,וּֽבְזַרְעֲךָ֖ עַד־עֹולָֽם׃ ,536777,וּֽבְזַרְעֲךָ֖ עַד־עֹולָֽם׃ ,Main,Q,Ø,Ellp,,,
108975,וְהָי֣וּ בְךָ֔ לְאֹ֖ות וּלְמֹופֵ֑ת ,536776,וְהָי֣וּ בְךָ֔ לְאֹ֖ות וּלְמֹופֵ֑ת ,Main,Q,wqtl,WQt0,p3,HJH[,היו,אֲשֶׁ֨ר יְשַׁלְּחֶ֤נּוּ יְהוָה֙ בָּ֔ךְ ,536780,אֲשֶׁ֨ר יְשַׁלְּחֶ֤נּוּ יְהוָה֙ בָּ֔ךְ ,SubMod,Q,yqtl,xYqX,p3,CLX[,ישׁלחנו
108995,וְעָבַדְתָּ֣ אֶת־אֹיְבֶ֗יךָ בְּרָעָ֧ב וּבְצָמָ֛א וּבְעֵירֹ֖ם וּבְחֹ֣סֶר כֹּ֑ל ,536779,וְעָבַדְתָּ֣ אֶת־אֹיְבֶ֗יךָ ,Main,Q,wqtl,WQt0,p2,<BD[,עבדת,עַ֥ד הִשְׁמִידֹ֖ו אֹתָֽךְ׃ ,536783,עַ֥ד הִשְׁמִידֹ֖ו אֹתָֽךְ׃ ,SubAdv,Q,infc,InfC,unknown,CMD[,השׁמידו
109037,וְנַ֖עַר לֹ֥א יָחֹֽן׃ ,536790,וְנַ֖עַר לֹ֥א יָחֹֽן׃ ,SubAdv,Q,yqtl,WxY0,p3,XNN[,יחן,עַ֣ד הִשָּֽׁמְדָךְ֒ ,536792,עַ֣ד הִשָּֽׁמְדָךְ֒ ,SubAdv,Q,infc,InfC,unknown,CMD[,השׁמדך
109062,יִשָּׂ֣א יְהוָה֩ עָלֶ֨יךָ גֹּ֤וי מֵרָחֹוק֙ מִקְצֵ֣ה הָאָ֔רֶץ גֹּ֕וי ,536784,יִשָּׂ֣א יְהוָה֩ עָלֶ֨יךָ גֹּ֤וי מֵרָחֹוק֙ מִקְצֵ֣ה הָאָ֔רֶץ ,Main,Q,yqtl,ZYqX,p3,NF>[,ישׂא,עַ֣ד רֶ֤דֶת חֹמֹתֶ֨יךָ֙ הַגְּבֹהֹ֣ות וְהַבְּצֻרֹ֔ות בְּכָל־אַרְצֶ֑ךָ ,536796,עַ֣ד רֶ֤דֶת חֹמֹתֶ֨יךָ֙ הַגְּבֹהֹ֣ות וְהַבְּצֻרֹ֔ות ,SubAdv,Q,infc,InfC,unknown,JRD[,רדת
109083,וְהֵצַ֨ר לְךָ֜ בְּכָל־שְׁעָרֶ֗יךָ ,536795,וְהֵצַ֨ר לְךָ֜ בְּכָל־שְׁעָרֶ֗יךָ ,Main,Q,wqtl,WQt0,p3,YRR[,הצר,אֲשֶׁ֥ר נָתַ֛ן יְהוָ֥ה אֱלֹהֶ֖יךָ לָֽךְ׃ ,536800,אֲשֶׁ֥ר נָתַ֛ן יְהוָ֥ה אֱלֹהֶ֖יךָ לָֽךְ׃ ,SubMod,Q,qtl,xQtX,p3,NTN[,נתן
109097,וְהֵצַ֤ר לְךָ֙ בְּכָל־שְׁעָרֶ֔יךָ בְּכָ֨ל־אַרְצְךָ֔ ,536799,וְהֵצַ֤ר לְךָ֙ בְּכָל־שְׁעָרֶ֔יךָ בְּכָ֨ל־אַרְצְךָ֔ ,Main,Q,wqtl,WQt0,p3,YRR[,הצר,אֲשֶׁ֥ר נָֽתַן־לְךָ֖ יְהוָ֣ה אֱלֹהֶ֑יךָ ,536802,אֲשֶׁ֥ר נָֽתַן־לְךָ֖ יְהוָ֣ה אֱלֹהֶ֑יךָ ,SubMod,Q,qtl,xQtX,p3,NTN[,נתן
109266,אִם־לֹ֨א תִשְׁמֹ֜ר ,536826,אִם־לֹ֨א תִשְׁמֹ֜ר ,SubAdv,Q,yqtl,xYq0,p2,CMR[,תשׁמר,וְהֵשִׁ֣יב בְּךָ֗ אֵ֚ת כָּל־מַדְוֵ֣ה מִצְרַ֔יִם ,536831,וְהֵשִׁ֣יב בְּךָ֗ אֵ֚ת כָּל־מַדְוֵ֣ה מִצְרַ֔יִם ,Main,Q,wqtl,WQt0,p3,CWB[,השׁיב
109284,וְהִפְלָ֤א יְהוָה֙ אֶת־מַכֹּ֣תְךָ֔ וְאֵ֖ת מַכֹּ֣ות זַרְעֶ֑ךָ מַכֹּ֤ות גְּדֹלֹות֙ וְנֶ֣אֱמָנֹ֔ות וָחֳלָיִ֥ם רָעִ֖ים וְנֶאֱמָנִֽים׃ ,536830,וְהִפְלָ֤א יְהוָה֙ אֶת־מַכֹּ֣תְךָ֔ וְאֵ֖ת מַכֹּ֣ות זַרְעֶ֑ךָ מַכֹּ֤ות גְּדֹלֹות֙ וְנֶ֣אֱמָנֹ֔ות וָחֳלָיִ֥ם רָעִ֖ים וְנֶאֱמָנִֽים׃ ,Main,Q,wqtl,WQtX,p3,PL>[,הפלא,אֲשֶׁ֥ר יָגֹ֖רְתָּ מִפְּנֵיהֶ֑ם ,536832,אֲשֶׁ֥ר יָגֹ֖רְתָּ מִפְּנֵיהֶ֑ם ,SubMod,Q,qtl,xQt0,p2,JGR[,יגרת
109295,וְהֵשִׁ֣יב בְּךָ֗ אֵ֚ת כָּל־מַדְוֵ֣ה מִצְרַ֔יִם ,536831,וְהֵשִׁ֣יב בְּךָ֗ אֵ֚ת כָּל־מַדְוֵ֣ה מִצְרַ֔יִם ,Main,Q,wqtl,WQt0,p3,CWB[,השׁיב,,,,,,,,,,
109318,גַּ֤ם כָּל־חֳלִי֙ וְכָל־מַכָּ֔ה יַעְלֵ֤ם יְהוָה֙ עָלֶ֔יךָ ,536834,גַּ֤ם כָּל־חֳלִי֙ וְכָל־מַכָּ֔ה ,Main,Q,Ø,Defc,,,,תַּ֚חַת אֲשֶׁ֣ר הֱיִיתֶ֔ם כְּכֹוכְבֵ֥י הַשָּׁמַ֖יִם לָרֹ֑ב ,536839,תַּ֚חַת אֲשֶׁ֣ר הֱיִיתֶ֔ם כְּכֹוכְבֵ֥י הַשָּׁמַ֖יִם לָרֹ֑ב ,SubAdv,Q,qtl,xQt0,p2,HJH[,הייתם
109339,וְהִפְלָ֤א יְהוָה֙ אֶת־מַכֹּ֣תְךָ֔ וְאֵ֖ת מַכֹּ֣ות זַרְעֶ֑ךָ מַכֹּ֤ות גְּדֹלֹות֙ וְנֶ֣אֱמָנֹ֔ות וָחֳלָיִ֥ם רָעִ֖ים וְנֶאֱמָנִֽים׃ ,536830,וְהִפְלָ֤א יְהוָה֙ אֶת־מַכֹּ֣תְךָ֔ וְאֵ֖ת מַכֹּ֣ות זַרְעֶ֑ךָ מַכֹּ֤ות גְּדֹלֹות֙ וְנֶ֣אֱמָנֹ֔ות וָחֳלָיִ֥ם רָעִ֖ים וְנֶאֱמָנִֽים׃ ,Main,Q,wqtl,WQtX,p3,PL>[,הפלא,כַּאֲשֶׁר־שָׂ֨שׂ יְהוָ֜ה עֲלֵיכֶ֗ם ,536842,כַּאֲשֶׁר־שָׂ֨שׂ יְהוָ֜ה עֲלֵיכֶ֗ם ,SubAdv,Q,qtl,CPen,p3,FWF[,שׂשׂ
109364,כֵּ֣ן יָשִׂ֤ישׂ יְהוָה֙ עֲלֵיכֶ֔ם ,536845,כֵּ֣ן יָשִׂ֤ישׂ יְהוָה֙ עֲלֵיכֶ֔ם ,Main,Q,yqtl,xYqX,p3,FWF[,ישׂישׂ,אֲשֶׁר־אַתָּ֥ה בָא־שָׁ֖מָּה ,536849,אֲשֶׁר־אַתָּ֥ה בָא־שָׁ֖מָּה ,SubMod,Q,ptcp,Ptcp,unknown,BW>[,בא
109376,כֵּ֣ן יָשִׂ֤ישׂ יְהוָה֙ עֲלֵיכֶ֔ם ,536845,כֵּ֣ן יָשִׂ֤ישׂ יְהוָה֙ עֲלֵיכֶ֔ם ,Main,Q,yqtl,xYqX,p3,FWF[,ישׂישׂ,וְעָבַ֨דְתָּ שָּׁ֜ם אֱלֹהִ֣ים אֲחֵרִ֗ים עֵ֥ץ וָאָֽבֶן׃ ,536852,וְעָבַ֨דְתָּ שָּׁ֜ם אֱלֹהִ֣ים אֲחֵרִ֗ים ,Main,Q,wqtl,WQt0,p2,<BD[,עבדת
109392,וֶהֱפִֽיצְךָ֤ יְהוָה֙ בְּכָל־הָ֣עַמִּ֔ים מִקְצֵ֥ה הָאָ֖רֶץ וְעַד־קְצֵ֣ה הָאָ֑רֶץ ,536851,וֶהֱפִֽיצְךָ֤ יְהוָה֙ בְּכָל־הָ֣עַמִּ֔ים מִקְצֵ֥ה הָאָ֖רֶץ וְעַד־קְצֵ֣ה הָאָ֑רֶץ ,Main,Q,wqtl,WQtX,p3,PWY[,הפיצך,אֲשֶׁ֧ר לֹא־יָדַ֛עְתָּ אַתָּ֥ה וַאֲבֹתֶ֖יךָ ,536853,אֲשֶׁ֧ר לֹא־יָדַ֛עְתָּ אַתָּ֥ה וַאֲבֹתֶ֖יךָ ,SubMod,Q,qtl,xQtX,p2,JD<[,ידעת
109421,וֶהֱפִֽיצְךָ֤ יְהוָה֙ בְּכָל־הָ֣עַמִּ֔ים מִקְצֵ֥ה הָאָ֖רֶץ וְעַד־קְצֵ֣ה הָאָ֑רֶץ ,536851,וֶהֱפִֽיצְךָ֤ יְהוָה֙ בְּכָל־הָ֣עַמִּ֔ים מִקְצֵ֥ה הָאָ֖רֶץ וְעַד־קְצֵ֣ה הָאָ֑רֶץ ,Main,Q,wqtl,WQtX,p3,PWY[,הפיצך,וְהָי֣וּ חַיֶּ֔יךָ תְּלֻאִ֥ים לְךָ֖ מִנֶּ֑גֶד ,536858,וְהָי֣וּ חַיֶּ֔יךָ תְּלֻאִ֥ים לְךָ֖ מִנֶּ֑גֶד ,Main,Q,wqtl,WQtX,p3,HJH[,היו
