bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
255,יְהִ֤י מְאֹרֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,515730,יְהִ֤י מְאֹרֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,Main,Q,yqtl,ZYqX,p3,HJH[,יהי,וְהָי֤וּ לִמְאֹורֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,515733,וְהָי֤וּ לִמְאֹורֹת֙ בִּרְקִ֣יעַ הַשָּׁמַ֔יִם ,Main,Q,wqtl,WQt0,p3,HJH[,היו
267,וְהָי֤וּ לְאֹתֹת֙ וּלְמֹ֣ועֲדִ֔ים וּלְיָמִ֖ים וְשָׁנִֽים׃ ,515732,וְהָי֤וּ לְאֹתֹת֙ וּלְמֹ֣ועֲדִ֔ים וּלְיָמִ֖ים וְשָׁנִֽים׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היו,לְהָאִ֖יר עַל־הָאָ֑רֶץ ,515734,לְהָאִ֖יר עַל־הָאָ֑רֶץ ,SubAdv,Q,infc,InfC,unknown,>WR[,האיר
785,וְאֵ֖ד יַֽעֲלֶ֣ה מִן־הָאָ֑רֶץ ,515827,וְאֵ֖ד יַֽעֲלֶ֣ה מִן־הָאָ֑רֶץ ,Main,D,yqtl,WXYq,p3,<LH[,יעלה,,,,,,,,,,
878,וּמִשָּׁם֙ יִפָּרֵ֔ד ,515842,וּמִשָּׁם֙ יִפָּרֵ֔ד ,Main,D,yqtl,WxY0,p3,PRD[,יפרד,שֵׁ֥ם הָֽאֶחָ֖ד פִּישֹׁ֑ון ,515844,שֵׁ֥ם הָֽאֶחָ֖ד פִּישֹׁ֑ון ,Main,D,Ø,NmCl,,,
1149,עַל־כֵּן֙ יַֽעֲזָב־אִ֔ישׁ אֶת־אָבִ֖יו וְאֶת־אִמֹּ֑ו ,515895,עַל־כֵּן֙ יַֽעֲזָב־אִ֔ישׁ אֶת־אָבִ֖יו וְאֶת־אִמֹּ֑ו ,Main,D,yqtl,xYqX,p3,<ZB[,יעזב,וְהָי֖וּ לְבָשָׂ֥ר אֶחָֽד׃ ,515897,וְהָי֖וּ לְבָשָׂ֥ר אֶחָֽד׃ ,Main,D,wqtl,WQt0,p3,HJH[,היו
1153,וְדָבַ֣ק בְּאִשְׁתֹּ֔ו ,515896,וְדָבַ֣ק בְּאִשְׁתֹּ֔ו ,Main,D,wqtl,WQt0,p3,DBQ[,דבק,,,,,,,,,,
1251,כִּ֗י בְּיֹום֙ ,515916,כִּ֗י בְּיֹום֙ ,SubArg,Q,Ø,CPen,,,,וִהְיִיתֶם֙ כֵּֽאלֹהִ֔ים ,515919,וִהְיִיתֶם֙ כֵּֽאלֹהִ֔ים ,Main,Q,wqtl,WQt0,p2,HJH[,הייתם
1254,וְנִפְקְח֖וּ עֵֽינֵיכֶ֑ם ,515918,וְנִפְקְח֖וּ עֵֽינֵיכֶ֑ם ,Main,Q,wqtl,WQtX,p3,PQX[,נפקחו,יֹדְעֵ֖י טֹ֥וב וָרָֽע׃ ,515920,יֹדְעֵ֖י טֹ֥וב וָרָֽע׃ ,SubMod,Q,Ø,NmCl,,,
1537,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,515983,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,Main,Q,yqtl,xYq0,p2,>KL[,תאכלנה,,,,,,,,,,
1610,פֶּן־יִשְׁלַ֣ח יָדֹ֗ו ,515999,פֶּן־יִשְׁלַ֣ח יָדֹ֗ו ,SubAdv,Q,yqtl,xYq0,p3,CLX[,ישׁלח,וְאָכַ֖ל ,516001,וְאָכַ֖ל ,Main,Q,wqtl,WQt0,p3,>KL[,אכל
1617,וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים ,516000,וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים ,Main,Q,wqtl,WQt0,p3,LQX[,לקח,וָחַ֥י לְעֹלָֽם׃ ,516002,וָחַ֥י לְעֹלָֽם׃ ,Main,Q,wqtl,WQt0,p3,XJH[,חי
1619,וְאָכַ֖ל ,516001,וְאָכַ֖ל ,Main,Q,wqtl,WQt0,p3,>KL[,אכל,,,,,,,,,,
1895,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,516061,וּמִפָּנֶ֖יךָ אֶסָּתֵ֑ר ,Main,Q,yqtl,WxY0,p1,STR[,אסתר,,,,,,,,,,
1903,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה ,516060,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה ,Main,Q,qtl,xQt0,p2,GRC[,גרשׁת,כָל־יַֽהַרְגֵֽנִי׃ ,516064,כָל־,Main,Q,Ø,Defc,,,
2654,לֹֽא־יָדֹ֨ון רוּחִ֤י בָֽאָדָם֙ לְעֹלָ֔ם ,516212,לֹֽא־יָדֹ֨ון רוּחִ֤י בָֽאָדָם֙ לְעֹלָ֔ם ,Main,Q,yqtl,xYqX,p3,DWN[,ידון,,,,,,,,,,
2685,אֲשֶׁ֨ר יָבֹ֜אוּ בְּנֵ֤י הָֽאֱלֹהִים֙ אֶל־בְּנֹ֣ות הָֽאָדָ֔ם ,516217,אֲשֶׁ֨ר יָבֹ֜אוּ בְּנֵ֤י הָֽאֱלֹהִים֙ אֶל־בְּנֹ֣ות הָֽאָדָ֔ם ,SubMod,D,yqtl,xYqX,p3,BW>[,יבאו,,,,,,,,,,
2861,קִנִּ֖ים תַּֽעֲשֶׂ֣ה אֶת־הַתֵּבָ֑ה ,516249,קִנִּ֖ים תַּֽעֲשֶׂ֣ה אֶת־הַתֵּבָ֑ה ,Main,Q,yqtl,xYq0,p2,<FH[,תעשׂה,,,,,,,,,,
2943,הִנְנִי֩ מֵבִ֨יא אֶת־הַמַּבּ֥וּל מַ֨יִם֙ עַל־הָאָ֔רֶץ ,516261,הִנְנִי֩ מֵבִ֨יא אֶת־הַמַּבּ֥וּל מַ֨יִם֙ עַל־הָאָ֔רֶץ ,Main,Q,ptcp,Ptcp,unknown,BW>[,מביא,וּבָאתָ֙ אֶל־הַתֵּבָ֔ה אַתָּ֕ה וּבָנֶ֛יךָ וְאִשְׁתְּךָ֥ וּנְשֵֽׁי־בָנֶ֖יךָ אִתָּֽךְ׃ ,516269,וּבָאתָ֙ אֶל־הַתֵּבָ֔ה אַתָּ֕ה וּבָנֶ֛יךָ וְאִשְׁתְּךָ֥ וּנְשֵֽׁי־בָנֶ֖יךָ אִתָּֽךְ׃ ,Main,Q,wqtl,WQtX,p2,BW>[,באת
2948,וַהֲקִמֹתִ֥י אֶת־בְּרִיתִ֖י אִתָּ֑ךְ ,516268,וַהֲקִמֹתִ֥י אֶת־בְּרִיתִ֖י אִתָּ֑ךְ ,Main,Q,wqtl,WQt0,p1,QWM[,הקמתי,וּמִכָּל־הָ֠חַי מִֽכָּל־בָּשָׂ֞ר ,516270,וּמִכָּל־הָ֠חַי מִֽכָּל־בָּשָׂ֞ר ,Main,Q,Ø,CPen,,,
3018,וְאַתָּ֣ה קַח־לְךָ֗ מִכָּל־מַֽאֲכָל֙ ,516277,וְאַתָּ֣ה קַח־לְךָ֗ מִכָּל־מַֽאֲכָל֙ ,Main,Q,impv,WXIm,p2,LQX[,קח,וְהָיָ֥ה לְךָ֛ וְלָהֶ֖ם לְאָכְלָֽה׃ ,516280,וְהָיָ֥ה לְךָ֛ וְלָהֶ֖ם לְאָכְלָֽה׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היה
3021,וְאָסַפְתָּ֖ אֵלֶ֑יךָ ,516279,וְאָסַפְתָּ֖ אֵלֶ֑יךָ ,Main,Q,wqtl,WQt0,p2,>SP[,אספת,,,,,,,,,,
3121,כִּי֩ לְיָמִ֨ים עֹ֜וד שִׁבְעָ֗ה אָֽנֹכִי֙ מַמְטִ֣יר עַל־הָאָ֔רֶץ אַרְבָּעִ֣ים יֹ֔ום וְאַרְבָּעִ֖ים לָ֑יְלָה ,516293,כִּי֩ לְיָמִ֨ים עֹ֜וד שִׁבְעָ֗ה אָֽנֹכִי֙ מַמְטִ֣יר עַל־הָאָ֔רֶץ אַרְבָּעִ֣ים יֹ֔ום וְאַרְבָּעִ֖ים לָ֑יְלָה ,SubAdv,Q,ptcp,Ptcp,unknown,MVR[,ממטיר,אֲשֶׁ֣ר עָשִׂ֔יתִי ,516295,אֲשֶׁ֣ר עָשִׂ֔יתִי ,SubMod,Q,qtl,xQt0,p1,<FH[,עשׂיתי
3900,כָּל־הַחַיָּ֨ה מִכָּל־בָּשָׂ֗ר בָּעֹ֧וף וּבַבְּהֵמָ֛ה וּבְכָל־הָרֶ֛מֶשׂ הַיְצֵ֣א אִתָּ֑ךְ ,516400,כָּל־הַחַיָּ֨ה ,Main,Q,Ø,Defc,,,,וּפָר֥וּ ,516406,וּפָר֥וּ ,Main,Q,wqtl,WQt0,p3,PRH[,פרו
3905,וְשָֽׁרְצ֣וּ בָאָ֔רֶץ ,516405,וְשָֽׁרְצ֣וּ בָאָ֔רֶץ ,Main,Q,wqtl,WQt0,p3,CRY[,שׁרצו,וְרָב֖וּ עַל־הָאָֽרֶץ׃ ,516407,וְרָב֖וּ עַל־הָאָֽרֶץ׃ ,Main,Q,wqtl,WQt0,p3,RBH[,רבו
3907,וּפָר֥וּ ,516406,וּפָר֥וּ ,Main,Q,wqtl,WQt0,p3,PRH[,פרו,,,,,,,,,,
4218,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ,516452,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ,Main,Q,ptcp,Ptcp,unknown,QWM[,מקים,וְלֹֽא־יִכָּרֵ֧ת כָּל־בָּשָׂ֛ר עֹ֖וד מִמֵּ֣י הַמַּבּ֑וּל ,516460,וְלֹֽא־יִכָּרֵ֧ת כָּל־בָּשָׂ֛ר עֹ֖וד מִמֵּ֣י הַמַּבּ֑וּל ,Main,Q,yqtl,WxYX,p3,KRT[,יכרת
4271,אֶת־קַשְׁתִּ֕י נָתַ֖תִּי בֶּֽעָנָ֑ן ,516468,אֶת־קַשְׁתִּ֕י נָתַ֖תִּי בֶּֽעָנָ֑ן ,Main,Q,qtl,xQt0,p1,NTN[,נתתי,וְהָיָ֕ה ,516470,וְהָיָ֕ה ,Main,Q,wqtl,WQt0,p3,HJH[,היה
4281,וְהָֽיְתָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ,516469,וְהָֽיְתָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היתה,בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ ,516471,בְּעַֽנְנִ֥י עָנָ֖ן עַל־הָאָ֑רֶץ ,SubAdv,Q,infc,InfC,unknown,<NN[,ענני
4289,וְהָיָ֕ה ,516470,וְהָיָ֕ה ,Main,Q,wqtl,WQt0,p3,HJH[,היה,וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י ,516473,וְזָכַרְתִּ֣י אֶת־בְּרִיתִ֗י ,Main,Q,wqtl,WQt0,p1,ZKR[,זכרתי
4296,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,516472,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,Main,Q,wqtl,WQtX,p3,R>H[,נראתה,אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר ,516474,אֲשֶׁ֤ר בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה בְּכָל־בָּשָׂ֑ר ,SubMod,Q,Ø,NmCl,,,
4324,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,516472,וְנִרְאֲתָ֥ה הַקֶּ֖שֶׁת בֶּעָנָֽן׃ ,Main,Q,wqtl,WQtX,p3,R>H[,נראתה,וּרְאִיתִ֗יהָ ,516478,וּרְאִיתִ֗יהָ ,Main,Q,wqtl,WQt0,p1,R>H[,ראיתיה
4331,וְהָיְתָ֥ה הַקֶּ֖שֶׁת בֶּֽעָנָ֑ן ,516477,וְהָיְתָ֥ה הַקֶּ֖שֶׁת בֶּֽעָנָ֑ן ,Main,Q,wqtl,WQtX,p3,HJH[,היתה,לִזְכֹּר֙ בְּרִ֣ית עֹולָ֔ם בֵּ֣ין אֱלֹהִ֔ים וּבֵין֙ כָּל־נֶ֣פֶשׁ חַיָּ֔ה בְּכָל־בָּשָׂ֖ר ,516479,לִזְכֹּר֙ בְּרִ֣ית עֹולָ֔ם בֵּ֣ין אֱלֹהִ֔ים וּבֵין֙ כָּל־נֶ֣פֶשׁ חַיָּ֔ה בְּכָל־בָּשָׂ֖ר ,SubAdv,Q,infc,InfC,unknown,ZKR[,זכר
5525,וַאֲבָֽרֲכָה֙ מְבָ֣רְכֶ֔יךָ ,516693,וַאֲבָֽרֲכָה֙ מְבָ֣רְכֶ֔יךָ ,Main,Q,yqtl,WYq0,p1,BRK[,אברכה,,,,,,,,,,
5715,הִנֵּה־נָ֣א יָדַ֔עְתִּי ,516730,הִנֵּה־נָ֣א יָדַ֔עְתִּי ,Main,Q,qtl,xQt0,p1,JD<[,ידעתי,כִּֽי־יִרְא֤וּ אֹתָךְ֙ הַמִּצְרִ֔ים ,516733,כִּֽי־יִרְא֤וּ אֹתָךְ֙ הַמִּצְרִ֔ים ,SubAdv,Q,yqtl,xYqX,p3,R>H[,יראו
5722,וְהָיָ֗ה ,516732,וְהָיָ֗ה ,Main,Q,wqtl,WQt0,p3,HJH[,היה,אִשְׁתֹּ֣ו זֹ֑את ,516735,אִשְׁתֹּ֣ו זֹ֑את ,Main,Q,Ø,NmCl,,,
5726,וְאָמְר֖וּ ,516734,וְאָמְר֖וּ ,Main,Q,wqtl,WQt0,p3,>MR[,אמרו,וְאֹתָ֥ךְ יְחַיּֽוּ׃ ,516737,וְאֹתָ֥ךְ יְחַיּֽוּ׃ ,Main,Q,yqtl,WxY0,p3,XJH[,יחיו
5741,לְמַ֨עַן֙ יִֽיטַב־לִ֣י בַעֲבוּרֵ֔ךְ ,516740,לְמַ֨עַן֙ יִֽיטַב־לִ֣י בַעֲבוּרֵ֔ךְ ,SubAdv,Q,yqtl,xYq0,p3,JVB[,ייטב,,,,,,,,,,
6160,כִּ֧י אֶת־כָּל־הָאָ֛רֶץ ,516817,כִּ֧י אֶת־כָּל־הָאָ֛רֶץ ,SubAdv,Q,Ø,CPen,,,,אֲשֶׁ֣ר׀ גַּֽם־זַרְעֲךָ֖ יִמָּנֶֽה׃ ,516822,אֲשֶׁ֣ר׀ ,SubMod,Q,Ø,Defc,,,
6772,וַיֹּ֣אמֶר לֹ֔ו ,516940,וַיֹּ֣אמֶר לֹ֔ו ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיַּחְשְׁבֶ֥הָ לֹּ֖ו צְדָקָֽה׃ ,516943,וַיַּחְשְׁבֶ֥הָ לֹּ֖ו צְדָקָֽה׃ ,Main,N,wayq,Way0,p3,XCB[,יחשׁבה
6894,כִּי־גֵ֣ר׀ יִהְיֶ֣ה זַרְעֲךָ֗ בְּאֶ֨רֶץ֙ ,516968,כִּי־גֵ֣ר׀ יִהְיֶ֣ה זַרְעֲךָ֗ בְּאֶ֨רֶץ֙ ,SubArg,Q,yqtl,xYqX,p3,HJH[,יהיה,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,516971,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,Main,Q,wqtl,WQt0,p3,<NH=[,ענו
6896,וַעֲבָד֖וּם ,516970,וַעֲבָד֖וּם ,SubAdv,Q,wqtl,WQt0,p3,<BD[,עבדום,,,,,,,,,,
7235,וְיֹלַ֣דְתְּ בֵּ֑ן ,517036,וְיֹלַ֣דְתְּ בֵּ֑ן ,Main,Q,ptcp,Ptcp,unknown,JLD[,ילדת,כִּֽי־שָׁמַ֥ע יְהוָ֖ה אֶל־עָנְיֵֽךְ׃ ,517038,כִּֽי־שָׁמַ֥ע יְהוָ֖ה אֶל־עָנְיֵֽךְ׃ ,SubAdv,Q,qtl,xQtX,p3,CM<[,שׁמע
7378,הִנֵּ֥ה בְרִיתִ֖י אִתָּ֑ךְ ,517069,הִנֵּ֥ה בְרִיתִ֖י אִתָּ֑ךְ ,Main,Q,Ø,NmCl,,,,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,517071,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,Main,Q,yqtl,WxYX,p3,QR>[,יקרא
7391,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,517071,וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם ,Main,Q,yqtl,WxYX,p3,QR>[,יקרא,כִּ֛י אַב־הֲמֹ֥ון גֹּויִ֖ם נְתַתִּֽיךָ׃ ,517073,כִּ֛י אַב־הֲמֹ֥ון גֹּויִ֖ם נְתַתִּֽיךָ׃ ,SubAdv,Q,qtl,xQt0,p1,NTN[,נתתיך
7400,וְהָיִ֕יתָ לְאַ֖ב הֲמֹ֥ון גֹּויִֽם׃ ,517070,וְהָיִ֕יתָ לְאַ֖ב הֲמֹ֥ון גֹּויִֽם׃ ,Main,Q,wqtl,WQt0,p2,HJH[,היית,וּנְתַתִּ֖יךָ לְגֹויִ֑ם ,517075,וּנְתַתִּ֖יךָ לְגֹויִ֑ם ,Main,Q,wqtl,WQt0,p1,NTN[,נתתיך
7406,וְהִפְרֵתִ֤י אֹֽתְךָ֙ בִּמְאֹ֣ד מְאֹ֔ד ,517074,וְהִפְרֵתִ֤י אֹֽתְךָ֙ בִּמְאֹ֣ד מְאֹ֔ד ,Main,Q,wqtl,WQt0,p1,PRH[,הפרתי,וּמְלָכִ֖ים מִמְּךָ֥ יֵצֵֽאוּ׃ ,517076,וּמְלָכִ֖ים מִמְּךָ֥ יֵצֵֽאוּ׃ ,Main,Q,yqtl,WXYq,p3,JY>[,יצאו
7414,וּנְתַתִּ֖יךָ לְגֹויִ֑ם ,517075,וּנְתַתִּ֖יךָ לְגֹויִ֑ם ,Main,Q,wqtl,WQt0,p1,NTN[,נתתיך,לִהְיֹ֤ות לְךָ֙ לֵֽאלֹהִ֔ים וּֽלְזַרְעֲךָ֖ אַחֲרֶֽיךָ׃ ,517078,לִהְיֹ֤ות לְךָ֙ לֵֽאלֹהִ֔ים וּֽלְזַרְעֲךָ֖ אַחֲרֶֽיךָ׃ ,SubAdv,Q,infc,InfC,unknown,HJH[,היות
7439,וַהֲקִמֹתִ֨י אֶת־בְּרִיתִ֜י בֵּינִ֣י וּבֵינֶ֗ךָ וּבֵ֨ין זַרְעֲךָ֧ אַחֲרֶ֛יךָ לְדֹרֹתָ֖ם לִבְרִ֣ית עֹולָ֑ם ,517077,וַהֲקִמֹתִ֨י אֶת־בְּרִיתִ֜י בֵּינִ֣י וּבֵינֶ֗ךָ וּבֵ֨ין זַרְעֲךָ֧ אַחֲרֶ֛יךָ לְדֹרֹתָ֖ם לִבְרִ֣ית עֹולָ֑ם ,Main,Q,wqtl,WQt0,p1,QWM[,הקמתי,וְהָיִ֥יתִי לָהֶ֖ם לֵאלֹהִֽים׃ ,517080,וְהָיִ֥יתִי לָהֶ֖ם לֵאלֹהִֽים׃ ,Main,Q,wqtl,WQt0,p1,HJH[,הייתי
7456,וְנָתַתִּ֣י לְ֠ךָ וּלְזַרְעֲךָ֨ אַחֲרֶ֜יךָ אֵ֣ת׀ אֶ֣רֶץ מְגֻרֶ֗יךָ אֵ֚ת כָּל־אֶ֣רֶץ כְּנַ֔עַן לַאֲחֻזַּ֖ת עֹולָ֑ם ,517079,וְנָתַתִּ֣י לְ֠ךָ וּלְזַרְעֲךָ֨ אַחֲרֶ֜יךָ אֵ֣ת׀ אֶ֣רֶץ מְגֻרֶ֗יךָ אֵ֚ת כָּל־אֶ֣רֶץ כְּנַ֔עַן לַאֲחֻזַּ֖ת עֹולָ֑ם ,Main,Q,wqtl,WQt0,p1,NTN[,נתתי,,,,,,,,,,
7492,הִמֹּ֥ול לָכֶ֖ם כָּל־זָכָֽר׃ ,517086,הִמֹּ֥ול לָכֶ֖ם כָּל־זָכָֽר׃ ,Main,Q,infa,InfA,unknown,MWL[,המול,וְהָיָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵינֵיכֶֽם׃ ,517088,וְהָיָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵינֵיכֶֽם׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היה
7497,וּנְמַלְתֶּ֕ם אֵ֖ת בְּשַׂ֣ר עָרְלַתְכֶ֑ם ,517087,וּנְמַלְתֶּ֕ם אֵ֖ת בְּשַׂ֣ר עָרְלַתְכֶ֑ם ,Main,Q,wqtl,WQt0,p2,MLL=[,נמלתם,,,,,,,,,,
7536,זֹ֣את בְּרִיתִ֞י בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֥ין זַרְעֲךָ֖ אַחֲרֶ֑יךָ ,517083,זֹ֣את בְּרִיתִ֞י ,Main,Q,Ø,NmCl,,,,וְעָרֵ֣ל׀ זָכָ֗ר ,517093,וְעָרֵ֣ל׀ זָכָ֗ר ,Main,Q,Ø,CPen,,,
7553,וְעָרֵ֣ל׀ זָכָ֗ר ,517093,וְעָרֵ֣ל׀ זָכָ֗ר ,Main,Q,Ø,CPen,,,,,,,,,,,,,
7579,כִּ֥י שָׂרָ֖ה שְׁמָֽהּ׃ ,517100,כִּ֥י שָׂרָ֖ה שְׁמָֽהּ׃ ,Main,Q,Ø,NmCl,,,,וְגַ֨ם נָתַ֧תִּי מִמֶּ֛נָּה לְךָ֖ בֵּ֑ן ,517102,וְגַ֨ם נָתַ֧תִּי מִמֶּ֛נָּה לְךָ֖ בֵּ֑ן ,Main,Q,qtl,WxQ0,p1,NTN[,נתתי
7588,וּבֵרַכְתִּ֣י אֹתָ֔הּ ,517101,וּבֵרַכְתִּ֣י אֹתָ֔הּ ,Main,Q,wqtl,WQt0,p1,BRK[,ברכתי,וְהָֽיְתָ֣ה לְגֹויִ֔ם ,517104,וְהָֽיְתָ֣ה לְגֹויִ֔ם ,Main,Q,wqtl,WQt0,p3,HJH[,היתה
7590,וּבֵֽרַכְתִּ֨יהָ֙ ,517103,וּבֵֽרַכְתִּ֨יהָ֙ ,Main,Q,wqtl,WQt0,p1,BRK[,ברכתיה,מַלְכֵ֥י עַמִּ֖ים מִמֶּ֥נָּה יִהְיֽוּ׃ ,517105,מַלְכֵ֥י עַמִּ֖ים מִמֶּ֥נָּה יִהְיֽוּ׃ ,Main,Q,yqtl,XYqt,p3,HJH[,יהיו
7643,אֲבָל֙ שָׂרָ֣ה אִשְׁתְּךָ֗ יֹלֶ֤דֶת לְךָ֙ בֵּ֔ן ,517115,אֲבָל֙ שָׂרָ֣ה אִשְׁתְּךָ֗ יֹלֶ֤דֶת לְךָ֙ בֵּ֔ן ,Main,Q,ptcp,Ptcp,unknown,JLD[,ילדת,וַהֲקִמֹתִ֨י אֶת־בְּרִיתִ֥י אִתֹּ֛ו לִבְרִ֥ית עֹולָ֖ם לְזַרְעֹ֥ו אַחֲרָֽיו׃ ,517117,וַהֲקִמֹתִ֨י אֶת־בְּרִיתִ֥י אִתֹּ֛ו לִבְרִ֥ית עֹולָ֖ם לְזַרְעֹ֥ו אַחֲרָֽיו׃ ,Main,Q,wqtl,WQt0,p1,QWM[,הקמתי
7648,וְקָרָ֥אתָ אֶת־שְׁמֹ֖ו יִצְחָ֑ק ,517116,וְקָרָ֥אתָ אֶת־שְׁמֹ֖ו יִצְחָ֑ק ,Main,Q,wqtl,WQt0,p2,QR>[,קראת,וּֽלְיִשְׁמָעֵאל֮ שְׁמַעְתִּיךָ֒ ,517118,וּֽלְיִשְׁמָעֵאל֮ שְׁמַעְתִּיךָ֒ ,Main,Q,qtl,WxQ0,p1,CM<[,שׁמעתיך
7666,הִנֵּ֣ה׀ בֵּרַ֣כְתִּי אֹתֹ֗ו ,517119,הִנֵּ֣ה׀ בֵּרַ֣כְתִּי אֹתֹ֗ו ,Main,Q,qtl,xQt0,p1,BRK[,ברכתי,וְהִרְבֵּיתִ֥י אֹתֹ֖ו בִּמְאֹ֣ד מְאֹ֑ד ,517121,וְהִרְבֵּיתִ֥י אֹתֹ֖ו בִּמְאֹ֣ד מְאֹ֑ד ,Main,Q,wqtl,WQt0,p1,RBH[,הרביתי
7669,וְהִפְרֵיתִ֥י אֹתֹ֛ו ,517120,וְהִפְרֵיתִ֥י אֹתֹ֛ו ,Main,Q,wqtl,WQt0,p1,PRH[,הפריתי,,,,,,,,,,
7679,שְׁנֵים־עָשָׂ֤ר נְשִׂיאִם֙ יֹולִ֔יד ,517122,שְׁנֵים־עָשָׂ֤ר נְשִׂיאִם֙ יֹולִ֔יד ,Main,Q,yqtl,xYq0,p3,JLD[,יוליד,,,,,,,,,,
8113,וְאַ֨בְרָהָ֔ם הָיֹ֧ו יִֽהְיֶ֛ה לְגֹ֥וי גָּדֹ֖ול וְעָצ֑וּם ,517219,וְאַ֨בְרָהָ֔ם הָיֹ֧ו יִֽהְיֶ֛ה לְגֹ֥וי גָּדֹ֖ול וְעָצ֑וּם ,Main,Q,yqtl,WXYq,p3,HJH[,יהיה,,,,,,,,,,
8131,לְמַעַן֩ אֲשֶׁ֨ר יְצַוֶּ֜ה אֶת־בָּנָ֤יו וְאֶת־בֵּיתֹו֙ אַחֲרָ֔יו ,517222,לְמַעַן֩ אֲשֶׁ֨ר יְצַוֶּ֜ה אֶת־בָּנָ֤יו וְאֶת־בֵּיתֹו֙ אַחֲרָ֔יו ,SubAdv,Q,yqtl,xYq0,p3,YWH[,יצוה,לַעֲשֹׂ֥ות צְדָקָ֖ה וּמִשְׁפָּ֑ט ,517224,לַעֲשֹׂ֥ות צְדָקָ֖ה וּמִשְׁפָּ֑ט ,SubAdv,Q,infc,InfC,unknown,<FH[,עשׂות
8244,לְהָמִ֤ית צַדִּיק֙ עִם־רָשָׁ֔ע ,517252,לְהָמִ֤ית צַדִּיק֙ עִם־רָשָׁ֔ע ,SubAdv,Q,infc,InfC,unknown,MWT[,המית,,,,,,,,,,
