bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_tm
25713,καταγάγετε,aorist,active,impv,2,pl,aorist impv
25822,ἀναλαβόντες,aorist,active,ptcp,,pl,aorist ptcp
25826,παραγίνεσθε,present,middle,impv,2,pl,present impv
26520,,,,,,,
26526,εἴπῃ,aorist,active,subj,3,sg,aorist subj
26530,ἐρεῖτε,future,active,indc,2,pl,future indc
26689,,,,,,,
27077,ἤσθιον,imperfect,active,indc,3,pl,imperfect indc
27110,σπείρατε,aorist,active,impv,2,pl,aorist impv
27115,ἔσται,future,middle,indc,3,sg,future indc
27120,δώσετε,future,active,indc,2,pl,future indc
27156,ἐσόμεθα,future,middle,indc,1,pl,future indc
27255,ποιήσεις,future,active,indc,2,sg,future indc
27266,κοιμηθήσομαι,future,passsive,indc,1,sg,future indc
27270,ἀρεῖς,future,active,indc,2,sg,future indc
27274,θάψεις,future,active,indc,2,sg,future indc
27364,πληθυνῶ,future,active,indc,1,sg,future indc
27366,ποιήσω,future,active,indc,1,sg,future indc
27371,δώσω,future,active,indc,1,sg,future indc
27749,ἔσται,future,middle,indc,3,sg,future indc
27753,ἀποστρέψει,future,active,indc,3,sg,future indc
28056,ἐλοιδόρουν,imperfect,active,indc,3,pl,imperfect indc
28709,ἀνάξει,future,active,indc,3,sg,future indc
28741,συνανοίσετε,future,active,indc,2,pl,future indc
28866,,,,,,,
28871,προστεθήσονται,future,passsive,indc,3,pl,future indc
28877,ἐκπολεμήσαντες,aorist,active,ptcp,,pl,aorist ptcp
28880,ἐξελεύσονται,future,middle,indc,3,pl,future indc
28982,ὦσιν,present,active,subj,3,pl,present subj
28990,ἀποκτείνατε,aorist,active,impv,2,pl,aorist impv
28997,περιποιεῖσθε,present,middle,impv,2,pl,present impv
29065,ἔτικτον,imperfect,active,indc,3,pl,imperfect indc
29246,καλέσω,aorist,active,subj,1,sg,aorist subj
29922,ἐρῶ,future,active,indc,1,sg,future indc
29929,ἐρωτήσουσίν,future,active,indc,3,pl,future indc
29989,συνάγαγε,aorist,active,impv,2,sg,aorist impv
29994,ἐρεῖς,future,active,indc,2,sg,future indc
30051,εἰσακούσονταί,future,middle,indc,3,pl,future indc
30055,εἰσελεύσῃ,future,middle,indc,2,sg,future indc
30064,ἐρεῖς,future,active,indc,2,sg,future indc
30104,ἐκτείνας,aorist,active,indc,2,sg,aorist indc
30108,πατάξω,future,active,indc,1,sg,future indc
30124,δώσω,future,active,indc,1,sg,future indc
30135,,,,,,,
30142,αἰτήσει,future,active,indc,3,sg,future indc
30158,ἐπιθήσετε,future,active,indc,2,pl,future indc
30165,σκυλεύσετε,future,active,indc,2,pl,future indc
30299,,,,,,,
30314,πιστεύσουσίν,future,active,indc,3,pl,future indc
30322,ἔσται,future,middle,indc,3,sg,future indc
30339,λήμψῃ,future,middle,indc,2,sg,future indc
30345,ἐκχεεῖς,future,active,indc,2,sg,future indc
30349,ἔσται,future,middle,indc,3,sg,future indc
30358,ἔσται,future,middle,indc,3,sg,future indc
30427,συμβιβάσω,aorist,active,subj,1,sg,aorist subj
30466,ἰδών,aorist,active,ptcp,,sg,aorist ptcp
30468,χαρήσεται,future,passsive,indc,3,sg,future indc
30472,ἐρεῖς,future,active,indc,2,sg,future indc
30475,δώσεις,future,active,indc,2,sg,future indc
30490,συμβιβάσω,future,active,indc,1,sg,future indc
30496,προσλαλήσει,future,active,indc,3,sg,future indc
30503,,,,,,,
30627,ποιήσεις,future,active,indc,2,sg,future indc
30643,ἐρεῖς,future,active,indc,2,sg,future indc
30911,καταπαύσωμεν,aorist,active,subj,1,pl,aorist subj
30952,συναγαγέτωσαν,aorist,active,impv,3,pl,aorist impv
31122,ἀδικήσεις,future,active,indc,2,sg,future indc
31342,ἐξάξω,future,active,indc,1,sg,future indc
31349,ῥύσομαι,future,middle,indc,1,sg,future indc
31354,λυτρώσομαι,future,middle,indc,1,sg,future indc
31364,λήμψομαι,future,middle,indc,1,sg,future indc
31370,ἔσομαι,future,middle,indc,1,sg,future indc
31375,γνώσεσθε,future,middle,indc,2,pl,future indc
31388,εἰσάξω,future,active,indc,1,sg,future indc
31408,δώσω,future,active,indc,1,sg,future indc
31812,ἐξαποστεῖλαι,aorist,active,infv,,,aorist infv
31825,πληθυνῶ,aorist,active,subj,1,sg,aorist subj
31840,ἐπιβαλῶ,aorist,active,subj,1,sg,aorist subj
31846,ἐξάξω,future,active,indc,1,sg,future indc
31860,γνώσονται,future,middle,indc,3,pl,future indc
31872,ἐξάξω,future,active,indc,1,sg,future indc
31926,ἐρεῖς,future,active,indc,2,sg,future indc
32040,στήσῃ,future,middle,indc,2,sg,future indc
32058,ἐρεῖς,future,active,indc,2,sg,future indc
32108,μεταβαλεῖ,future,active,indc,3,sg,future indc
32120,ἐποζέσει,future,active,indc,3,sg,future indc
32124,δυνήσονται,future,middle,indc,3,pl,future indc
32164,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
32321,ἐρεῖς,future,active,indc,2,sg,future indc
32347,ἐξερεύξεται,future,middle,indc,3,pl,future indc
32352,ἀναβάντες,aorist,active,ptcp,,pl,aorist ptcp
32354,εἰσελεύσονται,future,middle,indc,3,pl,future indc
32528,περιαιρεθήσονται,future,passsive,indc,3,pl,future indc
32633,ἔσονται,future,middle,indc,3,pl,future indc
32743,ἐρεῖς,future,active,indc,2,sg,future indc
32774,πλησθήσονται,future,passsive,indc,3,pl,future indc
32788,παραδοξάσω,future,active,indc,1,sg,future indc
32816,δώσω,future,active,indc,1,sg,future indc
32905,θύσομεν,future,active,indc,1,pl,future indc
32920,θύσατε,aorist,active,impv,2,pl,aorist impv
32944,εὔξομαι,future,middle,indc,1,sg,future indc
32948,ἀπελεύσεται,future,middle,indc,3,sg,future indc
33030,ἐρεῖς,future,active,indc,2,sg,future indc
33083,παραδοξάσω,future,active,indc,1,sg,future indc
33177,πασάτω,aorist,active,impv,3,sg,aorist impv
33185,ἔσται,future,middle,indc,3,sg,future indc
33193,ἔσται,future,middle,indc,3,sg,future indc
33294,ἐρεῖς,future,active,indc,2,sg,future indc
33435,πέσῃ,aorist,active,subj,3,sg,aorist subj
33440,τελευτήσει,future,active,indc,3,sg,future indc
33828,γνώσεσθε,future,middle,indc,2,pl,future indc
33874,καλύψει,future,active,indc,3,sg,future indc
33888,κατέδεται,future,middle,indc,3,sg,future indc
33900,κατέδεται,future,middle,indc,3,sg,future indc
33912,πλησθήσονταί,future,passsive,indc,3,pl,future indc
34377,ποιήσομεν,future,active,indc,1,pl,future indc
34542,τελευτήσει,future,active,indc,3,sg,future indc
34568,ἔσται,future,middle,indc,3,sg,future indc
34609,καταβήσονται,future,middle,indc,3,pl,future indc
34615,προκυνήσουσίν,future,active,indc,3,pl,future indc
34747,συλλήμψεται,future,middle,indc,3,sg,future indc
34782,ἔσται,future,middle,indc,3,sg,future indc
34796,σφάξουσιν,future,active,indc,3,pl,future indc
34806,λήμψονται,future,middle,indc,3,pl,future indc
34811,θήσουσιν,future,active,indc,3,pl,future indc
34828,φάγονται,future,middle,indc,3,pl,future indc
34894,ἔδεσθε,future,middle,indc,2,pl,future indc
34903,διελεύσομαι,future,middle,indc,1,sg,future indc
34913,πατάξω,future,active,indc,1,sg,future indc
34934,ἔσται,future,middle,indc,3,sg,future indc
34947,ὄψομαι,future,middle,indc,1,sg,future indc
34952,σκεπάσω,aorist,active,subj,1,sg,aorist subj
34967,ἔσται,future,middle,indc,3,sg,future indc
34976,ἑορτάσετε,future,active,indc,2,pl,future indc
35005,ἐξολεθρευθήσεται,future,passsive,indc,3,sg,future indc
35055,ποιήσετε,future,active,indc,2,pl,future indc
35073,ποιήσετε,future,active,indc,2,pl,future indc
35122,ἐξολεθρευθήσεται,future,passsive,indc,3,sg,future indc
35169,λήμψεσθε,future,middle,indc,2,pl,future indc
35173,βάψαντες,aorist,active,ptcp,,pl,aorist ptcp
35182,καθίξετε,future,active,indc,2,pl,future indc
35209,παρελεύσεται,future,middle,indc,3,sg,future indc
35216,ὄψεται,future,middle,indc,3,sg,future indc
35229,παρελεύσεται,future,middle,indc,3,sg,future indc
35246,φυλάξεσθε,future,middle,indc,2,pl,future indc
35261,,,,,,,
35275,φυλάξεσθε,future,middle,indc,2,pl,future indc
35282,ἔσται,future,middle,indc,3,sg,future indc
35294,ἐρεῖτε,future,active,indc,2,pl,future indc
35434,εὐλογήσατε,aorist,active,impv,2,pl,aorist impv
35649,περιτεμεῖς,future,active,indc,2,sg,future indc
35689,ποιῆσαι,aorist,active,infv,,,aorist infv
35703,ἔσται,future,middle,indc,3,sg,future indc
35829,ἔσται,future,middle,indc,3,sg,future indc
35862,ποιήσεις,future,active,indc,2,sg,future indc
35906,ἀναγγελεῖς,future,active,indc,2,sg,future indc
35927,ἔσται,future,middle,indc,3,sg,future indc
35953,φυλάξεσθε,future,middle,indc,2,pl,future indc
35965,ἔσται,future,middle,indc,3,sg,future indc
35981,δώσει,future,active,indc,3,sg,future indc
35984,ἀφελεῖς,future,active,indc,2,sg,future indc
36014,λυτρώσῃ,future,middle,indc,2,sg,future indc
36023,,,,,,,
36033,ἐρεῖς,future,active,indc,2,sg,future indc
36084,ἔσται,future,middle,indc,3,sg,future indc
36131,ἀποστρέψῃ,aorist,active,subj,3,sg,aorist subj
36172,συνανοίσετέ,future,active,indc,2,pl,future indc
36264,ἐρεῖ,future,active,indc,3,sg,future indc
36279,σκληρυνῶ,future,active,indc,1,sg,future indc
36284,καταδιώξεται,future,middle,indc,3,sg,future indc
36295,γνώσονται,future,middle,indc,3,pl,future indc
36578,γνώσονται,future,middle,indc,3,pl,future indc
37308,ἐνωτίσῃ,aorist,middle,subj,2,sg,aorist subj
37312,φυλάξῃς,aorist,active,subj,2,sg,aorist subj
37451,ἐξελεύσεται,future,middle,indc,3,sg,future indc
37455,συλλέξουσιν,future,active,indc,3,pl,future indc
37469,ἔσται,future,middle,indc,3,sg,future indc
37476,ἑτοιμάσουσιν,future,active,indc,3,pl,future indc
37481,ἔσται,future,middle,indc,3,sg,future indc
37499,γνώσεσθε,future,middle,indc,2,pl,future indc
37510,ὄψεσθε,future,middle,indc,2,pl,future indc
37634,γνώσεσθε,future,middle,indc,2,pl,future indc
37814,διεθέρμαινεν,imperfect,active,indc,3,sg,imperfect indc
37818,ἐτήκετο,imperfect,middle,indc,3,sg,imperfect indc
38222,καταλιθοβολήσουσίν,future,active,indc,3,pl,future indc
38251,πορεύσῃ,future,middle,indc,2,sg,future indc
38263,πατάξεις,future,active,indc,2,sg,future indc
38268,ἐξελεύσεται,future,middle,indc,3,sg,future indc
38272,πίεται,future,middle,indc,3,sg,future indc
38366,ἐγίνετο,imperfect,middle,indc,3,sg,imperfect indc
38373,κατίσχυεν,imperfect,active,indc,3,sg,imperfect indc
38381,κατίσχυεν,imperfect,active,indc,3,sg,imperfect indc
38802,διακρίνω,present,active,indc,1,sg,present indc
38809,συμβιβάζω,present,active,indc,1,sg,present indc
38868,ἀνοίσεις,future,active,indc,2,sg,future indc
38877,διαμαρτυρῇ,future,middle,indc,2,sg,future indc
38887,σημανεῖς,future,active,indc,2,sg,future indc
38916,καταστήσεις,future,active,indc,2,sg,future indc
38928,κρινοῦσιν,future,active,indc,3,pl,future indc
38936,,,,,,,
38957,συναντιλήμψονταί,future,middle,indc,3,pl,future indc
38967,κατισχύσει,future,active,indc,3,sg,future indc
38970,δυνήσῃ,future,middle,indc,2,sg,future indc
39020,ἐκρίνοσαν,aorist,active,indc,3,pl,aorist indc
39142,φυλάξητε,aorist,active,subj,2,pl,aorist subj
39146,ἔσεσθέ,future,middle,indc,2,pl,future indc
39265,ἅγνισον,aorist,active,impv,2,sg,aorist impv
39271,πλυνάτωσαν,aorist,active,impv,3,pl,aorist impv
39274,ἔστωσαν,present,active,impv,3,pl,present impv
39298,ἀφοριεῖς,future,active,indc,2,sg,future indc
39517,πέσωσιν,aorist,active,subj,3,pl,aorist subj
39558,ἁγίασαι,aorist,middle,impv,2,sg,aorist impv
39566,ἀνάβηθι,aorist,active,impv,2,sg,aorist impv
39721,ποιήσεις,future,active,indc,2,sg,future indc
39963,θύσετε,future,active,indc,2,pl,future indc
39986,εὐλογήσω,future,active,indc,1,sg,future indc
40051,ἐξελεύσεται,future,middle,indc,3,sg,future indc
40060,τέκῃ,aorist,active,subj,3,sg,aorist subj
40095,προσάξει,future,active,indc,3,sg,future indc
40101,προσάξει,future,active,indc,3,sg,future indc
40110,τρυπήσει,future,active,indc,3,sg,future indc
40118,δουλεύσει,future,active,indc,3,sg,future indc
40144,ἀπολυτρώσει,future,active,indc,3,sg,future indc
40184,ἐξελεύσεται,future,middle,indc,3,sg,future indc
40191,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
40205,δώσω,future,active,indc,1,sg,future indc
40238,,,,,,,
40240,,,,,,,
40257,πατάξῃ,aorist,active,subj,3,sg,aorist subj
40270,κατακλιθῇ,aorist,passsive,subj,3,sg,aorist subj
40276,περιπατήσῃ,aorist,active,subj,3,sg,aorist subj
40283,ἔσται,future,middle,indc,3,sg,future indc
40305,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
40326,πατάξωσιν,aorist,active,subj,3,pl,aorist subj
40330,ἐξέλθῃ,aorist,active,subj,3,sg,aorist subj
40346,δώσει,future,active,indc,3,sg,future indc
40354,δώσει,future,active,indc,3,sg,future indc
40391,ἐκτυφλώσῃ,aorist,active,subj,3,sg,aorist subj
40422,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
40446,διαμαρτύρωνται,present,middle,subj,3,pl,present subj
40453,ἀνέλῃ,aorist,passsive,subj,3,sg,aorist subj
40469,δώσει,future,active,indc,3,sg,future indc
40521,ἐμπέσῃ,aorist,active,subj,3,sg,aorist subj
40548,τελευτήσῃ,aorist,active,subj,3,sg,aorist subj
40550,ἀποδώσονται,future,middle,indc,3,pl,future indc
40557,διελοῦνται,future,middle,indc,3,pl,future indc
40597,σφάξῃ,aorist,active,subj,3,sg,aorist subj
40620,πληγεὶς,aorist,passsive,ptcp,,sg,aorist ptcp
40622,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
40639,πραθήτω,aorist,passsive,impv,3,sg,aorist impv
40665,ἀφῇ,aorist,active,subj,3,sg,aorist subj
40669,καταβοσκῆσαι,aorist,active,infv,,,aorist infv
40683,εὕρῃ,aorist,active,subj,3,sg,aorist subj
40686,προσεμπρήσῃ,aorist,active,subj,3,sg,aorist subj
40712,κλαπῇ,aorist,passsive,subj,3,sg,aorist subj
40729,προσελεύσεται,future,middle,indc,3,sg,future indc
40792,συντριβῇ,aorist,passsive,subj,3,sg,aorist subj
40812,προσδέξεται,future,middle,indc,3,sg,future indc
40843,συντριβῇ,aorist,passsive,subj,3,sg,aorist subj
40871,κοιμηθῇ,aorist,passsive,subj,3,sg,aorist subj
40942,ὀργισθήσομαι,future,passsive,indc,1,sg,future indc
40945,ἀποκτενῶ,future,active,indc,1,sg,future indc
40951,ἔσονται,future,middle,indc,3,pl,future indc
40999,,,,,,,
41004,εἰσακούσομαι,future,middle,indc,1,sg,future indc
41116,,,,,,,
41180,συνάξεις,future,active,indc,2,sg,future indc
41188,ἀνήσεις,future,active,indc,2,sg,future indc
41190,ἔδονται,future,middle,indc,3,pl,future indc
41389,ποιήσῃς,aorist,active,subj,2,sg,aorist subj
41394,ἐχθρεύσω,future,active,indc,1,sg,future indc
41398,ἀντικείσομαι,future,middle,indc,1,sg,future indc
41407,εἰσάξει,future,active,indc,3,sg,future indc
41426,ἐκτρίψω,future,active,indc,1,sg,future indc
41447,λατρεύσεις,future,active,indc,2,sg,future indc
41452,εὐλογήσω,future,active,indc,1,sg,future indc
41459,ἀποστρέψω,future,active,indc,1,sg,future indc
41480,ἐκστήσω,future,active,indc,1,sg,future indc
41489,δώσω,future,active,indc,1,sg,future indc
41496,ἀποστελῶ,future,active,indc,1,sg,future indc
41503,ἐκβαλεῖ,future,active,indc,3,sg,future indc
41530,γένηται,aorist,middle,subj,3,sg,aorist subj
41544,κληρονομήσῃς,aorist,active,subj,2,sg,aorist subj
41549,θήσω,future,active,indc,1,sg,future indc
41574,ἐκβαλῶ,future,active,indc,1,sg,future indc
41620,προσκυνήσουσιν,future,active,indc,3,pl,future indc
41624,ἐγγιεῖ,future,active,indc,3,sg,future indc
42061,ποιήσεις,future,active,indc,2,sg,future indc
42065,ὀφθήσομαι,future,passsive,indc,1,sg,future indc
42087,ποιήσεις,future,active,indc,2,sg,future indc
42106,καταχρυσώσεις,future,active,indc,2,sg,future indc
