bhsa_node,mother_clause,mother_type,mother_verbtype,mother_rela,mother_domain2,daught_clause,daught_type,daught_verbtype,daught_rela,daught_domain2
7529,וּבֶן־שְׁמֹנַ֣ת יָמִ֗ים יִמֹּ֥ול לָכֶ֛ם כָּל־זָכָ֖ר לְדֹרֹתֵיכֶ֑ם יְלִ֣יד בָּ֔יִת וּמִקְנַת־כֶּ֨סֶף֙ מִכֹּ֣ל בֶּן־נֵכָ֔ר ,WxYX,yqtl,Main,Q,,,,,
7548,וְעָרֵ֣ל׀ זָכָ֗ר ,CPen,Ø,Main,Q,,,,,
7571,שָׂרַ֣י אִשְׁתְּךָ֔ ,CPen,Ø,Main,Q,כִּ֥י שָׂרָ֖ה שְׁמָֽהּ׃ ,NmCl,Ø,Main,Q
7596,וְהָֽיְתָ֣ה לְגֹויִ֔ם ,WQt0,wqtl,Main,Q,,,,,
7613,וַיֹּ֣אמֶר בְּלִבֹּ֗ו ,Way0,wayq,Main,N,וְאִ֨ם־שָׂרָ֔ה ,CPen,Ø,SubAdv,Q
7621,וְאִ֨ם־שָׂרָ֔ה ,CPen,Ø,SubAdv,Q,,,,,
7630,וַיֹּ֥אמֶר אַבְרָהָ֖ם אֶל־הָֽאֱלֹהִ֑ים ,WayX,wayq,Main,N,,,,,
7677,הִנֵּ֣ה׀ בֵּרַ֣כְתִּי אֹתֹ֗ו ,xQt0,qtl,Main,Q,וּנְתַתִּ֖יו לְגֹ֥וי גָּדֹֽול׃ ,WQt0,wqtl,Main,Q
7686,וּֽלְיִשְׁמָעֵאל֮ שְׁמַעְתִּיךָ֒ ,WxQ0,qtl,Main,Q,אֲשֶׁר֩ תֵּלֵ֨ד לְךָ֤ שָׂרָה֙ לַמֹּועֵ֣ד הַזֶּ֔ה בַּשָּׁנָ֖ה הָאַחֶֽרֶת׃ ,xYqX,yqtl,SubMod,Q
7690,וְאֶת־בְּרִיתִ֖י אָקִ֣ים אֶת־יִצְחָ֑ק ,WxY0,yqtl,Main,Q,,,,,
7853,אִם־נָ֨א מָצָ֤אתִי חֵן֙ בְּעֵינֶ֔יךָ ,xQt0,qtl,SubAdv,Q,יֻקַּֽח־נָ֣א מְעַט־מַ֔יִם ,ZYqX,yqtl,Main,Q
7857,אַל־נָ֥א תַעֲבֹ֖ר מֵעַ֥ל עַבְדֶּֽךָ׃ ,xYq0,yqtl,Main,Q,וְרַחֲצ֖וּ רַגְלֵיכֶ֑ם ,WIm0,impv,Main,Q
7870,יֻקַּֽח־נָ֣א מְעַט־מַ֔יִם ,ZYqX,yqtl,Main,Q,וְסַעֲד֤וּ לִבְּכֶם֙ ,WIm0,impv,Main,Q
7877,יֻקַּֽח־נָ֣א מְעַט־מַ֔יִם ,ZYqX,yqtl,Main,Q,כִּֽי־עַל־כֵּ֥ן עֲבַרְתֶּ֖ם עַֽל־עַבְדְּכֶ֑ם ,xQt0,qtl,SubAdv,Q
7887,וַיֹּ֣אמְר֔וּ ,Way0,wayq,Main,N,כַּאֲשֶׁ֥ר דִּבַּֽרְתָּ׃ ,xQt0,qtl,SubAdv,Q
7971,וַיֹּ֗אמֶר ,Way0,wayq,Main,N,וְהִנֵּה־בֵ֖ן לְשָׂרָ֣ה אִשְׁתֶּ֑ךָ ,NmCl,Ø,Main,Q
8039,לֵאמֹ֗ר ,InfC,infc,SubAdv,Q,וַאֲנִ֥י זָקַֽנְתִּי׃ ,WXQt,qtl,Main,Q
8044,לָ֣מָּה זֶּה֩ צָחֲקָ֨ה שָׂרָ֜ה ,xQtX,qtl,Main,Q,לַמֹּועֵ֞ד אָשׁ֥וּב אֵלֶ֛יךָ כָּעֵ֥ת חַיָּ֖ה ,xYq0,yqtl,Main,Q
8051,הֲיִפָּלֵ֥א מֵיְהוָ֖ה דָּבָ֑ר ,xYqX,yqtl,Main,Q,וּלְשָׂרָ֥ה בֵֽן׃ ,NmCl,Ø,Main,Q
8106,הַֽמְכַסֶּ֤ה אֲנִי֙ מֵֽאַבְרָהָ֔ם ,Ptcp,ptcp,Main,Q,וְנִ֨בְרְכוּ בֹ֔ו כֹּ֖ל גֹּויֵ֥י הָאָֽרֶץ׃ ,WQtX,wqtl,Main,Q
8123,כִּ֣י יְדַעְתִּ֗יו ,xQt0,qtl,SubAdv,Q,וְשָֽׁמְרוּ֙ דֶּ֣רֶךְ יְהוָ֔ה ,WQt0,wqtl,SubAdv,Q
8162,זַעֲקַ֛ת סְדֹ֥ם וַעֲמֹרָ֖ה ,CPen,Ø,Main,Q,וְאֶרְאֶ֔ה ,WYq0,yqtl,Main,Q
8165,אֵֽרֲדָה־נָּ֣א ,ZYq0,yqtl,Main,Q,הַכְּצַעֲקָתָ֛הּ ,Defc,Ø,SubArg,Q
8177,אֵֽרֲדָה־נָּ֣א ,ZYq0,yqtl,Main,Q,,,,,
8201,וַיֹּאמַ֑ר ,Way0,wayq,Main,N,אוּלַ֥י יֵ֛שׁ חֲמִשִּׁ֥ים צַדִּיקִ֖ם בְּתֹ֣וךְ הָעִ֑יר ,NmCl,Ø,Main,Q
8215,אוּלַ֥י יֵ֛שׁ חֲמִשִּׁ֥ים צַדִּיקִ֖ם בְּתֹ֣וךְ הָעִ֑יר ,NmCl,Ø,Main,Q,וְלֹא־תִשָּׂ֣א לַמָּקֹ֔ום לְמַ֛עַן חֲמִשִּׁ֥ים הַצַּדִּיקִ֖ם ,WxY0,yqtl,Main,Q
8218,הַאַ֤ף תִּסְפֶּה֙ ,xYq0,yqtl,Main,Q,אֲשֶׁ֥ר בְּקִרְבָּֽהּ׃ ,NmCl,Ø,SubMod,Q
8259,הַאַ֣ף תִּסְפֶּ֔ה צַדִּ֖יק עִם־רָשָֽׁע׃ ,xYq0,yqtl,Main,Q,,,,,
8265,וַיֹּ֣אמֶר יְהוָ֔ה ,WayX,wayq,Main,N,וְנָשָׂ֥אתִי לְכָל־הַמָּקֹ֖ום בַּעֲבוּרָֽם׃ ,WQt0,wqtl,Main,Q
8300,הִנֵּה־נָ֤א הֹואַ֨לְתִּי֙ ,xQt0,qtl,Main,Q,הֲתַשְׁחִ֥ית בַּחֲמִשָּׁ֖ה אֶת־כָּל־הָעִ֑יר ,xYq0,yqtl,Main,Q
8306,א֠וּלַי יַחְסְר֞וּן חֲמִשִּׁ֤ים הַצַּדִּיקִם֙ חֲמִשָּׁ֔ה ,xYqX,yqtl,Main,Q,,,,,
8316,וַיֹּ֨אמֶר֙ ,Way0,wayq,Main,N,אִם־אֶמְצָ֣א שָׁ֔ם אַרְבָּעִ֖ים וַחֲמִשָּֽׁה׃ ,xYq0,yqtl,SubAdv,Q
8318,לֹ֣א אַשְׁחִ֔ית ,xYq0,yqtl,Main,Q,,,,,
8332,וַיֹּאמַ֔ר ,Way0,wayq,Main,N,,,,,
8338,וַיֹּ֨אמֶר֙ ,Way0,wayq,Main,N,,,,,
8347,וַ֠יֹּאמֶר ,Way0,wayq,Main,N,וַאֲדַבֵּ֔רָה ,WYq0,yqtl,Main,Q
8351,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,xYq0,yqtl,Main,Q,,,,,
8353,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,xYq0,yqtl,Main,Q,,,,,
8359,וַיֹּ֨אמֶר֙ ,Way0,wayq,Main,N,אִם־אֶמְצָ֥א שָׁ֖ם שְׁלֹשִֽׁים׃ ,xYq0,yqtl,SubAdv,Q
8361,לֹ֣א אֶֽעֱשֶׂ֔ה ,xYq0,yqtl,Main,Q,,,,,
8374,הִנֵּֽה־נָ֤א הֹואַ֨לְתִּי֙ ,xQt0,qtl,Main,Q,,,,,
8380,וַיֹּ֨אמֶר֙ ,Way0,wayq,Main,N,,,,,
8389,וַ֠יֹּאמֶר ,Way0,wayq,Main,N,וַאֲדַבְּרָ֣ה אַךְ־הַפַּ֔עַם ,WYq0,yqtl,Main,Q
8393,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,xYq0,yqtl,Main,Q,,,,,
8398,אַל־נָ֞א יִ֤חַר לַֽאדֹנָי֙ ,xYq0,yqtl,Main,Q,,,,,
8404,וַיֹּ֨אמֶר֙ ,Way0,wayq,Main,N,,,,,
8478,לֹּ֔א ,NmCl,Ø,Main,Q,,,,,
8500,וַיָּבֹ֖אוּ אֶל־בֵּיתֹ֑ו ,Way0,wayq,Main,N,וְאַנְשֵׁ֨י הָעִ֜יר אַנְשֵׁ֤י סְדֹם֙ נָסַ֣בּוּ עַל־הַבַּ֔יִת מִנַּ֖עַר וְעַד־זָקֵ֑ן כָּל־הָעָ֖ם מִקָּצֶֽה׃ ,WXQt,qtl,Main,D
8539,הֹוצִיאֵ֣ם אֵלֵ֔ינוּ ,ZIm0,impv,Main,Q,,,,,
8557,אַל־נָ֥א ,Defc,Ø,Main,Q,,,,,
8567,הִנֵּה־נָ֨א לִ֜י שְׁתֵּ֣י בָנֹ֗ות ,NmCl,Ø,Main,Q,וַעֲשׂ֣וּ לָהֶ֔ן כַּטֹּ֖וב בְּעֵינֵיכֶ֑ם ,WIm0,impv,Main,Q
8586,וַעֲשׂ֣וּ לָהֶ֔ן כַּטֹּ֖וב בְּעֵינֵיכֶ֑ם ,WIm0,impv,Main,Q,כִּֽי־עַל־כֵּ֥ן בָּ֖אוּ בְּצֵ֥ל קֹרָתִֽי׃ ,xQt0,qtl,SubAdv,Q
8610,הָאֶחָ֤ד בָּֽא־,XQtl,qtl,Main,Q,,,,,
8768,קַ֨ח אֶֽת־אִשְׁתְּךָ֜ וְאֶת־שְׁתֵּ֤י בְנֹתֶ֨יךָ֙ ,ZIm0,impv,Main,Q,,,,,
8816,הִמָּלֵ֣ט עַל־נַפְשֶׁ֔ךָ ,ZIm0,impv,Main,Q,וְאַֽל־תַּעֲמֹ֖ד בְּכָל־הַכִּכָּ֑ר ,WxY0,yqtl,Main,Q
8820,אַל־תַּבִּ֣יט אַחֲרֶ֔יךָ ,xYq0,yqtl,Main,Q,,,,,
8829,הָהָ֥רָה הִמָּלֵ֖ט ,xIm0,impv,Main,Q,,,,,
8857,הִנֵּה־נָ֠א מָצָ֨א עַבְדְּךָ֣ חֵן֮ בְּעֵינֶיךָ֒ ,xQtX,qtl,Main,Q,לְהִמָּלֵ֣ט הָהָ֔רָה ,InfC,infc,SubArg,Q
8863,וְאָנֹכִ֗י לֹ֤א אוּכַל֙ ,WXYq,yqtl,Main,Q,וָמַֽתִּי׃ ,WQt0,wqtl,Main,Q
8881,הִנֵּה־נָ֠א הָעִ֨יר הַזֹּ֧את קְרֹבָ֛ה ,AjCl,Ø,Main,Q,הֲלֹ֥א מִצְעָ֛ר הִ֖וא ,NmCl,Ø,Main,Q
8889,אִמָּלְטָ֨ה נָּ֜א שָׁ֗מָּה ,ZYq0,yqtl,Main,Q,,,,,
8916,הִמָּלֵ֣ט שָׁ֔מָּה ,ZIm0,impv,Main,Q,לַעֲשֹׂ֣ות דָּבָ֔ר ,InfC,infc,SubArg,Q
9113,לְכָ֨ה ,ZIm0,impv,Main,Q,וְנִשְׁכְּבָ֣ה עִמֹּ֑ו ,WYq0,yqtl,Main,Q
9118,נַשְׁקֶ֧ה אֶת־אָבִ֛ינוּ יַ֖יִן ,ZYq0,yqtl,Main,Q,וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ ,WYq0,yqtl,Main,Q
9121,וְנִשְׁכְּבָ֣ה עִמֹּ֑ו ,WYq0,yqtl,Main,Q,,,,,
9166,הֵן־שָׁכַ֥בְתִּי אֶ֖מֶשׁ אֶת־אָבִ֑י ,xQt0,qtl,Main,Q,וּבֹ֨אִי֙ ,WIm0,impv,Main,Q
9176,נַשְׁקֶ֨נּוּ יַ֜יִן גַּם־הַלַּ֗יְלָה ,ZYq0,yqtl,Main,Q,,,,,
9317,אֲדֹנָ֕י ,Voct,Ø,Main,Q,הֲלֹ֨א ה֤וּא אָֽמַר־לִי֙ ,XQtl,qtl,Main,Q
9382,הָשֵׁ֤ב אֵֽשֶׁת־הָאִישׁ֙ ,ZIm0,impv,Main,Q,וֶֽחְיֵ֑ה ,WIm0,impv,Main,Q
9393,דַּ֚ע ,ZIm0,impv,Main,Q,אֲשֶׁר־לָֽךְ׃ ,NmCl,Ø,SubMod,Q
9451,מַעֲשִׂים֙ ,Defc,Ø,Main,Q,,,,,
9519,זֶ֣ה חַסְדֵּ֔ךְ ,NmCl,Ø,Main,Q,,,,,
9526,אֶ֤ל כָּל־הַמָּקֹום֙ ,Defc,Ø,Main,Q,,,,,
9704,כָּל־,Defc,Ø,Main,Q,,,,,
9763,גָּרֵ֛שׁ הָאָמָ֥ה הַזֹּ֖את וְאֶת־בְּנָ֑הּ ,ZIm0,impv,Main,Q,,,,,
9790,וַיֹּ֨אמֶר אֱלֹהִ֜ים אֶל־אַבְרָהָ֗ם ,WayX,wayq,Main,N,כֹּל֩ ,Defc,Ø,Main,Q
9801,כֹּל֩ ,Defc,Ø,Main,Q,,,,,
9810,כֹּל֩ ,Defc,Ø,Main,Q,וְגַ֥ם אֶת־בֶּן־הָאָמָ֖ה ,CPen,Ø,Main,Q
9821,וְגַ֥ם אֶת־בֶּן־הָאָמָ֖ה ,CPen,Ø,Main,Q,,,,,
9888,כִּ֣י אָֽמְרָ֔ה ,xQt0,qtl,SubAdv,N,,,,,
9926,מַה־לָּ֣ךְ ,NmCl,Ø,Main,Q,כִּֽי־שָׁמַ֧ע אֱלֹהִ֛ים אֶל־קֹ֥ול הַנַּ֖עַר ,xQtX,qtl,SubAdv,Q
9952,שְׂאִ֣י אֶת־הַנַּ֔עַר ,ZIm0,impv,Main,Q,,,,,
10038,הִשָּׁ֨בְעָה לִּ֤י בֵֽאלֹהִים֙ הֵ֔נָּה ,ZIm0,impv,Main,Q,כַּחֶ֜סֶד ,Defc,Ø,Main,Q
10052,כַּחֶ֜סֶד ,Defc,Ø,Main,Q,אֲשֶׁר־גַּ֥רְתָּה בָּֽהּ׃ ,xQt0,qtl,SubMod,Q
10065,וַיֹּ֨אמֶר֙ אַבְרָהָ֔ם ,WayX,wayq,Main,N,,,,,
10151,וַיֹּ֕אמֶר ,Way0,wayq,Main,Q,בַּעֲבוּר֙ תִּֽהְיֶה־לִּ֣י לְעֵדָ֔ה ,xYq0,yqtl,SubAdv,Q
10156,כִּ֚י אֶת־שֶׁ֣בַע כְּבָשֹׂ֔ת תִּקַּ֖ח מִיָּדִ֑י ,xYq0,yqtl,Main,Q,כִּ֥י חָפַ֖רְתִּי אֶת־הַבְּאֵ֥ר הַזֹּֽאת׃ ,xQt0,qtl,SubAdv,Q
10270,וְהַעֲלֵ֤הוּ שָׁם֙ לְעֹלָ֔ה עַ֚ל אַחַ֣ד הֶֽהָרִ֔ים ,WIm0,impv,Main,Q,,,,,
10341,שְׁבוּ־לָכֶ֥ם פֹּה֙ עִֽם־הַחֲמֹ֔ור ,ZIm0,impv,Main,Q,וְנִֽשְׁתַּחֲוֶ֖ה ,WYq0,yqtl,Main,Q
10345,וַאֲנִ֣י וְהַנַּ֔עַר נֵלְכָ֖ה עַד־כֹּ֑ה ,WXYq,yqtl,Main,Q,וְנָשׁ֥וּבָה אֲלֵיכֶֽם׃ ,WYq0,yqtl,Main,Q
10347,וְנִֽשְׁתַּחֲוֶ֖ה ,WYq0,yqtl,Main,Q,,,,,
10407,וַיֹּ֨אמֶר֙ אַבְרָהָ֔ם ,WayX,wayq,Main,N,בְּנִ֑י ,Voct,Ø,Main,Q
10488,וַיֹּ֗אמֶר ,Way0,wayq,Main,N,וְאַל־תַּ֥עַשׂ לֹ֖ו מְא֑וּמָּה ,WxY0,yqtl,Main,Q
10495,אַל־תִּשְׁלַ֤ח יָֽדְךָ֙ אֶל־הַנַּ֔עַר ,xYq0,yqtl,Main,Q,,,,,
10553,וַיִּקְרָ֧א אַבְרָהָ֛ם שֵֽׁם־הַמָּקֹ֥ום הַה֖וּא ,WayX,wayq,Main,N,,,,,
10555,וַיִּקְרָ֧א אַבְרָהָ֛ם שֵֽׁם־הַמָּקֹ֥ום הַה֖וּא ,WayX,wayq,Main,N,בְּהַ֥ר יְהוָ֖ה יֵרָאֶֽה׃ ,xYq0,yqtl,Main,Q
10561,אֲשֶׁר֙ יֵאָמֵ֣ר הַיֹּ֔ום ,xYq0,yqtl,SubAdv,D,,,,,
10596,כִּ֗י ,Reop,Ø,SubArg,Q,וְהַרְבָּ֨ה אַרְבֶּ֤ה אֶֽת־זַרְעֲךָ֙ כְּכֹוכְבֵ֣י הַשָּׁמַ֔יִם וְכַחֹ֕ול ,WxY0,yqtl,Main,Q
10599,כִּֽי־בָרֵ֣ךְ אֲבָרֶכְךָ֗ ,xYq0,yqtl,SubAdv,Q,אֲשֶׁ֖ר עַל־שְׂפַ֣ת הַיָּ֑ם ,NmCl,Ø,SubMod,Q
10616,וְהַרְבָּ֨ה אַרְבֶּ֤ה אֶֽת־זַרְעֲךָ֙ כְּכֹוכְבֵ֣י הַשָּׁמַ֔יִם וְכַחֹ֕ול ,WxY0,yqtl,Main,Q,וְהִתְבָּרֲכ֣וּ בְזַרְעֲךָ֔ כֹּ֖ל גֹּויֵ֣י הָאָ֑רֶץ ,WQtX,wqtl,Main,Q
10795,תְּנ֨וּ לִ֤י אֲחֻזַּת־קֶ֨בֶר֙ עִמָּכֶ֔ם ,ZIm0,impv,Main,Q,,,,,
10827,אִ֣ישׁ מִמֶּ֔נּוּ ,CPen,Ø,Main,Q,מִקְּבֹ֥ר מֵתֶֽךָ׃ ,InfC,infc,SubAdv,Q
10869,וּפִגְעוּ־לִ֖י בְּעֶפְרֹ֥ון בֶּן־צֹֽחַר׃ ,WIm0,impv,Main,Q,אֲשֶׁר־לֹ֔ו ,NmCl,Ø,SubMod,Q
10884,וְיִתֶּן־לִ֗י אֶת־מְעָרַ֤ת הַמַּכְפֵּלָה֙ ,WYq0,yqtl,Main,Q,,,,,
10969,קַ֣ח מִמֶּ֔נִּי ,ZIm0,impv,Main,Q,,,,,
11142,שִֽׂים־נָ֥א יָדְךָ֖ תַּ֥חַת יְרֵכִֽי׃ ,ZIm0,impv,Main,Q,אֲשֶׁ֨ר לֹֽא־תִקַּ֤ח אִשָּׁה֙ לִבְנִ֔י מִבְּנֹות֙ הַֽכְּנַעֲנִ֔י ,xYq0,yqtl,SubArg,Q
11154,וְאַשְׁבִּ֣יעֲךָ֔ בַּֽיהוָה֙ אֱלֹהֵ֣י הַשָּׁמַ֔יִם וֵֽאלֹהֵ֖י הָאָ֑רֶץ ,WYq0,yqtl,Main,Q,אֲשֶׁ֥ר אָנֹכִ֖י יֹושֵׁ֥ב בְּקִרְבֹּֽו׃ ,Ptcp,ptcp,SubMod,Q
11173,אֲשֶׁ֨ר לֹֽא־תִקַּ֤ח אִשָּׁה֙ לִבְנִ֔י מִבְּנֹות֙ הַֽכְּנַעֲנִ֔י ,xYq0,yqtl,SubArg,Q,וְלָקַחְתָּ֥ אִשָּׁ֖ה לִבְנִ֥י לְיִצְחָֽק׃ ,WQt0,wqtl,Main,Q
11188,וַיֹּ֤אמֶר אֵלָיו֙ הָעֶ֔בֶד ,WayX,wayq,Main,N,לָלֶ֥כֶת אַחֲרַ֖י אֶל־הָאָ֣רֶץ הַזֹּ֑את ,InfC,infc,SubAdv,Q
11201,אוּלַי֙ לֹא־תֹאבֶ֣ה הָֽאִשָּׁ֔ה ,xYqX,yqtl,Main,Q,אֲשֶׁר־יָצָ֥אתָ מִשָּֽׁם׃ ,xQt0,qtl,SubMod,Q
11218,הִשָּׁ֣מֶר לְךָ֔ ,ZIm0,impv,Main,Q,,,,,
11247,לֵאמֹ֔ר ,InfC,infc,SubAdv,Q,,,,,
11254,יְהוָ֣ה׀ אֱלֹהֵ֣י הַשָּׁמַ֗יִם ,CPen,Ø,Main,Q,וְלָקַחְתָּ֥ אִשָּׁ֛ה לִבְנִ֖י מִשָּֽׁם׃ ,WQt0,wqtl,Main,Q
11268,ה֗וּא יִשְׁלַ֤ח מַלְאָכֹו֙ לְפָנֶ֔יךָ ,XYqt,yqtl,Main,Q,לָלֶ֣כֶת אַחֲרֶ֔יךָ ,InfC,infc,SubAdv,Q
11283,הִשָּׁ֣מֶר לְךָ֔ ,ZIm0,impv,Main,Q,,,,,
11389,הַֽנַּעֲרָ֗ ,CPen,Ø,Main,Q,הַטִּי־נָ֤א כַדֵּךְ֙ ,ZIm0,impv,Main,Q
11395,הַטִּי־נָ֤א כַדֵּךְ֙ ,ZIm0,impv,Main,Q,,,,,
11402,שְׁתֵ֔ה ,ZIm0,impv,Main,Q,,,,,
11411,אֹתָ֤הּ הֹכַ֨חְתָּ֙ לְעַבְדְּךָ֣ לְיִצְחָ֔ק ,xQt0,qtl,Main,Q,כִּי־עָשִׂ֥יתָ חֶ֖סֶד עִם־אֲדֹנִֽי׃ ,xQt0,qtl,SubArg,Q
11498,וַתֹּ֗אמֶר ,Way0,wayq,Main,N,עַ֥ד אִם־כִּלּ֖וּ ,xQt0,qtl,SubAdv,Q
11718,בֹּ֖וא ,ZIm0,impv,Main,Q,וְאָנֹכִי֙ פִּנִּ֣יתִי הַבַּ֔יִת וּמָקֹ֖ום לַגְּמַלִּֽים׃ ,WXQt,qtl,Main,Q
11770,וַיֹּ֨אמֶר֙ ,Way0,wayq,Main,N,עַ֥ד אִם־דִּבַּ֖רְתִּי דְּבָרָ֑י ,xQt0,qtl,SubAdv,Q
11832,לֵאמֹ֑ר ,InfC,infc,SubAdv,Q,אֲשֶׁ֥ר אָנֹכִ֖י יֹשֵׁ֥ב בְּאַרְצֹֽו׃ ,Ptcp,ptcp,SubMod,Q
11850,לֹא־תִּקַּ֤ח אִשָּׁה֙ לִבְנִ֔י מִבְּנֹות֙ הַֽכְּנַעֲנִ֔י ,xYq0,yqtl,Main,Q,וְלָקַחְתָּ֥ אִשָּׁ֖ה לִבְנִֽי׃ ,WQt0,wqtl,Main,Q
11865,וָאֹמַ֖ר אֶל־אֲדֹנִ֑י ,Way0,wayq,Main,Q,,,,,
11877,יְהוָ֞ה ,Defc,Ø,Main,Q,,,,,
11895,יְהוָ֞ה ,Defc,Ø,Main,Q,כִּ֥י תָבֹ֖וא אֶל־מִשְׁפַּחְתִּ֑י ,xYq0,yqtl,SubAdv,Q
11899,אָ֤ז תִּנָּקֶה֙ מֵאָ֣לָתִ֔י ,xYq0,yqtl,Main,Q,וְאִם־לֹ֤א יִתְּנוּ֙ לָ֔ךְ ,WxY0,yqtl,SubAdv,Q
11905,כִּ֥י תָבֹ֖וא אֶל־מִשְׁפַּחְתִּ֑י ,xYq0,yqtl,SubAdv,Q,,,,,
11968,גַּם־אַתָּ֣ה שְׁתֵ֔ה ,XImp,impv,Main,Q,,,,,
11980,וָאֹמַ֗ר ,Way0,wayq,Main,Q,לְדַבֵּ֣ר אֶל־לִבִּ֗י ,InfC,infc,SubAdv,Q
12017,שְׁתֵ֔ה ,ZIm0,impv,Main,Q,,,,,
12098,הַגִּ֣ידוּ לִ֔י ,ZIm0,impv,Main,Q,,,,,
12117,מֵיְהוָ֖ה יָצָ֣א הַדָּבָ֑ר ,xQtX,qtl,Main,Q,דַּבֵּ֥ר אֵלֶ֖יךָ רַ֥ע אֹו־טֹֽוב׃ ,InfC,infc,SubArg,Q
12131,קַ֣ח ,ZIm0,impv,Main,Q,כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ ,xQtX,qtl,SubAdv,Q
12204,וַיֹּ֤אמֶר אָחִ֨יהָ֙ וְאִמָּ֔הּ ,WayX,wayq,Main,N,אַחַ֖ר תֵּלֵֽךְ׃ ,xYq0,yqtl,Main,Q
12212,תֵּשֵׁ֨ב הַנַּעֲרָ֥ אִתָּ֛נוּ יָמִ֖ים אֹ֣ו עָשֹׂ֑ור ,ZYqX,yqtl,Main,Q,,,,,
12217,וַיֹּ֤אמֶר אֲלֵהֶם֙ ,Way0,wayq,Main,N,וַֽיהוָ֖ה הִצְלִ֣יחַ דַּרְכִּ֑י ,WXQt,qtl,Main,Q
12225,שַׁלְּח֕וּנִי ,ZIm0,impv,Main,Q,,,,,
12230,וַיֹּאמְר֖וּ ,Way0,wayq,Main,N,וְנִשְׁאֲלָ֖ה אֶת־פִּֽיהָ׃ ,WYq0,yqtl,Main,Q
12235,נִקְרָ֣א לַֽנַּעֲרָ֑ ,ZYq0,yqtl,Main,Q,,,,,
12246,וַיֹּאמְר֣וּ אֵלֶ֔יהָ ,Way0,wayq,Main,N,,,,,
12254,וַתֹּ֖אמֶר ,Way0,wayq,Main,N,,,,,
12284,אַ֥תְּ הֲיִ֖י לְאַלְפֵ֣י רְבָבָ֑ה ,XImp,impv,Main,Q,,,,,
12791,שְׁנֵ֤י גֹויִם֙ בְּבִטְנֵ֔ךְ ,NmCl,Ø,Main,Q,וּלְאֹם֙ מִלְאֹ֣ם יֶֽאֱמָ֔ץ ,WXYq,yqtl,Main,Q
12796,וּשְׁנֵ֣י לְאֻמִּ֔ים מִמֵּעַ֖יִךְ יִפָּרֵ֑דוּ ,WXYq,yqtl,Main,Q,וְרַ֖ב יַעֲבֹ֥ד צָעִֽיר׃ ,WXYq,yqtl,Main,Q
12799,וּלְאֹם֙ מִלְאֹ֣ם יֶֽאֱמָ֔ץ ,WXYq,yqtl,Main,Q,,,,,
13010,וַיֹּ֖אמֶר ,Way0,wayq,Main,N,שְׁכֹ֣ן בָּאָ֔רֶץ ,ZIm0,impv,Main,Q
13017,שְׁכֹ֣ן בָּאָ֔רֶץ ,ZIm0,impv,Main,Q,,,,,
13026,גּ֚וּר בָּאָ֣רֶץ הַזֹּ֔את ,ZIm0,impv,Main,Q,וַאֲבָרְכֶ֑ךָּ ,WYq0,yqtl,Main,Q
13029,וְאֶֽהְיֶ֥ה עִמְּךָ֖ ,WYq0,yqtl,Main,Q,,,,,
13035,גּ֚וּר בָּאָ֣רֶץ הַזֹּ֔את ,ZIm0,impv,Main,Q,וַהֲקִֽמֹתִי֙ אֶת־הַשְּׁבֻעָ֔ה ,WQt0,wqtl,Main,Q
13113,לֵאמֹ֣ר ,InfC,infc,SubAdv,N,,,,,
13171,כִּ֣י אָמַ֔רְתִּי ,xQt0,qtl,Main,Q,,,,,
13212,לֵאמֹ֑ר ,InfC,infc,SubAdv,N,הַנֹּגֵ֜עַ בָּאִ֥ישׁ הַזֶּ֛ה וּבְאִשְׁתֹּ֖ו ,Ptcp,ptcp,SubArg,Q
13431,אָנֹכִ֕י אֱלֹהֵ֖י אַבְרָהָ֣ם אָבִ֑יךָ ,NmCl,Ø,Main,Q,כִּֽי־אִתְּךָ֣ אָנֹ֔כִי ,NmCl,Ø,SubAdv,Q
13502,וַנֹּ֗אמֶר ,Way0,wayq,Main,Q,וְנִכְרְתָ֥ה בְרִ֖ית עִמָּֽךְ׃ ,WYq0,yqtl,Main,Q
13510,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,ZYqX,yqtl,Main,Q,,,,,
13514,תְּהִ֨י נָ֥א אָלָ֛ה בֵּינֹותֵ֖ינוּ בֵּינֵ֣ינוּ וּבֵינֶ֑ךָ ,ZYqX,yqtl,Main,Q,כַּאֲשֶׁר֙ לֹ֣א נְגַֽעֲנ֔וּךָ ,xQt0,qtl,SubAdv,Q
13696,וְהָבִ֥יאָה לִּ֖י ,WIm0,impv,Main,Q,,,,,
13699,שָׂא־נָ֣א כֵלֶ֔יךָ תֶּלְיְךָ֖ וְקַשְׁתֶּ֑ךָ ,ZIm0,impv,Main,Q,בְּטֶ֥רֶם אָמֽוּת׃ ,xYq0,yqtl,SubAdv,Q
13703,בַּעֲב֛וּר תְּבָרֶכְךָ֥ נַפְשִׁ֖י ,xYqX,yqtl,SubAdv,Q,,,,,
