bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
278982,וּתִּשָּׁבֵ֔ר ,573013,וּ,Main,Q,Ø,Defc,,,,בְהִֽשָּׁעֲנָ֤ם עָלֶ֨יךָ֙ ,573014,בְהִֽשָּׁעֲנָ֤ם עָלֶ֨יךָ֙ ,SubAdv,Q,infc,InfC,unknown,C<N[,השׁענם
279045,וְנָתַתִּ֞י אֶת־אֶ֣רֶץ מִצְרַ֗יִם לְחָרְבֹות֙ חֹ֣רֶב שְׁמָמָ֔ה מִמִּגְדֹּ֥ל סְוֵנֵ֖ה וְעַד־גְּב֥וּל כּֽוּשׁ׃ ,573029,וְנָתַתִּ֞י אֶת־אֶ֣רֶץ מִצְרַ֗יִם לְחָרְבֹות֙ חֹ֣רֶב שְׁמָמָ֔ה מִמִּגְדֹּ֥ל סְוֵנֵ֖ה וְעַד־גְּב֥וּל כּֽוּשׁ׃ ,Main,Q,wqtl,WQt0,p1,NTN[,נתתי,וְרֶ֥גֶל בְּהֵמָ֖ה לֹ֣א תַעֲבָר־בָּ֑הּ ,573031,וְרֶ֥גֶל בְּהֵמָ֖ה לֹ֣א תַעֲבָר־בָּ֑הּ ,Main,Q,yqtl,WXYq,p3,<BR[,תעבר
279053,לֹ֤א תַעֲבָר־בָּהּ֙ רֶ֣גֶל אָדָ֔ם ,573030,לֹ֤א תַעֲבָר־בָּהּ֙ רֶ֣גֶל אָדָ֔ם ,Main,Q,yqtl,xYqX,p3,<BR[,תעבר,וְלֹ֥א תֵשֵׁ֖ב אַרְבָּעִ֥ים שָׁנָֽה׃ ,573032,וְלֹ֥א תֵשֵׁ֖ב אַרְבָּעִ֥ים שָׁנָֽה׃ ,Main,Q,yqtl,WxY0,p3,JCB[,תשׁב
279057,וְרֶ֥גֶל בְּהֵמָ֖ה לֹ֣א תַעֲבָר־בָּ֑הּ ,573031,וְרֶ֥גֶל בְּהֵמָ֖ה לֹ֣א תַעֲבָר־בָּ֑הּ ,Main,Q,yqtl,WXYq,p3,<BR[,תעבר,,,,,,,,,,
279076,וְנָתַתִּ֣י אֶת־אֶרֶץ֩ מִצְרַ֨יִם שְׁמָמָ֜ה בְּתֹ֣וךְ׀ אֲרָצֹ֣ות נְשַׁמֹּ֗ות ,573033,וְנָתַתִּ֣י אֶת־אֶרֶץ֩ מִצְרַ֨יִם שְׁמָמָ֜ה בְּתֹ֣וךְ׀ אֲרָצֹ֣ות נְשַׁמֹּ֗ות ,Main,Q,wqtl,WQt0,p1,NTN[,נתתי,,,,,,,,,,
279101,כִּ֛י כֹּ֥ה אָמַ֖ר אֲדֹנָ֣י יְהוִ֑ה ,573037,כִּ֛י כֹּ֥ה אָמַ֖ר אֲדֹנָ֣י יְהוִ֑ה ,SubAdv,Q,qtl,xQtX,p3,>MR[,אמר,אֲשֶׁר־נָפֹ֥צוּ שָֽׁמָּה׃ ,573039,אֲשֶׁר־נָפֹ֥צוּ שָֽׁמָּה׃ ,SubMod,Q,qtl,xQt0,p3,PWY[,נפצו
279131,וְהָ֥יוּ שָׁ֖ם מַמְלָכָ֥ה שְׁפָלָֽה׃ ,573042,וְהָ֥יוּ שָׁ֖ם מַמְלָכָ֥ה שְׁפָלָֽה׃ ,Main,Q,wqtl,WQt0,p3,HJH[,היו,וְלֹֽא־תִתְנַשֵּׂ֥א עֹ֖וד עַל־הַגֹּויִ֑ם ,573044,וְלֹֽא־תִתְנַשֵּׂ֥א עֹ֖וד עַל־הַגֹּויִ֑ם ,Main,Q,yqtl,WxY0,p3,NF>[,תתנשׂא
279135,מִן־הַמַּמְלָכֹות֙ תִּהְיֶ֣ה שְׁפָלָ֔ה ,573043,מִן־הַמַּמְלָכֹות֙ תִּהְיֶ֣ה שְׁפָלָ֔ה ,Main,Q,yqtl,xYq0,p3,HJH[,תהיה,,,,,,,,,,
279150,וְהִ֨מְעַטְתִּ֔ים ,573045,וְהִ֨מְעַטְתִּ֔ים ,Main,Q,wqtl,WQt0,p1,M<V[,המעטתים,מַזְכִּ֣יר עָוֹ֔ן ,573048,מַזְכִּ֣יר עָוֹ֔ן ,Main,Q,ptcp,Ptcp,unknown,ZKR[,מזכיר
279272,הִנְנִ֥י נֹתֵ֛ן לִנְבוּכַדְרֶאצַּ֥ר מֶֽלֶךְ־בָּבֶ֖ל אֶת־אֶ֣רֶץ מִצְרָ֑יִם ,573063,הִנְנִ֥י נֹתֵ֛ן לִנְבוּכַדְרֶאצַּ֥ר מֶֽלֶךְ־בָּבֶ֖ל אֶת־אֶ֣רֶץ מִצְרָ֑יִם ,Main,Q,ptcp,Ptcp,unknown,NTN[,נתן,וּלְךָ֛ אֶתֵּ֥ן פִּתְחֹֽון־פֶּ֖ה בְּתֹוכָ֑ם ,573074,וּלְךָ֛ אֶתֵּ֥ן פִּתְחֹֽון־פֶּ֖ה בְּתֹוכָ֑ם ,Main,Q,yqtl,WxY0,p1,NTN[,אתן
279279,בַּיֹּ֣ום הַה֗וּא אַצְמִ֤יחַ קֶ֨רֶן֙ לְבֵ֣ית יִשְׂרָאֵ֔ל ,573073,בַּיֹּ֣ום הַה֗וּא אַצְמִ֤יחַ קֶ֨רֶן֙ לְבֵ֣ית יִשְׂרָאֵ֔ל ,Main,Q,yqtl,xYq0,p1,YMX[,אצמיח,,,,,,,,,,
279322,הֵילִ֖ילוּ ,573083,הֵילִ֖ילוּ ,Main,Q,impv,ZIm0,p2,JLL[,הילילו,וּבָאָ֥ה חֶ֨רֶב֙ בְּמִצְרַ֔יִם ,573088,וּבָאָ֥ה חֶ֨רֶב֙ בְּמִצְרַ֔יִם ,Main,Q,ptcp,Ptcp,unknown,BW>[,באה
279364,יֹ֣ום עָנָ֔ן עֵ֥ת גֹּויִ֖ם יִֽהְיֶֽה׃ ,573087,יֹ֣ום עָנָ֔ן עֵ֥ת גֹּויִ֖ם יִֽהְיֶֽה׃ ,Main,Q,yqtl,XYqt,p3,HJH[,יהיה,,,,,,,,,,
279381,וְנָֽפְלוּ֙ סֹמְכֵ֣י מִצְרַ֔יִם ,573095,וְנָֽפְלוּ֙ סֹמְכֵ֣י מִצְרַ֔יִם ,Main,Q,wqtl,WQtX,p3,NPL[,נפלו,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ,573098,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ,Main,Q,Ø,NmCl,,,
279398,וְנָשַׁ֕מּוּ בְּתֹ֖וךְ אֲרָצֹ֣ות נְשַׁמֹּ֑ות ,573099,וְנָשַׁ֕מּוּ בְּתֹ֖וךְ אֲרָצֹ֣ות נְשַׁמֹּ֑ות ,Main,Q,wqtl,WQt0,p3,CMM[,נשׁמו,,,,,,,,,,
279418,וְיָדְע֖וּ ,573101,וְיָדְע֖וּ ,Main,Q,wqtl,WQt0,p3,JD<[,ידעו,לְהַחֲרִ֖יד אֶת־כּ֣וּשׁ בֶּ֑טַח ,573106,לְהַחֲרִ֖יד אֶת־כּ֣וּשׁ בֶּ֑טַח ,SubAdv,Q,infc,InfC,unknown,XRD[,החריד
279518,וְהִשְׁבַּתִּ֤י אֱלִילִים֙ מִנֹּ֔ף ,573121,וְהִשְׁבַּתִּ֤י אֱלִילִים֙ מִנֹּ֔ף ,Main,Q,wqtl,WQt0,p1,CBT[,השׁבתי,,,,,,,,,,
279558,וְנָתַ֤תִּי אֵשׁ֙ בְּמִצְרַ֔יִם ,573129,וְנָתַ֤תִּי אֵשׁ֙ בְּמִצְרַ֔יִם ,Main,Q,wqtl,WQt0,p1,NTN[,נתתי,וְנֹ֖א תִּהְיֶ֣ה ,573131,וְנֹ֖א תִּהְיֶ֣ה ,Main,Q,yqtl,WXYq,p3,HJH[,תהיה
279562,ח֤וּל תָּחוּל֙ סִ֔ין ,573130,ח֤וּל תָּחוּל֙ סִ֔ין ,Main,Q,yqtl,xYqX,p3,XWL[,תחיל,לְהִבָּקֵ֑עַ ,573132,לְהִבָּקֵ֑עַ ,SubAdv,Q,infc,InfC,unknown,BQ<[,הבקע
279576,וְנָתַ֤תִּי אֵשׁ֙ בְּמִצְרַ֔יִם ,573129,וְנָתַ֤תִּי אֵשׁ֙ בְּמִצְרַ֔יִם ,Main,Q,wqtl,WQt0,p1,NTN[,נתתי,וְהֵ֖נָּה בַּשְּׁבִ֥י תֵלַֽכְנָה׃ ,573135,וְהֵ֖נָּה בַּשְּׁבִ֥י תֵלַֽכְנָה׃ ,Main,Q,yqtl,WXYq,p3,HLK[,תלכנה
279582,בַּח֥וּרֵי אָ֛וֶן וּפִי־בֶ֖סֶת בַּחֶ֣רֶב יִפֹּ֑לוּ ,573134,בַּח֥וּרֵי אָ֛וֶן וּפִי־בֶ֖סֶת בַּחֶ֣רֶב יִפֹּ֑לוּ ,Main,Q,yqtl,XYqt,p3,NPL[,יפלו,,,,,,,,,,
279602,הִ֚יא ,573139,הִ֚יא ,Main,Q,Ø,CPen,,,,וּבְנֹותֶ֖יהָ בַּשְּׁבִ֥י תֵלַֽכְנָה׃ ,573141,וּבְנֹותֶ֖יהָ בַּשְּׁבִ֥י תֵלַֽכְנָה׃ ,Main,Q,yqtl,WXYq,p3,HLK[,תלכנה
279608,עָנָ֣ן יְכַסֶּ֔נָּה ,573140,עָנָ֣ן יְכַסֶּ֔נָּה ,Main,Q,yqtl,XYqt,p3,KSH[,יכסנה,,,,,,,,,,
279738,וְהַחֲזַקְתִּ֗י אֶת־זְרֹעֹות֙ מֶ֣לֶךְ בָּבֶ֔ל ,573168,וְהַחֲזַקְתִּ֗י אֶת־זְרֹעֹות֙ מֶ֣לֶךְ בָּבֶ֔ל ,Main,Q,wqtl,WQt0,p1,XZQ[,החזקתי,,,,,,,,,,
279885,בִּסְעַפֹּתָ֤יו קִֽנְנוּ֙ כָּל־עֹ֣וף הַשָּׁמַ֔יִם ,573197,בִּסְעַפֹּתָ֤יו קִֽנְנוּ֙ כָּל־עֹ֣וף הַשָּׁמַ֔יִם ,Main,Q,qtl,xQtX,p3,QNN[,קננו,,,,,,,,,,
279966,יַ֕עַן אֲשֶׁ֥ר גָּבַ֖הְתָּ בְּקֹומָ֑ה ,573211,יַ֕עַן אֲשֶׁ֥ר גָּבַ֖הְתָּ בְּקֹומָ֑ה ,Main,Q,qtl,xQt0,p2,GBH[,גבהת,עָשֹׂ֤ו יַֽעֲשֶׂה֙ לֹ֔ו כְּרִשְׁעֹ֖ו ,573215,עָשֹׂ֤ו יַֽעֲשֶׂה֙ לֹ֔ו כְּרִשְׁעֹ֖ו ,Main,Q,yqtl,xYq0,p3,<FH[,יעשׂה
279972,וְאֶ֨תְּנֵ֔הוּ בְּיַ֖ד אֵ֣יל גֹּויִ֑ם ,573214,וְאֶ֨תְּנֵ֔הוּ בְּיַ֖ד אֵ֣יל גֹּויִ֑ם ,Main,Q,yqtl,WYq0,p1,NTN[,אתנהו,,,,,,,,,,
280013,וַיֵּרְד֧וּ מִצִּלֹּ֛ו כָּל־עַמֵּ֥י הָאָ֖רֶץ ,573221,וַיֵּרְד֧וּ מִצִּלֹּ֛ו כָּל־עַמֵּ֥י הָאָ֖רֶץ ,Main,Q,wayq,WayX,p3,JRD[,ירדו,וְאֶל־פֹּארֹתָ֣יו הָי֔וּ כֹּ֖ל חַיַּ֥ת הַשָּׂדֶֽה׃ ,573224,וְאֶל־פֹּארֹתָ֣יו הָי֔וּ כֹּ֖ל חַיַּ֥ת הַשָּׂדֶֽה׃ ,Main,Q,qtl,WxQX,p3,HJH[,היו
280029,עַל־מַפַּלְתֹּ֥ו יִשְׁכְּנ֖וּ כָּל־עֹ֣וף הַשָּׁמָ֑יִם ,573223,עַל־מַפַּלְתֹּ֥ו יִשְׁכְּנ֖וּ כָּל־עֹ֣וף הַשָּׁמָ֑יִם ,Main,Q,yqtl,xYqX,p3,CKN[,ישׁכנו,וְלֹֽא־יִתְּנ֤וּ אֶת־צַמַּרְתָּם֙ אֶל־בֵּ֣ין עֲבֹתִ֔ים ,573226,וְלֹֽא־יִתְּנ֤וּ אֶת־צַמַּרְתָּם֙ אֶל־בֵּ֣ין עֲבֹתִ֔ים ,Main,Q,yqtl,WxY0,p3,NTN[,יתנו
280037,לְמַ֡עַן אֲשֶׁר֩ לֹא־יִגְבְּה֨וּ בְקֹומָתָ֜ם כָּל־עֲצֵי־מַ֗יִם ,573225,לְמַ֡עַן אֲשֶׁר֩ לֹא־יִגְבְּה֨וּ בְקֹומָתָ֜ם כָּל־עֲצֵי־מַ֗יִם ,SubAdv,Q,yqtl,xYqX,p3,GBH[,יגבהו,וְלֹֽא־יַעַמְד֧וּ אֵלֵיהֶ֛ם בְּגָבְהָ֖ם כָּל־שֹׁ֣תֵי מָ֑יִם ,573227,וְלֹֽא־יַעַמְד֧וּ אֵלֵיהֶ֛ם בְּגָבְהָ֖ם כָּל־שֹׁ֣תֵי מָ֑יִם ,Main,Q,yqtl,WxYX,p3,<MD[,יעמדו
280045,וְלֹֽא־יִתְּנ֤וּ אֶת־צַמַּרְתָּם֙ אֶל־בֵּ֣ין עֲבֹתִ֔ים ,573226,וְלֹֽא־יִתְּנ֤וּ אֶת־צַמַּרְתָּם֙ אֶל־בֵּ֣ין עֲבֹתִ֔ים ,Main,Q,yqtl,WxY0,p3,NTN[,יתנו,,,,,,,,,,
280165,וְהוּרַדְתָּ֙ אֶת־עֲצֵי־עֵ֜דֶן אֶל־אֶ֣רֶץ תַּחְתִּ֗ית ,573244,וְהוּרַדְתָּ֙ אֶת־עֲצֵי־עֵ֜דֶן אֶל־אֶ֣רֶץ תַּחְתִּ֗ית ,Main,Q,wqtl,WQt0,p2,JRD[,הורדת,אֶת־חַלְלֵי־חֶ֔רֶב ,573246,אֶת־חַלְלֵי־חֶ֔רֶב ,Main,Q,Ø,NmCl,,,
280258,וּנְטַשְׁתִּ֣יךָ בָאָ֔רֶץ ,573264,וּנְטַשְׁתִּ֣יךָ בָאָ֔רֶץ ,Main,Q,wqtl,WQt0,p1,NVC[,נטשׁתיך,,,,,,,,,,
280296,וְהִשְׁקֵיתִ֨י אֶ֧רֶץ צָפָתְךָ֛ ,573270,וְהִשְׁקֵיתִ֨י אֶ֧רֶץ צָפָתְךָ֛ ,Main,Q,wqtl,WQt0,p1,CQH[,השׁקיתי,,,,,,,,,,
280311,וְהִקְדַּרְתִּ֖י אֶת־כֹּֽכְבֵיהֶ֑ם ,573275,וְהִקְדַּרְתִּ֖י אֶת־כֹּֽכְבֵיהֶ֑ם ,Main,Q,wqtl,WQt0,p1,QDR[,הקדרתי,וְיָרֵ֖חַ לֹא־יָאִ֥יר אֹורֹֽו׃ ,573277,וְיָרֵ֖חַ לֹא־יָאִ֥יר אֹורֹֽו׃ ,Main,Q,yqtl,WXYq,p3,>WR[,יאיר
280315,שֶׁ֚מֶשׁ בֶּעָנָ֣ן אֲכַסֶּ֔נּוּ ,573276,שֶׁ֚מֶשׁ בֶּעָנָ֣ן אֲכַסֶּ֔נּוּ ,Main,Q,yqtl,xYq0,p1,KSH[,אכסנו,,,,,,,,,,
280323,שֶׁ֚מֶשׁ בֶּעָנָ֣ן אֲכַסֶּ֔נּוּ ,573276,שֶׁ֚מֶשׁ בֶּעָנָ֣ן אֲכַסֶּ֔נּוּ ,Main,Q,yqtl,xYq0,p1,KSH[,אכסנו,,,,,,,,,,
280356,וַהֲשִׁמֹּותִ֨י עָלֶ֜יךָ עַמִּ֣ים רַבִּ֗ים ,573285,וַהֲשִׁמֹּותִ֨י עָלֶ֜יךָ עַמִּ֣ים רַבִּ֗ים ,Main,Q,wqtl,WQt0,p1,CMM[,השׁמותי,בְּעֹופְפִ֥י חַרְבִּ֖י עַל־פְּנֵיהֶ֑ם ,573287,בְּעֹופְפִ֥י חַרְבִּ֖י עַל־פְּנֵיהֶ֑ם ,SubAdv,Q,infc,InfC,unknown,<PP[,עופפי
280382,כִּ֛י כֹּ֥ה אָמַ֖ר אֲדֹנָ֣י יְהוִ֑ה ,573291,כִּ֛י כֹּ֥ה אָמַ֖ר אֲדֹנָ֣י יְהוִ֑ה ,SubAdv,Q,qtl,xQtX,p3,>MR[,אמר,בְּחַרְבֹ֤ות גִּבֹּורִים֙ אַפִּ֣יל הֲמֹונֶ֔ךָ ,573293,בְּחַרְבֹ֤ות גִּבֹּורִים֙ אַפִּ֣יל הֲמֹונֶ֔ךָ ,Main,Q,yqtl,xYq0,p1,NPL[,אפיל
280386,חֶ֥רֶב מֶֽלֶךְ־בָּבֶ֖ל תְּבֹואֶֽךָ׃ ,573292,חֶ֥רֶב מֶֽלֶךְ־בָּבֶ֖ל תְּבֹואֶֽךָ׃ ,Main,Q,yqtl,XYqt,p3,BW>[,תבואך,עָרִיצֵ֥י גֹויִ֖ם כֻּלָּ֑ם ,573294,עָרִיצֵ֥י גֹויִ֖ם כֻּלָּ֑ם ,Main,Q,Ø,AjCl,,,
280411,וְהַֽאֲבַדְתִּי֙ אֶת־כָּל־בְּהֶמְתָּ֔הּ מֵעַ֖ל מַ֣יִם רַבִּ֑ים ,573297,וְהַֽאֲבַדְתִּי֙ אֶת־כָּל־בְּהֶמְתָּ֔הּ מֵעַ֖ל מַ֣יִם רַבִּ֑ים ,Main,Q,wqtl,WQt0,p1,>BD[,האבדתי,וּפַרְסֹ֥ות בְּהֵמָ֖ה לֹ֥א תִדְלָחֵֽם׃ ,573299,וּפַרְסֹ֥ות בְּהֵמָ֖ה לֹ֥א תִדְלָחֵֽם׃ ,Main,Q,yqtl,WXYq,p3,DLX[,תדלחם
280419,וְלֹ֨א תִדְלָחֵ֤ם רֶֽגֶל־אָדָם֙ עֹ֔וד ,573298,וְלֹ֨א תִדְלָחֵ֤ם רֶֽגֶל־אָדָם֙ עֹ֔וד ,Main,Q,yqtl,WxYX,p3,DLX[,תדלחם,,,,,,,,,,
280421,בְּחַרְבֹ֤ות גִּבֹּורִים֙ אַפִּ֣יל הֲמֹונֶ֔ךָ ,573293,בְּחַרְבֹ֤ות גִּבֹּורִים֙ אַפִּ֣יל הֲמֹונֶ֔ךָ ,Main,Q,yqtl,xYq0,p1,NPL[,אפיל,וְנַהֲרֹותָ֖ם כַּשֶּׁ֣מֶן אֹולִ֑יךְ ,573301,וְנַהֲרֹותָ֖ם כַּשֶּׁ֣מֶן אֹולִ֑יךְ ,Main,Q,yqtl,WxY0,p1,HLK[,אוליך
280428,אָ֚ז אַשְׁקִ֣יעַ מֵֽימֵיהֶ֔ם ,573300,אָ֚ז אַשְׁקִ֣יעַ מֵֽימֵיהֶ֔ם ,Main,Q,yqtl,xYq0,p1,CQ<[,אשׁקיע,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ,573302,נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ,Main,Q,Ø,MSyn,,,
280461,קִינָ֥ה הִיא֙ ,573309,קִינָ֥ה הִיא֙ ,Main,Q,Ø,NmCl,,,,עַל־מִצְרַ֤יִם וְעַל־כָּל־הֲמֹונָהּ֙ תְּקֹונֵ֣נָּה אֹותָ֔הּ ,573312,עַל־מִצְרַ֤יִם וְעַל־כָּל־הֲמֹונָהּ֙ תְּקֹונֵ֣נָּה אֹותָ֔הּ ,Main,Q,yqtl,xYq0,p3,QJN[,תקוננה
280469,בְּנֹ֥ות הַגֹּויִ֖ם תְּקֹונֵ֣נָּה אֹותָ֑הּ ,573311,בְּנֹ֥ות הַגֹּויִ֖ם תְּקֹונֵ֣נָּה אֹותָ֑הּ ,Main,Q,yqtl,XYqt,p3,QJN[,תקוננה,,,,,,,,,,
280523,נְהֵ֛ה עַל־הֲמֹ֥ון מִצְרַ֖יִם ,573318,נְהֵ֛ה עַל־הֲמֹ֥ון מִצְרַ֖יִם ,Main,Q,impv,ZIm0,p2,NHH[,נהה,חֶ֣רֶב נִתָּ֔נָה ,573324,חֶ֣רֶב נִתָּ֔נָה ,Main,Q,qtl,XQtl,p3,NTN[,נתנה
280531,בְּתֹ֥וךְ חַלְלֵי־חֶ֖רֶב יִפֹּ֑לוּ ,573323,בְּתֹ֥וךְ חַלְלֵי־חֶ֖רֶב יִפֹּ֑לוּ ,Main,Q,yqtl,xYq0,p3,NPL[,יפלו,יָֽרְד֛וּ ,573327,יָֽרְד֛וּ ,Main,Q,qtl,ZQt0,p3,JRD[,ירדו
280666,שָׁ֣ם מֶ֤שֶׁךְ תֻּבַל֙ וְכָל־הֲמֹונָ֔הּ ,573351,שָׁ֣ם מֶ֤שֶׁךְ תֻּבַל֙ וְכָל־הֲמֹונָ֔הּ ,Main,Q,Ø,NmCl,,,,נֹפְלִ֖ים מֵעֲרֵלִ֑ים ,573356,נֹפְלִ֖ים מֵעֲרֵלִ֑ים ,SubMod,Q,ptcp,Ptcp,unknown,NPL[,נפלים
280700,וְלֹ֤א יִשְׁכְּבוּ֙ אֶת־גִּבֹּורִ֔ים ,573355,וְלֹ֤א יִשְׁכְּבוּ֙ אֶת־גִּבֹּורִ֔ים ,Main,Q,yqtl,WxY0,p3,CKB[,ישׁכבו,וְתִשְׁכַּ֖ב אֶת־חַלְלֵי־חָֽרֶב׃ ,573362,וְתִשְׁכַּ֖ב אֶת־חַלְלֵי־חָֽרֶב׃ ,Main,Q,yqtl,WYq0,p2,CKB[,תשׁכב
280702,וְאַתָּ֗ה בְּתֹ֧וךְ עֲרֵלִ֛ים תִּשָּׁבַ֥ר ,573361,וְאַתָּ֗ה בְּתֹ֧וךְ עֲרֵלִ֛ים תִּשָּׁבַ֥ר ,Main,Q,yqtl,WXYq,p2,CBR[,תשׁבר,,,,,,,,,,
280722,שָׁ֣מָּה אֱדֹ֗ום מְלָכֶ֨יהָ֙ וְכָל־נְשִׂיאֶ֔יהָ ,573363,שָׁ֣מָּה אֱדֹ֗ום מְלָכֶ֨יהָ֙ וְכָל־נְשִׂיאֶ֔יהָ ,Main,Q,Ø,NmCl,,,,וְאֶת־יֹ֥רְדֵי בֹֽור׃ ,573366,וְאֶת־יֹ֥רְדֵי בֹֽור׃ ,Main,Q,Ø,Ellp,,,
280756,בְּתֹ֥וךְ חַלְלֵי־חֶ֖רֶב יִפֹּ֑לוּ ,573323,בְּתֹ֥וךְ חַלְלֵי־חֶ֖רֶב יִפֹּ֑לוּ ,Main,Q,yqtl,xYq0,p3,NPL[,יפלו,וְנִחַ֖ם עַל־כָּל־הֲמֹונֹ֑ו ,573373,וְנִחַ֖ם עַל־כָּל־הֲמֹונֹ֑ו ,Main,Q,wqtl,WQt0,p3,NXM[,נחם
280812,אֶ֕רֶץ ,573384,אֶ֕רֶץ ,Main,Q,Ø,CPen,,,,וְלָקְח֨וּ עַם־הָאָ֜רֶץ אִ֤ישׁ אֶחָד֙ מִקְצֵיהֶ֔ם ,573386,וְלָקְח֨וּ עַם־הָאָ֜רֶץ אִ֤ישׁ אֶחָד֙ מִקְצֵיהֶ֔ם ,Main,Q,wqtl,WQtX,p3,LQX[,לקחו
280868,וְלֹ֣א נִזְהָ֔ר ,573393,וְלֹ֣א נִזְהָ֔ר ,Main,Q,qtl,WxQ0,p3,ZHR[,נזהר,אֵת֩ קֹ֨ול הַשֹּׁופָ֤ר שָׁמַע֙ ,573397,אֵת֩ קֹ֨ול הַשֹּׁופָ֤ר שָׁמַע֙ ,Main,Q,qtl,xQt0,p3,CM<[,שׁמע
280879,אֵת֩ קֹ֨ול הַשֹּׁופָ֤ר שָׁמַע֙ ,573397,אֵת֩ קֹ֨ול הַשֹּׁופָ֤ר שָׁמַע֙ ,Main,Q,qtl,xQt0,p3,CM<[,שׁמע,,,,,,,,,,
280889,וְ֠הַצֹּפֶה ,573402,וְ֠הַצֹּפֶה ,Main,Q,Ø,CPen,,,,בָּאָ֗ה ,573404,בָּאָ֗ה ,SubAdv,Q,ptcp,Ptcp,unknown,BW>[,באה
280922,ה֚וּא בַּעֲוֹנֹ֣ו נִלְקָ֔ח ,573409,ה֚וּא בַּעֲוֹנֹ֣ו נִלְקָ֔ח ,Main,Q,qtl,XQtl,p3,LQX[,נלקח,,,,,,,,,,
280948,רָשָׁע֙ ,573417,רָשָׁע֙ ,Main,Q,Ø,Voct,,,,,,,,,,,,,
280961,בְּאָמְרִ֣י לָרָשָׁ֗ע ,573416,בְּאָמְרִ֣י לָרָשָׁ֗ע ,SubAdv,Q,infc,CPen,unknown,>MR[,אמרי,וְדָמֹ֖ו מִיָּדְךָ֥ אֲבַקֵּֽשׁ׃ ,573422,וְדָמֹ֖ו מִיָּדְךָ֥ אֲבַקֵּֽשׁ׃ ,Main,Q,yqtl,WxY0,p1,BQC[,אבקשׁ
280966,ה֤וּא רָשָׁע֙ בַּעֲוֹנֹ֣ו יָמ֔וּת ,573421,ה֤וּא רָשָׁע֙ בַּעֲוֹנֹ֣ו יָמ֔וּת ,Main,Q,yqtl,XYqt,p3,MWT[,ימות,,,,,,,,,,
280985,כִּֽי־הִזְהַ֨רְתָּ רָשָׁ֤ע מִדַּרְכֹּו֙ ,573424,כִּֽי־הִזְהַ֨רְתָּ רָשָׁ֤ע מִדַּרְכֹּו֙ ,SubAdv,Q,qtl,xQt0,p2,ZHR[,הזהרת,וְאַתָּ֖ה נַפְשְׁךָ֥ הִצַּֽלְתָּ׃ ס ,573428,וְאַתָּ֖ה נַפְשְׁךָ֥ הִצַּֽלְתָּ׃ ס ,Main,Q,qtl,WXQt,p2,NYL[,הצלת
281013,כִּֽי־פְשָׁעֵ֥ינוּ וְחַטֹּאתֵ֖ינוּ עָלֵ֑ינוּ ,573434,כִּֽי־פְשָׁעֵ֥ינוּ וְחַטֹּאתֵ֖ינוּ עָלֵ֑ינוּ ,Main,Q,Ø,NmCl,,,,,,,,,,,,,
281022,חַי־אָ֣נִי׀ ,573438,חַי־אָ֣נִי׀ ,Main,Q,Ø,AjCl,,,,כִּ֣י אִם־,573441,כִּ֣י אִם־,SubAdv,Q,Ø,Ellp,,,
281044,שׁ֣וּבוּ ,573444,שׁ֣וּבוּ ,Main,Q,impv,ZIm0,p2,CWB[,שׁובו,בֵּ֥ית יִשְׂרָאֵֽל׃ פ ,573447,בֵּ֥ית יִשְׂרָאֵֽל׃ פ ,Main,Q,Ø,Voct,,,
281059,אֱמֹ֤ר אֶל־בְּנֵֽי־עַמְּךָ֙ ,573450,אֱמֹ֤ר אֶל־בְּנֵֽי־עַמְּךָ֙ ,Main,Q,impv,ZIm0,p2,>MR[,אמר,וְרִשְׁעַ֤ת הָֽרָשָׁע֙ ,573452,וְרִשְׁעַ֤ת הָֽרָשָׁע֙ ,Main,Q,Ø,CPen,,,
281068,וְרִשְׁעַ֤ת הָֽרָשָׁע֙ ,573452,וְרִשְׁעַ֤ת הָֽרָשָׁע֙ ,Main,Q,Ø,CPen,,,,שׁוּבֹ֣ו מֵֽרִשְׁעֹ֑ו ,573454,שׁוּבֹ֣ו מֵֽרִשְׁעֹ֑ו ,SubMod,Q,infc,InfC,unknown,CWB[,שׁובו
281078,וְרִשְׁעַ֤ת הָֽרָשָׁע֙ ,573452,וְרִשְׁעַ֤ת הָֽרָשָׁע֙ ,Main,Q,Ø,CPen,,,,לִֽחְיֹ֥ות בָּ֖הּ בְּיֹ֥ום ,573456,לִֽחְיֹ֥ות בָּ֖הּ בְּיֹ֥ום ,SubArg,Q,infc,InfC,unknown,XJH[,חיות
281091,בְּאָמְרִ֤י לַצַּדִּיק֙ ,573458,בְּאָמְרִ֤י לַצַּדִּיק֙ ,SubAdv,Q,infc,InfC,unknown,>MR[,אמרי,,,,,,,,,,
