french_tense,PAST,PRES PERF,PAST ~ PRES PERF,PRES,PRES ~ PRES PERF,PAST ~ PAST PERF,PAST PERF,PAST ~ PRES,PAST ~ PRES PART,MOD could,MOD would,?PAST ~ PAST,FUT ~ PRES PERF,MOD could ~ PAST,MOD would ~ PAST,PAST ~ TO INF,PAST ~ PAST PROG,FUT ~ PRES,?PAST,?VB ~ PAST,PAST PROG,PRES PART ~ PRES PERF,PRES PART,PAST PERF ~ PRES PERF,?VB ~ PRES PERF,FUT ~ MOD shall,?PRES ~ PRES,HAB used to ~ PAST,MOD let,IMPV ~ PRES PERF,?VB ~ PRES,PAST PERF ~ PAST PROG,PRES PERF ~ PRES PROG,?PRES ~ PAST,?VB,MOD let ~ PRES PERF,PRES PROG,PAST PROG ~ PRES PART,PRES PERF ~ PRES PERF PROG,PRES ~ PRES PART,?PAST ~ PRES PART,?PAST ~ PAST PERF,?IMPV ~ PAST,?MOD let ~ MOD let,FUT ~ PAST,?MOD let,?IMPV,PRES ~ PRES PROG,MOD shall ~ PRES PERF,MOD would ~ TO INF,PAST PROG ~ PRES PERF,IMPV ~ PAST,?MOD let ~ PRES PERF,?PAST did not ~ PAST,?PAST did not,?MOD would,?MOD shall ~ PRES PERF,PAST PERF ~ PRES PART,?MOD let ~ PAST,MOD would ~ PRES PART,?MOD let ~ ?MOD may,?MOD could ~ PRES,?MOD could ~ PAST,?MOD could ~ ?PAST did not,PRES PERF ~ TO INF,?PAST ~ MOD would,?PAST ~ PRES,MOD should ~ PRES,MOD let ~ PRES PART,MOD could ~ PAST PERF,FUT ~ FUT PERF,FUT going-to ~ PRES PERF,FUT,MOD could ~ PRES PERF,MOD let ~ PAST,MOD may ~ PRES PERF,IMPV ~ PRES,?PRES ~ PRES PERF,MOD might ~ MOD would,MOD shall ~ PAST,?PRES ~ ?VB,?PRES PERF,?PRES,PRES ~ TO INF
passé_comp,0.31,0.37,0.11,0.07,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
passé_simp,0.85,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imparfait,0.63,0.01,0.02,0.02,0.01,0.04,0.09,0.02,0.02,0.03,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
