,sum
FUT,0.37
MOD let,0.3
MOD may,0.07
PRES,0.06
MOD can,0.05
TO INF,0.03
MOD would,0.03
PAST,0.02
MOD must,0.01
IMPV do not,0.01
MOD could,0.01
PRES PART,0.01
IMPV,0.01
MOD might,0.0
FUT going-to,0.0
PRES PERF,0.0
MOD should,0.0
MOD quest must,0.0
FUT PERF,0.0
MOD was to,0.0
MOD shall,0.0
PRES do-support,0.0
