bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
163746,וְהָיָה֙ ,547682.0,וְהָיָה֙ ,Main,N,wqtl,WQt0,p3,HJH[,היה,,,,,,,,,,
163753,וְהָיָה֙ ,547682.0,וְהָיָה֙ ,Main,N,wqtl,WQt0,p3,HJH[,היה,וַתֵּ֨רֶא אֶת־הַמֶּ֤לֶךְ דָּוִד֙ ,547685.0,וַתֵּ֨רֶא אֶת־הַמֶּ֤לֶךְ דָּוִד֙ ,Main,N,wayq,Way0,p3,R>H[,תרא
163789,וַיַּצִּ֤גוּ אֹתֹו֙ בִּמְקֹומֹ֔ו בְּתֹ֣וךְ הָאֹ֔הֶל ,547690.0,וַיַּצִּ֤גוּ אֹתֹו֙ בִּמְקֹומֹ֔ו בְּתֹ֣וךְ הָאֹ֔הֶל ,Main,N,wayq,Way0,p3,JYG[,יצגו,,,,,,,,,,
163873,וַתֹּ֗אמֶר ,547702.0,וַתֹּ֗אמֶר ,Main,N,wayq,Way0,p3,>MR[,תאמר,אֲשֶׁ֨ר נִגְלָ֤ה הַיֹּום֙ לְעֵינֵ֨י אַמְהֹ֣ות עֲבָדָ֔יו ,547704.0,אֲשֶׁ֨ר נִגְלָ֤ה הַיֹּום֙ לְעֵינֵ֨י אַמְהֹ֣ות עֲבָדָ֔יו ,SubMod,Q,qtl,xQt0,p3,GLH[,נגלה
163879,מַה־נִּכְבַּ֨ד הַיֹּ֜ום מֶ֣לֶךְ יִשְׂרָאֵ֗ל ,547703.0,מַה־נִּכְבַּ֨ד הַיֹּ֜ום מֶ֣לֶךְ יִשְׂרָאֵ֗ל ,Main,Q,qtl,xQtX,p3,KBD[,נכבד,כְּהִגָּלֹ֥ות נִגְלֹ֖ות אַחַ֥ד הָרֵקִֽים׃ ,547705.0,כְּהִגָּלֹ֥ות נִגְלֹ֖ות אַחַ֥ד הָרֵקִֽים׃ ,SubAdv,Q,infc,InfC,unknown,GLH[,הגלות
163901,לִפְנֵ֣י יְהוָ֗ה ,547707.0,לִפְנֵ֣י יְהוָ֗ה ,Main,Q,Ø,NmCl,,,,לְצַוֹּ֨ת אֹתִ֥י נָגִ֛יד עַל־עַ֥ם יְהוָ֖ה עַל־יִשְׂרָאֵ֑ל ,547709.0,לְצַוֹּ֨ת אֹתִ֥י נָגִ֛יד עַל־עַ֥ם יְהוָ֖ה עַל־יִשְׂרָאֵ֑ל ,SubAdv,Q,infc,InfC,unknown,YWH[,צות
163938,וְעִם־הָֽאֲמָהֹות֙ ,547713.0,וְעִם־הָֽאֲמָהֹות֙ ,Main,Q,Ø,CPen,,,,,,,,,,,,,
163947,וּלְמִיכַל֙ בַּת־שָׁא֔וּל ,547716.0,וּלְמִיכַל֙ בַּת־שָׁא֔וּל ,Main,N,Ø,CPen,,,,,,,,,,,,,
163956,וַיְהִ֕י ,547718.0,וַיְהִ֕י ,Main,N,wayq,Way0,p3,HJH[,יהי,וַיהוָ֛ה הֵנִֽיחַ־לֹ֥ו מִסָּבִ֖יב מִכָּל־אֹיְבָֽיו׃ ,547720.0,וַיהוָ֛ה הֵנִֽיחַ־לֹ֥ו מִסָּבִ֖יב מִכָּל־אֹיְבָֽיו׃ ,SubAdv,N,qtl,WXQt,p3,NWX[,הניח
163963,כִּי־יָשַׁ֥ב הַמֶּ֖לֶךְ בְּבֵיתֹ֑ו ,547719.0,כִּי־יָשַׁ֥ב הַמֶּ֖לֶךְ בְּבֵיתֹ֑ו ,SubAdv,N,qtl,xQtX,p3,JCB[,ישׁב,,,,,,,,,,
164032,וְאָֽמַרְתָּ֙ אֶל־עַבְדִּ֣י אֶל־דָּוִ֔ד ,547735.0,וְאָֽמַרְתָּ֙ אֶל־עַבְדִּ֣י אֶל־דָּוִ֔ד ,Main,Q,wqtl,WQt0,p2,>MR[,אמרת,הַאַתָּ֛ה תִּבְנֶה־לִּ֥י בַ֖יִת ,547737.0,הַאַתָּ֛ה תִּבְנֶה־לִּ֥י בַ֖יִת ,Main,Q,yqtl,XYqt,p2,BNH[,תבנה
164043,הַאַתָּ֛ה תִּבְנֶה־לִּ֥י בַ֖יִת ,547737.0,הַאַתָּ֛ה תִּבְנֶה־לִּ֥י בַ֖יִת ,Main,Q,yqtl,XYqt,p2,BNH[,תבנה,הַעֲלֹתִ֞י אֶת־בְּנֵ֤י יִשְׂרָאֵל֙ מִמִּצְרַ֔יִם ,547740.0,הַעֲלֹתִ֞י אֶת־בְּנֵ֤י יִשְׂרָאֵל֙ מִמִּצְרַ֔יִם ,SubMod,Q,infc,InfC,unknown,<LH[,העלתי
164072,בְּכֹ֥ל ,547743.0,בְּכֹ֥ל ,Main,Q,Ø,CPen,,,,,,,,,,,,,
164079,בְּכֹ֥ל ,547743.0,בְּכֹ֥ל ,Main,Q,Ø,CPen,,,,אֲשֶׁ֣ר צִוִּ֗יתִי ,547746.0,אֲשֶׁ֣ר צִוִּ֗יתִי ,SubMod,Q,qtl,xQt0,p1,YWH[,צויתי
164085,הֲדָבָ֣ר דִּבַּ֗רְתִּי אֶת־אַחַד֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל ,547745.0,הֲדָבָ֣ר דִּבַּ֗רְתִּי אֶת־אַחַד֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל ,Main,Q,qtl,xQt0,p1,DBR[,דברתי,לִרְעֹ֛ות אֶת־עַמִּ֥י אֶת־יִשְׂרָאֵ֖ל ,547747.0,לִרְעֹ֛ות אֶת־עַמִּ֥י אֶת־יִשְׂרָאֵ֖ל ,SubAdv,Q,infc,InfC,unknown,R<H[,רעות
164096,לֵאמֹ֑ר ,547748.0,לֵאמֹ֑ר ,SubAdv,Q,infc,InfC,unknown,>MR[,אמר,,,,,,,,,,
164109,כֹּֽה־תֹאמַ֞ר לְעַבְדִּ֣י לְדָוִ֗ד ,547751.0,כֹּֽה־תֹאמַ֞ר לְעַבְדִּ֣י לְדָוִ֗ד ,Main,Q,yqtl,xYq0,p2,>MR[,תאמר,אֲנִ֤י לְקַחְתִּ֨יךָ֙ מִן־הַנָּוֶ֔ה מֵאַחַ֖ר הַצֹּ֑אן ,547753.0,אֲנִ֤י לְקַחְתִּ֨יךָ֙ מִן־הַנָּוֶ֔ה מֵאַחַ֖ר הַצֹּ֑אן ,Main,Q,qtl,XQtl,p1,LQX[,לקחתיך
164113,כֹּ֤ה אָמַר֙ יְהוָ֣ה צְבָאֹ֔ות ,547752.0,כֹּ֤ה אָמַר֙ יְהוָ֣ה צְבָאֹ֔ות ,Main,Q,qtl,xQtX,p3,>MR[,אמר,לִֽהְיֹ֣ות נָגִ֔יד עַל־עַמִּ֖י עַל־יִשְׂרָאֵֽל׃ ,547754.0,לִֽהְיֹ֣ות נָגִ֔יד עַל־עַמִּ֖י עַל־יִשְׂרָאֵֽל׃ ,SubAdv,Q,infc,InfC,unknown,HJH[,היות
164134,וָאֶהְיֶ֣ה עִמְּךָ֗ בְּכֹל֙ ,547755.0,וָאֶהְיֶ֣ה עִמְּךָ֗ בְּכֹל֙ ,Main,Q,wayq,Way0,p1,HJH[,אהיה,,,,,,,,,,
164189,וּלְמִן־הַיֹּ֗ום ,547767.0,וּלְמִן־הַיֹּ֗ום ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,,,
164272,וְחַסְדִּ֖י לֹא־יָס֣וּר מִמֶּ֑נּוּ ,547783.0,וְחַסְדִּ֖י לֹא־יָס֣וּר מִמֶּ֑נּוּ ,Main,Q,yqtl,WXYq,p3,SWR[,יסור,אֲשֶׁ֥ר הֲסִרֹ֖תִי מִלְּפָנֶֽיךָ׃ ,547785.0,אֲשֶׁ֥ר הֲסִרֹ֖תִי מִלְּפָנֶֽיךָ׃ ,SubMod,Q,qtl,xQt0,p1,SWR[,הסרתי
164277,כַּאֲשֶׁ֤ר הֲסִרֹ֨תִי֙ מֵעִ֣ם שָׁא֔וּל ,547784.0,כַּאֲשֶׁ֤ר הֲסִרֹ֨תִי֙ מֵעִ֣ם שָׁא֔וּל ,SubAdv,Q,qtl,xQt0,p1,SWR[,הסרתי,,,,,,,,,,
164309,כְּכֹל֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה וּכְכֹ֖ל הַחִזָּיֹ֣ון הַזֶּ֑ה ,547788.0,כְּכֹל֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה וּכְכֹ֖ל הַחִזָּיֹ֣ון הַזֶּ֑ה ,Main,N,Ø,CPen,,,,,,,,,,,,,
164333,מִ֣י אָנֹכִ֞י ,547793.0,מִ֣י אָנֹכִ֞י ,Main,Q,Ø,NmCl,,,,,,,,,,,,,
164370,וּמַה־יֹּוסִ֥יף דָּוִ֛ד עֹ֖וד ,547802.0,וּמַה־יֹּוסִ֥יף דָּוִ֛ד עֹ֖וד ,Main,Q,yqtl,WxYX,p3,JSP[,יוסיף,אֲדֹנָ֥י יְהוִֽה׃ ,547805.0,אֲדֹנָ֥י יְהוִֽה׃ ,Main,Q,Ø,Voct,,,
164381,וְאַתָּ֛ה יָדַ֥עְתָּ אֶֽת־עַבְדְּךָ֖ ,547804.0,וְאַתָּ֛ה יָדַ֥עְתָּ אֶֽת־עַבְדְּךָ֖ ,Main,Q,qtl,WXQt,p2,JD<[,ידעת,לְהֹודִ֖יעַ אֶת־עַבְדֶּֽךָ׃ ,547807.0,לְהֹודִ֖יעַ אֶת־עַבְדֶּֽךָ׃ ,SubAdv,Q,infc,InfC,unknown,JD<[,הודיע
164394,בַּעֲב֤וּר דְּבָֽרְךָ֙ וּֽכְלִבְּךָ֔ עָשִׂ֕יתָ אֵ֥ת כָּל־הַגְּדוּלָּ֖ה הַזֹּ֑את ,547806.0,בַּעֲב֤וּר דְּבָֽרְךָ֙ וּֽכְלִבְּךָ֔ עָשִׂ֕יתָ אֵ֥ת כָּל־הַגְּדוּלָּ֖ה הַזֹּ֑את ,Main,Q,qtl,xQt0,p2,<FH[,עשׂית,אֲדֹנָ֣י יְהוִ֑ה ,547809.0,אֲדֹנָ֣י יְהוִ֑ה ,Main,Q,Ø,Voct,,,
164407,וְאֵ֤ין אֱלֹהִים֙ זֽוּלָתֶ֔ךָ בְּכֹ֥ל ,547811.0,וְאֵ֤ין אֱלֹהִים֙ זֽוּלָתֶ֔ךָ בְּכֹ֥ל ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,,,
164422,וּמִ֤י כְעַמְּךָ֙ כְּיִשְׂרָאֵ֔ל גֹּ֥וי אֶחָ֖ד בָּאָ֑רֶץ ,547813.0,וּמִ֤י כְעַמְּךָ֙ כְּיִשְׂרָאֵ֔ל גֹּ֥וי אֶחָ֖ד בָּאָ֑רֶץ ,Main,Q,Ø,NmCl,,,,לִפְדֹּֽות־לֹ֨ו לְעָ֜ם ,547815.0,לִפְדֹּֽות־לֹ֨ו לְעָ֜ם ,SubAdv,Q,infc,InfC,unknown,PDH[,פדות
164448,וְלַעֲשֹׂ֨ות לָכֶ֜ם הַגְּדוּלָּ֤ה וְנֹֽרָאֹות֙ לְאַרְצֶ֔ךָ מִפְּנֵ֣י עַמְּךָ֗ ,547817.0,וְלַעֲשֹׂ֨ות לָכֶ֜ם הַגְּדוּלָּ֤ה וְנֹֽרָאֹות֙ לְאַרְצֶ֔ךָ מִפְּנֵ֣י עַמְּךָ֗ ,SubAdv,Q,infc,InfC,unknown,<FH[,עשׂות,,,,,,,,,,
164469,וְאַתָּ֣ה הָיִ֥יתָ לָהֶ֖ם לֵאלֹהִֽים׃ ס ,547820.0,וְאַתָּ֣ה ,Main,Q,Ø,Defc,,,,,,,,,,,,,
164480,הַדָּבָ֗ר הָקֵ֖ם עַד־עֹולָ֑ם ,547825.0,הַדָּבָ֗ר ,Main,Q,Ø,Defc,,,,,,,,,,,,,
164493,וַעֲשֵׂ֖ה ,547828.0,וַעֲשֵׂ֖ה ,Main,Q,impv,WIm0,p2,<FH[,עשׂה,,,,,,,,,,
164520,כִּֽי־אַתָּה֩ גָּלִ֜יתָה אֶת־אֹ֤זֶן עַבְדְּךָ֙ ,547834.0,כִּֽי־אַתָּה֩ ,SubAdv,Q,Ø,Defc,,,,לֵאמֹ֔ר ,547837.0,לֵאמֹ֔ר ,SubAdv,Q,infc,InfC,unknown,>MR[,אמר
164531,כִּֽי־אַתָּה֩ גָּלִ֜יתָה אֶת־אֹ֤זֶן עַבְדְּךָ֙ ,547834.0,כִּֽי־אַתָּה֩ ,SubAdv,Q,Ø,Defc,,,,לְהִתְפַּלֵּ֣ל אֵלֶ֔יךָ אֶת־הַתְּפִלָּ֖ה הַזֹּֽאת׃ ,547840.0,לְהִתְפַּלֵּ֣ל אֵלֶ֔יךָ אֶת־הַתְּפִלָּ֖ה הַזֹּֽאת׃ ,SubAdv,Q,infc,InfC,unknown,PLL[,התפלל
164582,כִּֽי־אַתָּ֞ה דִּבַּ֔רְתָּ ,547850.0,כִּֽי־אַתָּ֞ה ,SubAdv,Q,Ø,Defc,,,,,,,,,,,,,
164732,וַיֹּ֤שַׁע יְהוָה֙ אֶת־דָּוִ֔ד בְּכֹ֖ל ,547877.0,וַיֹּ֤שַׁע יְהוָה֙ אֶת־דָּוִ֔ד בְּכֹ֖ל ,Main,N,wayq,WayX,p3,JC<[,ישׁע,,,,,,,,,,
164741,וַיִּקַּ֣ח דָּוִ֗ד אֵ֚ת שִׁלְטֵ֣י הַזָּהָ֔ב ,547879.0,וַיִּקַּ֣ח דָּוִ֗ד אֵ֚ת שִׁלְטֵ֣י הַזָּהָ֔ב ,Main,N,wayq,WayX,p3,LQX[,יקח,,,,,,,,,,
164756,וַיִּקַּ֣ח דָּוִ֗ד אֵ֚ת שִׁלְטֵ֣י הַזָּהָ֔ב ,547879.0,וַיִּקַּ֣ח דָּוִ֗ד אֵ֚ת שִׁלְטֵ֣י הַזָּהָ֔ב ,Main,N,wayq,WayX,p3,LQX[,יקח,,,,,,,,,,
164769,וַיִּשְׁמַ֕ע תֹּ֖עִי מֶ֣לֶךְ חֲמָ֑ת ,547883.0,וַיִּשְׁמַ֕ע תֹּ֖עִי מֶ֣לֶךְ חֲמָ֑ת ,Main,N,wayq,WayX,p3,CM<[,ישׁמע,,,,,,,,,,
164795,וּֽלְבָרֲכֹ֗ו ,547887.0,וּֽלְבָרֲכֹ֗ו ,SubAdv,N,infc,InfC,unknown,BRK[,ברכו,וַיַּכֵּ֔הוּ ,547889.0,וַיַּכֵּ֔הוּ ,SubAdv,N,wayq,Way0,p3,NKH[,יכהו
164804,וַיִּשְׁלַ֣ח תֹּ֣עִי אֶת־יֹֽורָם־בְּנֹ֣ו אֶל־הַמֶּֽלֶךְ־דָּ֠וִד ,547885.0,וַיִּשְׁלַ֣ח תֹּ֣עִי אֶת־יֹֽורָם־בְּנֹ֣ו אֶל־הַמֶּֽלֶךְ־דָּ֠וִד ,Main,N,wayq,WayX,p3,CLX[,ישׁלח,,,,,,,,,,
164809,וַיִּשְׁלַ֣ח תֹּ֣עִי אֶת־יֹֽורָם־בְּנֹ֣ו אֶל־הַמֶּֽלֶךְ־דָּ֠וִד ,547885.0,וַיִּשְׁלַ֣ח תֹּ֣עִי אֶת־יֹֽורָם־בְּנֹ֣ו אֶל־הַמֶּֽלֶךְ־דָּ֠וִד ,Main,N,wayq,WayX,p3,CLX[,ישׁלח,גַּם־אֹתָ֕ם הִקְדִּ֛ישׁ הַמֶּ֥לֶךְ דָּוִ֖ד לַֽיהוָ֑ה עִם־הַכֶּ֤סֶף וְהַזָּהָב֙ ,547892.0,גַּם־אֹתָ֕ם הִקְדִּ֛ישׁ הַמֶּ֥לֶךְ דָּוִ֖ד לַֽיהוָ֑ה עִם־הַכֶּ֤סֶף וְהַזָּהָב֙ ,Main,N,qtl,xQtX,p3,QDC[,הקדישׁ
164820,וּבְיָדֹ֗ו הָי֛וּ כְּלֵֽי־כֶ֥סֶף וּכְלֵֽי־זָהָ֖ב וּכְלֵ֥י נְחֹֽשֶׁת׃ ,547891.0,וּבְיָדֹ֗ו הָי֛וּ כְּלֵֽי־כֶ֥סֶף וּכְלֵֽי־זָהָ֖ב וּכְלֵ֥י נְחֹֽשֶׁת׃ ,Main,N,qtl,WxQX,p3,HJH[,היו,אֲשֶׁ֣ר הִקְדִּ֔ישׁ מִכָּל־הַגֹּויִ֖ם מֵאֲרָ֤ם וּמִמֹּואָב֙ וּמִבְּנֵ֣י עַמֹּ֔ון וּמִפְּלִשְׁתִּ֖ים וּמֵֽעֲמָלֵ֑ק וּמִשְּׁלַ֛ל הֲדַדְעֶ֥זֶר בֶּן־רְחֹ֖ב מֶ֥לֶךְ צֹובָֽה׃ ,547893.0,אֲשֶׁ֣ר הִקְדִּ֔ישׁ מִכָּל־הַגֹּויִ֖ם ,SubMod,N,qtl,xQt0,p3,QDC[,הקדישׁ
164833,גַּם־אֹתָ֕ם הִקְדִּ֛ישׁ הַמֶּ֥לֶךְ דָּוִ֖ד לַֽיהוָ֑ה עִם־הַכֶּ֤סֶף וְהַזָּהָב֙ ,547892.0,גַּם־אֹתָ֕ם הִקְדִּ֛ישׁ הַמֶּ֥לֶךְ דָּוִ֖ד לַֽיהוָ֑ה עִם־הַכֶּ֤סֶף וְהַזָּהָב֙ ,Main,N,qtl,xQtX,p3,QDC[,הקדישׁ,אֲשֶׁ֥ר כִּבֵּֽשׁ׃ ,547894.0,אֲשֶׁ֥ר כִּבֵּֽשׁ׃ ,SubMod,N,qtl,xQt0,p3,KBC[,כבשׁ
164839,אֲשֶׁ֣ר הִקְדִּ֔ישׁ מִכָּל־הַגֹּויִ֖ם מֵאֲרָ֤ם וּמִמֹּואָב֙ וּמִבְּנֵ֣י עַמֹּ֔ון וּמִפְּלִשְׁתִּ֖ים וּמֵֽעֲמָלֵ֑ק וּמִשְּׁלַ֛ל הֲדַדְעֶ֥זֶר בֶּן־רְחֹ֖ב מֶ֥לֶךְ צֹובָֽה׃ ,547893.0,אֲשֶׁ֣ר הִקְדִּ֔ישׁ מִכָּל־הַגֹּויִ֖ם ,SubMod,N,qtl,xQt0,p3,QDC[,הקדישׁ,,,,,,,,,,
164886,וַיָּ֨שֶׂם בֶּאֱדֹ֜ום נְצִבִ֗ים ,547899.0,וַיָּ֨שֶׂם בֶּאֱדֹ֜ום נְצִבִ֗ים ,Main,N,wayq,Way0,p3,FJM[,ישׂם,וַיְהִ֥י כָל־אֱדֹ֖ום עֲבָדִ֣ים לְדָוִ֑ד ,547901.0,וַיְהִ֥י כָל־אֱדֹ֖ום עֲבָדִ֣ים לְדָוִ֑ד ,Main,N,wayq,WayX,p3,HJH[,יהי
164903,וַיֹּ֤ושַׁע יְהוָה֙ אֶת־דָּוִ֔ד בְּכֹ֖ל ,547902.0,וַיֹּ֤ושַׁע יְהוָה֙ אֶת־דָּוִ֔ד בְּכֹ֖ל ,Main,N,wayq,WayX,p3,JC<[,יושׁע,,,,,,,,,,
164958,וּשְׂרָיָ֖ה סֹופֵֽר׃ ,547909.0,וּשְׂרָיָ֖ה סֹופֵֽר׃ ,Main,N,Ø,NmCl,,,,,,,,,,,,,
164967,הֲכִ֣י יֶשׁ־עֹ֔וד ,547914.0,הֲכִ֣י יֶשׁ־עֹ֔וד ,Main,Q,Ø,NmCl,,,,,,,,,,,,,
165125,מֶ֣ה עַבְדֶּ֑ךָ ,547950.0,מֶ֣ה עַבְדֶּ֑ךָ ,Main,Q,Ø,NmCl,,,,אֲשֶׁ֥ר כָּמֹֽונִי׃ ,547952.0,אֲשֶׁ֥ר כָּמֹֽונִי׃ ,SubMod,Q,Ø,NmCl,,,
165146,כֹּל֩ נָתַ֖תִּי לְבֶן־אֲדֹנֶֽיךָ׃ ,547955.0,כֹּל֩ ,Main,Q,Ø,Defc,,,,,,,,,,,,,
165153,כֹּל֩ נָתַ֖תִּי לְבֶן־אֲדֹנֶֽיךָ׃ ,547955.0,כֹּל֩ ,Main,Q,Ø,Defc,,,,,,,,,,,,,
165284,אֶעֱשֶׂה־חֶ֣סֶד׀ עִם־חָנ֣וּן בֶּן־נָחָ֗שׁ ,547979.0,אֶעֱשֶׂה־חֶ֣סֶד׀ עִם־חָנ֣וּן בֶּן־נָחָ֗שׁ ,Main,Q,yqtl,ZYq0,p1,<FH[,אעשׂה,,,,,,,,,,
165321,הַֽמְכַבֵּ֨ד דָּוִ֤ד אֶת־אָבִ֨יךָ֙ בְּעֵינֶ֔יךָ ,547985.0,הַֽמְכַבֵּ֨ד דָּוִ֤ד אֶת־אָבִ֨יךָ֙ בְּעֵינֶ֔יךָ ,Main,Q,ptcp,Ptcp,unknown,KBD[,מכבד,,,,,,,,,,
165338,הֲ֠לֹוא שָׁלַ֥ח דָּוִ֛ד אֶת־עֲבָדָ֖יו אֵלֶֽיךָ׃ ,547987.0,הֲ֠לֹוא ,Main,Q,Ø,Defc,,,,בַּעֲב֞וּר חֲקֹ֤ור אֶת־הָעִיר֙ ,547988.0,בַּעֲב֞וּר חֲקֹ֤ור אֶת־הָעִיר֙ ,SubAdv,Q,infc,InfC,unknown,XQR[,חקור
165374,וַיִּשְׁלַ֣ח ,547997.0,וַיִּשְׁלַ֣ח ,Main,N,wayq,Way0,p3,CLX[,ישׁלח,,,,,,,,,,
165396,וַיִּרְאוּ֙ בְּנֵ֣י עַמֹּ֔ון ,548004.0,וַיִּרְאוּ֙ בְּנֵ֣י עַמֹּ֔ון ,Main,N,wayq,WayX,p3,R>H[,יראו,,,,,,,,,,
165471,וַיַּ֣רְא יֹואָ֗ב ,548015.0,וַיַּ֣רְא יֹואָ֗ב ,Main,N,wayq,WayX,p3,R>H[,ירא,,,,,,,,,,
165497,וַיִּבְחַ֗ר מִכֹּל֙ בְּחוּרֵ֣י יִשְׂרָאֵ֔ל ,548017.0,וַיִּבְחַ֗ר מִכֹּל֙ בְּחוּרֵ֣י יִשְׂרָאֵ֔ל ,Main,N,wayq,Way0,p3,BXR[,יבחר,וַֽיַּעֲרֹ֕ךְ ,548021.0,וַֽיַּעֲרֹ֕ךְ ,Main,N,wayq,Way0,p3,<RK[,יערך
165566,וַיָּנֻ֖סוּ מִפָּנָֽיו׃ ,548036.0,וַיָּנֻ֖סוּ מִפָּנָֽיו׃ ,Main,N,wayq,Way0,p3,NWS[,ינסו,כִּי־נָ֣ס אֲרָ֔ם ,548038.0,כִּי־נָ֣ס אֲרָ֔ם ,SubArg,N,qtl,xQtX,p3,NWS[,נס
165568,וּבְנֵ֨י עַמֹּ֤ון רָאוּ֙ ,548037.0,וּבְנֵ֨י עַמֹּ֤ון רָאוּ֙ ,Main,N,qtl,WXQt,p3,R>H[,ראו,,,,,,,,,,
165593,וַיַּ֣רְא אֲרָ֔ם ,548043.0,וַיַּ֣רְא אֲרָ֔ם ,Main,N,wayq,WayX,p3,R>H[,ירא,,,,,,,,,,
165671,וַיַּהֲרֹ֨ג דָּוִ֜ד מֵאֲרָ֗ם שְׁבַ֤ע מֵאֹות֙ רֶ֔כֶב וְאַרְבָּעִ֥ים אֶ֖לֶף פָּרָשִׁ֑ים ,548059.0,וַיַּהֲרֹ֨ג דָּוִ֜ד מֵאֲרָ֗ם שְׁבַ֤ע מֵאֹות֙ רֶ֔כֶב וְאַרְבָּעִ֥ים אֶ֖לֶף פָּרָשִׁ֑ים ,Main,N,wayq,WayX,p3,HRG[,יהרג,וַיָּ֥מָת שָֽׁם׃ ,548061.0,וַיָּ֥מָת שָֽׁם׃ ,Main,N,wayq,Way0,p3,MWT[,ימת
165683,וַיִּרְא֨וּ כָֽל־הַמְּלָכִ֜ים עַבְדֵ֣י הֲדַדְעֶ֗זֶר ,548062.0,וַיִּרְא֨וּ כָֽל־הַמְּלָכִ֜ים עַבְדֵ֣י הֲדַדְעֶ֗זֶר ,Main,N,wayq,WayX,p3,R>H[,יראו,,,,,,,,,,
165903,וַיִּשְׁכַּ֣ב אוּרִיָּ֗ה פֶּ֚תַח בֵּ֣ית הַמֶּ֔לֶךְ אֵ֖ת כָּל־עַבְדֵ֣י אֲדֹנָ֑יו ,548104.0,וַיִּשְׁכַּ֣ב אוּרִיָּ֗ה פֶּ֚תַח בֵּ֣ית הַמֶּ֔לֶךְ אֵ֖ת כָּל־עַבְדֵ֣י אֲדֹנָ֑יו ,Main,N,wayq,WayX,p3,CKB[,ישׁכב,,,,,,,,,,
165913,לֵאמֹ֔ר ,548107.0,לֵאמֹ֔ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,,,,,,,,,,
165930,הֲלֹ֤וא מִדֶּ֨רֶךְ֙ אַתָּ֣ה בָ֔א ,548110.0,הֲלֹ֤וא מִדֶּ֨רֶךְ֙ אַתָּ֣ה בָ֔א ,Main,Q,ptcp,Ptcp,unknown,BW>[,בא,,,,,,,,,,
166040,וַיֵּצֵ֣א בָעֶ֗רֶב ,548129.0,וַיֵּצֵ֣א בָעֶ֗רֶב ,Main,N,wayq,Way0,p3,JY>[,יצא,,,,,,,,,,
166098,וַיִּתֵּן֙ אֶת־א֣וּרִיָּ֔ה אֶל־הַמָּקֹום֙ ,548143.0,וַיִּתֵּן֙ אֶת־א֣וּרִיָּ֔ה אֶל־הַמָּקֹום֙ ,Main,N,wayq,Way0,p3,NTN[,יתן,כִּ֥י אַנְשֵׁי־חַ֖יִל שָֽׁם׃ ,548145.0,כִּ֥י אַנְשֵׁי־חַ֖יִל שָֽׁם׃ ,SubArg,N,Ø,NmCl,,,
166168,וְאָמַ֣ר לְךָ֔ ,548158.0,וְאָמַ֣ר לְךָ֔ ,Main,Q,wqtl,WQt0,p3,>MR[,אמר,לְהִלָּחֵ֑ם ,548160.0,לְהִלָּחֵ֑ם ,SubAdv,Q,infc,InfC,unknown,LXM[,הלחם
166176,מַדּ֛וּעַ נִגַּשְׁתֶּ֥ם אֶל־הָעִ֖יר ,548159.0,מַדּ֛וּעַ נִגַּשְׁתֶּ֥ם אֶל־הָעִ֖יר ,Main,Q,qtl,xQt0,p2,NGC[,נגשׁתם,אֵ֥ת אֲשֶׁר־יֹר֖וּ מֵעַ֥ל הַחֹומָֽה׃ ,548162.0,אֵ֥ת אֲשֶׁר־יֹר֖וּ מֵעַ֥ל הַחֹומָֽה׃ ,SubArg,Q,yqtl,xYq0,p3,JRH=[,ירו
166185,הֲלֹ֣וא יְדַעְתֶּ֔ם ,548161.0,הֲלֹ֣וא יְדַעְתֶּ֔ם ,Main,Q,qtl,xQt0,p2,JD<[,ידעתם,הֲלֹֽוא־אִשָּׁ֡ה הִשְׁלִ֣יכָה עָלָיו֩ פֶּ֨לַח רֶ֜כֶב מֵעַ֤ל הַֽחֹומָה֙ ,548164.0,הֲלֹֽוא־אִשָּׁ֡ה הִשְׁלִ֣יכָה עָלָיו֩ פֶּ֨לַח רֶ֜כֶב מֵעַ֤ל הַֽחֹומָה֙ ,Main,Q,qtl,XQtl,p3,CLK[,השׁליכה
166193,מִֽי־הִכָּ֞ה אֶת־אֲבִימֶ֣לֶךְ בֶּן־יְרֻבֶּ֗שֶׁת ,548163.0,מִֽי־הִכָּ֞ה אֶת־אֲבִימֶ֣לֶךְ בֶּן־יְרֻבֶּ֗שֶׁת ,Main,Q,qtl,XQtl,p3,NKH[,הכה,וַיָּ֣מָת בְּתֵבֵ֔ץ ,548165.0,וַיָּ֣מָת בְּתֵבֵ֔ץ ,Main,Q,wayq,Way0,p3,MWT[,ימת
