,sum
FUT,0.38
MOD let,0.31
MOD may,0.16
PRES,0.05
MOD would,0.03
MOD shall,0.02
TO INF,0.01
PAST,0.01
MOD can,0.01
PRES PART,0.01
MOD could,0.01
MOD must,0.01
MOD might,0.01
MOD,0.0
