,sum
FUT,193
MOD let,158
MOD may,82
PRES,23
MOD would,14
MOD shall,9
TO INF,5
PAST,5
MOD can,3
PRES PART,3
MOD could,3
MOD must,3
MOD might,3
MOD,1
