clause_type,FUT,FUT ~ MOD shall,PRES,IMPV ~ MOD shall,IMPV,MOD is to ~ MOD shall,MOD shall,PAST,MOD must ~ MOD shall,FUT ~ PRES,MOD may,PAST ~ PRES,FUT ~ MOD may,MOD shall ~ PRES,PRES PERF,MOD shall ~ TO INF,MOD would,TO INF,MOD would ~ PAST,FUT ~ MOD lest,PRES ~ PRES PERF,MOD may ~ TO INF,MOD let,FUT ~ IMPV,PRES ~ PRES PART,MOD may ~ MOD shall,PAST ~ PRES PART,MOD may ~ PRES,PRES ~ TO INF,MOD shall ~ PRES PART,FUT ~ TO INF,IMPV ~ MOD let,IMPV ~ PRES,FUT ~ PRES PART,PAST ~ PRES PERF,FUT ~ MOD let,FUT ~ MOD would,IMPV ~ TO INF,MOD can ~ MOD may,MOD can ~ MOD shall,PRES PART,MOD shall ~ PAST,MOD let ~ MOD shall,MOD let ~ MOD may,MOD is to ~ PRES,MOD is to ~ MOD let,MOD lest ~ MOD may,MOD is to ~ PAST,FUT ~ PAST,PAST ~ PAST PROG,MOD shall ~ PRES PERF,MOD shall ~ MOD would,PAST ~ TO INF,MOD lest ~ TO INF,IMPV ~ PAST,FUT ~ FUT PERF,MOD would ~ PRES,FUT ~ MOD can,MOD should,IMPV ~ MOD lest,MOD shall ~ MOD should,IMPV ~ MOD must,IMPV ~ MOD may,MOD let ~ TO INF,FUT ~ PRES PERF,HAB used to ~ PAST,IMPV ~ MOD would,MOD VB ~ PRES,MOD can,FUT ~ FUT going-to,MOD can ~ PRES,HAB used to,HAB used to ~ MOD would,PAST PERF,MOD should ~ PRES,MOD is to ~ TO INF,MOD may ~ MOD must,MOD was to,MOD lest ~ PRES PART,MOD let ~ MOD must,MOD must ~ PRES,PAST ~ PAST PERF,MOD that be ~ TO INF,FUT ~ MOD must,IMPV ~ MOD is to,MOD may ~ PRES PART,PRES ~ PRES PROG,MOD let ~ PRES,MOD was to ~ PAST,MOD must ~ PRES PART,FUT going-to ~ MOD shall,MOD lest ~ MOD must,MOD can ~ MOD let,MOD lest ~ MOD might,MOD would ~ PRES PART,IMPV ~ PRES PART,MOD quest must ~ MOD shall,FUT ~ MOD that be,FUT PROG,MOD should ~ MOD would,MOD would ~ TO INF,MOD would ~ PRES PROG,FUT ~ MOD should,FUT ~ FUT PROG,FUT ~ MOD VB,PAST PROG ~ TO INF,FUT ~ MOD is to,MOD is to ~ MOD may,MOD must,MOD might ~ MOD would,MOD is to ~ MOD lest,MOD could ~ MOD would,MOD could ~ MOD may,MOD could,MOD can ~ TO INF,MOD is to ~ PRES PART,MOD lest ~ PRES,MOD let ~ MOD might,MOD let ~ MOD should,MOD let ~ MOD would,PRES PART ~ PRES PERF,MOD let ~ PRES PART,IMPV ~ MOD VB,PRES PERF ~ TO INF,HAB used to ~ PRES PART,MOD ~ MOD would,MOD might,HAB used to ~ PAST PROG
WQt0,0.26,0.16,0.08,0.1,0.08,0.05,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQtX,0.18,0.32,0.07,0.01,0.0,0.1,0.09,0.04,0.03,0.02,0.01,0.03,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSyn,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
