eng_TAMsimp,0,1
PRES,0.03,-0.03
FUT,-0.04,0.04
FUT ~ MOD shall,-0.03,0.03
IMPV,0.04,-0.04
IMPV ~ MOD shall,-0.04,0.04
PAST,-0.0,0.0
FUT ~ PRES,0.02,-0.02
MOD let,0.01,-0.01
MOD must ~ MOD shall,-0.01,0.01
MOD may,-0.0,0.0
MOD is to ~ MOD shall,-0.08,0.08
MOD can,0.05,-0.05
MOD shall,-0.03,0.03
MOD shall ~ PRES,0.02,-0.02
FUT ~ MOD may,0.0,-0.0
MOD would,0.05,-0.05
IMPV ~ MOD let,0.02,-0.02
PAST ~ PRES,0.02,-0.02
MOD let ~ MOD may,0.05,-0.05
PRES ~ PRES PART,0.02,-0.02
PRES ~ PRES PERF,0.03,-0.03
MOD should,0.01,-0.01
FUT ~ MOD lest,0.06,-0.06
MOD can ~ PRES,0.06,-0.06
TO INF,0.03,-0.03
FUT ~ MOD can,0.03,-0.03
MOD may ~ PRES,0.03,-0.03
PRES PERF,0.04,-0.04
MOD may ~ MOD shall,-0.01,0.01
IMPV ~ PRES,0.02,-0.02
MOD can ~ MOD may,-0.04,0.04
PRES PART,0.06,-0.06
PRES ~ TO INF,0.02,-0.02
MOD should ~ PRES,0.02,-0.02
MOD can ~ MOD shall,0.04,-0.04
FUT ~ MOD would,-0.04,0.04
MOD must,-0.07,0.07
MOD shall ~ TO INF,0.03,-0.03
MOD could,0.06,-0.06
PAST ~ PRES PERF,0.06,-0.06
MOD may ~ TO INF,0.06,-0.06
MOD shall ~ MOD should,0.03,-0.03
IMPV ~ MOD may,-0.01,0.01
FUT ~ TO INF,-0.01,0.01
MOD would ~ PAST,0.06,-0.06
MOD would ~ PRES,0.06,-0.06
FUT ~ IMPV,0.02,-0.02
MOD let ~ PRES,0.06,-0.06
PAST ~ PRES PART,0.06,-0.06
FUT ~ MOD let,0.06,-0.06
MOD shall ~ PRES PART,-0.04,0.04
MOD should ~ TO INF,0.06,-0.06
MOD must ~ PRES,0.06,-0.06
FUT ~ PRES PART,0.06,-0.06
MOD let ~ TO INF,0.06,-0.06
MOD lest ~ MOD may,0.06,-0.06
PRES ~ PRES PROG,0.06,-0.06
MOD let ~ MOD shall,-0.14,0.14
FUT ~ PAST,0.06,-0.06
IMPV ~ MOD must,-0.08,0.08
MOD lest ~ PRES,0.06,-0.06
MOD shall ~ PAST,0.06,-0.06
MOD should ~ MOD would,-0.08,0.08
PAST ~ TO INF,-0.17,0.17
FUT ~ MOD should,-0.02,0.02
HAB used to ~ PAST,-0.11,0.11
MOD might,-0.12,0.12
MOD may ~ MOD must,0.06,-0.06
IMPV ~ MOD can,0.06,-0.06
MOD is to,-0.14,0.14
PAST ~ PAST PERF,-0.04,0.04
MOD let ~ MOD must,0.06,-0.06
MOD was to ~ PAST,0.06,-0.06
MOD is to ~ MOD let,-0.05,0.05
MOD can ~ MOD should,-0.06,0.06
MOD let ~ PAST,-0.06,0.06
MOD let ~ MOD should,0.06,-0.06
MOD can ~ MOD could,0.06,-0.06
IMPV ~ PAST,0.06,-0.06
MOD could ~ MOD would,0.06,-0.06
IMPV ~ MOD should,-0.37,0.37
FUT ~ MOD must,0.06,-0.06
MOD lest,0.06,-0.06
MOD should ~ MOD was to,-0.23,0.23
PAST PERF,-0.08,0.08
IMPV ~ PRES PART,0.06,-0.06
MOD might ~ MOD would,-0.08,0.08
IMPV ~ TO INF,-0.08,0.08
FUT ~ FUT going-to,-0.27,0.27
PRES PART ~ TO INF,0.06,-0.06
MOD lest ~ MOD might,0.06,-0.06
MOD could ~ PAST,0.06,-0.06
FUT ~ PRES PERF,-0.27,0.27
MOD can ~ TO INF,0.06,-0.06
MOD is to ~ MOD may,0.06,-0.06
MOD may ~ PRES PART,0.06,-0.06
MOD could ~ MOD might,-0.11,0.11
FUT going-to ~ MOD shall,0.06,-0.06
