bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
72842,וְהֵשִׁ֤יב אֶת־אֲשָׁמֹו֙ בְּרֹאשֹׁ֔ו ,529952,וְהֵשִׁ֤יב אֶת־אֲשָׁמֹו֙ בְּרֹאשֹׁ֔ו ,Main,Q,wqtl,WQt0,p3,CWB[,השׁיב,וְהֵשִׁ֤יב אֶת־אֲשָׁמֹו֙ בְּרֹאשֹׁ֔ו ,,,,,,,,,,,
73862,יְבָרֶכְךָ֥ יְהוָ֖ה ,530143,יְבָרֶכְךָ֥ יְהוָ֖ה ,Main,Q,yqtl,ZYqX,p3,BRK[,יברכך,יְבָרֶכְךָ֥ יְהוָ֖ה וְיִשְׁמְרֶֽךָ׃ ס ,וִֽיחֻנֶּֽךָּ׃ ס ,530146,וִֽיחֻנֶּֽךָּ׃ ס ,Main,Q,yqtl,WYq0,p3,XNN[,יחנך,וִֽיחֻנֶּֽךָּ׃ ס 
77770,בִּ֣י אֲדֹנִ֔י ,530848,בִּ֣י אֲדֹנִ֔י ,Main,Q,Ø,Voct,,,,בִּ֣י אֲדֹנִ֔י ,אֲשֶׁ֥ר נֹואַ֖לְנוּ ,530850,אֲשֶׁ֥ר נֹואַ֖לְנוּ ,SubMod,Q,qtl,xQt0,p1,J>L=[,נואלנו,אֲשֶׁ֥ר נֹואַ֖לְנוּ 
77780,אַל־נָ֨א תָשֵׁ֤ת עָלֵ֨ינוּ֙ חַטָּ֔את ,530849,אַל־נָ֨א תָשֵׁ֤ת עָלֵ֨ינוּ֙ חַטָּ֔את ,Main,Q,jussF,xYq0,p2,CJT[,תשׁת,אַל־נָ֨א תָשֵׁ֤ת עָלֵ֨ינוּ֙ חַטָּ֔את אֲשֶׁ֥ר נֹואַ֖לְנוּ וַאֲשֶׁ֥ר חָטָֽאנוּ׃ ,אֲשֶׁ֤ר בְּצֵאתֹו֙ מֵרֶ֣חֶם אִמֹּ֔ו ,530853,אֲשֶׁ֤ר בְּצֵאתֹו֙ מֵרֶ֣חֶם אִמֹּ֔ו ,SubMod,Q,infc,InfC,unknown,JY>[,צאתו,אֲשֶׁ֤ר בְּצֵאתֹו֙ מֵרֶ֣חֶם אִמֹּ֔ו 
80149,בֹּ֠קֶר ,531306,בֹּ֠קֶר ,Main,Q,Ø,CPen,,,,בֹּ֠קֶר ,אֶת־אֲשֶׁר־לֹ֛ו ,531308,אֶת־אֲשֶׁר־לֹ֛ו ,SubArg,Q,Ø,NmCl,,,,אֶת־אֲשֶׁר־לֹ֛ו 
80343,וַיֹּ֨אמֶר֙ אֶל־יְהוָ֔ה ,531354,וַיֹּ֨אמֶר֙ אֶל־יְהוָ֔ה ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֨אמֶר֙ אֶל־יְהוָ֔ה ,לֹ֠א חֲמֹ֨ור אֶחָ֤ד מֵהֶם֙ נָשָׂ֔אתִי ,531356,לֹ֠א חֲמֹ֨ור אֶחָ֤ד מֵהֶם֙ נָשָׂ֔אתִי ,Main,Q,qtl,xQt0,p1,NF>[,נשׂאתי,לֹ֠א חֲמֹ֨ור אֶחָ֤ד מֵהֶם֙ נָשָׂ֔אתִי 
80759,אֱמֹ֨ר אֶל־אֶלְעָזָ֜ר בֶּן־אַהֲרֹ֣ן הַכֹּהֵ֗ן ,531437,אֱמֹ֨ר אֶל־אֶלְעָזָ֜ר בֶּן־אַהֲרֹ֣ן הַכֹּהֵ֗ן ,Main,Q,impv,ZIm0,p2,>MR[,אמר,אֱמֹ֨ר אֶל־אֶלְעָזָ֜ר בֶּן־אַהֲרֹ֣ן הַכֹּהֵ֗ן ,וְאֶת־הָאֵ֖שׁ זְרֵה־הָ֑לְאָה ,531439,וְאֶת־הָאֵ֖שׁ זְרֵה־הָ֑לְאָה ,Main,Q,impv,WxI0,p2,ZRH[,זרה,וְאֶת־הָאֵ֖שׁ זְרֵה־הָ֑לְאָה 
81257,הָשֵׁ֞ב אֶת־מַטֵּ֤ה אַהֲרֹן֙ לִפְנֵ֣י הָעֵד֔וּת לְמִשְׁמֶ֥רֶת לְאֹ֖ות לִבְנֵי־מֶ֑רִי ,531521,הָשֵׁ֞ב אֶת־מַטֵּ֤ה אַהֲרֹן֙ לִפְנֵ֣י הָעֵד֔וּת לְמִשְׁמֶ֥רֶת לְאֹ֖ות לִבְנֵי־מֶ֑רִי ,Main,Q,impv,ZIm0,p2,CWB[,השׁב,הָשֵׁ֞ב אֶת־מַטֵּ֤ה אַהֲרֹן֙ לִפְנֵ֣י הָעֵד֔וּת לְמִשְׁמֶ֥רֶת לְאֹ֖ות לִבְנֵי־מֶ֑רִי ,וְלֹ֥א יָמֻֽתוּ׃ ,531523,וְלֹ֥א יָמֻֽתוּ׃ ,Main,Q,yqtl,WxY0,p3,MWT[,ימתו,וְלֹ֥א יָמֻֽתוּ׃ 
83288,הִתְפַּלֵּל֙ אֶל־יְהוָ֔ה ,531883,הִתְפַּלֵּל֙ אֶל־יְהוָ֔ה ,Main,Q,impv,ZIm0,p2,PLL[,התפלל,הִתְפַּלֵּל֙ אֶל־יְהוָ֔ה ,,,,,,,,,,,
84861,מִ֤י מָנָה֙ עֲפַ֣ר יַעֲקֹ֔ב וּמִסְפָּ֖ר אֶת־רֹ֣בַע יִשְׂרָאֵ֑ל ,532246,מִ֤י מָנָה֙ עֲפַ֣ר יַעֲקֹ֔ב וּמִסְפָּ֖ר אֶת־רֹ֣בַע יִשְׂרָאֵ֑ל ,Main,Q,qtl,XQtl,p3,MNH[,מנה,מִ֤י מָנָה֙ עֲפַ֣ר יַעֲקֹ֔ב וּמִסְפָּ֖ר אֶת־רֹ֣בַע יִשְׂרָאֵ֑ל ,וּתְהִ֥י אַחֲרִיתִ֖י כָּמֹֽהוּ׃ ,532248,וּתְהִ֥י אַחֲרִיתִ֖י כָּמֹֽהוּ׃ ,Main,Q,jussF,WYqX,p3,HJH[,תהי,וּתְהִ֥י אַחֲרִיתִ֖י כָּמֹֽהוּ׃ 
84866,תָּמֹ֤ת נַפְשִׁי֙ מֹ֣ות יְשָׁרִ֔ים ,532247,תָּמֹ֤ת נַפְשִׁי֙ מֹ֣ות יְשָׁרִ֔ים ,Main,Q,jussF,ZYqX,p3,MWT[,תמת,תָּמֹ֤ת נַפְשִׁי֙ מֹ֣ות יְשָׁרִ֔ים ,,,,,,,,,,,
85312,וְזַרְעֹ֖ו בְּמַ֣יִם רַבִּ֑ים ,532363,וְזַרְעֹ֖ו בְּמַ֣יִם רַבִּ֑ים ,Main,Q,Ø,NmCl,,,,וְזַרְעֹ֖ו בְּמַ֣יִם רַבִּ֑ים ,וְתִנַּשֵּׂ֖א מַלְכֻתֹֽו׃ ,532365,וְתִנַּשֵּׂ֖א מַלְכֻתֹֽו׃ ,Main,Q,yqtl,WYqX,p3,NF>[,תנשׂא,וְתִנַּשֵּׂ֖א מַלְכֻתֹֽו׃ 
85682,וְהֹוקַ֥ע אֹותָ֛ם לַיהוָ֖ה נֶ֣גֶד הַשָּׁ֑מֶשׁ ,532463,וְהֹוקַ֥ע אֹותָ֛ם לַיהוָ֖ה נֶ֣גֶד הַשָּׁ֑מֶשׁ ,Main,Q,impv,WIm0,p2,JQ<[,הוקע,וְהֹוקַ֥ע אֹותָ֛ם לַיהוָ֖ה נֶ֣גֶד הַשָּׁ֑מֶשׁ ,,,,,,,,,,,
93033,לֹא־אוּכַ֥ל לְבַדִּ֖י ,533620,לֹא־אוּכַ֥ל לְבַדִּ֖י ,Main,Q,yqtl,xYq0,p1,JKL[,אוכל,לֹא־אוּכַ֥ל לְבַדִּ֖י שְׂאֵ֥ת אֶתְכֶֽם׃ יְהוָ֥ה אֱלֹהֵיכֶ֖ם הִרְבָּ֣ה אֶתְכֶ֑ם וְהִנְּכֶ֣ם הַיֹּ֔ום כְּכֹוכְבֵ֥י הַשָּׁמַ֖יִם לָרֹֽב׃ ,וִיבָרֵ֣ךְ אֶתְכֶ֔ם ,533625,וִיבָרֵ֣ךְ אֶתְכֶ֔ם ,Main,Q,yqtl,WYq0,p3,BRK[,יברך,וִיבָרֵ֣ךְ אֶתְכֶ֔ם 
93910,וַיֹּ֨אמֶר יְהוָ֜ה אֵלַ֗י ,533825,וַיֹּ֨אמֶר יְהוָ֜ה אֵלַ֗י ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֨אמֶר יְהוָ֜ה אֵלַ֗י ,וְאַל־תִּתְגָּ֥ר בָּ֖ם מִלְחָמָ֑ה ,533827,וְאַל־תִּתְגָּ֥ר בָּ֖ם מִלְחָמָ֑ה ,Main,Q,jussF,WxY0,p2,GRH[,תתגר,וְאַל־תִּתְגָּ֥ר בָּ֖ם מִלְחָמָ֑ה 
93915,אֶל־תָּ֨צַר֙ אֶת־מֹואָ֔ב ,533826,אֶל־תָּ֨צַר֙ אֶת־מֹואָ֔ב ,Main,Q,jussF,ZYq0,p2,YWR=[,תצר,אֶל־תָּ֨צַר֙ אֶת־מֹואָ֔ב ,,,,,,,,,,,
94091,אַל־תְּצֻרֵ֖ם ,533859,אַל־תְּצֻרֵ֖ם ,Main,D,yqtl,xYq0,p2,YWR=[,תצרם,אַל־תְּצֻרֵ֖ם ,,,,,,,,,,,
95089,רַב־לָ֔ךְ ,534032,רַב־לָ֔ךְ ,Main,Q,Ø,AjCl,,,,רַב־לָ֔ךְ ,דַּבֵּ֥ר אֵלַ֛י עֹ֖וד בַּדָּבָ֥ר הַזֶּֽה׃ ,534034,דַּבֵּ֥ר אֵלַ֛י עֹ֖וד בַּדָּבָ֥ר הַזֶּֽה׃ ,SubArg,Q,infc,InfC,unknown,DBR[,דבר,דַּבֵּ֥ר אֵלַ֛י עֹ֖וד בַּדָּבָ֥ר הַזֶּֽה׃ 
99030,אֲדֹנָ֣י יְהוִ֗ה ,534815,אֲדֹנָ֣י יְהוִ֗ה ,Main,Q,Ø,Voct,,,,אֲדֹנָ֣י יְהוִ֗ה ,אֲשֶׁ֥ר פָּדִ֖יתָ בְּגָדְלֶ֑ךָ ,534817,אֲשֶׁ֥ר פָּדִ֖יתָ בְּגָדְלֶ֑ךָ ,SubMod,Q,qtl,xQt0,p2,PDH[,פדית,אֲשֶׁ֥ר פָּדִ֖יתָ בְּגָדְלֶ֑ךָ 
99056,אַל־תַּשְׁחֵ֤ת עַמְּךָ֙ וְנַחֲלָ֣תְךָ֔ ,534816,אַל־תַּשְׁחֵ֤ת עַמְּךָ֙ וְנַחֲלָ֣תְךָ֔ ,Main,Q,jussF,xYq0,p2,CXT[,תשׁחת,אַל־תַּשְׁחֵ֤ת עַמְּךָ֙ וְנַחֲלָ֣תְךָ֔ אֲשֶׁ֥ר פָּדִ֖יתָ בְּגָדְלֶ֑ךָ אֲשֶׁר־הֹוצֵ֥אתָ מִמִּצְרַ֖יִם בְּיָ֥ד חֲזָקָֽה׃ זְכֹר֙ לַעֲבָדֶ֔יךָ לְאַבְרָהָ֥ם לְיִצְחָ֖ק וּֽלְיַעֲקֹ֑ב ,פֶּן־יֹאמְר֗וּ הָאָרֶץ֮ ,534821,פֶּן־יֹאמְר֗וּ הָאָרֶץ֮ ,SubAdv,Q,yqtl,xYqX,p3,>MR[,יאמרו,פֶּן־יֹאמְר֗וּ הָאָרֶץ֮ 
102033,וַתַּשְׁמֵ֥ט יָדֶֽךָ׃ ,535382,וַ,Main,Q,Ø,Defc,,,,וַאֲשֶׁ֨ר יִהְיֶ֥ה לְךָ֛ אֶת־אָחִ֖יךָ ,,,,,,,,,,,
104441,יֵלֵ֖ךְ ,535849,יֵלֵ֖ךְ ,Main,Q,yqtl,ZYq0,p3,HLK[,ילך,יֵלֵ֖ךְ ,,,,,,,,,,,
104465,יֵלֵ֖ךְ ,535856,יֵלֵ֖ךְ ,Main,Q,yqtl,ZYq0,p3,HLK[,ילך,יֵלֵ֖ךְ ,,,,,,,,,,,
104489,יֵלֵ֖ךְ ,535863,יֵלֵ֖ךְ ,Main,Q,yqtl,ZYq0,p3,HLK[,ילך,יֵלֵ֖ךְ ,,,,,,,,,,,
104523,יֵלֵ֖ךְ ,535871,יֵלֵ֖ךְ ,Main,Q,yqtl,ZYq0,p3,HLK[,ילך,יֵלֵ֖ךְ ,,,,,,,,,,,
111537,שְׁאַ֤ל אָבִ֨יךָ֙ ,537270,שְׁאַ֤ל אָבִ֨יךָ֙ ,Main,Q,impv,ZIm0,p2,C>L[,שׁאל,שְׁאַ֤ל אָבִ֨יךָ֙ ,,,,,,,,,,,
111932,יָק֨וּמוּ֙ ,537390,יָק֨וּמוּ֙ ,Main,Q,yqtl,ZYq0,p3,QWM[,יקומו,יָק֨וּמוּ֙ וְיַעְזְרֻכֶ֔ם ,,,,,,,,,,,
112300,יְהוָ֞ה מִסִּינַ֥י בָּא֙ ,537452,יְהוָ֞ה מִסִּינַ֥י בָּא֙ ,Main,Q,qtl,XQtl,p3,BW>[,בא,יְהוָ֞ה מִסִּינַ֥י בָּא֙ וְזָרַ֤ח מִשֵּׂעִיר֙ לָ֔מֹו הֹופִ֨יעַ֙ מֵהַ֣ר פָּארָ֔ן וְאָתָ֖ה מֵרִבְבֹ֣ת קֹ֑דֶשׁ מִֽימִינֹ֕ו אֵ֥שׁ דָּ֖ת לָֽמֹו׃ אַ֚ף חֹבֵ֣ב עַמִּ֔ים כָּל־קְדֹשָׁ֖יו בְּיָדֶ֑ךָ וְהֵם֙ תֻּכּ֣וּ לְרַגְלֶ֔ךָ יִשָּׂ֖א מִדַּבְּרֹתֶֽיךָ׃ תֹּורָ֥ה צִוָּה־לָ֖נוּ מֹשֶׁ֑ה מֹורָשָׁ֖ה קְהִלַּ֥ת יַעֲקֹֽב׃ וַיְהִ֥י בִישֻׁר֖וּן מֶ֑לֶךְ בְּהִתְאַסֵּף֙ רָ֣אשֵׁי עָ֔ם יַ֖חַד שִׁבְטֵ֥י יִשְׂרָאֵֽל׃ ,וְאַל־יָמֹ֑ת ,537466,וְאַל־יָמֹ֑ת ,Main,Q,jussF,WxY0,p3,MWT[,ימת,וְאַל־יָמֹ֑ת 
112304,יְחִ֥י רְאוּבֵ֖ן ,537465,יְחִ֥י רְאוּבֵ֖ן ,Main,Q,jussF,ZYqX,p3,XJH[,יחי,יְחִ֥י רְאוּבֵ֖ן ,,,,,,,,,,,
112306,יְחִ֥י רְאוּבֵ֖ן ,537465,יְחִ֥י רְאוּבֵ֖ן ,Main,Q,jussF,ZYqX,p3,XJH[,יחי,יְחִ֥י רְאוּבֵ֖ן וְאַל־יָמֹ֑ת ,,,,,,,,,,,
112596,בָּר֥וּךְ מִבָּנִ֖ים אָשֵׁ֑ר ,537545,בָּר֥וּךְ מִבָּנִ֖ים אָשֵׁ֑ר ,Main,Q,ptcp,Ptcp,unknown,BRK[,ברוך,בָּר֥וּךְ מִבָּנִ֖ים אָשֵׁ֑ר ,וְטֹבֵ֥ל בַּשֶּׁ֖מֶן רַגְלֹֽו׃ ,537547,וְטֹבֵ֥ל בַּשֶּׁ֖מֶן רַגְלֹֽו׃ ,Main,Q,ptcp,Ptcp,unknown,VBL[,טבל,וְטֹבֵ֥ל בַּשֶּׁ֖מֶן רַגְלֹֽו׃ 
116150,וַיֹּאמְר֣וּ אֵלָיו֮ ,538211,וַיֹּאמְר֣וּ אֵלָיו֮ ,Main,N,wayq,Way0,p3,>MR[,יאמרו,וַיֹּאמְר֣וּ אֵלָיו֮ ,כְּאַלְפַּ֣יִם אִ֗ישׁ אֹ֚ו כִּשְׁלֹ֣שֶׁת אֲלָפִ֣ים אִ֔ישׁ יַעֲל֖וּ ,538213,כְּאַלְפַּ֣יִם אִ֗ישׁ אֹ֚ו כִּשְׁלֹ֣שֶׁת אֲלָפִ֣ים אִ֔ישׁ יַעֲל֖וּ ,Main,Q,yqtl,XYqt,p3,<LH[,יעלו,כְּאַלְפַּ֣יִם אִ֗ישׁ אֹ֚ו כִּשְׁלֹ֣שֶׁת אֲלָפִ֣ים אִ֔ישׁ יַעֲל֖וּ 
118499,לֵאמֹ֔ר ,538641,לֵאמֹ֔ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֔ר ,עֲלֵ֧ה אֵלֵ֣ינוּ מְהֵרָ֗ה ,538643,עֲלֵ֧ה אֵלֵ֣ינוּ מְהֵרָ֗ה ,Main,Q,impv,ZIm0,p2,<LH[,עלה,עֲלֵ֧ה אֵלֵ֣ינוּ מְהֵרָ֗ה 
131138,הֹוצֵ֥א אֶת־בִּנְךָ֖ ,540787,הֹוצֵ֥א אֶת־בִּנְךָ֖ ,Main,Q,impv,ZIm0,p2,JY>[,הוצא,הֹוצֵ֥א אֶת־בִּנְךָ֖ ,,,,,,,,,,,
131180,אִם־אֱלֹהִ֥ים הוּא֙ ,540798,אִם־אֱלֹהִ֥ים הוּא֙ ,SubAdv,Q,Ø,NmCl,,,,אִם־אֱלֹהִ֥ים הוּא֙ ,כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ ,540800,כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ ,SubAdv,Q,qtl,xQt0,p3,NTY[,נתץ,כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ 
131197,לֵאמֹ֑ר ,540802,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֑ר ,כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ פ ,540804,כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ פ ,SubAdv,Q,qtl,xQt0,p3,NTY[,נתץ,כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ פ 
131343,וַיֹּ֤אמֶר גִּדְעֹון֙ אֶל־הָ֣אֱלֹהִ֔ים ,540830,וַיֹּ֤אמֶר גִּדְעֹון֙ אֶל־הָ֣אֱלֹהִ֔ים ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֤אמֶר גִּדְעֹון֙ אֶל־הָ֣אֱלֹהִ֔ים ,וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם ,540832,וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם ,Main,Q,cohoF,WYq0,p1,DBR[,אדברה,וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם 
131359,אֲנַסֶּ֤ה נָּא־רַק־הַפַּ֨עַם֙ בַּגִּזָּ֔ה ,540833,אֲנַסֶּ֤ה נָּא־רַק־הַפַּ֨עַם֙ בַּגִּזָּ֔ה ,Main,Q,yqtl,ZYq0,p1,NSH[,אנסה,אֲנַסֶּ֤ה נָּא־רַק־הַפַּ֨עַם֙ בַּגִּזָּ֔ה ,וְעַל־כָּל־הָאָ֖רֶץ יִֽהְיֶה־טָּֽל׃ ,540835,וְעַל־כָּל־הָאָ֖רֶץ יִֽהְיֶה־טָּֽל׃ ,Main,Q,yqtl,WxYX,p3,HJH[,יהיה,וְעַל־כָּל־הָאָ֖רֶץ יִֽהְיֶה־טָּֽל׃ 
131466,מִֽי־יָרֵ֣א וְחָרֵ֔ד ,540855,מִֽי־יָרֵ֣א וְחָרֵ֔ד ,Main,Q,Ø,AjCl,,,,מִֽי־יָרֵ֣א וְחָרֵ֔ד ,וְיִצְפֹּ֖ר מֵהַ֣ר הַגִּלְעָ֑ד ,540857,וְיִצְפֹּ֖ר מֵהַ֣ר הַגִּלְעָ֑ד ,Main,Q,yqtl,WYq0,p3,YPR[,יצפר,וְיִצְפֹּ֖ר מֵהַ֣ר הַגִּלְעָ֑ד 
136013,מִכֹּ֣ל לֹ֣א תֹאכַ֗ל ,541776,מִכֹּ֣ל ,Main,Q,Ø,Defc,,,,מִכֹּ֣ל אֲשֶׁר־יֵצֵא֩ מִגֶּ֨פֶן הַיַּ֜יִן לֹ֣א תֹאכַ֗ל ,וְכָל־טֻמְאָ֖ה אַל־תֹּאכַ֑ל ,541780,וְכָל־טֻמְאָ֖ה אַל־תֹּאכַ֑ל ,Main,Q,yqtl,WxY0,p3,>KL[,תאכל,וְכָל־טֻמְאָ֖ה אַל־תֹּאכַ֑ל 
136574,פַּתִּ֣י אֶת־אִישֵׁ֗ךְ ,541901,פַּתִּ֣י אֶת־אִישֵׁ֗ךְ ,Main,Q,impv,ZIm0,p2,PTH[,פתי,פַּתִּ֣י אֶת־אִישֵׁ֗ךְ ,,,,,,,,,,,
136786,הֲלֹ֨א אֲחֹתָ֤הּ הַקְּטַנָּה֙ טֹובָ֣ה מִמֶּ֔נָּה ,541948,הֲלֹ֨א אֲחֹתָ֤הּ הַקְּטַנָּה֙ טֹובָ֣ה מִמֶּ֔נָּה ,Main,Q,Ø,AjCl,,,,הֲלֹ֨א אֲחֹתָ֤הּ הַקְּטַנָּה֙ טֹובָ֣ה מִמֶּ֔נָּה ,,,,,,,,,,,
138915,וַיֹּאמְר֤וּ אֵלָיו֙ בְּנֵי־דָ֔ן ,542427,וַיֹּאמְר֤וּ אֵלָיו֙ בְּנֵי־דָ֔ן ,Main,N,wayq,WayX,p3,>MR[,יאמרו,וַיֹּאמְר֤וּ אֵלָיו֙ בְּנֵי־דָ֔ן ,פֶּֽן־יִפְגְּע֣וּ בָכֶ֗ם אֲנָשִׁים֙ מָ֣רֵי נֶ֔פֶשׁ ,542429,פֶּֽן־יִפְגְּע֣וּ בָכֶ֗ם אֲנָשִׁים֙ מָ֣רֵי נֶ֔פֶשׁ ,SubAdv,Q,yqtl,xYqX,p3,PG<[,יפגעו,פֶּֽן־יִפְגְּע֣וּ בָכֶ֗ם אֲנָשִׁים֙ מָ֣רֵי נֶ֔פֶשׁ 
139593,רַ֥ק כָּל־מַחְסֹורְךָ֖ עָלָ֑י ,542573,רַ֥ק כָּל־מַחְסֹורְךָ֖ עָלָ֑י ,Main,Q,Ø,NmCl,,,,רַ֥ק כָּל־מַחְסֹורְךָ֖ עָלָ֑י ,,,,,,,,,,,
142006,שְׁבִי֙ ,543054,שְׁבִי֙ ,Main,Q,impv,ZIm0,p2,JCB[,שׁבי,שְׁבִי֙ עַד־גָּמְלֵ֣ךְ אֹתֹ֔ו ,,,,,,,,,,,
142479,וְאָמַר֙ ,543164,וְאָמַר֙ ,Main,D,wqtl,WQt0,p3,>MR[,אמר,וְאָמַר֙ ,אֲשֶׁ֥ר שָׁאַ֖ל לַֽיהוָ֑ה ,543166,אֲשֶׁ֥ר שָׁאַ֖ל לַֽיהוָ֑ה ,SubMod,Q,qtl,xQt0,p3,C>L[,שׁאל,אֲשֶׁ֥ר שָׁאַ֖ל לַֽיהוָ֑ה 
144082,שַׁלְּח֞וּ אֶת־אֲרֹ֨ון אֱלֹהֵ֤י יִשְׂרָאֵל֙ ,543529,שַׁלְּח֞וּ אֶת־אֲרֹ֨ון אֱלֹהֵ֤י יִשְׂרָאֵל֙ ,Main,Q,impv,ZIm0,p2,CLX[,שׁלחו,שַׁלְּח֞וּ אֶת־אֲרֹ֨ון אֱלֹהֵ֤י יִשְׂרָאֵל֙ ,וְלֹֽא־יָמִ֥ית אֹתִ֖י וְאֶת־עַמִּ֑י ,543531,וְלֹֽא־יָמִ֥ית אֹתִ֖י וְאֶת־עַמִּ֑י ,Main,Q,yqtl,WxY0,p3,MWT[,ימית,וְלֹֽא־יָמִ֥ית אֹתִ֖י וְאֶת־עַמִּ֑י 
144766,הָסִ֜ירוּ אֶת־אֱלֹהֵ֧י הַנֵּכָ֛ר מִתֹּוכְכֶ֖ם וְהָעַשְׁתָּרֹ֑ות ,543653,הָסִ֜ירוּ אֶת־אֱלֹהֵ֧י הַנֵּכָ֛ר מִתֹּוכְכֶ֖ם וְהָעַשְׁתָּרֹ֑ות ,Main,Q,impv,ZIm0,p2,SWR[,הסירו,הָסִ֜ירוּ אֶת־אֱלֹהֵ֧י הַנֵּכָ֛ר מִתֹּוכְכֶ֖ם וְהָעַשְׁתָּרֹ֑ות וְהָכִ֨ינוּ לְבַבְכֶ֤ם אֶל־יְהוָה֙ וְעִבְדֻ֣הוּ לְבַדֹּ֔ו ,,,,,,,,,,,
144867,וַיֹּאמְר֤וּ בְנֵֽי־יִשְׂרָאֵל֙ אֶל־שְׁמוּאֵ֔ל ,543674,וַיֹּאמְר֤וּ בְנֵֽי־יִשְׂרָאֵל֙ אֶל־שְׁמוּאֵ֔ל ,Main,N,wayq,WayX,p3,>MR[,יאמרו,וַיֹּאמְר֤וּ בְנֵֽי־יִשְׂרָאֵל֙ אֶל־שְׁמוּאֵ֔ל ,מִזְּעֹ֖ק אֶל־יְהוָ֣ה אֱלֹהֵ֑ינוּ ,543676,מִזְּעֹ֖ק אֶל־יְהוָ֣ה אֱלֹהֵ֑ינוּ ,SubAdv,Q,infc,InfC,unknown,Z<Q[,זעק,מִזְּעֹ֖ק אֶל־יְהוָ֣ה אֱלֹהֵ֑ינוּ 
145994,וְלָאֲתֹנֹ֞ות ,543914,וְלָאֲתֹנֹ֞ות ,Main,Q,Ø,CPen,,,,וְלָאֲתֹנֹ֞ות הָאֹבְדֹ֣ות לְךָ֗ הַיֹּום֙ שְׁלֹ֣שֶׁת הַיָּמִ֔ים ,כִּ֣י נִמְצָ֑אוּ ,543917,כִּ֣י נִמְצָ֑אוּ ,SubAdv,Q,qtl,xQt0,p3,MY>[,נמצאו,כִּ֣י נִמְצָ֑אוּ 
146419,וְיָרַדְתָּ֣ לְפָנַי֮ הַגִּלְגָּל֒ ,544006,וְיָרַדְתָּ֣ לְפָנַי֮ הַגִּלְגָּל֒ ,Main,Q,wqtl,WQt0,p2,JRD[,ירדת,וְיָרַדְתָּ֣ לְפָנַי֮ הַגִּלְגָּל֒ וְהִנֵּ֤ה אָֽנֹכִי֙ יֹרֵ֣ד אֵלֶ֔יךָ לְהַעֲלֹ֣ות עֹלֹ֔ות לִזְבֹּ֖חַ זִבְחֵ֣י שְׁלָמִ֑ים ,עַד־בֹּואִ֣י אֵלֶ֔יךָ ,544012,עַד־בֹּואִ֣י אֵלֶ֔יךָ ,SubAdv,Q,infc,InfC,unknown,BW>[,בואי,עַד־בֹּואִ֣י אֵלֶ֔יךָ 
146774,וַיֹּאמְר֖וּ ,544088,וַיֹּאמְר֖וּ ,Main,N,wayq,Way0,p3,>MR[,יאמרו,וַיֹּאמְר֖וּ ,,,,,,,,,,,
150416,וַיֹּ֨אמֶר יְהוָ֜ה אֶל־שְׁמוּאֵ֗ל ,544862,וַיֹּ֨אמֶר יְהוָ֜ה אֶל־שְׁמוּאֵ֗ל ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֨אמֶר יְהוָ֜ה אֶל־שְׁמוּאֵ֗ל ,כִּ֣י מְאַסְתִּ֑יהוּ ,544864,כִּ֣י מְאַסְתִּ֑יהוּ ,SubAdv,Q,qtl,xQt0,p1,M>S[,מאסתיהו,כִּ֣י מְאַסְתִּ֑יהוּ 
152505,וְשָׁא֣וּל אָמַ֗ר ,545307,וְשָׁא֣וּל אָמַ֗ר ,Main,N,qtl,WXQt,p3,>MR[,אמר,וְשָׁא֣וּל אָמַ֗ר ,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,545309,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,Main,Q,jussF,WYqX,p3,HJH[,תהי,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס 
