bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,verse,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
118499,Joshua 10:6,Joshua,Joshua,Prophets,SBH,prose,Q,תֶּ֥רֶף,תרף,רפה,RPH[,be slack,jussF,hif,p2,m,sg,,אַל־תֶּ֥רֶף יָדֶ֖יךָ מֵֽעֲבָדֶ֑יךָ ,אַל־תֶּ֥רֶף יָדֶ֖יךָ מֵֽעֲבָדֶ֑יךָ ,וַיִּשְׁלְח֣וּ אַנְשֵׁי֩ גִבְעֹ֨ון אֶל־יְהֹושֻׁ֤עַ אֶל־הַֽמַּחֲנֶה֙ הַגִּלְגָּ֣לָה לֵאמֹ֔ר אַל־תֶּ֥רֶף יָדֶ֖יךָ מֵֽעֲבָדֶ֑יךָ עֲלֵ֧ה אֵלֵ֣ינוּ מְהֵרָ֗ה וְהֹושִׁ֤יעָה לָּ֨נוּ֙ וְעָזְרֵ֔נוּ כִּ֚י נִקְבְּצ֣וּ אֵלֵ֔ינוּ כָּל־מַלְכֵ֥י הָאֱמֹרִ֖י יֹשְׁבֵ֥י הָהָֽר׃ ,אַל־תֶּ֥רֶף יָדֶ֖יךָ מֵֽעֲבָדֶ֑יךָ ,NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Josh 10:6,Josh. 10:6,1,VO,0,,,0
131138,Judges 6:30,Judges,Judges,Prophets,SBH,prose,Q,יָמֹ֑ת,ימת,מות,MWT[,die,jussF,qal,p3,m,sg,--,וְיָמֹ֑ת ,וְיָמֹ֑ת ,וַיֹּ֨אמְר֜וּ אַנְשֵׁ֤י הָעִיר֙ אֶל־יֹואָ֔שׁ הֹוצֵ֥א אֶת־בִּנְךָ֖ וְיָמֹ֑ת כִּ֤י נָתַץ֙ אֶת־מִזְבַּ֣ח הַבַּ֔עַל וְכִ֥י כָרַ֖ת הָאֲשֵׁרָ֥ה אֲשֶׁר־עָלָֽיו׃ ,וְיָמֹ֑ת ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 6:30,Judg. 6:30,0,,0,,,0
131180,Judges 6:31,Judges,Judges,Prophets,SBH,prose,Q,יָ֣רֶב,ירב,ריב,RJB[,contend,jussF,qal,p3,m,sg,-i,יָ֣רֶב לֹ֔ו ,יָ֣רֶב לֹ֔ו ,וַיֹּ֣אמֶר יֹואָ֡שׁ לְכֹל֩ אֲשֶׁר־עָמְד֨וּ עָלָ֜יו הַאַתֶּ֣ם׀ תְּרִיב֣וּן לַבַּ֗עַל אִם־אַתֶּם֙ תֹּושִׁיע֣וּן אֹותֹ֔ו אֲשֶׁ֨ר יָרִ֥יב לֹ֛ו יוּמַ֖ת עַד־הַבֹּ֑קֶר אִם־אֱלֹהִ֥ים הוּא֙ יָ֣רֶב לֹ֔ו כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ ,יָ֣רֶב לֹ֔ו ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 6:31,Judg. 6:31,0,,0,,,0
131197,Judges 6:32,Judges,Judges,Prophets,SBH,prose,Q,יָ֤רֶב,ירב,ריב,RJB[,contend,jussF,qal,p3,m,sg,-p,יָ֤רֶב בֹּו֙ הַבַּ֔עַל ,יָ֤רֶב בֹּו֙ הַבַּ֔עַל ,וַיִּקְרָא־לֹ֥ו בַיֹּום־הַה֖וּא יְרֻבַּ֣עַל לֵאמֹ֑ר יָ֤רֶב בֹּו֙ הַבַּ֔עַל כִּ֥י נָתַ֖ץ אֶֽת־מִזְבְּחֹֽו׃ פ ,יָ֤רֶב בֹּו֙ הַבַּ֔עַל ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Judg 6:32,Judg. 6:32,0,,0,,,0
131343,Judges 6:39,Judges,Judges,Prophets,SBH,prose,Q,יִ֤חַר,יחר,חרה,XRH[,be hot,jussF,qal,p3,m,sg,-p,אַל־יִ֤חַר אַפְּךָ֙ בִּ֔י ,אַל־יִ֤חַר אַפְּךָ֙ בִּ֔י ,וַיֹּ֤אמֶר גִּדְעֹון֙ אֶל־הָ֣אֱלֹהִ֔ים אַל־יִ֤חַר אַפְּךָ֙ בִּ֔י וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם אֲנַסֶּ֤ה נָּא־רַק־הַפַּ֨עַם֙ בַּגִּזָּ֔ה יְהִי־נָ֨א חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ וְעַל־כָּל־הָאָ֖רֶץ יִֽהְיֶה־טָּֽל׃ ,אַל־יִ֤חַר אַפְּךָ֙ בִּ֔י ,NQ,xYqX,x,Main,V,0,_>L=_,_nega_,_>L=_,Judg 6:39,Judg. 6:39,0,,0,,,0
131359,Judges 6:39,Judges,Judges,Prophets,SBH,prose,Q,יְהִי,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,--,יְהִי־נָ֨א חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ ,יְהִי־נָ֨א חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ ,וַיֹּ֤אמֶר גִּדְעֹון֙ אֶל־הָ֣אֱלֹהִ֔ים אַל־יִ֤חַר אַפְּךָ֙ בִּ֔י וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם אֲנַסֶּ֤ה נָּא־רַק־הַפַּ֨עַם֙ בַּגִּזָּ֔ה יְהִי־נָ֨א חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ וְעַל־כָּל־הָאָ֖רֶץ יִֽהְיֶה־טָּֽל׃ ,יְהִי־נָ֨א חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,Judg 6:39,Judg. 6:39,0,,0,,,0
131466,Judges 7:3,Judges,Judges,Prophets,SBH,prose,Q,יָשֹׁ֥ב,ישׁב,שׁוב,CWB[,return,jussF,qal,p3,m,sg,--,יָשֹׁ֥ב ,יָשֹׁ֥ב ,וְעַתָּ֗ה קְרָ֨א נָ֜א בְּאָזְנֵ֤י הָעָם֙ לֵאמֹ֔ר מִֽי־יָרֵ֣א וְחָרֵ֔ד יָשֹׁ֥ב וְיִצְפֹּ֖ר מֵהַ֣ר הַגִּלְעָ֑ד וַיָּ֣שָׁב מִן־הָעָ֗ם עֶשְׂרִ֤ים וּשְׁנַ֨יִם֙ אֶ֔לֶף וַעֲשֶׂ֥רֶת אֲלָפִ֖ים נִשְׁאָֽרוּ׃ ס ,יָשֹׁ֥ב ,NQQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 7:3,Judg. 7:3,0,,0,,,0
136013,Judges 13:14,Judges,Judges,Prophets,SBH,prose,Q,תֵּ֔שְׁתְּ,תשׁת,שׁתה,CTH[,drink,jussF,qal,p3,f,sg,d-,וְיַ֤יִן וְשֵׁכָר֙ אַל־תֵּ֔שְׁתְּ ,וְיַ֤יִן וְשֵׁכָר֙ אַל־תֵּ֔שְׁתְּ ,מִכֹּ֣ל אֲשֶׁר־יֵצֵא֩ מִגֶּ֨פֶן הַיַּ֜יִן לֹ֣א תֹאכַ֗ל וְיַ֤יִן וְשֵׁכָר֙ אַל־תֵּ֔שְׁתְּ וְכָל־טֻמְאָ֖ה אַל־תֹּאכַ֑ל כֹּ֥ל אֲשֶׁר־צִוִּיתִ֖יהָ תִּשְׁמֹֽר׃ ,וְיַ֤יִן וְשֵׁכָר֙ אַל־תֵּ֔שְׁתְּ ,NQ,WxY0,Wx,Main,_W_OV,0,_W_JJN/_W_CKR=/_>L=_,_conj_subs_conj_subs_nega_,_W_W_>L=_,Judg 13:14,Judg. 13:14,1,OV,0,,,0
136574,Judges 14:15,Judges,Judges,Prophets,SBH,prose,Q,יַגֶּד,יגד,נגד,NGD[,report,jussF,hif,p3,m,sg,,וְיַגֶּד־לָ֨נוּ֙ אֶת־הַ֣חִידָ֔ה ,וְיַגֶּד־לָ֨נוּ֙ אֶת־הַ֣חִידָ֔ה ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י וַיֹּאמְר֤וּ לְאֵֽשֶׁת־שִׁמְשֹׁון֙ פַּתִּ֣י אֶת־אִישֵׁ֗ךְ וְיַגֶּד־לָ֨נוּ֙ אֶת־הַ֣חִידָ֔ה פֶּן־נִשְׂרֹ֥ף אֹותָ֛ךְ וְאֶת־בֵּ֥ית אָבִ֖יךְ בָּאֵ֑שׁ הַלְיָרְשֵׁ֕נוּ קְרָאתֶ֥ם לָ֖נוּ הֲלֹֽא׃ ,וְיַגֶּד־לָ֨נוּ֙ אֶת־הַ֣חִידָ֔ה ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 14:15,Judg. 14:15,1,VO,0,,,0
136786,Judges 15:2,Judges,Judges,Prophets,SBH,prose,Q,תְּהִי,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,-i,תְּהִי־נָ֥א לְךָ֖ תַּחְתֶּֽיהָ׃ ,תְּהִי־נָ֥א לְךָ֖ תַּחְתֶּֽיהָ׃ ,וַיֹּ֣אמֶר אָבִ֗יהָ אָמֹ֤ר אָמַ֨רְתִּי֙ כִּי־שָׂנֹ֣א שְׂנֵאתָ֔הּ וָאֶתְּנֶ֖נָּה לְמֵרֵעֶ֑ךָ הֲלֹ֨א אֲחֹתָ֤הּ הַקְּטַנָּה֙ טֹובָ֣ה מִמֶּ֔נָּה תְּהִי־נָ֥א לְךָ֖ תַּחְתֶּֽיהָ׃ ,תְּהִי־נָ֥א לְךָ֖ תַּחְתֶּֽיהָ׃ ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 15:2,Judg. 15:2,0,,0,,,0
138915,Judges 18:25,Judges,Judges,Prophets,SBH,prose,Q,תַּשְׁמַ֥ע,תשׁמע,שׁמע,CM<[,hear,jussF,hif,p2,m,sg,,אַל־תַּשְׁמַ֥ע קֹולְךָ֖ עִמָּ֑נוּ ,אַל־תַּשְׁמַ֥ע קֹולְךָ֖ עִמָּ֑נוּ ,וַיֹּאמְר֤וּ אֵלָיו֙ בְּנֵי־דָ֔ן אַל־תַּשְׁמַ֥ע קֹולְךָ֖ עִמָּ֑נוּ פֶּֽן־יִפְגְּע֣וּ בָכֶ֗ם אֲנָשִׁים֙ מָ֣רֵי נֶ֔פֶשׁ וְאָסַפְתָּ֥ה נַפְשְׁךָ֖ וְנֶ֥פֶשׁ בֵּיתֶֽךָ׃ ,אַל־תַּשְׁמַ֥ע קֹולְךָ֖ עִמָּ֑נוּ ,?NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,Judg 18:25,Judg. 18:25,1,VO,0,,,0
139593,Judges 19:20,Judges,Judges,Prophets,SBH,prose,Q,תָּלַֽן,תלן,לין,LJN[,lodge,jussF,qal,p2,m,sg,-p,רַ֥ק בָּרְחֹ֖וב אַל־תָּלַֽן׃ ,רַ֥ק בָּרְחֹ֖וב אַל־תָּלַֽן׃ ,וַיֹּ֨אמֶר הָאִ֤ישׁ הַזָּקֵן֙ שָׁלֹ֣ום לָ֔ךְ רַ֥ק כָּל־מַחְסֹורְךָ֖ עָלָ֑י רַ֥ק בָּרְחֹ֖וב אַל־תָּלַֽן׃ ,רַ֥ק בָּרְחֹ֖וב אַל־תָּלַֽן׃ ,NQ,xYq0,x,Main,AV,0,_RQ_B_H_RXB==/_>L=_,_advb_prep_art_subs_nega_,_RQ_B_>L=_,Judg 19:20,Judg. 19:20,0,,0,,,0
142006,1_Samuel 1:23,1_Samuel,Samuel,Prophets,SBH,prose,Q,יָקֵ֥ם,יקם,קום,QWM[,arise,jussF,hif,p3,m,sg,,אַ֛ךְ יָקֵ֥ם יְהוָ֖ה אֶת־דְּבָרֹ֑ו ,אַ֛ךְ יָקֵ֥ם יְהוָ֖ה אֶת־דְּבָרֹ֑ו ,וַיֹּ֣אמֶר לָהּ֩ אֶלְקָנָ֨ה אִישָׁ֜הּ עֲשִׂ֧י הַטֹּ֣וב בְּעֵינַ֗יִךְ שְׁבִי֙ עַד־גָּמְלֵ֣ךְ אֹתֹ֔ו אַ֛ךְ יָקֵ֥ם יְהוָ֖ה אֶת־דְּבָרֹ֑ו וַתֵּ֤שֶׁב הָֽאִשָּׁה֙ וַתֵּ֣ינֶק אֶת־בְּנָ֔הּ עַד־גָּמְלָ֖הּ אֹתֹֽו׃ ,אַ֛ךְ יָקֵ֥ם יְהוָ֖ה אֶת־דְּבָרֹ֑ו ,NQ,xYqX,x,Main,AV,0,_>K_,_advb_,_>K_,1Sam 1:23,I Sam. 1:23,1,VO,0,,,1
142479,1_Samuel 2:20,1_Samuel,Samuel,Prophets,SBH,prose,Q,יָשֵׂם֩,ישׂם,שׂים,FJM[,put,jussF,qal,p3,m,sg,dp,יָשֵׂם֩ יְהוָ֨ה לְךָ֥ זֶ֨רַע֙ מִן־הָאִשָּׁ֣ה הַזֹּ֔את תַּ֚חַת הַשְּׁאֵלָ֔ה ,יָשֵׂם֩ יְהוָ֨ה לְךָ֥ זֶ֨רַע֙ מִן־הָאִשָּׁ֣ה הַזֹּ֔את תַּ֚חַת הַשְּׁאֵלָ֔ה ,וּבֵרַ֨ךְ עֵלִ֜י אֶת־אֶלְקָנָ֣ה וְאֶת־אִשְׁתֹּ֗ו וְאָמַר֙ יָשֵׂם֩ יְהוָ֨ה לְךָ֥ זֶ֨רַע֙ מִן־הָאִשָּׁ֣ה הַזֹּ֔את תַּ֚חַת הַשְּׁאֵלָ֔ה אֲשֶׁ֥ר שָׁאַ֖ל לַֽיהוָ֑ה וְהָלְכ֖וּ לִמְקֹמֹֽו׃ ,יָשֵׂם֩ יְהוָ֨ה לְךָ֥ זֶ֨רַע֙ מִן־הָאִשָּׁ֣ה הַזֹּ֔את תַּ֚חַת הַשְּׁאֵלָ֔ה אֲשֶׁ֥ר שָׁאַ֖ל לַֽיהוָ֑ה ,NDQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,1Sam 2:20,I Sam. 2:20,1,VO,0,,,0
144082,1_Samuel 5:11,1_Samuel,Samuel,Prophets,SBH,prose,Q,יָשֹׁ֣ב,ישׁב,שׁוב,CWB[,return,jussF,qal,p3,m,sg,--,וְיָשֹׁ֣ב לִמְקֹמֹ֔ו ,וְיָשֹׁ֣ב לִמְקֹמֹ֔ו ,וַיִּשְׁלְח֨וּ וַיַּאַסְפ֜וּ אֶת־כָּל־סַרְנֵ֣י פְלִשְׁתִּ֗ים וַיֹּֽאמְרוּ֙ שַׁלְּח֞וּ אֶת־אֲרֹ֨ון אֱלֹהֵ֤י יִשְׂרָאֵל֙ וְיָשֹׁ֣ב לִמְקֹמֹ֔ו וְלֹֽא־יָמִ֥ית אֹתִ֖י וְאֶת־עַמִּ֑י כִּֽי־הָיְתָ֤ה מְהֽוּמַת־מָ֨וֶת֙ בְּכָל־הָעִ֔יר כָּבְדָ֥ה מְאֹ֛ד יַ֥ד הָאֱלֹהִ֖ים שָֽׁם׃ ,וְיָשֹׁ֣ב לִמְקֹמֹ֔ו ,?NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 5:11,I Sam. 5:11,0,,0,,,0
144766,1_Samuel 7:3,1_Samuel,Samuel,Prophets,SBH,prose,Q,יַצֵּ֥ל,יצל,נצל,NYL[,deliver,jussF,hif,p3,m,sg,,וְיַצֵּ֥ל אֶתְכֶ֖ם מִיַּ֥ד פְּלִשְׁתִּֽים׃ ,וְיַצֵּ֥ל אֶתְכֶ֖ם מִיַּ֥ד פְּלִשְׁתִּֽים׃ ,וַיֹּ֣אמֶר שְׁמוּאֵ֗ל אֶל־כָּל־בֵּ֣ית יִשְׂרָאֵל֮ לֵאמֹר֒ אִם־בְּכָל־לְבַבְכֶ֗ם אַתֶּ֤ם שָׁבִים֙ אֶל־יְהוָ֔ה הָסִ֜ירוּ אֶת־אֱלֹהֵ֧י הַנֵּכָ֛ר מִתֹּוכְכֶ֖ם וְהָעַשְׁתָּרֹ֑ות וְהָכִ֨ינוּ לְבַבְכֶ֤ם אֶל־יְהוָה֙ וְעִבְדֻ֣הוּ לְבַדֹּ֔ו וְיַצֵּ֥ל אֶתְכֶ֖ם מִיַּ֥ד פְּלִשְׁתִּֽים׃ ,וְיַצֵּ֥ל אֶתְכֶ֖ם מִיַּ֥ד פְּלִשְׁתִּֽים׃ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 7:3,I Sam. 7:3,1,VO,0,,,0
144867,1_Samuel 7:8,1_Samuel,Samuel,Prophets,SBH,prose,Q,תַּחֲרֵ֣שׁ,תחרשׁ,חרשׁ,XRC[,be deaf,jussF,hif,p2,m,sg,,אַל־תַּחֲרֵ֣שׁ מִמֶּ֔נּוּ ,אַל־תַּחֲרֵ֣שׁ מִמֶּ֔נּוּ ,וַיֹּאמְר֤וּ בְנֵֽי־יִשְׂרָאֵל֙ אֶל־שְׁמוּאֵ֔ל אַל־תַּחֲרֵ֣שׁ מִמֶּ֔נּוּ מִזְּעֹ֖ק אֶל־יְהוָ֣ה אֱלֹהֵ֑ינוּ וְיֹשִׁעֵ֖נוּ מִיַּ֥ד פְּלִשְׁתִּֽים׃ ,אַל־תַּחֲרֵ֣שׁ מִמֶּ֔נּוּ מִזְּעֹ֖ק אֶל־יְהוָ֣ה אֱלֹהֵ֑ינוּ ,NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,1Sam 7:8,I Sam. 7:8,0,,0,,,0
145994,1_Samuel 9:20,1_Samuel,Samuel,Prophets,SBH,prose,Q,תָּ֧שֶׂם,תשׂם,שׂים,FJM[,put,jussF,qal,p2,m,sg,di,אַל־תָּ֧שֶׂם אֶֽת־לִבְּךָ֛ לָהֶ֖ם ,אַל־תָּ֧שֶׂם אֶֽת־לִבְּךָ֛ לָהֶ֖ם ,וְלָאֲתֹנֹ֞ות הָאֹבְדֹ֣ות לְךָ֗ הַיֹּום֙ שְׁלֹ֣שֶׁת הַיָּמִ֔ים אַל־תָּ֧שֶׂם אֶֽת־לִבְּךָ֛ לָהֶ֖ם כִּ֣י נִמְצָ֑אוּ וּלְמִי֙ כָּל־חֶמְדַּ֣ת יִשְׂרָאֵ֔ל הֲלֹ֣וא לְךָ֔ וּלְכֹ֖ל בֵּ֥ית אָבִֽיךָ׃ ס ,וְלָאֲתֹנֹ֞ות הָאֹבְדֹ֣ות לְךָ֗ הַיֹּום֙ שְׁלֹ֣שֶׁת הַיָּמִ֔ים אַל־תָּ֧שֶׂם אֶֽת־לִבְּךָ֛ לָהֶ֖ם כִּ֣י נִמְצָ֑אוּ ,NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,1Sam 9:20,I Sam. 9:20,1,VO,0,,,0
146419,1_Samuel 10:8,1_Samuel,Samuel,Prophets,SBH,prose,Q,תֹּוחֵל֙,תוחל,יחל,JXL[,"wait, to hope",jussF,hif,p2,m,sg,,שִׁבְעַ֨ת יָמִ֤ים תֹּוחֵל֙ ,שִׁבְעַ֨ת יָמִ֤ים תֹּוחֵל֙ ,וְיָרַדְתָּ֣ לְפָנַי֮ הַגִּלְגָּל֒ וְהִנֵּ֤ה אָֽנֹכִי֙ יֹרֵ֣ד אֵלֶ֔יךָ לְהַעֲלֹ֣ות עֹלֹ֔ות לִזְבֹּ֖חַ זִבְחֵ֣י שְׁלָמִ֑ים שִׁבְעַ֨ת יָמִ֤ים תֹּוחֵל֙ עַד־בֹּואִ֣י אֵלֶ֔יךָ וְהֹודַעְתִּ֣י לְךָ֔ אֵ֖ת אֲשֶׁ֥ר תַּעֲשֶֽׂה׃ ,שִׁבְעַ֨ת יָמִ֤ים תֹּוחֵל֙ עַד־בֹּואִ֣י אֵלֶ֔יךָ ,NQ,xYq0,x,Main,AV,0,_CB</_JWM/_,_subs_subs_,Ø,1Sam 10:8,I Sam. 10:8,0,,0,,,1
146774,1_Samuel 10:24,1_Samuel,Samuel,Prophets,SBH,prose,Q,יְחִ֥י,יחי,חיה,XJH[,be alive,jussF,qal,p3,m,sg,--,יְחִ֥י הַמֶּֽלֶךְ׃ פ ,יְחִ֥י הַמֶּֽלֶךְ׃ פ ,וַיֹּ֨אמֶר שְׁמוּאֵ֜ל אֶל־כָּל־הָעָ֗ם הַרְּאִיתֶם֙ אֲשֶׁ֣ר בָּֽחַר־בֹּ֣ו יְהוָ֔ה כִּ֛י אֵ֥ין כָּמֹ֖הוּ בְּכָל־הָעָ֑ם וַיָּרִ֧עוּ כָל־הָעָ֛ם וַיֹּאמְר֖וּ יְחִ֥י הַמֶּֽלֶךְ׃ פ ,יְחִ֥י הַמֶּֽלֶךְ׃ פ ,NQ,ZYqX,Ø,Main,V,0,Ø,Ø,Ø,1Sam 10:24,I Sam. 10:24,0,,0,,,0
150416,1_Samuel 16:7,1_Samuel,Samuel,Prophets,SBH,prose,Q,תַּבֵּ֧ט,תבט,נבט,NBV[,look at,jussF,hif,p2,m,sg,,אַל־תַּבֵּ֧ט אֶל־מַרְאֵ֛הוּ וְאֶל־גְּבֹ֥הַּ קֹומָתֹ֖ו ,אַל־תַּבֵּ֧ט אֶל־מַרְאֵ֛הוּ וְאֶל־גְּבֹ֥הַּ קֹומָתֹ֖ו ,וַיֹּ֨אמֶר יְהוָ֜ה אֶל־שְׁמוּאֵ֗ל אַל־תַּבֵּ֧ט אֶל־מַרְאֵ֛הוּ וְאֶל־גְּבֹ֥הַּ קֹומָתֹ֖ו כִּ֣י מְאַסְתִּ֑יהוּ כִּ֣י׀ לֹ֗א אֲשֶׁ֤ר יִרְאֶה֙ הָאָדָ֔ם כִּ֤י הָֽאָדָם֙ יִרְאֶ֣ה לַעֵינַ֔יִם וַיהוָ֖ה יִרְאֶ֥ה לַלֵּבָֽב׃ ,אַל־תַּבֵּ֧ט אֶל־מַרְאֵ֛הוּ וְאֶל־גְּבֹ֥הַּ קֹומָתֹ֖ו ,NQ,xYq0,x,Main,V,0,_>L=_,_nega_,_>L=_,1Sam 16:7,I Sam. 16:7,0,,0,,,0
152505,1_Samuel 18:17,1_Samuel,Samuel,Prophets,SBH,prose,Q,תְּהִ֤י,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,--,אַל־תְּהִ֤י יָדִי֙ בֹּ֔ו ,אַל־תְּהִ֤י יָדִי֙ בֹּ֔ו ,וַיֹּ֨אמֶר שָׁא֜וּל אֶל־דָּוִ֗ד הִנֵּה֩ בִתִּ֨י הַגְּדֹולָ֤ה מֵרַב֙ אֹתָהּ֙ אֶתֶּן־לְךָ֣ לְאִשָּׁ֔ה אַ֚ךְ הֱיֵה־לִּ֣י לְבֶן־חַ֔יִל וְהִלָּחֵ֖ם מִלְחֲמֹ֣ות יְהוָ֑ה וְשָׁא֣וּל אָמַ֗ר אַל־תְּהִ֤י יָדִי֙ בֹּ֔ו וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,אַל־תְּהִ֤י יָדִי֙ בֹּ֔ו ,NQ,xYqX,x,Main,V,0,_>L=_,_nega_,_>L=_,1Sam 18:17,I Sam. 18:17,0,,0,,,0
152509,1_Samuel 18:17,1_Samuel,Samuel,Prophets,SBH,prose,Q,תְהִי,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,--,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,וַיֹּ֨אמֶר שָׁא֜וּל אֶל־דָּוִ֗ד הִנֵּה֩ בִתִּ֨י הַגְּדֹולָ֤ה מֵרַב֙ אֹתָהּ֙ אֶתֶּן־לְךָ֣ לְאִשָּׁ֔ה אַ֚ךְ הֱיֵה־לִּ֣י לְבֶן־חַ֔יִל וְהִלָּחֵ֖ם מִלְחֲמֹ֣ות יְהוָ֑ה וְשָׁא֣וּל אָמַ֗ר אַל־תְּהִ֤י יָדִי֙ בֹּ֔ו וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּֽים׃ ס ,NQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 18:17,I Sam. 18:17,0,,0,,,0
152576,1_Samuel 18:21,1_Samuel,Samuel,Prophets,SBH,prose,Q,תְהִי,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,-i,וּתְהִי־לֹ֣ו לְמֹוקֵ֔שׁ ,וּתְהִי־לֹ֣ו לְמֹוקֵ֔שׁ ,וַיֹּ֨אמֶר שָׁא֜וּל אֶתְּנֶ֤נָּה לֹּו֙ וּתְהִי־לֹ֣ו לְמֹוקֵ֔שׁ וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּ֑ים וַיֹּ֤אמֶר שָׁאוּל֙ אֶל־דָּוִ֔ד בִּשְׁתַּ֛יִם תִּתְחַתֵּ֥ן בִּ֖י הַיֹּֽום׃ ,וּתְהִי־לֹ֣ו לְמֹוקֵ֔שׁ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 18:21,I Sam. 18:21,0,,0,,,0
152581,1_Samuel 18:21,1_Samuel,Samuel,Prophets,SBH,prose,Q,תְהִי,תהי,היה,HJH[,be,jussF,qal,p3,f,sg,--,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּ֑ים ,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּ֑ים ,וַיֹּ֨אמֶר שָׁא֜וּל אֶתְּנֶ֤נָּה לֹּו֙ וּתְהִי־לֹ֣ו לְמֹוקֵ֔שׁ וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּ֑ים וַיֹּ֤אמֶר שָׁאוּל֙ אֶל־דָּוִ֔ד בִּשְׁתַּ֛יִם תִּתְחַתֵּ֥ן בִּ֖י הַיֹּֽום׃ ,וּתְהִי־בֹ֖ו יַד־פְּלִשְׁתִּ֑ים ,NQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 18:21,I Sam. 18:21,0,,0,,,0
153726,1_Samuel 20:13,1_Samuel,Samuel,Prophets,SBH,prose,Q,יהִ֤י,יהי,היה,HJH[,be,jussF,qal,p3,m,sg,--,וִיהִ֤י יְהוָה֙ עִמָּ֔ךְ ,וִיהִ֤י יְהוָה֙ עִמָּ֔ךְ ,כֹּֽה־יַעֲשֶׂה֩ יְהוָ֨ה לִֽיהֹונָתָ֜ן וְכֹ֣ה יֹסִ֗יף כִּֽי־יֵיטִ֨ב אֶל־אָבִ֤י אֶת־הָֽרָעָה֙ עָלֶ֔יךָ וְגָלִ֨יתִי֙ אֶת־אָזְנֶ֔ךָ וְשִׁלַּחְתִּ֖יךָ וְהָלַכְתָּ֣ לְשָׁלֹ֑ום וִיהִ֤י יְהוָה֙ עִמָּ֔ךְ כַּאֲשֶׁ֥ר הָיָ֖ה עִם־אָבִֽי׃ ,וִיהִ֤י יְהוָה֙ עִמָּ֔ךְ כַּאֲשֶׁ֥ר הָיָ֖ה עִם־אָבִֽי׃ ,NQ,WYqX,W,Main,_W_V,0,_W_,_conj_,_W_,1Sam 20:13,I Sam. 20:13,0,,0,,,0
