bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree,is_progressive
16158,VB|PRP|VB,VB|VB,MOD let,MOD let,VB|PRP|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
17033,VB|VB|JJ,VB|VB,MOD let,MOD let,VB|JJ,VB,IMPV do not,IMPV,1,IMPV do not ~ MOD let,IMPV ~ MOD let,0,0,0
17307,VBP,VBP,IMPV,IMPV,MD|VB|NN,VB,MOD may,MOD may,1,IMPV ~ MOD may,IMPV ~ MOD may,0,0,0
18235,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1,0
20671,VB|VB,VB|VB,MOD let,MOD let,,,,,0,,,0,0,0
22947,VB|VB,VB|VB,MOD let,MOD let,VB|VB|IN,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
22961,VB,VB,TO INF,TO INF,VB|VB,VB|VB,MOD let,MOD let,1,MOD let ~ TO INF,MOD let ~ TO INF,0,0,0
25173,VB|VB,VB|VB,MOD let,MOD let,VB|VB|JJ,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD let,IMPV ~ MOD let,0,0,0
25418,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
25430,VB|VB|RB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
25540,JJ,,,,VB|VB|JJ,VB|VB,IMPV do not,IMPV,0,,,0,0,0
25830,VBP|NN,VBP,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1,0
27823,PRP|MD|VB|NN,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
31186,VBP,VBP,IMPV,IMPV,MD|VB,VB,MOD may,MOD may,1,IMPV ~ MOD may,IMPV ~ MOD may,0,0,0
31937,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
32466,VB|RB,VB,TO INF,TO INF,VB|RB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1,0
32961,RB,,,,VBZ|VB|RB,VBZ|VB,PRES do not,PRES,0,,,0,0,0
33488,EX|MD|VB,VB,MOD may,MOD may,MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
34023,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
34074,PRP|MD|VB,VB,MOD may,MOD may,MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
34232,VB,VB,TO INF,TO INF,VB|RB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1,0
34297,EX|MD|VB,VB,MOD may,MOD may,MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
34429,RB,,,,RB,,,,0,,,0,0,0
37776,VB|VB|RB,VB|VB,MOD let,MOD let,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD let,MOD is to ~ MOD let,0,0,0
38856,VBP,VBP,PRES,PRES,MD|VB,VB,MOD may,MOD may,1,MOD may ~ PRES,MOD may ~ PRES,0,0,0
41067,PRP|MD|VB,VB,MOD shall,MOD shall,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD shall,IMPV ~ MOD shall,0,0,0
46709,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
46987,VB|VB,VB|VB,MOD let,MOD let,VB|VB|JJ,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD let,IMPV ~ MOD let,0,0,0
47825,VB|VB|VBN,VB|VB|VBN,MOD let,MOD let,VB|VBN,VB|VBN,TO INF,TO INF,1,MOD let ~ TO INF,MOD let ~ TO INF,0,0,0
54666,MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0,0
54847,MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0,0
56991,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
57567,VB,VB,IMPV,IMPV,VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,IMPV ~ MOD is to,IMPV ~ MOD is to,0,0,0
61973,VBZ,VBZ,PRES,PRES,,,,,0,,,0,0,0
68874,VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
69555,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
72842,VBG,VBG,PRES PART,PRES PART,VB,VB,IMPV,IMPV,1,IMPV ~ PRES PART,IMPV ~ PRES PART,0,0,0
73862,VB|VB,VB|VB,IMPV,IMPV,VBP|VB,VBP|VB,PRES,PRES,1,IMPV ~ PRES,IMPV ~ PRES,0,0,0
77770,VBP|VB,VBP|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
77780,VB|PRP|VB,VB|VB,MOD let,MOD let,VB|VB|PRP|VB,VB|VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD let,IMPV ~ MOD let,0,0,0
80149,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1,0
80343,VB|VB,VB|VB,IMPV do not,IMPV,VBP|VB,VBP|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
80759,VB|RP,VB,TO INF,TO INF,VB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1,0
81257,MD|VB|DT|NN,VB,MOD may,MOD may,MD|VB|DT|NN,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
83288,PRP|VB|RB,VB,PRES,PRES,MD|VB|RB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0,0
84861,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
84866,VB|VB,VB|VB,MOD let,MOD let,MD|VB,VB,MOD may,MOD may,1,MOD let ~ MOD may,MOD let ~ MOD may,0,0,0
85312,MD|VB|JJR,VB,MOD shall,MOD shall,MD|VB|JJR,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
85682,MD|VB|RB,VB,MOD may,MOD may,MD|VB|RB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
93033,MD|VB|JJ,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
93910,VB|VB,VB|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
93915,VB,VB,IMPV do not,IMPV,VB,VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
94091,VB,VB,IMPV do not,IMPV,VB|IN|NN,VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
95089,RB,,,,,,,,0,,,0,0,0
99030,VB|VB,VB|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
99056,VB|VB,VB|VB,IMPV do not,IMPV,VB,VB,IMPV,IMPV,1,IMPV ~ IMPV do not,IMPV,0,1,0
102033,MD|VB,VB,MOD shall,MOD shall,MD|VB|DT|NN,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
104441,RB,,,,,,,,0,,,0,0,0
104465,RB,,,,,,,,0,,,0,0,0
104489,RB,,,,,,,,0,,,0,0,0
104523,RB,,,,,,,,0,,,0,0,0
111537,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1,0
111932,VB|PRP|VB,VB|VB,MOD let,MOD let,VB|PRP|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
112300,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
112304,VB,VB,MOD let,MOD let,VB,VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
112306,VB|VB,VB|VB,MOD let,MOD let,VB,VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
112596,VB|PRP|VB,VB|VB,MOD let,MOD let,VB|PRP|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
116150,VB|VB|VB|RP,VB|VB|VB,IMPV do not,IMPV,MD|VB|TO|VB|RP,VB|VB,FUT,FUT,1,FUT ~ IMPV do not,FUT ~ IMPV,0,0,0
118499,VB|VB,VB|VB,IMPV do not,IMPV,VBP|VB,VBP|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
131138,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD must,MOD must,1,MOD may ~ MOD must,MOD may ~ MOD must,0,0,0
131180,VB|PRP|VB,VB|VB,MOD let,MOD let,PRP|MD|VB,VB,MOD can,MOD can,1,MOD can ~ MOD let,MOD can ~ MOD let,0,0,0
131197,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
131343,VB|VB,VB|VB,MOD let,MOD let,VB|VB|JJ,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD let,IMPV ~ MOD let,0,0,0
131359,VB|PRP|VB,VB|VB,MOD let,MOD let,VBP,VBP,MOD let,MOD let,1,MOD let,MOD let,1,1,0
131466,VB|PRP|VB,VB|VB,MOD let,MOD let,MD|VB|RB,VB,MOD may,MOD may,1,MOD let ~ MOD may,MOD let ~ MOD may,0,0,0
136013,VB|PRP|VB,VB|VB,MOD let,MOD let,VBP,VBP,MOD must,MOD must,1,MOD let ~ MOD must,MOD let ~ MOD must,0,0,0
136574,VB,VB,TO INF,TO INF,VBG,VBG,PRES PART,PRES PART,1,PRES PART ~ TO INF,PRES PART ~ TO INF,0,0,0
136786,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1,0
138915,VB|VB|VB|VBN,VB|VB|VB|VBN,?VB,?VB,VB,VB,IMPV do not,IMPV,1,?VB ~ IMPV do not,?VB ~ IMPV,0,0,0
139593,VB|VB|DT|NN,VB|VB,IMPV do not,IMPV,VB|DT|NN,VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
142006,MD|VB,VB,MOD may,MOD may,MD|VB|JJ,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
142479,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
144082,VB|PRP|VB,VB|VB,MOD let,MOD let,VB|PRP|VB|RB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
144766,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1,0
144867,VBP|VB,VBP|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
145994,VBP|VB,VBP|VB,IMPV do not,IMPV,VBP|VB,VBP|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
146419,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
146774,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
150416,VB|VB,VB|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
152505,VB|VB,VB|VB,MOD let,MOD let,,,,,0,,,0,0,0
152509,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
152576,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
152581,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
153726,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
155108,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
156334,VB,VB,MOD may,MOD may,MD|PRP|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
156336,VB,VB,MOD may,MOD may,VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
158028,MD|PRP|VB,VB,MOD may,MOD may,MD|PRP|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
158173,MD|PRP|VB,VB,MOD may,MOD may,VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
159048,MD|VB,VB,MOD may,MOD may,VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
159219,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
161079,MD|VB,VB,MOD may,MOD may,MD|VBP,VBP,MOD may,MOD may,1,MOD may,MOD may,1,1,0
163379,,,,,,,,,0,,,0,0,0
167885,VBP|VB,VBP|VB,MOD let,MOD let,MD|VB|VBN,VB|VBN,MOD should,MOD should,1,MOD let ~ MOD should,MOD let ~ MOD should,0,0,0
168435,VB,VB,IMPV,IMPV,MD|VB,VB,MOD may,MOD may,1,IMPV ~ MOD may,IMPV ~ MOD may,0,0,0
170138,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
170141,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
170688,VB|VB|NN,VB|VB,IMPV do not,IMPV,VB|VB|DT|NN,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
171636,VB|MD,VB,IMPV,IMPV,VB|MD,VB,IMPV,IMPV,1,IMPV,IMPV,1,1,0
171659,VB|MD,VB,IMPV,IMPV,VB|MD,VB,IMPV,IMPV,1,IMPV,IMPV,1,1,0
172453,VB|VB,VB|VB,MOD let,MOD let,MD|VB,VB,MOD may,MOD may,1,MOD let ~ MOD may,MOD let ~ MOD may,0,0,0
172874,VB|NN,VB,MOD let,MOD let,VB|NN,VB,IMPV,IMPV,1,IMPV ~ MOD let,IMPV ~ MOD let,0,0,0
174752,JJ,,,,NNP,,,,0,,,0,0,0
175483,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
175871,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
175975,VB|RP,VB,MOD let,MOD let,VB|RP,VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
176114,VB,VB,MOD let,MOD let,VB|NN,VB,TO INF,TO INF,1,MOD let ~ TO INF,MOD let ~ TO INF,0,0,0
176615,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
176742,MD|VBP,VBP,MOD may,MOD may,MD|VBP,VBP,MOD may,MOD may,1,MOD may,MOD may,1,1,0
176823,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
176950,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
177122,MD|VB|JJ,VB,MOD may,MOD may,MD|VB|JJ,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
177713,VB|VB,VB|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
183397,VBP,VBP,PRES,PRES,MD|VBP,VBP,MOD may,MOD may,1,MOD may ~ PRES,MOD may ~ PRES,0,0,0
184507,VB,VB,IMPV,IMPV,VBP,VBP,PRES,PRES,1,IMPV ~ PRES,IMPV ~ PRES,0,0,0
186941,MD|VB|VBN,VB|VBN,MOD may,MOD may,MD|VB|VBN,VB|VBN,MOD may,MOD may,1,MOD may,MOD may,1,1,0
187240,VB,VB,MOD may,MOD may,VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
187320,VBP,VBP,IMPV,IMPV,VB,VB,TO INF,TO INF,1,IMPV ~ TO INF,IMPV ~ TO INF,0,0,0
187615,VB,VB,TO INF,TO INF,VB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1,0
187757,,,,,,,,,0,,,0,0,0
190255,VBP|RB,VBP,MOD let,MOD let,NN,,,,0,,,0,0,0
192711,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
193020,MD|VB,VB,MOD may,MOD may,,,,,0,,,0,0,0
193236,NN,,,,NN,,,,0,,,0,0,0
193928,VB|VB,VB|VB,MOD let,MOD let,VB|VB|IN,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
194084,PRP|MD|VB|RB,VB,MOD may,MOD may,VBG,VBG,PRES PART,PRES PART,1,MOD may ~ PRES PART,MOD may ~ PRES PART,0,0,0
194996,VB|VB|RP,VB|VB,MOD let,MOD let,MD|VB|RP,VB,MOD may,MOD may,1,MOD let ~ MOD may,MOD let ~ MOD may,0,0,0
195054,VB|VB|RP,VB|VB,MOD let,MOD let,MD|VB|RP,VB,MOD may,MOD may,1,MOD let ~ MOD may,MOD let ~ MOD may,0,0,0
195470,VB|EX|VB,VB|VB,MOD let,MOD let,,,,,0,,,0,0,0
195488,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
197700,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
202317,RB|VBP,VBP,IMPV,IMPV,RB|VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1,0
207616,VB|VB|VBP,VB|VB|VBP,?VB,?VB,VB|VB|VB,VB|VB|VB,?VB,?VB,1,?VB,?VB,1,1,0
210383,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD let,IMPV ~ MOD let,0,0,0
220634,VB|PRP|VB|NN,VB|VB,MOD let,MOD let,VB|PRP|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
221935,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
223571,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
223580,VB,VB,MOD shall,MOD shall,PRP|MD|VB|RB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
223625,VB,VB,FUT,FUT,VB,VB,TO INF,TO INF,1,FUT ~ TO INF,FUT ~ TO INF,0,0,0
225367,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
228558,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
231117,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
231172,VB|PRP|VB,VB|VB,MOD let,MOD let,VB|PRP|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
233192,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
239604,PRP|MD|VB,VB,MOD can,MOD can,VB,VB,TO INF,TO INF,1,MOD can ~ TO INF,MOD can ~ TO INF,0,0,0
240953,VB|VB,VB|VB,IMPV do not,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV do not,IMPV,1,1,0
241342,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
242716,VB,VB,TO INF,TO INF,VB|NN,VB,IMPV do not,IMPV,1,IMPV do not ~ TO INF,IMPV ~ TO INF,0,0,0
244856,VB|PRP|VB,VB|VB,MOD let,MOD let,VB,VB,MOD may,MOD may,1,MOD let ~ MOD may,MOD let ~ MOD may,0,0,0
246302,VB,VB,TO INF,TO INF,VB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1,0
249202,MD|VB|VB|JJ,VB|VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
256162,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
256625,VB,VB,IMPV,IMPV,VB,VB,IMPV do not,IMPV,1,IMPV ~ IMPV do not,IMPV,0,1,0
257850,MD|VB,VB,MOD may,MOD may,MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
257900,MD|VB,VB,MOD may,MOD may,MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
262358,VB|VB,VB|VB,MOD let,MOD let,,,,,0,,,0,0,0
262403,,,,,VB|NN,VB,MOD let,MOD let,0,,,0,0,0
265474,VB,VB,IMPV,IMPV,VB|VB,VB|VB,IMPV do not,IMPV,1,IMPV ~ IMPV do not,IMPV,0,1,0
265558,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1,0
268210,MD|VB,VB,MOD shall,MOD shall,VBG|NN,VBG,PRES PART,PRES PART,1,MOD shall ~ PRES PART,MOD shall ~ PRES PART,0,0,0
288695,MD|VB,VB,MOD shall,MOD shall,VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
291167,PRP|VBD|RB,VBD,MOD that,MOD that,VB|PRP|VB,VB|VB,MOD let,MOD let,1,MOD let ~ MOD that,MOD let ~ MOD that,0,0,0
291758,VB|VB,VB|VB,MOD let,MOD let,VB|VB|DT|NN,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
291761,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
293993,PRP|MD|VB|NN,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
294001,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
294048,VB|PRP|VB,VB|VB,MOD let,MOD let,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD let,FUT ~ MOD let,0,0,0
296735,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1,0
298341,VBP|VB,VBP|VB,IMPV do not,IMPV,PRP|MD|VB|RP,VB,MOD should,MOD should,1,IMPV do not ~ MOD should,IMPV ~ MOD should,0,0,0
298359,VB|VB,VB|VB,IMPV do not,IMPV,VB|RB|RB,VB,MOD should,MOD should,1,IMPV do not ~ MOD should,IMPV ~ MOD should,0,0,0
298373,VB|VB,VB|VB,IMPV do not,IMPV,VB|RP,VB,MOD should,MOD should,1,IMPV do not ~ MOD should,IMPV ~ MOD should,0,0,0
298401,VB|VB|RP,VB|VB,IMPV do not,IMPV,VB|RP,VB,MOD should,MOD should,1,IMPV do not ~ MOD should,IMPV ~ MOD should,0,0,0
299569,VB|VB,VB|VB,MOD let,MOD let,,,,,0,,,0,0,0
300534,VB|VB,VB|VB,MOD let,MOD let,VB|VB,VB|VB,MOD let,MOD let,1,MOD let,MOD let,1,1,0
300767,MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
303675,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1,0
303684,PRP|MD|VB,VB,FUT,FUT,VBG,VBG,PRES PART,PRES PART,1,FUT ~ PRES PART,FUT ~ PRES PART,0,0,0
