bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
79899,εὑρόντες,aorist,active,ptcp,,pl,NUM 15:33,aorist ptcp
79901,συλλέγοντα,present,active,ptcp,,sg,NUM 15:33,present ptcp
80031,ἐκπορνεύετε,present,active,indc,2,pl,NUM 15:39,present indc
80262,συνηθροισμένη,perfect,middle,ptcp,,sg,NUM 16:11,perfect ptcp
80569,εἱστήκεισαν,pluperfect,active,indc,3,pl,NUM 16:27,pluperfect indc
80741,προσφέροντας,present,active,ptcp,,pl,NUM 16:35,present ptcp
81027,τεθνηκότων,perfect,active,ptcp,,pl,NUM 17:14,perfect ptcp
81041,τεθνηκότων,perfect,active,ptcp,,pl,NUM 17:14,perfect ptcp
81141,γογγύζουσιν,present,active,indc,3,pl,NUM 17:20,present indc
81430,δεδομένον,perfect,middle,ptcp,,sg,NUM 18:6,perfect ptcp
81781,λειτουργοῦσιν,present,active,indc,3,pl,NUM 18:21,present indc
82147,,,,,,,,
82199,συνάγων,present,active,ptcp,,sg,NUM 19:10,present ptcp
82221,προσκειμένοις,present,middle,ptcp,,pl,NUM 19:10,present ptcp
82228,ἁπτόμενος,present,middle,ptcp,,sg,NUM 19:11,present ptcp
82273,ἁπτόμενος,present,middle,ptcp,,sg,NUM 19:13,present ptcp
82318,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 19:14,present ptcp
82413,ἡμμένον,perfect,middle,ptcp,,sg,NUM 19:18,perfect ptcp
82511,,,,,,,,
82532,ἁπτομένη,present,middle,ptcp,,sg,NUM 19:22,present ptcp
82741,,,,,,,,
83131,κατοικῶν,present,active,ptcp,,sg,NUM 21:1,present ptcp
83397,ἐξέχον,present,active,ptcp,,sg,NUM 21:13,present ptcp
83510,βλέπον,present,active,ptcp,,sg,NUM 21:20,present ptcp
83785,κατῴκει,imperfect,active,indc,3,sg,NUM 21:34,imperfect indc
83918,ἐγκάθηται,present,middle,indc,3,sg,NUM 22:5,present indc
83950,εὐλόγηνται,perfect,middle,indc,3,pl,NUM 22:6,perfect indc
84027,ἐξελήλυθεν,perfect,active,indc,3,sg,NUM 22:11,perfect indc
84062,εὐλογημένος,perfect,passsive,ptcp,,sg,NUM 22:12,perfect ptcp
84245,ἐπορεύθη,aorist,passsive,indc,3,sg,NUM 22:22,aorist indc
84259,ἐπιβεβήκει,perfect,active,indc,3,sg,NUM 22:22,perfect indc
84273,ἀνθεστηκότα,perfect,active,ptcp,,sg,NUM 22:23,perfect ptcp
84279,ἐσπασμένην,perfect,middle,ptcp,,sg,NUM 22:23,perfect ptcp
84461,ἀνθεστηκότα,perfect,active,ptcp,,sg,NUM 22:31,perfect ptcp
84467,ἐσπασμένην,perfect,middle,ptcp,,sg,NUM 22:31,perfect ptcp
84535,ἀνθέστηκας,perfect,active,indc,2,sg,NUM 22:34,perfect indc
84791,ἐφειστήκει,perfect,active,indc,3,sg,NUM 23:6,perfect indc
84982,ἐφειστήκει,perfect,active,indc,3,sg,NUM 23:17,perfect indc
85057,ἐξαγαγὼν,aorist,active,ptcp,,sg,NUM 23:22,aorist ptcp
85167,παρατεῖνον,present,active,ptcp,,sg,NUM 23:28,present ptcp
85245,ἐστρατοπεδευκότα,perfect,active,ptcp,,sg,NUM 24:2,perfect ptcp
85270,ἀκούων,present,active,ptcp,,sg,NUM 24:4,present ptcp
85320,ὡδήγησεν,aorist,active,indc,3,sg,NUM 24:8,aorist indc
85345,εὐλογοῦντές,present,active,ptcp,,pl,NUM 24:9,present ptcp
85346,εὐλόγηνται,perfect,middle,indc,3,pl,NUM 24:9,perfect indc
85348,,,,,,,,
85349,κεκατήρανται,perfect,middle,indc,3,pl,NUM 24:9,perfect indc
85438,ἀποτρέχω,present,active,indc,1,sg,NUM 24:14,present indc
85472,ἀκούων,present,active,ptcp,,sg,NUM 24:16,present ptcp
85476,ἐπιστάμενος,present,middle,ptcp,,sg,NUM 24:16,present ptcp
85523,ἐποίησεν,aorist,active,indc,3,sg,NUM 24:18,aorist indc
85563,θῇς,aorist,active,subj,2,sg,NUM 24:21,aorist subj
85698,τετελεσμένον,perfect,middle,ptcp,,sg,NUM 25:5,perfect ptcp
85727,ἔκλαιον,imperfect,active,indc,3,pl,NUM 25:6,imperfect indc
85783,τεθνηκότες,perfect,active,ptcp,,pl,NUM 25:9,perfect ptcp
85829,δίδωμι,present,active,indc,1,sg,NUM 25:12,present indc
85859,πεπληγότος,perfect,active,ptcp,,sg,NUM 25:14,perfect ptcp
85879,,,,,,,,
85907,ἐχθραίνουσιν,present,active,indc,3,pl,NUM 25:18,present indc
85927,πεπληγυῖαν,perfect,active,ptcp,,sg,NUM 25:18,perfect ptcp
85971,ἐκπορευόμενος,present,middle,ptcp,,sg,NUM 26:2,present ptcp
86007,ἐξελθόντες,aorist,active,ptcp,,pl,NUM 26:4,aorist ptcp
86970,ἐπισυστάσης,aorist,active,ptcp,,sg,NUM 27:3,aorist ptcp
87021,λελαλήκασιν,perfect,active,indc,3,pl,NUM 27:7,perfect indc
87415,ἀναπεποιημένην,perfect,passsive,ptcp,,sg,NUM 28:5,perfect ptcp
87425,γενομένη,aorist,middle,ptcp,,sg,NUM 28:6,aorist ptcp
87491,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 28:9,perfect ptcp
87532,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 28:12,perfect ptcp
87546,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 28:12,perfect ptcp
87560,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 28:13,perfect ptcp
87690,ἀναπεποιημένη,perfect,passsive,ptcp,,sg,NUM 28:20,perfect ptcp
87818,ἀναπεποιημένη,perfect,passsive,ptcp,,sg,NUM 28:28,perfect ptcp
87913,ἀναπεποιημένη,perfect,passsive,ptcp,,sg,NUM 29:3,perfect ptcp
88017,ἀναπεποιημένη,perfect,passsive,ptcp,,sg,NUM 29:9,perfect ptcp
88113,ἀναπεποιημένη,perfect,passsive,ptcp,,sg,NUM 29:14,perfect ptcp
88596,ἐξέλθῃ,aorist,active,subj,3,sg,NUM 30:3,aorist subj
89152,ἐρχομένοις,present,middle,ptcp,,pl,NUM 31:14,present ptcp
89200,ἔγνωκεν,perfect,active,indc,3,sg,NUM 31:17,perfect indc
89231,ἀνελὼν,aorist,active,ptcp,,sg,NUM 31:19,aorist ptcp
89235,ἁπτόμενος,present,middle,ptcp,,sg,NUM 31:19,present ptcp
89280,ἐρχομένους,present,middle,ptcp,,pl,NUM 31:21,present ptcp
89400,ἐκπορευομένων,present,middle,ptcp,,pl,NUM 31:27,present ptcp
89420,ἐκπεπορευμένων,perfect,middle,ptcp,,pl,NUM 31:28,perfect ptcp
89564,ἐκπεπορευμένων,perfect,middle,ptcp,,pl,NUM 31:36,perfect ptcp
89668,,,,,,,,
90085,ἀναβάντες,aorist,active,ptcp,,pl,NUM 32:11,aorist ptcp
90143,ποιοῦντες,present,active,ptcp,,pl,NUM 32:13,present ptcp
90204,,,,,,,,
90349,,,,,,,,
90369,ἐντέλλεται,present,middle,indc,3,sg,NUM 32:25,present indc
90397,λέγει,present,active,indc,3,sg,NUM 32:27,present indc
90734,ἔθαπτον,imperfect,active,indc,3,pl,NUM 33:4,imperfect indc
91143,κατῴκει,imperfect,active,indc,3,sg,NUM 33:40,imperfect indc
91270,διαβαίνετε,present,active,indc,2,pl,NUM 33:51,present indc
91386,κατοικήσετε,future,active,indc,2,pl,NUM 33:55,future indc
91414,εἰσπορεύεσθε,present,middle,indc,2,pl,NUM 34:2,present indc
92029,διαβαίνετε,present,active,indc,2,pl,NUM 35:10,present indc
92131,πατάξαντι,aorist,active,ptcp,,sg,NUM 35:15,aorist ptcp
92270,ζητῶν,present,active,ptcp,,sg,NUM 35:23,present ptcp
92496,κατοικεῖτε,present,active,indc,2,pl,NUM 35:34,present indc
92500,κατασκηνῶν,present,active,ptcp,,sg,NUM 35:34,present ptcp
92506,κατασκηνῶν,present,active,ptcp,,sg,NUM 35:34,present ptcp
92645,λέγουσιν,present,active,indc,3,pl,NUM 36:5,present indc
92696,ἀγχιστεύουσα,present,active,ptcp,,sg,NUM 36:8,present ptcp
92875,κατοικήσαντα,aorist,active,ptcp,,sg,DEU 1:4,aorist ptcp
92885,κατοικήσαντα,aorist,active,ptcp,,sg,DEU 1:4,aorist ptcp
93226,δίδωσιν,present,active,indc,3,sg,DEU 1:20,present indc
93338,δίδωσιν,present,active,indc,3,sg,DEU 1:25,present indc
93376,ἀναβαίνομεν,present,active,indc,1,pl,DEU 1:28,present indc
93413,προπορευόμενος,present,middle,ptcp,,sg,DEU 1:30,present ptcp
93464,ἐνεπιστεύσατε,aorist,active,indc,2,pl,DEU 1:32,aorist indc
93469,προπορεύεται,present,middle,indc,3,sg,DEU 1:33,present indc
93575,παρεστηκώς,perfect,active,ptcp,,sg,DEU 1:38,perfect ptcp
93698,κατοικῶν,present,active,ptcp,,sg,DEU 1:44,present ptcp
93795,παραπορεύεσθε,present,middle,impv,2,pl,DEU 2:4,present impv
93802,κατοικοῦσιν,present,active,indc,3,pl,DEU 2:4,present indc
93886,κατοικοῦντας,present,active,ptcp,,pl,DEU 2:8,present ptcp
94074,παραπορεύσῃ,future,middle,indc,2,sg,DEU 2:18,future indc
94150,κατοικοῦσιν,present,active,ptcp,,pl,DEU 2:22,present ptcp
94174,κατοικοῦντες,present,active,ptcp,,pl,DEU 2:23,present ptcp
94181,ἐξελθόντες,aorist,active,ptcp,,pl,DEU 2:23,aorist ptcp
94296,κατοικοῦντες,present,active,ptcp,,pl,DEU 2:29,present ptcp
94303,κατοικοῦντες,present,active,ptcp,,pl,DEU 2:29,present ptcp
94318,δίδωσιν,present,active,indc,3,sg,DEU 2:29,present indc
94539,κατῴκει,imperfect,active,indc,3,sg,DEU 3:2,imperfect indc
94947,δίδωσιν,present,active,indc,3,sg,DEU 3:20,present indc
94974,ἑωράκασιν,perfect,active,indc,3,pl,DEU 3:21,perfect indc
94996,διαβαίνεις,present,active,indc,2,sg,DEU 3:21,present indc
95005,πολεμήσει,future,active,indc,3,sg,DEU 3:22,future indc
95170,διδάσκω,present,active,indc,1,sg,DEU 4:1,present indc
95187,δίδωσιν,present,active,indc,3,sg,DEU 4:1,present indc
95196,ἐντέλλομαι,present,middle,indc,1,sg,DEU 4:2,present indc
95210,ἐντέλλομαι,present,middle,indc,1,sg,DEU 4:2,present indc
95214,ἑωράκασιν,perfect,active,indc,3,pl,DEU 4:3,perfect indc
95265,εἰσπορεύεσθε,present,middle,indc,2,pl,DEU 4:5,present indc
95337,δίδωμι,present,active,indc,1,sg,DEU 4:8,present indc
95423,ἐκαίετο,imperfect,middle,indc,3,sg,DEU 4:11,imperfect indc
95446,ἠκούσατε,aorist,active,indc,2,pl,DEU 4:12,aorist indc
95450,εἴδετε,aorist,active,indc,2,pl,DEU 4:12,aorist indc
95495,εἰσπορεύεσθε,present,middle,indc,2,pl,DEU 4:14,present indc
95551,ἕρπει,present,active,indc,3,sg,DEU 4:18,present indc
95660,δίδωσίν,present,active,indc,3,sg,DEU 4:21,present indc
95665,ἀποθνῄσκω,present,active,indc,1,sg,DEU 4:22,present indc
95672,διαβαίνω,present,active,indc,1,sg,DEU 4:22,present indc
95766,διαβαίνετε,present,active,indc,2,pl,DEU 4:26,present indc
95932,λαλοῦντος,present,active,ptcp,,sg,DEU 4:33,present ptcp
96105,ἐντέλλομαί,present,middle,indc,1,sg,DEU 4:40,present indc
96125,δίδωσίν,present,active,indc,3,sg,DEU 4:40,present indc
96155,μισῶν,present,active,ptcp,,sg,DEU 4:42,present ptcp
96247,κατῴκει,imperfect,active,indc,3,sg,DEU 4:46,imperfect indc
96332,λαλῶ,present,active,indc,1,sg,DEU 5:1,present indc
96384,εἱστήκειν,pluperfect,active,indc,1,sg,DEU 5:5,pluperfect indc
96473,ἀποδιδοὺς,present,active,ptcp,,sg,DEU 5:9,present ptcp
96487,ποιῶν,present,active,ptcp,,sg,DEU 5:10,present ptcp
96632,δίδωσίν,present,active,indc,3,sg,DEU 5:16,present indc
96722,ἐκαίετο,imperfect,middle,indc,3,sg,DEU 5:23,imperfect indc
96779,προσθώμεθα,aorist,middle,subj,1,pl,DEU 5:25,aorist subj
96799,λαλοῦντος,present,active,ptcp,,sg,DEU 5:26,present ptcp
96921,δίδωμι,present,active,indc,1,sg,DEU 5:31,present indc
96986,εἰσπορεύεσθε,present,middle,indc,2,pl,DEU 6:1,present indc
97004,ἐντέλλομαί,present,middle,indc,1,sg,DEU 6:2,present indc
97074,ἐντέλλομαί,present,middle,indc,1,sg,DEU 6:6,present indc
97154,,,,,,,,
97427,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 7:1,present indc
97623,φυλάσσων,present,active,ptcp,,sg,DEU 7:9,present ptcp
97639,ἀποδιδοὺς,present,active,ptcp,,sg,DEU 7:10,present ptcp
97669,ἐντέλλομαί,present,middle,indc,1,sg,DEU 7:11,present indc
97783,δίδωσίν,present,active,indc,3,sg,DEU 7:16,present indc
98001,ἐντέλλομαι,present,middle,indc,1,sg,DEU 8:1,present indc
98116,παιδεύσει,future,active,indc,3,sg,DEU 8:5,future indc
98134,εἰσάγει,present,active,indc,3,sg,DEU 8:7,present indc
98144,ἐκπορευόμεναι,present,middle,ptcp,,pl,DEU 8:7,present ptcp
98222,ἐντέλλομαί,present,middle,indc,1,sg,DEU 8:11,present indc
98260,ἐξαγαγόντος,aorist,active,ptcp,,sg,DEU 8:14,aorist ptcp
98268,ἀγαγόντος,aorist,active,ptcp,,sg,DEU 8:15,aorist ptcp
98287,ἐξαγαγόντος,aorist,active,ptcp,,sg,DEU 8:15,aorist ptcp
98295,ψωμίσαντός,aorist,active,ptcp,,sg,DEU 8:16,aorist ptcp
98336,δίδωσιν,present,active,indc,3,sg,DEU 8:18,present indc
98385,ἀπολλύει,present,active,indc,3,sg,DEU 8:20,present indc
98400,διαβαίνεις,present,active,indc,2,sg,DEU 9:1,present indc
98449,προπορεύεται,present,middle,indc,3,sg,DEU 9:3,present indc
98504,ἐξολεθρεύσει,future,active,indc,3,sg,DEU 9:4,future indc
98515,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 9:5,present indc
98529,ἐξολεθρεύσει,future,active,indc,3,sg,DEU 9:5,future indc
98558,δίδωσίν,present,active,indc,3,sg,DEU 9:6,present indc
98602,ἀπειθοῦντες,present,active,ptcp,,pl,DEU 9:7,present ptcp
98661,γεγραμμένας,perfect,middle,ptcp,,pl,DEU 9:10,perfect ptcp
98781,ἐκαίετο,imperfect,middle,indc,3,sg,DEU 9:15,imperfect indc
98941,καταβαίνοντα,present,active,ptcp,,sg,DEU 9:21,present ptcp
98954,παροξύνοντες,present,active,ptcp,,pl,DEU 9:22,present ptcp
98991,ἀπειθοῦντες,present,active,ptcp,,pl,DEU 9:24,present ptcp
99390,αἰτεῖται,present,middle,indc,3,sg,DEU 10:12,present indc
99432,ἐντέλλομαί,present,middle,indc,1,sg,DEU 10:13,present indc
99515,ποιῶν,present,active,ptcp,,sg,DEU 10:18,present ptcp
99521,ἀγαπᾷ,present,active,indc,3,sg,DEU 10:18,present indc
99740,ἑώρακαν,perfect,active,indc,3,pl,DEU 11:7,perfect indc
99757,ἐντέλλομαί,present,middle,indc,1,sg,DEU 11:8,present indc
99771,διαβαίνετε,present,active,indc,2,pl,DEU 11:8,present indc
99803,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 11:10,present indc
99833,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 11:11,present indc
99851,ἐπισκοπεῖται,present,middle,indc,3,sg,DEU 11:12,present indc
99875,ἐντέλλομαί,present,middle,indc,1,sg,DEU 11:13,present indc
99967,,,,,,,,
100060,ἐντέλλομαί,present,middle,indc,1,sg,DEU 11:22,present indc
100151,δίδωμι,present,active,indc,1,sg,DEU 11:26,present indc
100170,ἐντέλλομαι,present,middle,indc,1,sg,DEU 11:27,present indc
100191,ἐνετειλάμην,aorist,middle,indc,1,sg,DEU 11:28,aorist indc
100214,διαβαίνεις,present,active,indc,2,sg,DEU 11:29,present indc
100250,κατοικοῦν,present,active,ptcp,,sg,DEU 11:30,present ptcp
100262,διαβαίνετε,present,active,indc,2,pl,DEU 11:31,present indc
100276,δίδωσιν,present,active,indc,3,sg,DEU 11:31,present indc
100298,δίδωμι,present,active,indc,1,sg,DEU 11:32,present indc
100346,κληρονομεῖτε,present,active,indc,2,pl,DEU 12:2,present indc
100468,ποιοῦμεν,present,active,indc,1,pl,DEU 12:8,present indc
100493,δίδωσιν,present,active,indc,3,sg,DEU 12:9,present indc
100508,κατακληρονομεῖ,present,active,indc,3,sg,DEU 12:10,present indc
100540,ἐντέλλομαι,present,middle,indc,1,sg,DEU 12:11,present indc
100615,ἐντέλλομαί,present,middle,indc,1,sg,DEU 12:14,present indc
100916,ἐντέλλομαί,present,middle,indc,1,sg,DEU 12:28,present indc
100946,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 12:29,present indc
101023,ἐντέλλομαί,present,middle,indc,1,sg,DEU 13:1,present indc
101087,πειράζει,present,active,indc,3,sg,DEU 13:4,present indc
101095,ἀγαπᾶτε,present,active,indc,2,pl,DEU 13:4,present indc
101146,ἐξαγαγόντος,aorist,active,ptcp,,sg,DEU 13:6,aorist ptcp
101153,,,,,,,,
101284,ἐξαγαγόντος,aorist,active,ptcp,,sg,DEU 13:11,aorist ptcp
101319,δίδωσίν,present,active,indc,3,sg,DEU 13:13,present indc
101463,ἐντέλλομαί,present,middle,indc,1,sg,DEU 13:19,present indc
101791,,,,,,,,
102051,δίδωσίν,present,active,indc,3,sg,DEU 15:4,present indc
102076,ἐντέλλομαί,present,middle,indc,1,sg,DEU 15:5,present indc
102119,δίδωσίν,present,active,indc,3,sg,DEU 15:7,present indc
102224,ἐντέλλομαι,present,middle,indc,1,sg,DEU 15:11,present indc
102304,ἐντέλλομαι,present,middle,indc,1,sg,DEU 15:15,present indc
102578,δίδωσίν,present,active,indc,3,sg,DEU 16:5,present indc
102868,δίδωσίν,present,active,indc,3,sg,DEU 16:18,present indc
102912,δίδωσίν,present,active,indc,3,sg,DEU 16:20,present indc
102966,δίδωσίν,present,active,indc,3,sg,DEU 17:2,present indc
103235,παρεστηκότος,perfect,active,ptcp,,sg,DEU 17:12,perfect ptcp
103277,δίδωσίν,present,active,indc,3,sg,DEU 17:14,present indc
103564,παροικεῖ,present,active,indc,3,sg,DEU 18:6,present indc
103590,παρεστηκότες,perfect,active,ptcp,,pl,DEU 18:7,perfect ptcp
103607,εἰσέλθῃς,aorist,active,subj,2,sg,DEU 18:9,aorist subj
103614,δίδωσίν,present,active,indc,3,sg,DEU 18:9,present indc
103629,περικαθαίρων,present,active,ptcp,,sg,DEU 18:10,present ptcp
103636,μαντευόμενος,present,middle,ptcp,,sg,DEU 18:10,present ptcp
103644,ἐπαείδων,present,active,ptcp,,sg,DEU 18:11,present ptcp
103647,,,,,,,,
103652,ἐπερωτῶν,present,active,ptcp,,sg,DEU 18:11,present ptcp
103660,ποιῶν,present,active,ptcp,,sg,DEU 18:12,present ptcp
103671,ἐξολεθρεύσει,future,active,indc,3,sg,DEU 18:12,future indc
103687,κατακληρονομεῖς,present,active,indc,2,sg,DEU 18:14,present indc
103879,δίδωσίν,present,active,indc,3,sg,DEU 19:1,present indc
103902,δίδωσίν,present,active,indc,3,sg,DEU 19:2,present indc
103946,μισῶν,present,active,ptcp,,sg,DEU 19:4,present ptcp
104022,μισῶν,present,active,ptcp,,sg,DEU 19:6,present ptcp
104031,ἐντέλλομαι,present,middle,indc,1,sg,DEU 19:7,present indc
104075,ἐντέλλομαί,present,middle,indc,1,sg,DEU 19:9,present indc
104113,δίδωσίν,present,active,indc,3,sg,DEU 19:10,present indc
104124,μισῶν,present,active,ptcp,,sg,DEU 19:11,present ptcp
104196,δίδωσίν,present,active,indc,3,sg,DEU 19:14,present indc
104359,ἀναβιβάσας,aorist,active,ptcp,,sg,DEU 20:1,aorist ptcp
104410,προπορευόμενος,present,middle,ptcp,,sg,DEU 20:4,present ptcp
104579,εὑρεθέντες,aorist,passsive,ptcp,,pl,DEU 20:11,aorist ptcp
104672,δίδωσίν,present,active,indc,3,sg,DEU 20:16,present indc
104781,ποιεῖ,present,active,indc,3,sg,DEU 20:20,present indc
104795,δίδωσίν,present,active,indc,3,sg,DEU 21:1,present indc
104799,πεπτωκὼς,perfect,active,ptcp,,sg,DEU 21:1,perfect ptcp
105173,ὑπακούων,present,active,ptcp,,sg,DEU 21:18,present ptcp
105215,ὑπακούει,present,active,indc,3,sg,DEU 21:20,present indc
105284,δίδωσίν,present,active,indc,3,sg,DEU 21:23,present indc
105295,πλανώμενα,present,middle,ptcp,,pl,DEU 22:1,present ptcp
105360,πεπτωκότας,perfect,active,ptcp,,pl,DEU 22:4,perfect ptcp
105387,ποιῶν,present,active,ptcp,,sg,DEU 22:5,present ptcp
105411,θάλπῃ,present,active,subj,3,sg,DEU 22:6,present subj
105461,πεσὼν,aorist,active,ptcp,,sg,DEU 22:8,aorist ptcp
105696,κοιμώμενος,present,middle,ptcp,,sg,DEU 22:22,present ptcp
105708,κοιμώμενον,present,middle,ptcp,,sg,DEU 22:22,present ptcp
105725,μεμνηστευμένη,perfect,passsive,ptcp,,sg,DEU 22:23,perfect ptcp
105875,κοιμηθεὶς,aorist,passsive,ptcp,,sg,DEU 22:29,aorist ptcp
106132,ἐμπεριπατεῖ,present,active,indc,3,sg,DEU 23:15,present indc
106254,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 23:21,present indc
106445,δίδωσιν,present,active,indc,3,sg,DEU 24:4,present indc
106485,ἐνεχυράζει,present,active,indc,3,sg,DEU 24:6,present indc
106489,κλέπτων,present,active,ptcp,,sg,DEU 24:7,present ptcp
106576,ἐστιν,present,active,indc,3,sg,DEU 24:11,present indc
106650,ἔχει,present,active,indc,3,sg,DEU 24:15,present indc
106704,ἐντέλλομαι,present,middle,indc,1,sg,DEU 24:18,present indc
106791,ἐντέλλομαι,present,middle,indc,1,sg,DEU 24:22,present indc
107079,δίδωσίν,present,active,indc,3,sg,DEU 25:15,present indc
107114,κοπιῶντας,present,active,ptcp,,pl,DEU 25:18,present ptcp
107143,δίδωσίν,present,active,indc,3,sg,DEU 25:19,present indc
107168,δίδωσίν,present,active,indc,3,sg,DEU 26:1,present indc
107191,δίδωσίν,present,active,indc,3,sg,DEU 26:2,present indc
107554,ἐνετείλατό,aorist,middle,indc,3,sg,DEU 26:16,aorist indc
107673,ἐντέλλομαι,present,middle,indc,1,sg,DEU 27:1,present indc
107693,δίδωσίν,present,active,indc,3,sg,DEU 27:2,present indc
107727,δίδωσίν,present,active,indc,3,sg,DEU 27:3,present indc
107756,ἐντέλλομαί,present,middle,indc,1,sg,DEU 27:4,present indc
107864,ἐντέλλομαί,present,middle,indc,1,sg,DEU 27:10,present indc
107962,,,,,,,,
107963,ἀτιμάζων,present,active,ptcp,,sg,DEU 27:16,present ptcp
107973,,,,,,,,
107974,μετατιθεὶς,present,active,ptcp,,sg,DEU 27:17,present ptcp
107983,,,,,,,,
107984,πλανῶν,present,active,ptcp,,sg,DEU 27:18,present ptcp
107995,,,,,,,,
107996,ἐκκλίνῃ,present,active,subj,3,sg,DEU 27:19,present subj
108008,,,,,,,,
108009,κοιμώμενος,present,middle,ptcp,,sg,DEU 27:20,present ptcp
108023,,,,,,,,
108024,κοιμώμενος,present,middle,ptcp,,sg,DEU 27:21,present ptcp
108034,,,,,,,,
108035,κοιμώμενος,present,middle,ptcp,,sg,DEU 27:22,present ptcp
108049,,,,,,,,
108050,κοιμώμενος,present,middle,ptcp,,sg,DEU 27:23,present ptcp
108059,,,,,,,,
108060,τύπτων,present,active,ptcp,,sg,DEU 27:24,present ptcp
108071,,,,,,,,
108072,λάβῃ,aorist,active,subj,3,sg,DEU 27:25,aorist subj
108085,,,,,,,,
108122,ἐντέλλομαί,present,middle,indc,1,sg,DEU 28:1,present indc
108151,εὐλογημένος,perfect,passsive,ptcp,,sg,DEU 28:3,perfect ptcp
108157,εὐλογημένος,perfect,passsive,ptcp,,sg,DEU 28:3,perfect ptcp
108162,εὐλογημένα,perfect,passsive,ptcp,,pl,DEU 28:4,perfect ptcp
108176,εὐλογημέναι,perfect,passsive,ptcp,,pl,DEU 28:5,perfect ptcp
108180,εὐλογημένος,perfect,passsive,ptcp,,sg,DEU 28:6,perfect ptcp
108185,εὐλογημένος,perfect,passsive,ptcp,,sg,DEU 28:6,perfect ptcp
108194,ἀνθεστηκότας,perfect,active,ptcp,,pl,DEU 28:7,perfect ptcp
108196,συντετριμμένους,perfect,middle,ptcp,,pl,DEU 28:7,perfect ptcp
108232,δίδωσίν,present,active,indc,3,sg,DEU 28:8,present indc
108353,ἐντέλλομαί,present,middle,indc,1,sg,DEU 28:13,present indc
108370,ἐντέλλομαί,present,middle,indc,1,sg,DEU 28:14,present indc
108404,ἐντέλλομαί,present,middle,indc,1,sg,DEU 28:15,present indc
108417,,,,,,,,
108423,,,,,,,,
108428,,,,,,,,
108432,,,,,,,,
108443,,,,,,,,
108448,,,,,,,,
108498,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 28:21,present indc
108565,,,,,,,,
108643,ψηλαφῶν,present,active,ptcp,,sg,DEU 28:29,present ptcp
108690,ἐσφαγμένος,perfect,passsive,ptcp,,sg,DEU 28:31,perfect ptcp
108698,ἡρπασμένος,perfect,passsive,ptcp,,sg,DEU 28:31,perfect ptcp
108707,δεδομένα,perfect,passsive,ptcp,,pl,DEU 28:31,perfect ptcp
108717,δεδομέναι,perfect,passsive,ptcp,,pl,DEU 28:32,perfect ptcp
109077,πέποιθας,perfect,active,indc,2,sg,DEU 28:52,perfect indc
109203,ἐξελθὸν,aorist,active,ptcp,,sg,DEU 28:57,aorist ptcp
109244,γεγραμμένα,perfect,passsive,ptcp,,pl,DEU 28:58,perfect ptcp
109305,γεγραμμένην,perfect,passsive,ptcp,,sg,DEU 28:61,perfect ptcp
109371,εἰσπορεύεσθε,present,middle,indc,2,pl,DEU 28:63,present indc
109436,κρεμαμένη,present,middle,ptcp,,sg,DEU 28:66,present ptcp
109699,ἑστήκατε,perfect,active,indc,2,pl,DEU 29:9,perfect indc
109741,διατίθεται,present,middle,indc,3,sg,DEU 29:11,present indc
109782,διατίθεμαι,present,middle,indc,1,sg,DEU 29:13,present indc
109800,,,,,,,,
109861,ἐξέκλινεν,imperfect,active,indc,3,sg,DEU 29:17,imperfect indc
109882,φύουσα,present,active,ptcp,,sg,DEU 29:17,present ptcp
109941,γεγραμμέναι,perfect,middle,ptcp,,pl,DEU 29:19,perfect ptcp
109971,γεγραμμένας,perfect,middle,ptcp,,pl,DEU 29:20,perfect ptcp
110121,γεγραμμένας,perfect,middle,ptcp,,pl,DEU 29:26,perfect ptcp
110220,ἐντέλλομαί,present,middle,indc,1,sg,DEU 30:2,present indc
110344,ἐντέλλομαί,present,middle,indc,1,sg,DEU 30:8,present indc
110393,γεγραμμένας,perfect,middle,ptcp,,pl,DEU 30:10,perfect ptcp
110419,ἐντέλλομαί,present,middle,indc,1,sg,DEU 30:11,present indc
110511,ἐντέλλομαί,present,middle,indc,1,sg,DEU 30:16,present indc
110544,εἰσπορεύῃ,present,middle,indc,2,sg,DEU 30:16,present indc
110579,διαβαίνετε,present,active,indc,2,pl,DEU 30:18,present indc
110707,προπορευόμενος,present,middle,ptcp,,sg,DEU 31:3,present ptcp
110724,προπορευόμενος,present,middle,ptcp,,sg,DEU 31:3,present ptcp
110782,προπορευόμενος,present,middle,ptcp,,sg,DEU 31:6,present ptcp
110831,συμπορευόμενος,present,middle,ptcp,,sg,DEU 31:8,present ptcp
