bhsa_node,french_tense
79306,imparfait
79340,
79375,
79382,
79418,
79463,
79592,
79615,
79767,
79799,
79823,
79853,
79889,imparfait
79899,
79901,
80031,
80262,
80569,passé_simp
80741,imparfait
81027,
81041,
81141,
81430,
81781,
82147,
82199,
82221,
82228,
82273,
82318,
82413,
82511,
82532,
82741,
83131,imparfait
83397,
83510,
83785,imparfait
83918,
83950,passé_comp
84027,
84062,passé_comp
84245,
84259,
84273,
84279,
84461,
84467,
84535,
84791,
84982,
85057,
85167,
85245,
85270,
85320,
85345,
85346,
85348,
85349,
85438,
85472,
85476,
85523,
85563,passé_comp
85698,passé_comp
85727,imparfait
85783,
85829,
85859,
85879,
85907,passé_comp
85927,
85971,
86007,imparfait
86970,
87021,
87415,
87425,
87491,
87532,
87546,
87560,
87690,
87818,
87913,
88017,
88113,
88596,passé_comp
89152,imparfait
89200,passé_comp
89231,passé_comp
89235,passé_comp
89280,
89400,
89420,passé_comp
89564,
89668,
90085,passé_comp
90143,
90204,
90349,passé_comp
90369,
90397,passé_comp
90734,
91143,imparfait
91270,passé_comp
91386,
91414,passé_comp
92029,
92131,
92270,imparfait
92496,
92500,
92506,
92645,
92696,
92875,imparfait
92885,imparfait
93226,
93338,
93376,
93413,
93464,
93469,imparfait
93575,
93698,
93795,
93802,
93886,
94074,
94150,
94174,imparfait
94181,
94296,
94303,
94318,
94539,imparfait
94947,
94974,
94996,
95005,
95170,
95187,
95196,
95210,
95214,
95265,
95337,
95423,
95446,passé_comp
95450,
95495,
95551,
95660,
95665,
95672,
95766,
95932,
96105,
96125,
96155,imparfait
96247,imparfait
96332,
96384,imparfait
96473,
96487,
96632,
96722,
96779,
96799,
96921,
96986,
97004,
97074,
97154,
97427,
97623,
97639,
97669,
97783,
98001,
98116,
98134,
98144,
98222,
98260,
98268,
98287,
98295,
98336,
98385,
98400,
98449,
98504,
98515,
98529,
98558,
98602,
98661,
98781,
98941,
98954,passé_comp
98991,
99390,
99432,
99515,
99521,
99740,
99757,
99771,
99803,
99833,
99851,
99875,
99967,
100060,
100151,
100170,
100191,
100214,
100250,
100262,
100276,
100298,
100346,
100468,
100493,
100508,
100540,
100615,
100916,
100946,
101023,
101087,
101095,
101146,
101153,
101284,
101319,
101463,
101791,
102051,
102076,
102119,
102224,
102304,
102578,
102868,
102912,
102966,
103235,
103277,
103564,
103590,
103607,
103614,
103629,
103636,
103644,
103647,
103652,
103660,
103671,
103687,
103879,
103902,
103946,imparfait
104022,imparfait
104031,
104075,
104113,
104124,
104196,
104359,
104410,
104579,
104672,
104781,
104795,
104799,
105173,
105215,
105284,
105295,
105360,
105387,
105411,
105461,
105696,passé_comp
105708,
105725,passé_comp
105875,
106132,
106254,
106445,
106485,
106489,
106576,
106650,
106704,
106791,
107079,
107114,imparfait
107143,
107168,
107191,
107554,
107673,
107693,
107727,
107756,
107864,
107962,
107963,
107973,
107974,
107983,
107984,
107995,
107996,
108008,
108009,
108023,
108024,
108034,
108035,
108049,
108050,
108059,
108060,
108071,
108072,
108085,
108122,
108151,
108157,
108162,
108176,
108180,
108185,
108194,
108196,
108232,
108353,
108370,
108404,
108417,
108423,
108428,
108432,
108443,
108448,
108498,
108565,
108643,
108690,
108698,
108707,
108717,
109077,
109203,
109244,passé_comp
109305,
109371,
109436,
109699,
109741,
109782,
109800,
109861,
109882,
109941,
109971,
110121,
110220,
110344,
110393,
110419,
110511,
110544,
110579,
110707,
110724,
110782,
110831,
110863,imparfait
110980,
111041,
111059,
111230,
111354,
111685,passé_comp
111876,
111878,
112065,
112106,
112150,
112163,
112221,
112267,
112350,
112413,
112437,
112531,
112581,
112592,
112600,
112618,
112968,
113110,
113169,
113185,
113221,
113278,passé_comp
113366,
113424,passé_comp
113497,
113522,
113726,imparfait
113767,
113916,
113999,
114198,
114247,
114316,
114335,
114371,imparfait
114627,passé_simp
115032,
115059,
115096,
115280,imparfait
115285,
115324,
115344,
115354,
115356,
115523,imparfait
115541,imparfait
115546,imparfait
115557,imparfait
115631,imparfait
115640,passé_simp
115650,imparfait
115656,imparfait
115900,
116040,
116337,
116472,
116628,
116650,
116854,
116891,
116947,
117330,imparfait
117453,
117592,passé_comp
117639,imparfait
117707,passé_comp
117738,imparfait
117890,
118086,imparfait
118218,
118676,passé_comp
118756,
118965,
118981,
119567,
119733,
119844,
120046,imparfait
120049,imparfait
120109,imparfait
120116,imparfait
120198,
120388,
121421,
121519,
122197,
122339,imparfait
122782,
122889,
123595,
124241,imparfait
124369,
125125,
125809,
126175,imparfait
126266,passé_comp
126333,passé_comp
126419,imparfait
126514,
126827,imparfait
126970,
127037,
127068,passé_comp
127120,imparfait
127579,
127581,imparfait
127629,imparfait
127645,imparfait
127801,imparfait
127878,imparfait
127926,imparfait
128058,imparfait
128444,
128683,
128764,imparfait
129116,
129124,
129217,
129221,
129236,imparfait
129250,
129252,
129418,imparfait
129450,
129460,
129572,
129613,
129881,
129889,imparfait
129915,imparfait
129916,
130077,passé_comp
130083,
130086,passé_comp
130090,
130618,
130647,imparfait
130782,
131271,
131281,
131569,
131599,
131722,
131752,imparfait
131766,imparfait
131879,
132213,passé_simp
132245,
132349,imparfait
132363,
132370,
132775,
132846,
133131,
133165,
133529,passé_comp
133533,
133576,
133635,
133649,
133663,
133672,
133783,
133821,passé_simp
134114,imparfait
134153,imparfait
134642,
134669,
134942,imparfait
135067,
135213,passé_simp
135440,
135663,imparfait
135770,
135819,
135840,
135892,
135911,
136110,
136117,
136293,
136327,imparfait
136337,
136357,
136800,
136968,
137036,passé_simp
137393,
137480,
137730,
137831,
137844,
137874,imparfait
137919,imparfait
138039,
138156,imparfait
138200,
138309,imparfait
138398,
138437,
138469,imparfait
138480,
138485,
138528,
138583,
138628,
138682,
138685,imparfait
138699,
138726,imparfait
138736,
138766,
138988,
139099,imparfait
139452,passé_simp
139462,imparfait
139479,imparfait
139518,
139540,
139544,
139611,
139626,passé_simp
139795,
139857,passé_simp
139933,
140205,
140233,
140255,
140502,imparfait
140593,
140610,
140645,passé_simp
140661,
140674,imparfait
140706,
140795,
140861,imparfait
140923,
140931,
140983,passé_simp
140989,passé_simp
141227,passé_comp
141304,
141359,
141360,
141385,
141718,
141787,imparfait
141793,imparfait
142069,imparfait
142105,
142189,
142190,
142197,
142198,
142200,
142201,
142273,imparfait
142299,imparfait
142350,imparfait
142439,imparfait
142444,imparfait
142542,imparfait
142558,
142577,
142578,
142613,imparfait
142842,
142871,imparfait
142889,
142899,
142917,
143016,imparfait
143037,
143064,
143073,
143079,
143104,
143115,passé_comp
143250,
143376,
143481,
143564,
143574,
143580,
143651,
143776,imparfait
143860,
143887,
143902,
143919,
144158,
144218,
144428,
144435,
144743,
144904,imparfait
145236,
145269,imparfait
145629,
145755,imparfait
145764,imparfait
145851,imparfait
145859,passé_simp
145986,
146108,
146109,
146117,
146180,
146296,
146302,
146307,
146313,
146351,
146367,
146408,
146490,imparfait
146637,imparfait
146648,passé_comp
146721,passé_comp
146905,
146936,imparfait
146996,
147040,
147115,
147132,
147236,
147584,
148054,
148141,imparfait
148156,imparfait
148158,
148202,
148341,imparfait
148375,imparfait
148494,
148545,
148605,imparfait
148810,
148859,
148907,passé_simp
148968,
149073,
149234,
149248,passé_simp
149802,passé_comp
149822,
149848,
150260,imparfait
150275,
150509,
150605,
150614,
150615,
150643,
150665,
150828,imparfait
150836,imparfait
150872,imparfait
150908,imparfait
151029,
151078,imparfait
151080,imparfait
151162,
151194,imparfait
151239,imparfait
151246,passé_simp
151299,
151331,imparfait
151722,
151730,imparfait
151764,
151805,
151817,
152080,
152343,passé_simp
152372,imparfait
152446,
152455,imparfait
152466,imparfait
152471,imparfait
152473,imparfait
152640,
152794,
152848,
153032,
153039,
153103,
153110,
153158,
153277,imparfait
153280,
153281,
153435,
154074,
154204,
154412,
154477,passé_comp
154520,
154543,
154587,
154604,passé_comp
154873,
154890,imparfait
154898,
154927,
154938,
154942,
154965,imparfait
154975,
155084,
155090,passé_comp
155094,passé_comp
155149,imparfait
155165,imparfait
155222,
155332,
155337,
155409,
155505,imparfait
155527,
155702,
155734,passé_comp
155772,
155907,imparfait
155917,imparfait
155999,
156043,
156058,
156201,
156274,
156316,
156570,
156710,
156853,
156919,
156929,
156934,imparfait
156944,imparfait
156998,
157107,
157128,
157149,
157171,
157247,
157260,
157263,
157306,
157421,
157509,
157564,passé_comp
157612,imparfait
157665,imparfait
157672,imparfait
157718,
157725,
157735,
158003,
158035,
158182,
158383,
158726,
158805,
158821,passé_comp
158853,
159134,passé_simp
159144,passé_simp
159154,imparfait
159501,
159795,
159801,
159803,
159805,
160020,
160037,
160045,
160181,imparfait
160370,
160505,
160579,imparfait
160594,imparfait
160605,imparfait
160733,
160818,passé_comp
160919,imparfait
160924,imparfait
161060,
161467,imparfait
161700,imparfait
161706,imparfait
161785,passé_simp
161945,
162036,
162257,
162349,
162354,
162406,passé_simp
162448,
162580,passé_comp
162653,
162717,
162748,
162841,passé_comp
162957,imparfait
162960,
163095,
163457,
163485,imparfait
163505,imparfait
163516,imparfait
163714,imparfait
163723,imparfait
163732,passé_simp
163765,
163981,
163989,
164063,passé_comp
164292,
164511,
164913,imparfait
164931,
165216,
165243,imparfait
165314,
165377,
165737,passé_simp
165807,imparfait
165927,
165944,
165958,
166381,
166450,
166466,
166488,passé_comp
166626,
166927,
166934,
167206,
167502,
167594,
167842,imparfait
167875,
167913,
167922,
168060,
168134,
168235,
168331,
168453,
168892,
169111,
169147,
169263,passé_simp
169287,passé_simp
169316,
169331,
169335,
169406,imparfait
169417,passé_simp
169425,passé_simp
169441,
169536,
169564,imparfait
169575,
169578,imparfait
169617,
169633,
169829,passé_comp
169878,passé_simp
169888,passé_simp
169891,
170028,
170072,imparfait
170349,
170464,passé_comp
170485,
170510,
170545,
170715,imparfait
171252,passé_simp
171286,
171335,
171346,imparfait
171376,
171651,
171679,
171704,imparfait
171749,
171758,
171764,
171805,
171886,imparfait
172013,
172054,passé_comp
172102,imparfait
172123,
172165,passé_comp
172189,
172230,
172978,passé_simp
173282,
173289,
173379,imparfait
173414,imparfait
173483,imparfait
173528,
173553,
173616,
173828,
174138,
174605,
174627,
174636,
174749,
174759,
174763,
174767,
174793,passé_simp
174847,
174877,
174882,
174928,
175027,
175072,
175149,passé_comp
175499,
175633,
175701,
175738,
175824,
175853,imparfait
175923,imparfait
176170,passé_simp
176184,
176373,
176403,
176526,imparfait
176608,
176610,
176963,imparfait
176967,imparfait
177003,
177005,imparfait
177148,
177156,
177161,
177290,
177322,passé_comp
177624,
177709,
177752,
178434,imparfait
178466,imparfait
178468,
178549,passé_comp
178787,
178908,
178929,
178940,
179023,
179152,
179339,imparfait
179341,imparfait
179347,imparfait
179361,imparfait
179364,
179407,imparfait
179607,
179668,
179727,
179787,
179885,imparfait
179987,
179992,
180014,imparfait
180019,imparfait
180455,imparfait
180641,imparfait
180653,imparfait
180786,
180887,
180924,
180968,
181018,
181111,imparfait
181350,
181383,
181389,imparfait
181398,
181401,
181407,
181411,
181415,
181419,
181541,
181575,
181624,
182164,
182171,imparfait
182209,imparfait
182354,
182357,
182454,passé_comp
182549,
182558,
182610,
182688,
182696,
183283,
183355,
183370,
183500,passé_simp
183860,
184077,imparfait
184153,
184236,imparfait
184241,imparfait
184348,passé_simp
184369,
184401,
184499,
184504,
184776,
184784,
184821,imparfait
184846,
184874,imparfait
184889,imparfait
185159,imparfait
185161,
185447,
185451,
185616,
185657,
185908,passé_comp
186043,
186055,
186121,
186359,imparfait
186462,
186787,imparfait
186810,
186824,
187056,imparfait
187138,
187258,
187359,
187366,imparfait
187371,imparfait
187378,
187384,
187392,
187408,imparfait
187465,
187474,imparfait
187554,passé_comp
187738,
187747,
187762,
187771,imparfait
187783,
187786,passé_comp
187873,
187882,
187885,
187887,
187903,
187914,
188029,passé_comp
188057,imparfait
188095,passé_comp
188285,imparfait
188319,passé_comp
188477,passé_comp
188661,
188691,imparfait
188831,passé_comp
188926,imparfait
188999,passé_comp
189098,
189114,
189125,
189146,passé_comp
189243,
189288,
189348,passé_comp
189376,
189388,imparfait
189493,passé_comp
189651,passé_comp
189907,imparfait
189982,imparfait
190040,
190212,imparfait
190233,
190374,imparfait
190500,
190541,
190575,
190615,
190668,
190719,
190750,
191035,
191337,
191508,passé_simp
191643,imparfait
191649,imparfait
191652,imparfait
191794,
191802,
191843,imparfait
192071,
192175,
192177,
192189,
192232,
192298,imparfait
192311,
192428,
192480,
192647,imparfait
192816,
192871,passé_simp
192917,
193112,
193196,imparfait
193258,
193468,
193478,
193528,
193539,
193692,
193847,
193851,
193862,imparfait
193889,imparfait
193995,
194011,
194061,
194069,
194097,
194185,
194408,
194508,passé_comp
194588,imparfait
194590,
194614,passé_comp
194828,
194898,
194946,imparfait
194967,
195241,passé_comp
195314,
195369,
195485,
195499,imparfait
195524,imparfait
195527,
195685,
195713,
195721,
195785,imparfait
196153,
196266,passé_simp
196417,
196479,imparfait
196574,imparfait
196578,imparfait
196671,
196768,
196810,
196930,
197158,
197159,
197283,
197466,imparfait
197481,
197618,
197632,
197912,
197987,
198156,
198173,passé_comp
198231,imparfait
198250,
198286,
198449,imparfait
198501,
198616,
198683,
198704,
198800,imparfait
198836,
198896,imparfait
198902,
198951,imparfait
198962,
198976,
198988,
198999,
199175,
199366,
199415,
199485,
199500,
199610,imparfait
199632,imparfait
199650,passé_simp
199834,
200040,passé_simp
200047,imparfait
200091,passé_comp
200238,imparfait
200338,
200415,
200546,imparfait
200606,
200620,
200637,
201138,
201257,
201282,imparfait
201399,imparfait
201546,
201739,
201963,passé_comp
202040,imparfait
202063,passé_simp
202068,imparfait
202128,
202132,
202190,
202222,imparfait
202226,imparfait
202342,imparfait
202365,imparfait
202386,
202402,
202611,imparfait
202613,
202707,
202784,imparfait
202816,imparfait
202832,
202846,imparfait
202901,imparfait
202939,imparfait
203000,imparfait
203031,passé_comp
203053,
203248,passé_comp
203332,passé_comp
203512,
203517,
203693,imparfait
203695,
203713,
203727,passé_comp
203950,imparfait
203985,passé_comp
204035,passé_comp
204187,
204247,passé_comp
204327,imparfait
204329,
204359,imparfait
204375,passé_comp
204464,passé_comp
204544,passé_comp
204690,passé_comp
204787,passé_comp
204906,passé_comp
204973,imparfait
204975,
204996,passé_comp
205207,passé_comp
205220,
205545,passé_comp
205707,
206138,imparfait
206171,
206176,
206226,passé_simp
206234,
206254,imparfait
206285,imparfait
206299,
206311,imparfait
206320,imparfait
206325,
206341,
206348,
206353,
206491,
206498,imparfait
206505,
206516,
206606,
206839,imparfait
207014,
207134,
207173,passé_comp
207447,
207516,
207551,
207576,imparfait
207620,
207718,passé_comp
208211,
208290,
208571,
208657,passé_comp
208939,
208947,
209008,
209070,passé_comp
209183,
209206,passé_comp
209308,passé_comp
209328,
209377,passé_comp
209384,
209435,imparfait
209447,
209564,passé_comp
209589,
209594,imparfait
209623,
209672,
209752,
209818,
209867,
209911,
210030,imparfait
210348,
210464,passé_comp
210553,
210662,passé_comp
210994,passé_comp
211100,imparfait
211241,
211550,
211779,
211792,imparfait
211831,imparfait
212179,passé_comp
212185,
212306,
212393,
212403,
212406,
212529,
212547,
212557,
212648,
212913,
212921,
213021,
213094,
213099,
213104,
213338,
213343,
213351,
213502,
213563,
213612,
213618,
213702,
213716,
213730,
213747,
213757,
213765,
213780,
213792,
213869,
213947,
213983,
213991,imparfait
213996,imparfait
214068,
214117,
214482,
214523,
214661,
214823,
214837,
215010,
215039,
215056,
215059,
215092,
215125,
215160,
215167,
215205,
215214,imparfait
215219,
215358,
215366,imparfait
215395,
215410,
215434,
215445,
215521,
215524,
215528,
215588,
215768,passé_comp
215771,
215774,
215781,
215910,passé_comp
215911,
215920,
215935,
216060,
216187,
216239,
216250,
216471,
216478,
216542,
216545,
216693,
216726,
216921,imparfait
216928,imparfait
217059,imparfait
217062,imparfait
217098,
217215,
217225,
217262,imparfait
217305,
217359,passé_comp
217371,
217545,
217547,
217718,
217725,
217735,
217783,
217977,
217999,
218114,
218139,passé_comp
218266,
218272,
218280,
218284,
218289,
218394,
218417,passé_comp
218430,
218434,
218583,
218751,
218755,
218836,
218843,
218887,
218994,
219148,
219245,
219248,
219256,
219260,
219337,
219342,
219395,
219433,
219673,
219689,
219693,
219736,
219786,
219929,
219935,
219946,
219964,
220179,
220308,
220540,
220608,
220730,
220731,
220785,
220791,
220901,passé_comp
220908,
220961,
221105,
221438,
221448,
221459,
221473,
221489,
221554,
221625,
221639,
221642,
221795,
221817,
222018,
222034,
222139,
222176,
222248,
222255,
222321,
222367,
222434,passé_comp
222456,
222460,
222815,
222927,
222931,
222943,
222992,
222994,
222997,
223050,
223105,
223108,
223110,
223114,
223121,
223127,
223140,
223142,
223159,imparfait
223222,
223224,
223254,
223328,
223437,
223876,
223993,
224031,passé_comp
224286,
224389,
224414,imparfait
224457,
224554,
224988,
225038,
225152,
225517,
225602,
225650,
225721,
225784,
225861,
225863,
225897,
225907,
225920,
225972,
226014,
226027,
226116,
226159,
226224,passé_comp
226251,passé_simp
226254,
226271,
226314,
226421,
226485,
226488,
226491,
226589,
226593,
226594,
226599,
226609,
226666,
226795,
226800,
226872,
226876,
227045,passé_comp
227152,
227185,
227196,
227220,
227312,
227720,
227801,
227803,
227807,
227812,
227818,
227824,
227832,
227845,
227854,
227928,
227976,
227979,
227981,
227984,
227988,
228012,
228032,
228137,
228140,
228171,
228177,
228181,
228213,
228215,
228228,
228233,
228313,passé_comp
228325,
228337,
228364,
228368,
228401,
228464,
228474,
228481,
228630,passé_comp
228634,
228677,
228738,
228741,
228745,
228779,passé_comp
228787,
228793,
228803,
228929,
228988,
229052,
229055,
229209,
229264,
229286,
229503,
229804,
229825,
229827,
230029,
230031,
230038,
230076,
230094,
230097,
230138,
230191,
230199,
230208,
230236,
230386,
230401,
230410,
230412,
230414,
230416,
230491,
230496,
230579,
230593,
230614,
230617,
230647,
230846,
230852,
230952,
231009,
231017,
231022,
231338,
231343,
231393,
231425,
231442,
231447,
231479,
231510,
231511,
231512,
231559,
231565,passé_comp
231568,
231582,
231611,
231619,
231711,
231738,
231768,
231793,
231865,
231887,
232161,
232163,
232233,
232263,
232268,
232290,
232296,
232349,
232480,passé_comp
232482,
232485,
232806,
233152,
233154,
233344,
233392,
233399,
233463,
233471,
233474,
233479,
233492,
233649,passé_comp
233657,imparfait
233663,imparfait
233669,imparfait
233678,imparfait
233827,
233873,
233876,
233982,
233992,
233997,
234002,
234007,
234017,
234026,
234039,
234044,passé_comp
234145,
234150,
234157,
234254,
234264,
234285,
234310,
234313,
234427,
234506,
234509,
234511,
234514,
234516,
234520,
234522,
234547,
234573,
234574,
234595,
234666,
234687,
234779,
234782,
234791,
234810,passé_comp
234943,
234944,
234985,passé_comp
235185,
235192,
235201,
235217,
235223,
235245,
235392,
235442,passé_comp
235448,passé_comp
235645,imparfait
235717,
235718,
235744,
235770,
235800,
235824,
235966,
236126,passé_comp
236622,
236661,
236829,
236833,
236847,
236889,passé_simp
236933,
236965,
237042,
237058,
237061,
237131,
237133,
237216,
237221,
237350,
237365,
237418,
237558,
237594,passé_comp
237598,passé_comp
237886,
237895,
237991,
238038,
238091,passé_comp
238226,
238336,
238478,
238533,
238537,
238540,
238550,
238555,
238562,
238582,
238600,
238877,
238921,
239033,
239093,
239101,
239106,
239181,
239189,
239255,
239312,
239316,
239425,
239506,
239566,
239667,
239805,
239840,
239856,
239887,
240092,
240096,
240176,
240185,
240204,
240225,
240229,
240251,
240277,
240355,
240573,
240603,
240652,
240701,passé_comp
240766,
240786,
240807,
240929,
241032,passé_comp
241047,
241086,
241097,
241320,
241326,
241430,
241443,
241565,
241576,
241639,
241793,
241873,
241883,
241897,
241907,
241934,
241956,
241966,
241975,
242003,
242006,
242019,
242144,
242404,
242650,
242656,
242802,
242902,
242948,
242994,
243086,
243098,
243117,passé_comp
243124,passé_comp
243191,
243232,
243247,
243289,
243291,
243308,
243361,
243459,
243576,
243580,
243629,
243709,imparfait
243720,imparfait
243867,
243871,
243888,
243949,
243958,
244117,
244180,
244189,
244257,
244332,
244375,
244505,
244547,
244607,
244622,
244718,
244759,
244781,
244819,
244845,
244857,
244858,
244965,
244992,
245002,
245012,
245089,
245144,
245157,
245177,
245184,
245254,
245270,
245319,passé_comp
245329,
245385,
245390,
245536,
245569,
245589,
245602,
245615,
245764,
245768,
245852,
245915,
245920,
245926,
245928,
245944,
245958,
246008,
246049,
246234,
246263,
246265,
246275,
246319,
246410,
246420,
246444,
246523,
246732,
246793,
246928,passé_comp
247175,
247366,
247381,
247529,
247604,
247637,
247649,
247707,
247726,
247815,
247882,
247915,imparfait
247950,
247995,
248209,
248216,
248293,
248355,
248364,imparfait
248538,passé_comp
248717,
248729,
248830,
248842,
248851,
248867,
248892,
248900,
248908,
248947,passé_comp
248981,passé_comp
249022,passé_comp
249115,
249152,passé_comp
249155,
249189,imparfait
249233,
249446,
249455,
249655,
249660,
249705,
249795,
249805,
249824,
249941,
249947,
250008,
250095,
250174,
250186,
250201,
250243,
250295,
250382,
250439,
250442,
250527,
250755,
250919,
250967,
251126,
251198,
251205,
