bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
394869,1_Chronicles 6:62,1_Chronicles,Chronicles,Writings,LBH,list,N,נֹּותָרִים֒,נותרים,יתר,JTR[,remain,ptcp,nif,unknown,m,pl,,הַנֹּותָרִים֒ ,הַנֹּותָרִים֒ ,וַיִּתְּנ֨וּ לָהֶ֜ם אֶת־עָרֵ֧י הַמִּקְלָ֛ט אֶת־שְׁכֶ֥ם וְאֶת־מִגְרָשֶׁ֖יהָ בְּהַ֣ר אֶפְרָ֑יִם וְאֶת־גֶּ֖זֶר וְאֶת־מִגְרָשֶֽׁיהָ׃ וְאֶֽת־יָקְמְעָם֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־בֵּ֥ית חֹורֹ֖ון וְאֶת־מִגְרָשֶֽׁיהָ׃ וְאֶת־אַיָּלֹון֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־גַּת־רִמֹּ֖ון וְאֶת־מִגְרָשֶֽׁיהָ׃ פ וּמִֽמַּחֲצִית֙ מַטֵּ֣ה מְנַשֶּׁ֔ה אֶת־עָנֵר֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־בִּלְעָ֖ם וְאֶת־מִגְרָשֶׁ֑יהָ לְמִשְׁפַּ֥חַת לִבְנֵי־קְהָ֖ת הַנֹּותָרִֽים׃ פ לִבְנֵי֮ גֵּרְשֹׁום֒ מִמִּשְׁפַּ֗חַת חֲצִי֙ מַטֵּ֣ה מְנַשֶּׁ֔ה אֶת־גֹּולָ֥ן בַּבָּשָׁ֖ן וְאֶת־מִגְרָשֶׁ֑יהָ וְאֶת־עַשְׁתָּרֹ֖ות וְאֶת־מִגְרָשֶֽׁיהָ׃ ס וּמִמַּטֵּ֣ה יִשָׂשכָ֔ר אֶת־קֶ֖דֶשׁ וְאֶת־מִגְרָשֶׁ֑יהָ אֶת־דָּבְרַ֖ת וְאֶת־מִגְרָשֶֽׁיהָ׃ וְאֶת־רָאמֹות֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־עָנֵ֖ם וְאֶת־מִגְרָשֶֽׁיהָ׃ ס וּמִמַּטֵּ֣ה אָשֵׁ֔ר אֶת־מָשָׁ֖ל וְאֶת־מִגְרָשֶׁ֑יהָ וְאֶת־עַבְדֹּ֖ון וְאֶת־מִגְרָשֶֽׁיהָ׃ וְאֶת־חוּקֹק֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־רְחֹ֖ב וְאֶת־מִגְרָשֶֽׁיהָ׃ וּמִמַּטֵּ֣ה נַפְתָּלִ֗י אֶת־קֶ֤דֶשׁ בַּגָּלִיל֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־חַמֹּ֖ון וְאֶת־מִגְרָשֶׁ֑יהָ וְאֶת־קִרְיָתַ֖יִם וְאֶת־מִגְרָשֶֽׁיהָ׃ ס לִבְנֵ֣י מְרָרִי֮ הַנֹּותָרִים֒ מִמַּטֵּ֣ה זְבוּלֻ֔ן אֶת־רִמֹּונֹ֖ו וְאֶת־מִגְרָשֶׁ֑יהָ אֶת־תָּבֹ֖ור וְאֶת־מִגְרָשֶֽׁיהָ׃ וּמֵעֵ֜בֶר לְיַרְדֵּ֣ן יְרֵחֹו֮ לְמִזְרַ֣ח הַיַּרְדֵּן֒ מִמַּטֵּ֣ה רְאוּבֵ֔ן אֶת־בֶּ֥צֶר בַּמִּדְבָּ֖ר וְאֶת־מִגְרָשֶׁ֑יהָ וְאֶת־יַ֖הְצָה וְאֶת־מִגְרָשֶֽׁיהָ׃ וְאֶת־קְדֵמֹות֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־מֵיפַ֖עַת וְאֶת־מִגְרָשֶֽׁיהָ׃ וּמִ֨מַּטֵּה־גָ֔ד אֶת־רָאמֹ֥ות בַּגִּלְעָ֖ד וְאֶת־מִגְרָשֶׁ֑יהָ וְאֶֽת־מַחֲנַ֖יִם וְאֶת־מִגְרָשֶֽׁיהָ׃ וְאֶת־חֶשְׁבֹּון֙ וְאֶת־מִגְרָשֶׁ֔יהָ וְאֶת־יַעְזֵ֖יר וְאֶת־מִגְרָשֶֽׁיהָ׃ ס ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,1Chr 6:62,I Chr. 6:62,0,,0,,,0
395156,1_Chronicles 7:11,1_Chronicles,Chronicles,Writings,LBH,list,?,יֹצְאֵ֥י,יצאי,יצא,JY>[,go out,ptcp,qal,unknown,m,pl,l.,יֹצְאֵ֥י צָבָ֖א לַמִּלְחָמָֽה׃ ,יֹצְאֵ֥י צָבָ֖א לַמִּלְחָמָֽה׃ ,יֹצְאֵ֥י צָבָ֖א לַמִּלְחָמָֽה׃ ,??,Ptcp,Ø,Main,0,Ø,Ø,Ø,1Chr 7:11,I Chr. 7:11,1,VO,0,,,0
395302,1_Chronicles 7:21,1_Chronicles,Chronicles,Writings,LBH,list,?,נֹּולָדִ֣ים,נולדים,ילד,JLD[,bear,ptcp,nif,unknown,m,pl,,הַנֹּולָדִ֣ים בָּאָ֔רֶץ ,הַנֹּולָדִ֣ים בָּאָ֔רֶץ ,וַהֲרָג֗וּם אַנְשֵׁי־גַת֙ הַנֹּולָדִ֣ים בָּאָ֔רֶץ כִּ֣י יָרְד֔וּ לָקַ֖חַת אֶת־מִקְנֵיהֶֽם׃ ,???,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,1Chr 7:21,I Chr. 7:21,0,,1,PP,>RY/,0
395545,1_Chronicles 7:40,1_Chronicles,Chronicles,Writings,LBH,list,?,בְּרוּרִים֙,ברורים,ברר,BRR[,purge,ptcp,qal,unknown,m,pl,--,בְּרוּרִים֙ ,בְּרוּרִים֙ ,בְּרוּרִים֙ ,??,Ptcp,Ø,Main,0,Ø,Ø,Ø,1Chr 7:40,I Chr. 7:40,0,,0,,,0
395986,1_Chronicles 8:40,1_Chronicles,Chronicles,Writings,LBH,list,N,דֹּ֣רְכֵי,דרכי,דרך,DRK[,tread,ptcp,qal,unknown,m,pl,d-,דֹּ֣רְכֵי קֶ֗שֶׁת ,דֹּ֣רְכֵי קֶ֗שֶׁת ,דֹּ֣רְכֵי קֶ֗שֶׁת ,?N,Ptcp,Ø,Main,0,Ø,Ø,Ø,1Chr 8:40,I Chr. 8:40,1,VO,0,,,0
395989,1_Chronicles 8:40,1_Chronicles,Chronicles,Writings,LBH,list,N,מַרְבִּ֤ים,מרבים,רבה,RBH[,be many,ptcp,hif,unknown,m,pl,,וּמַרְבִּ֤ים בָּנִים֙ וּבְנֵ֣י בָנִ֔ים מֵאָ֖ה וַחֲמִשִּׁ֑ים ,וּמַרְבִּ֤ים בָּנִים֙ וּבְנֵ֣י בָנִ֔ים מֵאָ֖ה וַחֲמִשִּׁ֑ים ,וּמַרְבִּ֤ים בָּנִים֙ וּבְנֵ֣י בָנִ֔ים מֵאָ֖ה וַחֲמִשִּׁ֑ים ,?N,Ptcp,W,Main,0,_W_,_conj_,_W_,1Chr 8:40,I Chr. 8:40,1,VO,0,,,0
396008,1_Chronicles 9:1,1_Chronicles,Chronicles,Writings,LBH,list,?,כְּתוּבִ֔ים,כתובים,כתב,KTB[,write,ptcp,qal,unknown,m,pl,-p,וְהִנָּ֣ם כְּתוּבִ֔ים עַל־סֵ֖פֶר מַלְכֵ֣י יִשְׂרָאֵ֑ל וִיהוּדָ֛ה ,וְהִנָּ֣ם כְּתוּבִ֔ים עַל־סֵ֖פֶר מַלְכֵ֣י יִשְׂרָאֵ֑ל וִיהוּדָ֛ה ,וְהִנָּ֣ם כְּתוּבִ֔ים עַל־סֵ֖פֶר מַלְכֵ֣י יִשְׂרָאֵ֑ל וִיהוּדָ֛ה ,?,Ptcp,Wx,Main,0,_W_HNH_,_conj_intj_,_W_HNH_,1Chr 9:1,I Chr. 9:1,0,,0,,,0
396243,1_Chronicles 9:16,1_Chronicles,Chronicles,Writings,LBH,list,?,יֹּושֵׁ֖ב,יושׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-p,הַיֹּושֵׁ֖ב בְּחַצְרֵ֥י נְטֹופָתִֽי׃ ,הַיֹּושֵׁ֖ב בְּחַצְרֵ֥י נְטֹופָתִֽי׃ ,וּבִירוּשָׁלִַ֨ם֙ יָשְׁב֔וּ מִן־בְּנֵ֥י יְהוּדָ֖ה וּמִן־בְּנֵ֣י בִנְיָמִ֑ן וּמִן־בְּנֵ֥י אֶפְרַ֖יִם וּמְנַשֶּֽׁה׃ עוּתַ֨י בֶּן־עַמִּיה֤וּד בֶּן־עָמְרִי֙ בֶּן־אִמְרִ֣י בֶן־בָּנִ֔י מִן־בְּנֵי־פֶ֖רֶץ בֶּן־יְהוּדָֽה׃ וּמִן־הַשִּׁ֣ילֹונִ֔י עֲשָׂיָ֥ה הַבְּכֹ֖ור וּבָנָֽיו׃ וּמִן־בְּנֵי־זֶ֖רַח יְעוּאֵ֑ל וַאֲחֵיהֶ֖ם שֵׁשׁ־מֵאֹ֥ות וְתִשְׁעִֽים׃ וּמִן־בְּנֵ֖י בִּנְיָמִ֑ן סַלּוּא֙ בֶּן־מְשֻׁלָּ֔ם בֶּן־הֹודַוְיָ֖ה בֶּן־הַסְּנֻאָֽה׃ וְיִבְנְיָה֙ בֶּן־יְרֹחָ֔ם וְאֵלָ֥ה בֶן־עֻזִּ֖י בֶּן־מִכְרִ֑י וּמְשֻׁלָּם֙ בֶּן־שְׁפַטְיָ֔ה בֶּן־רְעוּאֵ֖ל בֶּן־יִבְנִיָּֽה׃ וּמִן־הַֽכֹּהֲנִ֑ים יְדַֽעְיָ֥ה וִיהֹויָרִ֖יב וְיָכִֽין׃ וַעֲזַרְיָ֨ה בֶן־חִלְקִיָּ֜ה בֶּן־מְשֻׁלָּ֣ם בֶּן־צָדֹ֗וק בֶּן־מְרָיֹות֙ בֶּן־אֲחִיט֔וּב נְגִ֖יד בֵּ֥ית הָאֱלֹהִֽים׃ ס וַעֲדָיָה֙ בֶּן־יְרֹחָ֔ם בֶּן־פַּשְׁח֖וּר בֶּן־מַלְכִּיָּ֑ה וּמַעְשַׂ֨י בֶּן־עֲדִיאֵ֧ל בֶּן־יַחְזֵ֛רָה בֶּן־מְשֻׁלָּ֥ם בֶּן־מְשִׁלֵּמִ֖ית בֶּן־אִמֵּֽר׃ וּמִֽן־הַלְוִיִּ֑ם שְׁמַֽעְיָ֧ה בֶן־חַשּׁ֛וּב בֶּן־עַזְרִיקָ֥ם בֶּן־חֲשַׁבְיָ֖ה מִן־בְּנֵ֥י מְרָרִֽי׃ וּבַקְבַּקַּ֥ר חֶ֖רֶשׁ וְגָלָ֑ל וּמַתַּנְיָה֙ בֶּן־מִיכָ֔א בֶּן־זִכְרִ֖י בֶּן־אָסָֽף׃ וְעֹבַדְיָה֙ בֶּֽן־שְׁמַֽעְיָ֔ה בֶּן־גָּלָ֖ל בֶּן־יְדוּת֑וּן וּבֶרֶכְיָ֤ה בֶן־אָסָא֙ בֶּן־אֶלְקָנָ֔ה הַיֹּושֵׁ֖ב בְּחַצְרֵ֥י נְטֹופָתִֽי׃ ,?,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,1Chr 9:16,I Chr. 9:16,0,,0,,,0
396296,1_Chronicles 9:19,1_Chronicles,Chronicles,Writings,LBH,list,?,שֹׁמְרֵ֥י,שׁמרי,שׁמר,CMR[,keep,ptcp,qal,unknown,m,pl,d-,שֹׁמְרֵ֥י הַסִּפִּ֖ים לָאֹ֑הֶל ,שֹׁמְרֵ֥י הַסִּפִּ֖ים לָאֹ֑הֶל ,שֹׁמְרֵ֥י הַסִּפִּ֖ים לָאֹ֑הֶל ,?,Ptcp,Ø,Main,0,Ø,Ø,Ø,1Chr 9:19,I Chr. 9:19,1,VO,0,,,0
396307,1_Chronicles 9:19,1_Chronicles,Chronicles,Writings,LBH,list,?,שֹׁמְרֵ֖י,שׁמרי,שׁמר,CMR[,keep,ptcp,qal,unknown,m,pl,d-,שֹׁמְרֵ֖י הַמָּבֹֽוא׃ ,שֹׁמְרֵ֖י הַמָּבֹֽוא׃ ,שֹׁמְרֵ֖י הַמָּבֹֽוא׃ ,?,Ptcp,Ø,Main,0,Ø,Ø,Ø,1Chr 9:19,I Chr. 9:19,1,VO,0,,,0
396331,1_Chronicles 9:22,1_Chronicles,Chronicles,Writings,LBH,list,?,בְּרוּרִים֙,ברורים,ברר,BRR[,purge,ptcp,qal,unknown,m,pl,--,הַבְּרוּרִים֙ לְשֹׁעֲרִ֣ים בַּסִּפִּ֔ים ,הַבְּרוּרִים֙ לְשֹׁעֲרִ֣ים בַּסִּפִּ֔ים ,כֻּלָּ֤ם הַבְּרוּרִים֙ לְשֹׁעֲרִ֣ים בַּסִּפִּ֔ים מָאתַ֖יִם וּשְׁנֵ֣ים עָשָׂ֑ר ,?,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,1Chr 9:22,I Chr. 9:22,0,,0,,,0
396457,1_Chronicles 9:29,1_Chronicles,Chronicles,Writings,LBH,list,?,מְמֻנִּים֙,ממנים,מנה,MNH[,count,ptcp,pual,unknown,m,pl,,וּמֵהֶ֗ם מְמֻנִּים֙ עַל־הַכֵּלִ֔ים וְעַ֖ל כָּל־כְּלֵ֣י הַקֹּ֑דֶשׁ וְעַל־הַסֹּ֨לֶת֙ וְהַיַּ֣יִן וְהַשֶּׁ֔מֶן וְהַלְּבֹונָ֖ה וְהַבְּשָׂמִֽים׃ ,וּמֵהֶ֗ם מְמֻנִּים֙ עַל־הַכֵּלִ֔ים וְעַ֖ל כָּל־כְּלֵ֣י הַקֹּ֑דֶשׁ וְעַל־הַסֹּ֨לֶת֙ וְהַיַּ֣יִן וְהַשֶּׁ֔מֶן וְהַלְּבֹונָ֖ה וְהַבְּשָׂמִֽים׃ ,וּמֵהֶ֗ם מְמֻנִּים֙ עַל־הַכֵּלִ֔ים וְעַ֖ל כָּל־כְּלֵ֣י הַקֹּ֑דֶשׁ וְעַל־הַסֹּ֨לֶת֙ וְהַיַּ֣יִן וְהַשֶּׁ֔מֶן וְהַלְּבֹונָ֖ה וְהַבְּשָׂמִֽים׃ ,?,Ptcp,Wx,Main,0,_W_MN_,_conj_prep_,_W_MN_,1Chr 9:29,I Chr. 9:29,0,,0,,,0
396539,1_Chronicles 9:33,1_Chronicles,Chronicles,Writings,LBH,list,?,פטירים,פטירים,פטר,PVR[,escape,ptcp,qal,unknown,m,pl,--,בַּלְּשָׁכֹ֖ת פְּטוּרִ֑ים ,בַּלְּשָׁכֹ֖ת פְּטוּרִ֑ים ,בַּלְּשָׁכֹ֖ת פְּטוּרִ֑ים ,?,Ptcp,Ø,Main,0,_B_H_LCKH/_,_prep_art_subs_,_B_,1Chr 9:33,I Chr. 9:33,0,,0,,,0
396754,1_Chronicles 10:3,1_Chronicles,Chronicles,Writings,LBH,prose,N,מֹּורִ֣ים,מורים,ירה,JRH=[,cast,ptcp,hif,unknown,m,pl,,הַמֹּורִ֣ים בַּקָּ֑שֶׁת ,הַמֹּורִ֣ים בַּקָּ֑שֶׁת ,וַיִּמְצָאֻ֖הוּ הַמֹּורִ֣ים בַּקָּ֑שֶׁת ,?N,Ptcp,Ø,SubArg,0,_H_,_conj_,_H_,1Chr 10:3,I Chr. 10:3,0,,0,,,0
396874,1_Chronicles 10:8,1_Chronicles,Chronicles,Writings,LBH,prose,N,נֹפְלִ֖ים,נפלים,נפל,NPL[,fall,ptcp,qal,unknown,m,pl,-p,נֹפְלִ֖ים בְּהַ֥ר גִּלְבֹּֽעַ׃ ,נֹפְלִ֖ים בְּהַ֥ר גִּלְבֹּֽעַ׃ ,וַֽיִּמְצְא֤וּ אֶת־שָׁאוּל֙ וְאֶת־בָּנָ֔יו נֹפְלִ֖ים בְּהַ֥ר גִּלְבֹּֽעַ׃ ,?N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,1Chr 10:8,I Chr. 10:8,0,,1,PP,HR/,0
397020,1_Chronicles 11:2,1_Chronicles,Chronicles,Writings,LBH,prose,Q,מֹּוצִ֥יא,מוציא,יצא,JY>[,go out,ptcp,hif,unknown,m,sg,,הַמֹּוצִ֥יא ,הַמֹּוצִ֥יא ,גַּם־תְּמֹ֣ול גַּם־שִׁלְשֹׁ֗ום גַּ֚ם בִּהְיֹ֣ות שָׁא֣וּל מֶ֔לֶךְ אַתָּ֛ה הַמֹּוצִ֥יא וְהַמֵּבִ֖יא אֶת־יִשְׂרָאֵ֑ל ,NQ,Ptcp,Ø,SubArg,0,_H_,_conj_,_H_,1Chr 11:2,I Chr. 11:2,0,,0,,,0
397023,1_Chronicles 11:2,1_Chronicles,Chronicles,Writings,LBH,prose,Q,מֵּבִ֖יא,מביא,בוא,BW>[,come,ptcp,hif,unknown,m,sg,,וְהַמֵּבִ֖יא אֶת־יִשְׂרָאֵ֑ל ,וְהַמֵּבִ֖יא אֶת־יִשְׂרָאֵ֑ל ,גַּם־תְּמֹ֣ול גַּם־שִׁלְשֹׁ֗ום גַּ֚ם בִּהְיֹ֣ות שָׁא֣וּל מֶ֔לֶךְ אַתָּ֛ה הַמֹּוצִ֥יא וְהַמֵּבִ֖יא אֶת־יִשְׂרָאֵ֑ל ,NQ,Ptcp,Wx,SubAdv,0,_W_H_,_conj_conj_,_W_H_,1Chr 11:2,I Chr. 11:2,1,VO,0,,,0
397115,1_Chronicles 11:6,1_Chronicles,Chronicles,Writings,LBH,prose,Q,מַכֵּ֤ה,מכה,נכה,NKH[,strike,ptcp,hif,unknown,m,sg,,מַכֵּ֤ה יְבוּסִי֙ בָּרִ֣אשֹׁונָ֔ה ,מַכֵּ֤ה יְבוּסִי֙ בָּרִ֣אשֹׁונָ֔ה ,כָּל־מַכֵּ֤ה יְבוּסִי֙ בָּרִ֣אשֹׁונָ֔ה יִהְיֶ֥ה לְרֹ֖אשׁ וּלְשָׂ֑ר ,NQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,1Chr 11:6,I Chr. 11:6,1,VO,0,,,0
397189,1_Chronicles 11:10,1_Chronicles,Chronicles,Writings,LBH,prose,N,מִּתְחַזְּקִ֨ים,מתחזקים,חזק,XZQ[,be strong,ptcp,hit,unknown,m,pl,,הַמִּתְחַזְּקִ֨ים עִמֹּ֧ו בְמַלְכוּתֹ֛ו עִם־כָּל־יִשְׂרָאֵ֖ל ,הַמִּתְחַזְּקִ֨ים עִמֹּ֧ו בְמַלְכוּתֹ֛ו עִם־כָּל־יִשְׂרָאֵ֖ל ,וְאֵ֨לֶּה רָאשֵׁ֤י הַגִּבֹּורִים֙ אֲשֶׁ֣ר לְדָוִ֔יד הַמִּתְחַזְּקִ֨ים עִמֹּ֧ו בְמַלְכוּתֹ֛ו עִם־כָּל־יִשְׂרָאֵ֖ל לְהַמְלִיכֹ֑ו כִּדְבַ֥ר יְהוָ֖ה עַל־יִשְׂרָאֵֽל׃ ס ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,1Chr 11:10,I Chr. 11:10,0,,0,,,0
397260,1_Chronicles 11:13,1_Chronicles,Chronicles,Writings,LBH,prose,N,מְלֵאָ֣ה,מלאה,מלא,ML>[,be full,ptcp,qal,unknown,f,sg,d-,מְלֵאָ֣ה שְׂעֹורִ֑ים ,מְלֵאָ֣ה שְׂעֹורִ֑ים ,וַתְּהִ֛י חֶלְקַ֥ת הַשָּׂדֶ֖ה מְלֵאָ֣ה שְׂעֹורִ֑ים ,N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,1Chr 11:13,I Chr. 11:13,1,VO,0,,,0
397304,1_Chronicles 11:15,1_Chronicles,Chronicles,Writings,LBH,prose,N,חֹנָ֖ה,חנה,חנה,XNH[,encamp,ptcp,qal,unknown,f,sg,-p,וּמַחֲנֵ֣ה פְלִשְׁתִּ֔ים חֹנָ֖ה בְּעֵ֥מֶק רְפָאִֽים׃ ,וּמַחֲנֵ֣ה פְלִשְׁתִּ֔ים חֹנָ֖ה בְּעֵ֥מֶק רְפָאִֽים׃ ,וּמַחֲנֵ֣ה פְלִשְׁתִּ֔ים חֹנָ֖ה בְּעֵ֥מֶק רְפָאִֽים׃ ,N,Ptcp,Wx,Main,0,_W_MXNH/_PLCTJ/_,_conj_subs_subs_,_W_,1Chr 11:15,I Chr. 11:15,0,,0,,,0
397431,1_Chronicles 11:21,1_Chronicles,Chronicles,Writings,LBH,prose,N,נִכְבָּ֔ד,נכבד,כבד,KBD[,be heavy,ptcp,nif,unknown,m,sg,,מִן־הַשְּׁלֹושָׁ֤ה בַשְּׁנַ֨יִם֙ נִכְבָּ֔ד ,מִן־הַשְּׁלֹושָׁ֤ה בַשְּׁנַ֨יִם֙ נִכְבָּ֔ד ,מִן־הַשְּׁלֹושָׁ֤ה בַשְּׁנַ֨יִם֙ נִכְבָּ֔ד ,N,Ptcp,Ø,Main,0,_MN_H_CLC/_B_H_CNJM/_,_prep_art_subs_prep_art_subs_,_MN_B_,1Chr 11:21,I Chr. 11:21,0,,0,,,0
397533,1_Chronicles 11:25,1_Chronicles,Chronicles,Writings,LBH,prose,N,נִכְבָּד֙,נכבד,כבד,KBD[,be heavy,ptcp,nif,unknown,m,sg,,נִכְבָּד֙ ה֔וּא ,מִן־הַשְּׁלֹושִׁ֗ים נִכְבָּד֙ ה֔וּא ,מִן־הַשְּׁלֹושִׁ֗ים נִכְבָּד֙ ה֔וּא ,N,Ptcp,Ø,Main,0,_MN_H_CLC/_,_prep_art_subs_,_MN_,1Chr 11:25,I Chr. 11:25,0,,0,,,0
397650,1_Chronicles 11:39,1_Chronicles,Chronicles,Writings,LBH,list,N,נֹשֵׂ֕א,נשׂא,נשׂא,NF>[,lift,ptcp,qal,unknown,m,sg,d-,נֹשֵׂ֕א כְּלֵ֖י יֹואָ֥ב בֶּן־צְרוּיָֽה׃ ס ,נֹשֵׂ֕א כְּלֵ֖י יֹואָ֥ב בֶּן־צְרוּיָֽה׃ ס ,שַׁמֹּות֙ הַהֲרֹורִ֔י חֶ֖לֶץ הַפְּלֹונִֽי׃ ס עִירָ֤א בֶן־עִקֵּשׁ֙ הַתְּקֹועִ֔י אֲבִיעֶ֖זֶר הָעֲנְּתֹותִֽי׃ ס סִבְּכַי֙ הַחֻ֣שָׁתִ֔י עִילַ֖י הָאֲחֹוחִֽי׃ ס מַהְרַי֙ הַנְּטֹ֣פָתִ֔י חֵ֥לֶד בֶּֽן־בַּֽעֲנָ֖ה הַנְּטֹופָתִֽי׃ ס אִיתַ֣י בֶּן־רִיבַ֗י מִגִּבְעַת֙ בְּנֵ֣י בִנְיָמִ֔ן ס בְּנָיָ֖ה הַפִּרְעָתֹנִֽי׃ חוּרַי֙ מִנַּ֣חֲלֵי גָ֔עַשׁ ס אֲבִיאֵ֖ל הָעַרְבָתִֽי׃ ס עַזְמָ֨וֶת֙ הַבַּ֣חֲרוּמִ֔י אֶלְיַחְבָּ֖א הַשַּׁעַלְבֹנִֽי׃ ס בְּנֵ֗י הָשֵׁם֙ הַגִּ֣זֹונִ֔י יֹונָתָ֥ן בֶּן־שָׁגֵ֖ה הַהֲרָרִֽי׃ ס אֲחִיאָ֧ם בֶּן־שָׂכָ֛ר הַהֲרָרִ֖י אֱלִיפַ֥ל בֶּן־אֽוּר׃ ס חֵ֚פֶר הַמְּכֵ֣רָתִ֔י אֲחִיָּ֖ה הַפְּלֹנִֽי׃ ס חֶצְרֹו֙ הַֽכַּרְמְלִ֔י נַעֲרַ֖י בֶּן־אֶזְבָּֽי׃ ס יֹואֵל֙ אֲחִ֣י נָתָ֔ן מִבְחָ֖ר בֶּן־הַגְרִֽי׃ ס צֶ֖לֶק הָעַמֹּונִ֑י נַחְרַי֙ הַבֵּ֣רֹתִ֔י נֹשֵׂ֕א כְּלֵ֖י יֹואָ֥ב בֶּן־צְרוּיָֽה׃ ס עִירָא֙ הַיִּתְרִ֔י גָּרֵ֖ב הַיִּתְרִֽי׃ ס אֽוּרִיָּה֙ הַחִתִּ֔י זָבָ֖ד בֶּן־אַחְלָֽי׃ ס עֲדִינָ֨א בֶן־שִׁיזָ֜א הָרֽאוּבֵנִ֗י רֹ֛אשׁ לָרֽאוּבֵנִ֖י חָנָן֙ בֶּֽן־מַעֲכָ֔ה וְיֹושָׁפָ֖ט הַמִּתְנִֽי׃ ס עֻזִיָּ֖א הָעֲשְׁתְּרָתִ֑י שָׁמָע֙ וִֽיעִיאֵ֔ל בְּנֵ֖י חֹותָ֥ם הָעֲרֹעֵרִֽי׃ ס יְדִֽיעֲאֵל֙ בֶּן־שִׁמְרִ֔י וְיֹחָ֥א אָחִ֖יו הַתִּיצִֽי׃ ס אֱלִיאֵל֙ הַֽמַּחֲוִ֔ים וִירִיבַ֥י וְיֹושַׁוְיָ֖ה בְּנֵ֣י אֶלְנָ֑עַם וְיִתְמָ֖ה הַמֹּואָבִֽי׃ אֱלִיאֵ֣ל וְעֹובֵ֔ד וְיַעֲשִׂיאֵ֖ל הַמְּצֹבָיָֽה׃ פ ,N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,1Chr 11:39,I Chr. 11:39,1,VO,0,,,0
397727,1_Chronicles 12:1,1_Chronicles,Chronicles,Writings,LBH,prose,?,בָּאִ֤ים,באים,בוא,BW>[,come,ptcp,qal,unknown,m,pl,-c,הַבָּאִ֤ים אֶל־דָּוִיד֙ לְצִ֣יקְלַ֔ג ,הַבָּאִ֤ים אֶל־דָּוִיד֙ לְצִ֣יקְלַ֔ג ,וְאֵ֗לֶּה הַבָּאִ֤ים אֶל־דָּוִיד֙ לְצִ֣יקְלַ֔ג עֹ֣וד עָצ֔וּר מִפְּנֵ֖י שָׁא֣וּל בֶּן־קִ֑ישׁ ,?,Ptcp,Ø,SubArg,0,_H_,_conj_,_H_,1Chr 12:1,I Chr. 12:1,0,,0,,,0
397733,1_Chronicles 12:1,1_Chronicles,Chronicles,Writings,LBH,prose,?,עָצ֔וּר,עצור,עצר,<YR[,restrain,ptcp,qal,unknown,m,sg,--,עֹ֣וד עָצ֔וּר מִפְּנֵ֖י שָׁא֣וּל בֶּן־קִ֑ישׁ ,עֹ֣וד עָצ֔וּר מִפְּנֵ֖י שָׁא֣וּל בֶּן־קִ֑ישׁ ,וְאֵ֗לֶּה הַבָּאִ֤ים אֶל־דָּוִיד֙ לְצִ֣יקְלַ֔ג עֹ֣וד עָצ֔וּר מִפְּנֵ֖י שָׁא֣וּל בֶּן־קִ֑ישׁ ,?,Ptcp,Ø,SubAdv,0,_<WD/_,_advb_,_<WD/_,1Chr 12:1,I Chr. 12:1,0,,0,,,0
397747,1_Chronicles 12:2,1_Chronicles,Chronicles,Writings,LBH,prose,?,נֹ֣שְׁקֵי,נשׁקי,נשׁק,NCQ=[,be equipped,ptcp,qal,unknown,m,pl,d-,נֹ֣שְׁקֵי קֶ֗שֶׁת ,נֹ֣שְׁקֵי קֶ֗שֶׁת ,נֹ֣שְׁקֵי קֶ֗שֶׁת ,?,Ptcp,Ø,Main,0,Ø,Ø,Ø,1Chr 12:2,I Chr. 12:2,1,VO,0,,,0
