bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
292451,כָּל־הַלַּ֨יְלָה֙ יָשֵׁ֣ן אֹֽפֵהֶ֔ם ,575737,כָּל־הַלַּ֨יְלָה֙ יָשֵׁ֣ן אֹֽפֵהֶ֔ם ,Main,Q,Ø,AjCl,,,,כָּל־הַלַּ֨יְלָה֙ יָשֵׁ֣ן אֹֽפֵהֶ֔ם ,,,,,,,,,,,
292468,כָּל־מַלְכֵיהֶ֣ם נָפָ֔לוּ ,575741,כָּל־מַלְכֵיהֶ֣ם נָפָ֔לוּ ,Main,Q,qtl,XQtl,p3,NPL[,נפלו,כָּל־מַלְכֵיהֶ֣ם נָפָ֔לוּ ,,,,,,,,,,,
292481,אֶפְרַ֛יִם הָיָ֥ה עֻגָ֖ה ,575745,אֶפְרַ֛יִם הָיָ֥ה עֻגָ֖ה ,Main,Q,qtl,XQtl,p3,HJH[,היה,אֶפְרַ֛יִם הָיָ֥ה עֻגָ֖ה ,,,,,,,,,,,
292711,פֶּ֖רֶא ,575815,פֶּ֖רֶא ,Main,Q,Ø,CPen,,,,פֶּ֖רֶא ,,,,,,,,,,,
292905,כִּֽי־הִנֵּ֤ה ,575857,כִּֽי־הִנֵּ֤ה ,SubAdv,Q,Ø,NmCl,,,,כִּֽי־הִנֵּ֤ה הָֽלְכוּ֙ מִשֹּׁ֔ד מִצְרַ֥יִם תְּקַבְּצֵ֖ם מֹ֣ף תְּקַבְּרֵ֑ם מַחְמַ֣ד לְכַסְפָּ֗ם קִמֹּושׂ֙ יִֽירָשֵׁ֔ם חֹ֖וחַ בְּאָהֳלֵיהֶֽם׃ בָּ֣אוּ׀ יְמֵ֣י הַפְּקֻדָּ֗ה בָּ֚אוּ יְמֵ֣י הַשִׁלֻּ֔ם יֵדְע֖וּ יִשְׂרָאֵ֑ל אֱוִ֣יל הַנָּבִ֗יא מְשֻׁגָּע֙ אִ֣ישׁ הָר֔וּחַ עַ֚ל רֹ֣ב עֲוֹנְךָ֔ וְרַבָּ֖ה מַשְׂטֵמָֽה׃ ,נָבִ֞יא ,575872,נָבִ֞יא ,Main,Q,Ø,CPen,,,,נָבִ֞יא 
292993,אֶפְרַ֛יִם לְצֹ֖ור ,575893,לְצֹ֖ור ,Main,Q,Ø,NmCl,,,,לְצֹ֖ור ,,,,,,,,,,,
293034,כָּל־רָעָתָ֤ם בַּגִּלְגָּל֙ ,575901,כָּל־רָעָתָ֤ם בַּגִּלְגָּל֙ ,Main,Q,Ø,NmCl,,,,כָּל־רָעָתָ֤ם בַּגִּלְגָּל֙ כִּֽי־שָׁ֣ם שְׂנֵאתִ֔ים עַ֚ל רֹ֣עַ מַֽעַלְלֵיהֶ֔ם מִבֵּיתִ֖י אֲגָרְשֵׁ֑ם לֹ֤א אֹוסֵף֙ אַהֲבָתָ֔ם ,,,,,,,,,,,
293057,יִמְאָסֵ֣ם אֱלֹהַ֔י ,575912,יִמְאָסֵ֣ם אֱלֹהַ֔י ,Main,Q,yqtl,ZYqX,p3,M>S[,ימאסם,יִמְאָסֵ֣ם אֱלֹהַ֔י כִּ֛י לֹ֥א שָׁמְע֖וּ לֹ֑ו ,,,,,,,,,,,
293158,בָּשְׁנָה֙ אֶפְרַ֣יִם יִקָּ֔ח ,575940,בָּשְׁנָה֙ אֶפְרַ֣יִם יִקָּ֔ח ,Main,?,yqtl,XYqt,p3,LQX[,יקח,בָּשְׁנָה֙ אֶפְרַ֣יִם יִקָּ֔ח וְיֵבֹ֥ושׁ יִשְׂרָאֵ֖ל מֵעֲצָתֹֽו׃ ,מַלְכָּ֑הּ כְּקֶ֖צֶף עַל־פְּנֵי־מָֽיִם׃ ,575943,מַלְכָּ֑הּ כְּקֶ֖צֶף עַל־פְּנֵי־מָֽיִם׃ ,Main,?,Ø,Ellp,,,,מַלְכָּ֑הּ כְּקֶ֖צֶף עַל־פְּנֵי־מָֽיִם׃ 
293224,וְאֶפְרַ֜יִם עֶגְלָ֤ה מְלֻמָּדָה֙ ,575958,וְאֶפְרַ֜יִם עֶגְלָ֤ה מְלֻמָּדָה֙ ,Main,Q,Ø,NmCl,,,,וְאֶפְרַ֜יִם עֶגְלָ֤ה מְלֻמָּדָה֙ ,לָד֔וּשׁ ,575960,לָד֔וּשׁ ,SubAdv,Q,infc,InfC,unknown,DWC[,דושׁ,לָד֔וּשׁ 
293397,וְאָנֹכִ֤י תִרְגַּ֨לְתִּי֙ לְאֶפְרַ֔יִם ,575991,וְאָנֹכִ֤י תִרְגַּ֨לְתִּי֙ לְאֶפְרַ֔יִם ,Main,Q,qtl,WXQt,p1,RGL[,תרגלתי,וְאָנֹכִ֤י תִרְגַּ֨לְתִּי֙ לְאֶפְרַ֔יִם קָחָ֖ם עַל־זְרֹֽועֹתָ֑יו וְלֹ֥א יָדְע֖וּ כִּ֥י רְפָאתִֽים׃ בְּחַבְלֵ֨י אָדָ֤ם אֶמְשְׁכֵם֙ בַּעֲבֹתֹ֣ות אַהֲבָ֔ה וָאֶהְיֶ֥ה לָהֶ֛ם כִּמְרִ֥ימֵי עֹ֖ל עַ֣ל לְחֵיהֶ֑ם וְאַ֥ט אֵלָ֖יו אֹוכִֽיל׃ לֹ֤א יָשׁוּב֙ אֶל־אֶ֣רֶץ מִצְרַ֔יִם וְאַשּׁ֖וּר ה֣וּא מַלְכֹּ֑ו כִּ֥י מֵאֲנ֖וּ לָשֽׁוּב׃ וְחָלָ֥ה חֶ֨רֶב֙ בְּעָרָ֔יו וְכִלְּתָ֥ה בַדָּ֖יו וְאָכָ֑לָה מִֽמֹּעֲצֹ֖ותֵיהֶֽם׃ ,וְאֶל־עַל֙ יִקְרָאֻ֔הוּ ,576009,וְאֶל־עַל֙ יִקְרָאֻ֔הוּ ,Main,Q,yqtl,WxY0,p3,QR>[,יקראהו,וְאֶל־עַל֙ יִקְרָאֻ֔הוּ 
293491,סְבָבֻ֤נִי בְכַ֨חַשׁ֙ אֶפְרַ֔יִם ,576034,סְבָבֻ֤נִי בְכַ֨חַשׁ֙ אֶפְרַ֔יִם ,Main,Q,qtl,ZQtX,p3,SBB[,סבבני,סְבָבֻ֤נִי בְכַ֨חַשׁ֙ אֶפְרַ֔יִם וּבְמִרְמָ֖ה בֵּ֣ית יִשְׂרָאֵ֑ל ,וְעִם־קְדֹושִׁ֖ים נֶאֱמָֽן׃ ,576037,וְעִם־קְדֹושִׁ֖ים נֶאֱמָֽן׃ ,Main,Q,ptcp,Ptcp,unknown,>MN[,נאמן,וְעִם־קְדֹושִׁ֖ים נֶאֱמָֽן׃ 
293497,וִֽיהוּדָ֗ה עֹ֥ד רָד֙ עִם־אֵ֔ל ,576036,וִֽיהוּדָ֗ה עֹ֥ד רָד֙ עִם־אֵ֔ל ,Main,Q,ptcp,Ptcp,unknown,RWD[,רד,וִֽיהוּדָ֗ה עֹ֥ד רָד֙ עִם־אֵ֔ל ,,,,,,,,,,,
293499,סְבָבֻ֤נִי בְכַ֨חַשׁ֙ אֶפְרַ֔יִם ,576034,סְבָבֻ֤נִי בְכַ֨חַשׁ֙ אֶפְרַ֔יִם ,Main,Q,qtl,ZQtX,p3,SBB[,סבבני,סְבָבֻ֤נִי בְכַ֨חַשׁ֙ אֶפְרַ֔יִם וּבְמִרְמָ֖ה בֵּ֣ית יִשְׂרָאֵ֑ל וִֽיהוּדָ֗ה עֹ֥ד רָד֙ עִם־אֵ֔ל וְעִם־קְדֹושִׁ֖ים נֶאֱמָֽן׃ ,וְרֹדֵ֣ף קָדִ֔ים כָּל־הַיֹּ֕ום ,576039,וְרֹדֵ֣ף קָדִ֔ים כָּל־הַיֹּ֕ום ,Main,Q,ptcp,Ptcp,unknown,RDP[,רדף,וְרֹדֵ֣ף קָדִ֔ים כָּל־הַיֹּ֕ום 
293502,אֶפְרַ֜יִם רֹעֶ֥ה ר֨וּחַ֙ ,576038,אֶפְרַ֜יִם רֹעֶ֥ה ר֨וּחַ֙ ,Main,Q,ptcp,Ptcp,unknown,R<H[,רעה,אֶפְרַ֜יִם רֹעֶ֥ה ר֨וּחַ֙ ,,,,,,,,,,,
293731,וְעַתָּ֣ה׀ יֹוסִ֣פוּ ,576092,וְעַתָּ֣ה׀ יֹוסִ֣פוּ ,Main,?,yqtl,WxY0,p3,JSP[,יוספו,וְעַתָּ֣ה׀ יֹוסִ֣פוּ לַחֲטֹ֗א וַיַּעְשׂ֣וּ לָהֶם֩ מַסֵּכָ֨ה מִכַּסְפָּ֤ם כִּתְבוּנָם֙ עֲצַבִּ֔ים מַעֲשֵׂ֥ה חָרָשִׁ֖ים כֻּלֹּ֑ה ,זֹבְחֵ֣י אָדָ֔ם עֲגָלִ֖ים יִשָּׁקֽוּן׃ ,576098,זֹבְחֵ֣י אָדָ֔ם עֲגָלִ֖ים יִשָּׁקֽוּן׃ ,Main,Q,yqtl,XYqt,p3,NCQ[,ישׁקון,זֹבְחֵ֣י אָדָ֔ם עֲגָלִ֖ים יִשָּׁקֽוּן׃ 
293745,לָכֵ֗ן יִֽהְיוּ֙ כַּעֲנַן־בֹּ֔קֶר וְכַטַּ֖ל ,576099,לָכֵ֗ן יִֽהְיוּ֙ כַּעֲנַן־בֹּ֔קֶר וְכַטַּ֖ל ,Main,?,yqtl,xYq0,p3,HJH[,יהיו,לָכֵ֗ן יִֽהְיוּ֙ כַּעֲנַן־בֹּ֔קֶר וְכַטַּ֖ל ,הֹלֵ֑ךְ ,576101,הֹלֵ֑ךְ ,Main,?,ptcp,Ptcp,unknown,HLK[,הלך,הֹלֵ֑ךְ 
293746,מַשְׁכִּ֣ים ,576100,מַשְׁכִּ֣ים ,SubMod,?,ptcp,Ptcp,unknown,CKM[,משׁכים,מַשְׁכִּ֣ים ,,,,,,,,,,,
293851,כְּדַבֵּ֤ר אֶפְרַ֨יִם֙ ,576087,כְּדַבֵּ֤ר אֶפְרַ֨יִם֙ ,Main,?,infc,InfC,unknown,DBR[,דבר,כְּדַבֵּ֤ר אֶפְרַ֨יִם֙ רְתֵ֔ת נָשָׂ֥א ה֖וּא בְּיִשְׂרָאֵ֑ל וַיֶּאְשַׁ֥ם בַּבַּ֖עַל וַיָּמֹֽת׃ וְעַתָּ֣ה׀ יֹוסִ֣פוּ לַחֲטֹ֗א וַיַּעְשׂ֣וּ לָהֶם֩ מַסֵּכָ֨ה מִכַּסְפָּ֤ם כִּתְבוּנָם֙ עֲצַבִּ֔ים מַעֲשֵׂ֥ה חָרָשִׁ֖ים כֻּלֹּ֑ה לָהֶם֙ הֵ֣ם אֹמְרִ֔ים זֹבְחֵ֣י אָדָ֔ם עֲגָלִ֖ים יִשָּׁקֽוּן׃ לָכֵ֗ן יִֽהְיוּ֙ כַּעֲנַן־בֹּ֔קֶר וְכַטַּ֖ל מַשְׁכִּ֣ים הֹלֵ֑ךְ כְּמֹץ֙ יְסֹעֵ֣ר מִגֹּ֔רֶן וּכְעָשָׁ֖ן מֵאֲרֻבָּֽה׃ וְאָנֹכִ֛י יְהוָ֥ה אֱלֹהֶ֖יךָ מֵאֶ֣רֶץ מִצְרָ֑יִם וֵאלֹהִ֤ים זֽוּלָתִי֙ לֹ֣א תֵדָ֔ע וּמֹושִׁ֥יעַ אַ֖יִן בִּלְתִּֽי׃ אֲנִ֥י יְדַעְתִּ֖יךָ בַּמִּדְבָּ֑ר בְּאֶ֖רֶץ תַּלְאֻבֹֽות׃ כְּמַרְעִיתָם֙ וַיִּשְׂבָּ֔עוּ שָׂבְע֖וּ וַיָּ֣רָם לִבָּ֑ם עַל־כֵּ֖ן שְׁכֵחֽוּנִי׃ וָאֱהִ֥י לָהֶ֖ם כְּמֹו־שָׁ֑חַל כְּנָמֵ֖ר עַל־דֶּ֥רֶךְ אָשֽׁוּר׃ אֶפְגְּשֵׁם֙ כְּדֹ֣ב שַׁכּ֔וּל וְאֶקְרַ֖ע סְגֹ֣ור לִבָּ֑ם וְאֹכְלֵ֥ם שָׁם֙ כְּלָבִ֔יא חַיַּ֥ת הַשָּׂדֶ֖ה תְּבַקְּעֵֽם׃ שִֽׁחֶתְךָ֥ יִשְׂרָאֵ֖ל כִּֽי־בִ֥י בְעֶזְרֶֽךָ׃ אֱהִ֤י מַלְכְּךָ֙ אֵפֹ֔וא וְיֹושִֽׁיעֲךָ֖ בְּכָל־עָרֶ֑יךָ וְשֹׁ֣פְטֶ֔יךָ אֲשֶׁ֣ר אָמַ֔רְתָּ תְּנָה־לִּ֖י מֶ֥לֶךְ וְשָׂרִֽים׃ אֶֽתֶּן־לְךָ֥ מֶ֨לֶךְ֙ בְּאַפִּ֔י וְאֶקַּ֖ח בְּעֶבְרָתִֽי׃ ס ,צְפוּנָ֖ה חַטָּאתֹֽו׃ ,576131,צְפוּנָ֖ה חַטָּאתֹֽו׃ ,Main,?,ptcp,Ptcp,unknown,YPN[,צפונה,צְפוּנָ֖ה חַטָּאתֹֽו׃ 
293854,צָרוּר֙ עֲוֹ֣ן אֶפְרָ֔יִם ,576130,צָרוּר֙ עֲוֹ֣ן אֶפְרָ֔יִם ,Main,?,ptcp,Ptcp,unknown,YRR[,צרור,צָרוּר֙ עֲוֹ֣ן אֶפְרָ֔יִם ,,,,,,,,,,,
293899,יָבֹ֣וא קָדִים֩ ,576145,יָבֹ֣וא קָדִים֩ ,Main,Q,yqtl,ZYqX,p3,BW>[,יבוא,יָבֹ֣וא קָדִים֩ ,,,,,,,,,,,
294013,יָשֻׁ֨בוּ֙ ,576180,יָשֻׁ֨בוּ֙ ,Main,Q,yqtl,ZYq0,p3,CWB[,ישׁבו,יָשֻׁ֨בוּ֙ ,,,,,,,,,,,
294375,תִּקְע֨וּ שֹׁופָ֜ר בְּצִיֹּ֗ון ,576278,תִּקְע֨וּ שֹׁופָ֜ר בְּצִיֹּ֗ון ,Main,Q,impv,ZIm0,p2,TQ<[,תקעו,תִּקְע֨וּ שֹׁופָ֜ר בְּצִיֹּ֗ון וְהָרִ֨יעוּ֙ בְּהַ֣ר קָדְשִׁ֔י יִרְגְּז֕וּ כֹּ֖ל יֹשְׁבֵ֣י הָאָ֑רֶץ ,כִּ֥י קָרֹֽוב׃ ,576282,כִּ֥י קָרֹֽוב׃ ,SubAdv,Q,Ø,AjCl,,,,כִּ֥י קָרֹֽוב׃ 
294390,כְּשַׁ֖חַר עַ֚ם רַ֣ב וְעָצ֔וּם ,576285,כְּשַׁ֖חַר ,Main,Q,Ø,NmCl,,,,כְּשַׁ֖חַר ,,,,,,,,,,,
294459,כְּקֹול֙ לַ֣הַב אֵ֔שׁ ,576298,כְּקֹול֙ לַ֣הַב אֵ֔שׁ ,Main,Q,Ø,Ellp,,,,כְּקֹול֙ לַ֣הַב אֵ֔שׁ ,,,,,,,,,,,
294464,כְּעַ֣ם עָצ֔וּם ,576300,כְּעַ֣ם עָצ֔וּם ,Main,Q,Ø,Ellp,,,,כְּעַ֣ם עָצ֔וּם ,,,,,,,,,,,
294606,אֶ֤רֶךְ אַפַּ֨יִם֙ וְרַב־חֶ֔סֶד ,576338,אֶ֤רֶךְ אַפַּ֨יִם֙ וְרַב־חֶ֔סֶד ,SubAdv,Q,Ø,AjCl,,,,אֶ֤רֶךְ אַפַּ֨יִם֙ וְרַב־חֶ֔סֶד ,,,,,,,,,,,
294611,וְשׁ֖וּבוּ אֶל־יְהוָ֣ה אֱלֹֽהֵיכֶ֑ם ,576336,וְשׁ֖וּבוּ אֶל־יְהוָ֣ה אֱלֹֽהֵיכֶ֑ם ,Main,Q,impv,WIm0,p2,CWB[,שׁובו,וְשׁ֖וּבוּ אֶל־יְהוָ֣ה אֱלֹֽהֵיכֶ֑ם כִּֽי־חַנּ֤וּן וְרַחוּם֙ ה֔וּא אֶ֤רֶךְ אַפַּ֨יִם֙ וְרַב־חֶ֔סֶד וְנִחָ֖ם עַל־הָרָעָֽה׃ ,יָשׁ֣וּב ,576341,יָשׁ֣וּב ,SubArg,Q,yqtl,ZYq0,p3,CWB[,ישׁוב,יָשׁ֣וּב 
294704,וַיֹּ֣אמֶר לְעַמֹּ֗ו ,576365,וַיֹּ֣אמֶר לְעַמֹּ֗ו ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֣אמֶר לְעַמֹּ֗ו ,וּשְׂבַעְתֶּ֖ם אֹתֹ֑ו ,576367,וּשְׂבַעְתֶּ֖ם אֹתֹ֑ו ,Main,Q,wqtl,WQt0,p2,FB<[,שׂבעתם,וּשְׂבַעְתֶּ֖ם אֹתֹ֑ו 
295000,וּבַ֨שְּׂרִידִ֔ים ,576428,וּבַ֨שְּׂרִידִ֔ים ,Main,?,Ø,Ellp,,,,וּבַ֨שְּׂרִידִ֔ים ,,,,,,,,,,,
295086,וְ֠גַם מָה־אַתֶּ֥ם לִי֙ ,576441,וְ֠גַם מָה־אַתֶּ֥ם לִי֙ ,Main,Q,Ø,NmCl,,,,וְ֠גַם מָה־אַתֶּ֥ם לִי֙ צֹ֣ר וְצִידֹ֔ון וְכֹ֖ל גְּלִילֹ֣ות פְּלָ֑שֶׁת ,וְאִם־גֹּמְלִ֤ים אַתֶּם֙ עָלַ֔י ,576444,וְאִם־גֹּמְלִ֤ים אַתֶּם֙ עָלַ֔י ,SubAdv,Q,ptcp,Ptcp,unknown,GML[,גמלים,וְאִם־גֹּמְלִ֤ים אַתֶּם֙ עָלַ֔י 
295090,הַגְּמ֗וּל אַתֶּם֙ מְשַׁלְּמִ֣ים עָלָ֔י ,576443,הַגְּמ֗וּל אַתֶּם֙ מְשַׁלְּמִ֣ים עָלָ֔י ,Main,Q,ptcp,Ptcp,unknown,CLM[,משׁלמים,הַגְּמ֗וּל אַתֶּם֙ מְשַׁלְּמִ֣ים עָלָ֔י ,,,,,,,,,,,
295128,וְ֠גַם מָה־אַתֶּ֥ם לִי֙ ,576441,וְ֠גַם מָה־אַתֶּ֥ם לִי֙ ,Main,Q,Ø,NmCl,,,,וְ֠גַם מָה־אַתֶּ֥ם לִי֙ צֹ֣ר וְצִידֹ֔ון וְכֹ֖ל גְּלִילֹ֣ות פְּלָ֑שֶׁת הַגְּמ֗וּל אַתֶּם֙ מְשַׁלְּמִ֣ים עָלָ֔י וְאִם־גֹּמְלִ֤ים אַתֶּם֙ עָלַ֔י קַ֣ל מְהֵרָ֔ה אָשִׁ֥יב גְּמֻלְכֶ֖ם בְּרֹאשְׁכֶֽם׃ אֲשֶׁר־כַּסְפִּ֥י וּזְהָבִ֖י לְקַחְתֶּ֑ם וּמַֽחֲמַדַּי֙ הַטֹּבִ֔ים הֲבֵאתֶ֖ם לְהֵיכְלֵיכֶֽם׃ וּבְנֵ֤י יְהוּדָה֙ וּבְנֵ֣י יְרוּשָׁלִַ֔ם מְכַרְתֶּ֖ם לִבְנֵ֣י הַיְּוָנִ֑ים לְמַ֥עַן הַרְחִיקָ֖ם מֵעַ֥ל גְּבוּלָֽם׃ ,אֲשֶׁר־מְכַרְתֶּ֥ם אֹתָ֖ם שָׁ֑מָּה ,576451,אֲשֶׁר־מְכַרְתֶּ֥ם אֹתָ֖ם שָׁ֑מָּה ,SubMod,Q,qtl,xQt0,p2,MKR[,מכרתם,אֲשֶׁר־מְכַרְתֶּ֥ם אֹתָ֖ם שָׁ֑מָּה 
295293,כִּ֣י אֲנִ֤י יְהוָה֙ אֱלֹ֣הֵיכֶ֔ם ,576493,כִּ֣י אֲנִ֤י יְהוָה֙ אֱלֹ֣הֵיכֶ֔ם ,SubArg,Q,Ø,NmCl,,,,כִּ֣י אֲנִ֤י יְהוָה֙ אֱלֹ֣הֵיכֶ֔ם ,,,,,,,,,,,
295380,וִיהוּדָ֖ה לְעֹולָ֣ם תֵּשֵׁ֑ב ,576507,וִיהוּדָ֖ה לְעֹולָ֣ם תֵּשֵׁ֑ב ,Main,Q,yqtl,WXYq,p3,JCB[,תשׁב,וִיהוּדָ֖ה לְעֹולָ֣ם תֵּשֵׁ֑ב וִירוּשָׁלִַ֖ם לְדֹ֥ור וָדֹֽור׃ וְנִקֵּ֖יתִי דָּמָ֣ם לֹֽא־נִקֵּ֑יתִי ,,,,,,,,,,,
295775,עַל־מִכְרָ֤ם בַּכֶּ֨סֶף֙ צַדִּ֔יק ,576586,עַל־מִכְרָ֤ם בַּכֶּ֨סֶף֙ צַדִּ֔יק ,SubAdv,Q,infc,InfC,unknown,MKR[,מכרם,עַל־מִכְרָ֤ם בַּכֶּ֨סֶף֙ צַדִּ֔יק וְאֶבְיֹ֖ון בַּעֲב֥וּר נַעֲלָֽיִם׃ ,וְדֶ֥רֶךְ עֲנָוִ֖ים יַטּ֑וּ ,576589,וְדֶ֥רֶךְ עֲנָוִ֖ים יַטּ֑וּ ,SubAdv,Q,yqtl,WxY0,p3,NVH[,יטו,וְדֶ֥רֶךְ עֲנָוִ֖ים יַטּ֑וּ 
295898,וְאָנֹכִ֛י הֶעֱלֵ֥יתִי אֶתְכֶ֖ם מֵאֶ֣רֶץ מִצְרָ֑יִם ,576598,וְאָנֹכִ֛י הֶעֱלֵ֥יתִי אֶתְכֶ֖ם מֵאֶ֣רֶץ מִצְרָ֑יִם ,Main,Q,qtl,WXQt,p1,<LH[,העליתי,וְאָנֹכִ֛י הֶעֱלֵ֥יתִי אֶתְכֶ֖ם מֵאֶ֣רֶץ מִצְרָ֑יִם וָאֹולֵ֨ךְ אֶתְכֶ֤ם בַּמִּדְבָּר֙ אַרְבָּעִ֣ים שָׁנָ֔ה לָרֶ֖שֶׁת אֶת־אֶ֥רֶץ הָאֱמֹרִֽי׃ וָאָקִ֤ים מִבְּנֵיכֶם֙ לִנְבִיאִ֔ים וּמִבַּחוּרֵיכֶ֖ם לִנְזִרִ֑ים הַאַ֥ף אֵֽין־זֹ֛את בְּנֵ֥י יִשְׂרָאֵ֖ל נְאֻם־יְהוָֽה׃ וַתַּשְׁק֥וּ אֶת־הַנְּזִרִ֖ים יָ֑יִן וְעַל־הַנְּבִיאִים֙ צִוִּיתֶ֣ם לֵאמֹ֔ר לֹ֖א תִּנָּבְאֽוּ׃ ,כַּאֲשֶׁ֤ר תָּעִיק֙ הָעֲגָלָ֔ה ,576611,כַּאֲשֶׁ֤ר תָּעִיק֙ הָעֲגָלָ֔ה ,SubAdv,Q,yqtl,xYqX,p3,<WQ[,תעיק,כַּאֲשֶׁ֤ר תָּעִיק֙ הָעֲגָלָ֔ה 
296121,וְלֹֽא־יָדְע֥וּ ,576655,וְלֹֽא־יָדְע֥וּ ,Main,Q,qtl,WxQ0,p3,JD<[,ידעו,וְלֹֽא־יָדְע֥וּ עֲשֹׂות־נְכֹחָ֖ה נְאֻם־יְהוָ֑ה ,,,,,,,,,,,
296166,כֵּ֣ן יִנָּצְל֞וּ בְּנֵ֣י יִשְׂרָאֵ֗ל ,576667,כֵּ֣ן יִנָּצְל֞וּ בְּנֵ֣י יִשְׂרָאֵ֗ל ,Main,Q,yqtl,xYqX,p3,NYL[,ינצלו,כֵּ֣ן יִנָּצְל֞וּ בְּנֵ֣י יִשְׂרָאֵ֗ל ,,,,,,,,,,,
296243,פָּרֹ֤ות הַבָּשָׁן֙ ,576682,פָּרֹ֤ות הַבָּשָׁן֙ ,Main,Q,Ø,Voct,,,,פָּרֹ֤ות הַבָּשָׁן֙ אֲשֶׁר֙ בְּהַ֣ר שֹֽׁמְרֹ֔ון ,הָרֹצְצֹ֖ות אֶבְיֹונִ֑ים ,576685,הָרֹצְצֹ֖ות אֶבְיֹונִ֑ים ,SubAdv,Q,ptcp,Ptcp,unknown,RYY[,רצצות,הָרֹצְצֹ֖ות אֶבְיֹונִ֑ים 
296246,הָעֹשְׁקֹ֣ות דַּלִּ֔ים ,576684,הָעֹשְׁקֹ֣ות דַּלִּ֔ים ,SubMod,Q,ptcp,Ptcp,unknown,<CQ[,עשׁקות,הָעֹשְׁקֹ֣ות דַּלִּ֔ים ,הָאֹמְרֹ֥ת לַאֲדֹֽנֵיהֶ֖ם ,576686,הָאֹמְרֹ֥ת לַאֲדֹֽנֵיהֶ֖ם ,SubAdv,Q,ptcp,Ptcp,unknown,>MR[,אמרת,הָאֹמְרֹ֥ת לַאֲדֹֽנֵיהֶ֖ם 
296249,הָרֹצְצֹ֖ות אֶבְיֹונִ֑ים ,576685,הָרֹצְצֹ֖ות אֶבְיֹונִ֑ים ,SubAdv,Q,ptcp,Ptcp,unknown,RYY[,רצצות,הָרֹצְצֹ֖ות אֶבְיֹונִ֑ים ,הָבִ֥יאָה ,576687,הָבִ֥יאָה ,Main,Q,impv,ZIm0,p2,BW>[,הביאה,הָבִ֥יאָה 
296263,נִשְׁבַּ֨ע אֲדֹנָ֤י יְהוִה֙ בְּקָדְשֹׁ֔ו ,576689,נִשְׁבַּ֨ע אֲדֹנָ֤י יְהוִה֙ בְּקָדְשֹׁ֔ו ,Main,Q,qtl,ZQtX,p3,CB<[,נשׁבע,נִשְׁבַּ֨ע אֲדֹנָ֤י יְהוִה֙ בְּקָדְשֹׁ֔ו ,וְנִשָּׂ֤א אֶתְכֶם֙ בְּצִנֹּ֔ות ,576691,וְנִשָּׂ֤א אֶתְכֶם֙ בְּצִנֹּ֔ות ,SubAdv,Q,wqtl,WQt0,p3,NF>[,נשׂא,וְנִשָּׂ֤א אֶתְכֶם֙ בְּצִנֹּ֔ות 
296467,וַתִּהְי֕וּ כְּא֖וּד ,576738,וַתִּהְי֕וּ כְּא֖וּד ,Main,Q,wayq,Way0,p2,HJH[,תהיו,וַתִּהְי֕וּ כְּא֖וּד ,,,,,,,,,,,
296493,כִּ֡י הִנֵּה֩ ,576749,כִּ֡י הִנֵּה֩ ,SubAdv,Q,Ø,NmCl,,,,כִּ֡י הִנֵּה֩ ,וּבֹרֵ֣א ר֗וּחַ ,576751,וּבֹרֵ֣א ר֗וּחַ ,Main,Q,ptcp,Ptcp,unknown,BR>[,ברא,וּבֹרֵ֣א ר֗וּחַ 
296496,יֹוצֵ֨ר הָרִ֜ים ,576750,יֹוצֵ֨ר הָרִ֜ים ,Main,Q,ptcp,CPen,unknown,JYR[,יוצר,יֹוצֵ֨ר הָרִ֜ים ,וּמַגִּ֤יד לְאָדָם֙ ,576752,וּמַגִּ֤יד לְאָדָם֙ ,Main,Q,ptcp,Ptcp,unknown,NGD[,מגיד,וּמַגִּ֤יד לְאָדָם֙ 
296499,וּבֹרֵ֣א ר֗וּחַ ,576751,וּבֹרֵ֣א ר֗וּחַ ,Main,Q,ptcp,Ptcp,unknown,BR>[,ברא,וּבֹרֵ֣א ר֗וּחַ ,מַה־שֵּׂחֹ֔ו ,576753,מַה־שֵּׂחֹ֔ו ,SubArg,Q,Ø,NmCl,,,,מַה־שֵּׂחֹ֔ו 
296504,יֹוצֵ֨ר הָרִ֜ים ,576750,יֹוצֵ֨ר הָרִ֜ים ,Main,Q,ptcp,CPen,unknown,JYR[,יוצר,יֹוצֵ֨ר הָרִ֜ים וּבֹרֵ֣א ר֗וּחַ וּמַגִּ֤יד לְאָדָם֙ מַה־שֵּׂחֹ֔ו ,וְדֹרֵ֖ךְ עַל־בָּ֣מֳתֵי אָ֑רֶץ ,576755,וְדֹרֵ֖ךְ עַל־בָּ֣מֳתֵי אָ֑רֶץ ,Main,Q,ptcp,Ptcp,unknown,DRK[,דרך,וְדֹרֵ֖ךְ עַל־בָּ֣מֳתֵי אָ֑רֶץ 
