eng_simp_agree,TOTAL,"('prose', 'N')","('prose', 'Q')","('prophetic', 'Q')","('poetry', 'Q')","('prophetic', 'N')","('instruction', 'N')","('poetry', 'N')","('list', 'N')","('instruction', 'Q')","('list', 'Q')"
0,1023,543,139,129,99,41,24,18,17,12,1
