bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
148325,לְכָ֗ה ,544402,לְכָ֗ה ,Main,Q,impv,ZIm0,p2,HLK[,לכה,לְכָ֗ה ,אֲשֶׁ֖ר מֵעֵ֣בֶר הַלָּ֑ז ,544404,אֲשֶׁ֖ר מֵעֵ֣בֶר הַלָּ֑ז ,SubMod,Q,Ø,NmCl,,,,אֲשֶׁ֖ר מֵעֵ֣בֶר הַלָּ֑ז 
148450,לְכָה֙ ,544424,לְכָה֙ ,Main,Q,impv,ZIm0,p2,HLK[,לכה,לְכָה֙ ,,,,,,,,,,,
148568,עֲל֣וּ אֵלֵ֔ינוּ ,544453,עֲל֣וּ אֵלֵ֔ינוּ ,Main,Q,impv,ZIm0,p2,<LH[,עלו,עֲל֣וּ אֵלֵ֔ינוּ ,,,,,,,,,,,
149153,וַיֹּ֣אמֶר שָׁא֡וּל ,544575,וַיֹּ֣אמֶר שָׁא֡וּל ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר שָׁא֡וּל ,וְֽנָבֹ֥זָה בָהֶ֣ם׀ ,544577,וְֽנָבֹ֥זָה בָהֶ֣ם׀ ,Main,Q,cohoF,WYq0,p1,BZZ[,נבזה,וְֽנָבֹ֥זָה בָהֶ֣ם׀ 
149158,נֵרְדָ֣ה אַחֲרֵי֩ פְלִשְׁתִּ֨ים׀ לַ֜יְלָה ,544576,נֵרְדָ֣ה אַחֲרֵי֩ פְלִשְׁתִּ֨ים׀ לַ֜יְלָה ,Main,Q,cohoF,ZYq0,p1,JRD[,נרדה,נֵרְדָ֣ה אַחֲרֵי֩ פְלִשְׁתִּ֨ים׀ לַ֜יְלָה ,עַד־אֹ֣ור הַבֹּ֗קֶר ,544578,עַד־אֹ֣ור הַבֹּ֗קֶר ,SubAdv,Q,infc,InfC,unknown,>WR[,אור,עַד־אֹ֣ור הַבֹּ֗קֶר 
149181,וַיֹּ֨אמֶר֙ הַכֹּהֵ֔ן ,544584,וַיֹּ֨אמֶר֙ הַכֹּהֵ֔ן ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֨אמֶר֙ הַכֹּהֵ֔ן ,,,,,,,,,,,
149883,הֶ֚רֶף ,544730,הֶ֚רֶף ,Main,Q,impv,ZIm0,p2,RPH[,הרף,הֶ֚רֶף ,אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֵלַ֖י הַלָּ֑יְלָה ,544732,אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֵלַ֖י הַלָּ֑יְלָה ,SubArg,Q,qtl,xQtX,p3,DBR[,דבר,אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֵלַ֖י הַלָּ֑יְלָה 
150986,תְּנוּ־לִ֣י אִ֔ישׁ ,544989,תְּנוּ־לִ֣י אִ֔ישׁ ,Main,Q,impv,ZIm0,p2,NTN[,תנו,תְּנוּ־לִ֣י אִ֔ישׁ ,,,,,,,,,,,
151786,לְכָ֣ה אֵלַ֔י ,545159,לְכָ֣ה אֵלַ֔י ,Main,Q,impv,ZIm0,p2,HLK[,לכה,לְכָ֣ה אֵלַ֔י ,,,,,,,,,,,
154043,אִם־מָצָ֤אתִי חֵן֙ בְּעֵינֶ֔יךָ ,545651,אִם־מָצָ֤אתִי חֵן֙ בְּעֵינֶ֔יךָ ,SubAdv,Q,qtl,xQt0,p1,MY>[,מצאתי,אִם־מָצָ֤אתִי חֵן֙ בְּעֵינֶ֔יךָ ,וְאֶרְאֶ֣ה אֶת־אֶחָ֑י ,545653,וְאֶרְאֶ֣ה אֶת־אֶחָ֑י ,Main,Q,yqtl,WYq0,p1,R>H[,אראה,וְאֶרְאֶ֣ה אֶת־אֶחָ֑י 
157829,קַח־נָ֨א אֶֽת־הַחֲנִ֜ית וְאֶת־צַפַּ֥חַת הַמַּ֖יִם ,546481,קַח־נָ֨א אֶֽת־הַחֲנִ֜ית ,Main,Q,impv,ZIm0,p2,LQX[,קח,קַח־נָ֨א אֶֽת־הַחֲנִ֜ית אֲשֶׁ֧ר מְרַאֲשֹׁתָ֛יו וְאֶת־צַפַּ֥חַת הַמַּ֖יִם ,,,,,,,,,,,
158317,יִתְּנוּ־לִ֣י מָקֹ֗ום בְּאַחַ֛ת עָרֵ֥י הַשָּׂדֶ֖ה ,546591,יִתְּנוּ־לִ֣י מָקֹ֗ום בְּאַחַ֛ת עָרֵ֥י הַשָּׂדֶ֖ה ,Main,Q,yqtl,ZYq0,p3,NTN[,יתנו,יִתְּנוּ־לִ֣י מָקֹ֗ום בְּאַחַ֛ת עָרֵ֥י הַשָּׂדֶ֖ה ,,,,,,,,,,,
158649,בַּקְּשׁוּ־לִי֙ אֵ֣שֶׁת בַּעֲלַת־אֹ֔וב ,546651,בַּקְּשׁוּ־לִי֙ אֵ֣שֶׁת בַּעֲלַת־אֹ֔וב ,Main,Q,impv,ZIm0,p2,BQC[,בקשׁו,בַּקְּשׁוּ־לִי֙ אֵ֣שֶׁת בַּעֲלַת־אֹ֔וב ,וְאֶדְרְשָׁה־בָּ֑הּ ,546653,וְאֶדְרְשָׁה־בָּ֑הּ ,Main,Q,cohoF,WYq0,p1,DRC[,אדרשׁה,וְאֶדְרְשָׁה־בָּ֑הּ 
158652,וְאֵלְכָ֥ה אֵלֶ֖יהָ ,546652,וְאֵלְכָ֥ה אֵלֶ֖יהָ ,Main,Q,cohoF,WYq0,p1,HLK[,אלכה,וְאֵלְכָ֥ה אֵלֶ֖יהָ ,,,,,,,,,,,
159040,שְׁמַֽע־נָ֤א גַם־אַתָּה֙ בְּקֹ֣ול שִׁפְחָתֶ֔ךָ ,546740,שְׁמַֽע־נָ֤א גַם־אַתָּה֙ בְּקֹ֣ול שִׁפְחָתֶ֔ךָ ,Main,Q,impv,ZImX,p2,CM<[,שׁמע,שְׁמַֽע־נָ֤א גַם־אַתָּה֙ בְּקֹ֣ול שִׁפְחָתֶ֔ךָ ,וֶאֱכֹ֑ול ,546742,וֶאֱכֹ֑ול ,Main,Q,impv,WIm0,p2,>KL[,אכול,וֶאֱכֹ֑ול 
162125,וַיֹּ֣אמֶר אַבְנֵ֣ר אֶל־דָּוִ֡ד ,547377,וַיֹּ֣אמֶר אַבְנֵ֣ר אֶל־דָּוִ֡ד ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר אַבְנֵ֣ר אֶל־דָּוִ֡ד ,וְֽאֵלֵ֡כָה ,547379,וְֽאֵלֵ֡כָה ,Main,Q,cohoF,WYq0,p1,HLK[,אלכה,וְֽאֵלֵ֡כָה 
162127,אָק֣וּמָה׀ ,547378,אָק֣וּמָה׀ ,Main,Q,cohoF,ZYq0,p1,QWM[,אקומה,אָק֣וּמָה׀ ,וְאֶקְבְּצָה֩ אֶל־אֲדֹנִ֨י הַמֶּ֜לֶךְ אֶת־כָּל־יִשְׂרָאֵ֗ל ,547380,וְאֶקְבְּצָה֩ אֶל־אֲדֹנִ֨י הַמֶּ֜לֶךְ אֶת־כָּל־יִשְׂרָאֵ֗ל ,Main,Q,cohoF,WYq0,p1,QBY[,אקבצה,וְאֶקְבְּצָה֩ אֶל־אֲדֹנִ֨י הַמֶּ֜לֶךְ אֶת־כָּל־יִשְׂרָאֵ֗ל 
162129,וְֽאֵלֵ֡כָה ,547379,וְֽאֵלֵ֡כָה ,Main,Q,cohoF,WYq0,p1,HLK[,אלכה,וְֽאֵלֵ֡כָה ,וְיִכְרְת֤וּ אִתְּךָ֙ בְּרִ֔ית ,547381,וְיִכְרְת֤וּ אִתְּךָ֙ בְּרִ֔ית ,Main,Q,yqtl,WYq0,p3,KRT[,יכרתו,וְיִכְרְת֤וּ אִתְּךָ֙ בְּרִ֔ית 
163940,וְעִם־הָֽאֲמָהֹות֙ ,547713,וְעִם־הָֽאֲמָהֹות֙ ,Main,Q,Ø,CPen,,,,וְעִם־הָֽאֲמָהֹות֙ אֲשֶׁ֣ר אָמַ֔רְתְּ ,,,,,,,,,,,
166558,וְאִ֨ם־מְעָ֔ט ,548237,וְאִ֨ם־מְעָ֔ט ,SubAdv,Q,Ø,NmCl,,,,וְאִ֨ם־מְעָ֔ט ,,,,,,,,,,,
168168,וּנְמִתֵ֨הוּ֙ בְּנֶ֤פֶשׁ אָחִיו֙ ,548625,וּנְמִתֵ֨הוּ֙ בְּנֶ֤פֶשׁ אָחִיו֙ ,Main,Q,yqtl,WYq0,p1,MWT[,נמתהו,וּנְמִתֵ֨הוּ֙ בְּנֶ֤פֶשׁ אָחִיו֙ אֲשֶׁ֣ר הָרָ֔ג ,,,,,,,,,,,
168371,וַתֹּ֤אמֶר שִׁפְחָֽתְךָ֙ ,548671,וַתֹּ֤אמֶר שִׁפְחָֽתְךָ֙ ,Main,Q,wayq,WayX,p3,>MR[,תאמר,וַתֹּ֤אמֶר שִׁפְחָֽתְךָ֙ ,אוּלַ֛י יַעֲשֶׂ֥ה הַמֶּ֖לֶךְ אֶת־דְּבַ֥ר אֲמָתֹֽו׃ ,548673,אוּלַ֛י יַעֲשֶׂ֥ה הַמֶּ֖לֶךְ אֶת־דְּבַ֥ר אֲמָתֹֽו׃ ,Main,Q,yqtl,xYqX,p3,<FH[,יעשׂה,אוּלַ֛י יַעֲשֶׂ֥ה הַמֶּ֖לֶךְ אֶת־דְּבַ֥ר אֲמָתֹֽו׃ 
168814,בֹּ֣א הֵ֠נָּה ,548764,בֹּ֣א הֵ֠נָּה ,Main,Q,impv,ZIm0,p2,BW>[,בא,בֹּ֣א הֵ֠נָּה ,לֵאמֹ֗ר ,548766,לֵאמֹ֗ר ,SubAdv,Q,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֗ר 
169035,וַיֹּ֤אמֶר אַבְשָׁלֹום֙ אֶל־הַמֶּ֔לֶךְ ,548813,וַיֹּ֤אמֶר אַבְשָׁלֹום֙ אֶל־הַמֶּ֔לֶךְ ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֤אמֶר אַבְשָׁלֹום֙ אֶל־הַמֶּ֔לֶךְ ,וַאֲשַׁלֵּ֛ם אֶת־נִדְרִ֛י בְּחֶבְרֹֽון׃ ,548815,וַאֲשַׁלֵּ֛ם אֶת־נִדְרִ֛י ,Main,Q,yqtl,WYq0,p1,CLM[,אשׁלם,וַאֲשַׁלֵּ֛ם אֶת־נִדְרִ֛י 
169178,ק֣וּמוּ ,548846,ק֣וּמוּ ,Main,Q,impv,ZIm0,p2,QWM[,קומו,ק֣וּמוּ ,,,,,,,,,,,
169982,לָ֣מָּה יְקַלֵּ֞ל הַכֶּ֤לֶב הַמֵּת֙ הַזֶּ֔ה אֶת־אֲדֹנִ֖י הַמֶּ֑לֶךְ ,549018,לָ֣מָּה יְקַלֵּ֞ל הַכֶּ֤לֶב הַמֵּת֙ הַזֶּ֔ה אֶת־אֲדֹנִ֖י הַמֶּ֑לֶךְ ,Main,Q,yqtl,xYqX,p3,QLL[,יקלל,לָ֣מָּה יְקַלֵּ֞ל הַכֶּ֤לֶב הַמֵּת֙ הַזֶּ֔ה אֶת־אֲדֹנִ֖י הַמֶּ֑לֶךְ ,וְאָסִ֥ירָה אֶת־רֹאשֹֽׁו׃ ס ,549020,וְאָסִ֥ירָה אֶת־רֹאשֹֽׁו׃ ס ,Main,Q,cohoF,WYq0,p1,SWR[,אסירה,וְאָסִ֥ירָה אֶת־רֹאשֹֽׁו׃ ס 
169985,אֶעְבְּרָה־נָּ֖א ,549019,אֶעְבְּרָה־נָּ֖א ,Main,Q,cohoF,ZYq0,p1,<BR[,אעברה,אֶעְבְּרָה־נָּ֖א ,,,,,,,,,,,
170295,וַיֹּ֥אמֶר אֲחִיתֹ֖פֶל אֶל־אַבְשָׁלֹ֑ם ,549087,וַיֹּ֥אמֶר אֲחִיתֹ֖פֶל אֶל־אַבְשָׁלֹ֑ם ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֥אמֶר אֲחִיתֹ֖פֶל אֶל־אַבְשָׁלֹ֑ם ,וְאָק֛וּמָה ,549089,וְאָק֛וּמָה ,Main,Q,cohoF,WYq0,p1,QWM[,אקומה,וְאָק֛וּמָה 
170302,אֶבְחֲרָ֣ה נָּ֗א שְׁנֵים־עָשָׂ֥ר אֶ֨לֶף֙ אִ֔ישׁ ,549088,אֶבְחֲרָ֣ה נָּ֗א שְׁנֵים־עָשָׂ֥ר אֶ֨לֶף֙ אִ֔ישׁ ,Main,Q,cohoF,ZYq0,p1,BXR[,אבחרה,אֶבְחֲרָ֣ה נָּ֗א שְׁנֵים־עָשָׂ֥ר אֶ֨לֶף֙ אִ֔ישׁ ,וְאֶרְדְּפָ֥ה אַחֲרֵי־דָוִ֖ד הַלָּֽיְלָה׃ ,549090,וְאֶרְדְּפָ֥ה אַחֲרֵי־דָוִ֖ד הַלָּֽיְלָה׃ ,Main,Q,cohoF,WYq0,p1,RDP[,ארדפה,וְאֶרְדְּפָ֥ה אַחֲרֵי־דָוִ֖ד הַלָּֽיְלָה׃ 
170304,וְאָק֛וּמָה ,549089,וְאָק֛וּמָה ,Main,Q,cohoF,WYq0,p1,QWM[,אקומה,וְאָק֛וּמָה ,וְאָבֹ֣וא עָלָ֗יו ,549091,וְאָבֹ֣וא עָלָ֗יו ,Main,Q,yqtl,WYq0,p1,BW>[,אבוא,וְאָבֹ֣וא עָלָ֗יו 
170336,וְהִכֵּיתִ֥י אֶת־הַמֶּ֖לֶךְ לְבַדֹּֽו׃ ,549096,וְהִכֵּיתִ֥י אֶת־הַמֶּ֖לֶךְ לְבַדֹּֽו׃ ,Main,Q,wqtl,WQt0,p1,NKH[,הכיתי,וְהִכֵּיתִ֥י אֶת־הַמֶּ֖לֶךְ לְבַדֹּֽו׃ ,הָאִישׁ֙ ,549099,הָאִישׁ֙ ,Main,Q,Ø,NmCl,,,,כְּשׁ֣וּב הַכֹּ֔ל הָאִישׁ֙ 
170379,קְרָ֣א נָ֔א גַּ֖ם לְחוּשַׁ֣י הָאַרְכִּ֑י ,549104,קְרָ֣א נָ֔א גַּ֖ם לְחוּשַׁ֣י הָאַרְכִּ֑י ,Main,Q,impv,ZIm0,p2,QR>[,קרא,קְרָ֣א נָ֔א גַּ֖ם לְחוּשַׁ֣י הָאַרְכִּ֑י ,מַה־בְּפִ֖יו ,549106,מַה־בְּפִ֖יו ,SubArg,Q,Ø,NmCl,,,,מַה־בְּפִ֖יו 
171433,וַיֹּ֣אמֶר יֹואָ֔ב ,549306,וַיֹּ֣אמֶר יֹואָ֔ב ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר יֹואָ֔ב ,,,,,,,,,,,
171561,וַאֲחִימַ֤עַץ בֶּן־צָדֹוק֙ אָמַ֔ר ,549331,וַאֲחִימַ֤עַץ בֶּן־צָדֹוק֙ אָמַ֔ר ,Main,N,qtl,WXQt,p3,>MR[,אמר,וַאֲחִימַ֤עַץ בֶּן־צָדֹוק֙ אָמַ֔ר ,וַאֲבַשְּׂרָ֖ה אֶת־הַמֶּ֑לֶךְ ,549333,וַאֲבַשְּׂרָ֖ה אֶת־הַמֶּ֑לֶךְ ,Main,Q,cohoF,WYq0,p1,BFR[,אבשׂרה,וַאֲבַשְּׂרָ֖ה אֶת־הַמֶּ֑לֶךְ 
171564,אָר֣וּצָה נָּ֔א ,549332,אָר֣וּצָה נָּ֔א ,Main,Q,cohoF,ZYq0,p1,RWY[,ארוצה,אָר֣וּצָה נָּ֔א ,כִּי־שְׁפָטֹ֥ו יְהוָ֖ה מִיַּ֥ד אֹיְבָֽיו׃ ,549334,כִּי־שְׁפָטֹ֥ו יְהוָ֖ה מִיַּ֥ד אֹיְבָֽיו׃ ,SubArg,Q,qtl,xQtX,p3,CPV[,שׁפטו,כִּי־שְׁפָטֹ֥ו יְהוָ֖ה מִיַּ֥ד אֹיְבָֽיו׃ 
171638,וִ֣יהִי מָ֔ה ,549348,וִ֣יהִי מָ֔ה ,Main,Q,jussF,WYqX,p3,HJH[,יהי,וִ֣יהִי מָ֔ה ,,,,,,,,,,,
172632,כִּֽי־אָמַ֨ר עַבְדְּךָ֜ ,549563,כִּֽי־אָמַ֨ר עַבְדְּךָ֜ ,SubAdv,Q,qtl,xQtX,p3,>MR[,אמר,כִּֽי־אָמַ֨ר עַבְדְּךָ֜ ,וְאֶרְכַּ֤ב עָלֶ֨יהָ֙ ,549565,וְאֶרְכַּ֤ב עָלֶ֨יהָ֙ ,Main,Q,yqtl,WYq0,p1,RKB[,ארכב,וְאֶרְכַּ֤ב עָלֶ֨יהָ֙ 
173505,קְרַ֣ב עַד־הֵ֔נָּה ,549736,קְרַ֣ב עַד־הֵ֔נָּה ,Main,Q,impv,ZIm0,p2,QRB[,קרב,קְרַ֣ב עַד־הֵ֔נָּה ,,,,,,,,,,,
173603,תְּנֽוּ־אֹתֹ֣ו לְבַדֹּ֔ו ,549767,תְּנֽוּ־אֹתֹ֣ו לְבַדֹּ֔ו ,Main,Q,impv,ZIm0,p2,NTN[,תנו,תְּנֽוּ־אֹתֹ֣ו לְבַדֹּ֔ו ,,,,,,,,,,,
174661,הָאֵ֥ל מָעוּזִּ֖י ,549968,הָאֵ֥ל מָעוּזִּ֖י ,Main,Q,Ø,NmCl,,,,הָאֵ֥ל מָעוּזִּ֖י חָ֑יִל וַיַּתֵּ֥ר תָּמִ֖ים דַּרְכִּֽי׃מְשַׁוֶּ֥ה רַגְלַ֖י כָּאַיָּלֹ֑ות וְעַ֥ל בָּמֹותַ֖י יַעֲמִדֵֽנִי׃ מְלַמֵּ֥ד יָדַ֖י לַמִּלְחָמָ֑ה וְנִחַ֥ת קֶֽשֶׁת־נְחוּשָׁ֖ה זְרֹעֹתָֽי׃ וַתִּתֶּן־לִ֖י מָגֵ֣ן יִשְׁעֶ֑ךָ וַעֲנֹתְךָ֖ תַּרְבֵּֽנִי׃ תַּרְחִ֥יב צַעֲדִ֖י תַּחְתֵּ֑נִי וְלֹ֥א מָעֲד֖וּ קַרְסֻלָּֽי׃ ,וָאַשְׁמִידֵ֑ם ,549981,וָאַשְׁמִידֵ֑ם ,Main,Q,wayq,Way0,p1,CMD[,אשׁמידם,וָאַשְׁמִידֵ֑ם 
175763,צַר־לִ֣י מְאֹ֑ד ,550224,צַר־לִ֣י מְאֹ֑ד ,Main,Q,qtl,ZQt0,p3,YRR[,צר,צַר־לִ֣י מְאֹ֑ד ,כִּֽי־רַבִּ֣ים רַֽחֲמָ֔יו ,550226,כִּֽי־רַבִּ֣ים רַֽחֲמָ֔יו ,SubAdv,Q,Ø,AjCl,,,,כִּֽי־רַבִּ֣ים רַֽחֲמָ֔יו 
175776,נִפְּלָה־נָּ֤א בְיַד־יְהוָה֙ ,550225,נִפְּלָה־נָּ֤א בְיַד־יְהוָה֙ ,Main,Q,cohoF,ZYq0,p1,NPL[,נפלה,נִפְּלָה־נָּ֤א בְיַד־יְהוָה֙ כִּֽי־רַבִּ֣ים רַֽחֲמָ֔יו ,,,,,,,,,,,
186979,בֹּאָה־אִתִּ֥י הַבַּ֖יְתָה ,552261,בֹּאָה־אִתִּ֥י הַבַּ֖יְתָה ,Main,Q,impv,ZIm0,p2,BW>[,באה,בֹּאָה־אִתִּ֥י הַבַּ֖יְתָה וּֽסְעָ֑דָה ,,,,,,,,,,,
190343,הֵרָאֵ֣ה אֶל־אַחְאָ֔ב ,552936,הֵרָאֵ֣ה אֶל־אַחְאָ֔ב ,Main,Q,impv,ZIm0,p2,R>H[,הראה,הֵרָאֵ֣ה אֶל־אַחְאָ֔ב ,,,,,,,,,,,
191874,וַיֹּ֗אמֶר ,553319,וַיֹּ֗אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֗אמֶר ,וְאֵלְכָ֖ה אַחֲרֶ֑יךָ ,553321,וְאֵלְכָ֖ה אַחֲרֶ֑יךָ ,Main,Q,cohoF,WYq0,p1,HLK[,אלכה,וְאֵלְכָ֖ה אַחֲרֶ֑יךָ 
191882,אֶשְּׁקָה־נָּא֙ לְאָבִ֣י וּלְאִמִּ֔י ,553320,אֶשְּׁקָה־נָּא֙ לְאָבִ֣י וּלְאִמִּ֔י ,Main,Q,cohoF,ZYq0,p1,NCQ[,אשׁקה,אֶשְּׁקָה־נָּא֙ לְאָבִ֣י וּלְאִמִּ֔י ,,,,,,,,,,,
192494,וְאוּלָ֗ם נִלָּחֵ֤ם אִתָּם֙ בַּמִּישֹׁ֔ור ,553455,וְאוּלָ֗ם נִלָּחֵ֤ם אִתָּם֙ בַּמִּישֹׁ֔ור ,Main,Q,yqtl,WxY0,p1,LXM[,נלחם,וְאוּלָ֗ם נִלָּחֵ֤ם אִתָּם֙ בַּמִּישֹׁ֔ור אִם־לֹ֥א נֶחֱזַ֖ק מֵהֶֽם׃ וְאֶת־הַדָּבָ֥ר הַזֶּ֖ה עֲשֵׂ֑ה הָסֵ֤ר הַמְּלָכִים֙ אִ֣ישׁ מִמְּקֹמֹ֔ו וְשִׂ֥ים פַּחֹ֖ות תַּחְתֵּיהֶֽם׃ וְאַתָּ֣ה תִֽמְנֶה־לְךָ֣׀ חַ֡יִל כַּחַיִל֩ הַנֹּפֵ֨ל מֵאֹותָ֜ךְ וְס֣וּס כַּסּ֣וּס׀ וְרֶ֣כֶב כָּרֶ֗כֶב ,אִם־לֹ֥א נֶחֱזַ֖ק מֵהֶ֑ם ,553465,אִם־לֹ֥א נֶחֱזַ֖ק מֵהֶ֑ם ,SubAdv,Q,yqtl,xYq0,p1,XZQ[,נחזק,אִם־לֹ֥א נֶחֱזַ֖ק מֵהֶ֑ם 
192674,הִנֵּֽה־נָ֣א שָׁמַ֔עְנוּ ,553497,הִנֵּֽה־נָ֣א שָׁמַ֔עְנוּ ,Main,Q,qtl,xQt0,p1,CM<[,שׁמענו,הִנֵּֽה־נָ֣א שָׁמַ֔עְנוּ כִּ֗י מַלְכֵי֙ בֵּ֣ית יִשְׂרָאֵ֔ל כִּֽי־מַלְכֵ֥י חֶ֖סֶד הֵ֑ם ,וַחֲבָלִ֣ים בְּרֹאשֵׁ֗נוּ ,553501,וַחֲבָלִ֣ים בְּרֹאשֵׁ֗נוּ ,Main,Q,Ø,Ellp,,,,וַחֲבָלִ֣ים בְּרֹאשֵׁ֗נוּ 
193031,תְּנָה־לִּ֨י אֶֽת־כַּרְמְךָ֜ ,553586,תְּנָה־לִּ֨י אֶֽת־כַּרְמְךָ֜ ,Main,Q,impv,ZIm0,p2,NTN[,תנה,תְּנָה־לִּ֨י אֶֽת־כַּרְמְךָ֜ וִֽיהִי־לִ֣י לְגַן־יָרָ֗ק כִּ֣י ה֤וּא קָרֹוב֙ אֵ֣צֶל בֵּיתִ֔י ,טֹ֣וב מִמֶּ֑נּוּ ,553590,טֹ֣וב מִמֶּ֑נּוּ ,SubMod,Q,Ø,AjCl,,,,טֹ֣וב מִמֶּ֑נּוּ 
193041,אִ֚ם טֹ֣וב בְּעֵינֶ֔יךָ ,553591,אִ֚ם טֹ֣וב בְּעֵינֶ֔יךָ ,SubAdv,Q,qtl,xQt0,p3,VWB[,טוב,אִ֚ם טֹ֣וב בְּעֵינֶ֔יךָ ,,,,,,,,,,,
193136,אֹ֚ו אֶתְּנָה־לְךָ֥ כֶ֖רֶם תַּחְתָּ֑יו ,553612,אֹ֚ו ,Main,Q,Ø,Defc,,,,אֹ֚ו אִם־חָפֵ֣ץ אַתָּ֔ה ,אִם־חָפֵ֣ץ אַתָּ֔ה ,553613,אִם־חָפֵ֣ץ אַתָּ֔ה ,SubAdv,Q,Ø,AjCl,,,,אִם־חָפֵ֣ץ אַתָּ֔ה 
193787,הַאֵ֨ין פֹּ֥ה נָבִ֛יא לַיהוָ֖ה עֹ֑וד ,553769,הַאֵ֨ין פֹּ֥ה נָבִ֛יא לַיהוָ֖ה עֹ֑וד ,Main,Q,Ø,NmCl,,,,הַאֵ֨ין פֹּ֥ה נָבִ֛יא לַיהוָ֖ה עֹ֑וד ,,,,,,,,,,,
196056,הַאֵ֨ין פֹּ֤ה נָבִיא֙ לַֽיהוָ֔ה ,554300,הַאֵ֨ין פֹּ֤ה נָבִיא֙ לַֽיהוָ֔ה ,Main,Q,Ø,NmCl,,,,הַאֵ֨ין פֹּ֤ה נָבִיא֙ לַֽיהוָ֔ה ,,,,,,,,,,,
196919,שִׁלְחָ֨ה נָ֥א לִי֙ אֶחָ֣ד מִן־הַנְּעָרִ֔ים וְאַחַ֖ת הָאֲתֹנֹ֑ות ,554501,שִׁלְחָ֨ה נָ֥א לִי֙ אֶחָ֣ד מִן־הַנְּעָרִ֔ים וְאַחַ֖ת הָאֲתֹנֹ֑ות ,Main,Q,impv,ZIm0,p2,CLX[,שׁלחה,שִׁלְחָ֨ה נָ֥א לִי֙ אֶחָ֣ד מִן־הַנְּעָרִ֔ים וְאַחַ֖ת הָאֲתֹנֹ֑ות ,וְאָשֽׁוּבָה׃ ,554503,וְאָשֽׁוּבָה׃ ,Main,Q,cohoF,WYq0,p1,CWB[,אשׁובה,וְאָשֽׁוּבָה׃ 
196925,וְאָר֛וּצָה עַד־אִ֥ישׁ הָאֱלֹהִ֖ים ,554502,וְאָר֛וּצָה עַד־אִ֥ישׁ הָאֱלֹהִ֖ים ,Main,Q,cohoF,WYq0,p1,RWY[,ארוצה,וְאָר֛וּצָה עַד־אִ֥ישׁ הָאֱלֹהִ֖ים ,,,,,,,,,,,
197544,בֹּ֔א ,554664,בֹּ֔א ,Main,Q,impv,ZIm0,p2,BW>[,בא,בֹּ֔א ,,,,,,,,,,,
198179,הִנֵּֽה־נָ֣א הַמָּקֹ֗ום צַ֥ר מִמֶּֽנּוּ׃ ,554811,הִנֵּֽה־נָ֣א הַמָּקֹ֗ום ,Main,Q,Ø,Defc,,,,הִנֵּֽה־נָ֣א הַמָּקֹ֗ום אֲשֶׁ֨ר אֲנַ֜חְנוּ יֹשְׁבִ֥ים שָׁ֛ם לְפָנֶ֖יךָ צַ֥ר מִמֶּֽנּוּ׃ ,וְנִקְחָ֤ה מִשָּׁם֙ ,554815,וְנִקְחָ֤ה מִשָּׁם֙ ,Main,Q,cohoF,WYq0,p1,LQX[,נקחה,וְנִקְחָ֤ה מִשָּׁם֙ 
198185,נֵֽלְכָה־נָּ֣א עַד־הַיַּרְדֵּ֗ן ,554814,נֵֽלְכָה־נָּ֣א עַד־הַיַּרְדֵּ֗ן ,Main,Q,cohoF,ZYq0,p1,HLK[,נלכה,נֵֽלְכָה־נָּ֣א עַד־הַיַּרְדֵּ֗ן ,אִ֚ישׁ קֹורָ֣ה אֶחָ֔ת ,554816,אִ֚ישׁ קֹורָ֣ה אֶחָ֔ת ,SubAdv,Q,Ø,Ellp,,,,אִ֚ישׁ קֹורָ֣ה אֶחָ֔ת 
198552,לְכ֣וּ אַחֲרַ֔י ,554915,לְכ֣וּ אַחֲרַ֔י ,Main,Q,impv,ZIm0,p2,HLK[,לכו,לְכ֣וּ אַחֲרַ֔י ,אֲשֶׁ֣ר תְּבַקֵּשׁ֑וּן ,554917,אֲשֶׁ֣ר תְּבַקֵּשׁ֑וּן ,SubMod,Q,yqtl,xYq0,p2,BQC[,תבקשׁון,אֲשֶׁ֣ר תְּבַקֵּשׁ֑וּן 
199027,לְכוּ֙ ,555038,לְכוּ֙ ,Main,Q,impv,ZIm0,p2,HLK[,לכו,לְכוּ֙ ,,,,,,,,,,,
