bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
320448,ψαλῶ,future,active,indc,1,sg,PSA 60:9,future indc
320861,πλησθησόμεθα,future,passsive,indc,1,pl,PSA 64:5,future indc
321017,εὐφρανθησόμεθα,future,passsive,indc,1,pl,PSA 65:6,future indc
321118,διηγήσομαι,future,middle,indc,1,sg,PSA 65:16,future indc
321772,ἐμπαγῶ,aorist,passsive,subj,1,sg,PSA 68:15,aorist subj
321773,ῥυσθείην,aorist,passsive,optv,1,sg,PSA 68:15,aorist optv
321930,αἰνέσω,future,active,indc,1,sg,PSA 68:31,future indc
322062,καταισχυνθείην,aorist,passsive,optv,1,sg,PSA 70:1,aorist optv
322279,ψαλῶ,future,active,indc,1,sg,PSA 70:22,future indc
322288,ψάλω,aorist,active,subj,1,sg,PSA 70:23,aorist subj
322658,διηγήσομαι,future,middle,indc,1,sg,PSA 72:15,future indc
322678,συνῶ,aorist,active,subj,1,sg,PSA 72:17,aorist subj
323123,ψαλῶ,future,active,indc,1,sg,PSA 74:10,future indc
323268,ἐκέκραξα,aorist,active,indc,1,sg,PSA 76:2,aorist indc
323289,ἐμνήσθην,aorist,passsive,indc,1,sg,PSA 76:4,aorist indc
323293,ἠδολέσχησα,aorist,active,indc,1,sg,PSA 76:4,aorist indc
323311,,,,,,,,
323318,ἠδολέσχουν,imperfect,active,indc,3,pl,PSA 76:7,imperfect indc
323365,μνησθήσομαι,future,passsive,indc,1,sg,PSA 76:12,future indc
323377,ἀδολεσχήσω,future,active,indc,1,sg,PSA 76:13,future indc
323472,ἀνοίξω,future,active,indc,1,sg,PSA 77:2,future indc
323476,φθέγξομαι,future,middle,indc,1,sg,PSA 77:2,future indc
324450,σωθησόμεθα,future,passsive,indc,1,pl,PSA 79:4,future indc
324483,σωθησόμεθα,future,passsive,indc,1,pl,PSA 79:8,future indc
324590,σωθησόμεθα,future,passsive,indc,1,pl,PSA 79:20,future indc
324675,διαμαρτύρομαί,present,middle,indc,1,sg,PSA 80:9,present indc
324949,κληρονομήσωμεν,aorist,active,subj,1,pl,PSA 82:13,aorist subj
325212,ἀκούσομαι,future,middle,indc,1,sg,PSA 84:9,future indc
325394,δοξάσω,future,active,indc,1,sg,PSA 85:12,future indc
325730,ᾄσομαι,future,middle,indc,1,sg,PSA 88:2,future indc
326374,ἠγαλλιασάμεθα,aorist,middle,indc,1,pl,PSA 89:14,aorist indc
326376,εὐφράνθημεν,aorist,passsive,indc,1,pl,PSA 89:14,aorist indc
326967,ἀγαλλιασώμεθα,aorist,middle,subj,1,pl,PSA 94:1,aorist subj
326970,ἀλαλάξωμεν,aorist,active,subj,1,pl,PSA 94:1,aorist subj
326974,προφθάσωμεν,aorist,active,subj,1,sg,PSA 94:2,aorist subj
327015,προσπέσωμεν,aorist,active,subj,1,pl,PSA 94:6,aorist subj
327016,κλαύσωμεν,aorist,active,subj,1,pl,PSA 94:6,aorist subj
327626,ᾄσομαί,future,middle,indc,1,sg,PSA 100:1,future indc
327629,,,,,,,,
327630,συνήσω,future,active,indc,1,sg,PSA 100:2,future indc
328548,ᾄσω,future,active,indc,1,sg,PSA 103:33,future indc
328553,ψαλῶ,future,active,indc,1,sg,PSA 103:33,future indc
329861,ᾄσομαι,future,middle,indc,1,sg,PSA 107:2,future indc
329863,ψαλῶ,future,active,indc,1,sg,PSA 107:2,future indc
329871,ἐξεγερθήσομαι,future,passsive,indc,1,sg,PSA 107:3,future indc
329913,ὑψωθήσομαι,future,passsive,indc,1,sg,PSA 107:8,future indc
329914,διαμεριῶ,future,active,indc,1,sg,PSA 107:8,future indc
331273,ἀγαλλιασώμεθα,aorist,middle,subj,1,pl,PSA 117:24,aorist subj
331275,εὐφρανθῶμεν,aorist,passsive,subj,1,pl,PSA 117:24,aorist subj
331427,ἀδολεσχήσω,aorist,active,subj,1,sg,PSA 118:15,aorist subj
331429,κατανοήσω,aorist,active,subj,1,sg,PSA 118:15,aorist subj
331442,φυλάξω,future,active,indc,1,sg,PSA 118:17,future indc
331447,κατανοήσω,aorist,active,subj,1,sg,PSA 118:18,aorist subj
331517,ἀδολεσχήσω,aorist,active,subj,1,sg,PSA 118:27,aorist subj
331560,ἐξερευνήσω,aorist,active,subj,1,sg,PSA 118:34,aorist subj
331640,φυλάξω,future,active,indc,1,sg,PSA 118:44,future indc
331648,ἐπορευόμην,imperfect,middle,indc,1,sg,PSA 118:45,imperfect indc
331656,ἐλάλουν,imperfect,active,indc,1,sg,PSA 118:46,imperfect indc
331678,ἠδολέσχουν,imperfect,active,indc,1,sg,PSA 118:48,imperfect indc
331868,μαθήσομαι,future,middle,indc,1,sg,PSA 118:73,future indc
331987,φυλάξω,future,active,indc,1,sg,PSA 118:88,future indc
332196,ἐξερευνήσω,aorist,active,subj,1,sg,PSA 118:115,aorist subj
332211,σωθήσομαι,future,passsive,indc,1,sg,PSA 118:117,future indc
332276,γνώσομαι,future,middle,indc,1,sg,PSA 118:125,future indc
332347,φυλάξω,future,active,indc,1,sg,PSA 118:134,future indc
332423,ἐκζητήσω,aorist,active,subj,1,sg,PSA 118:145,aorist subj
332427,φυλάξω,future,active,indc,1,sg,PSA 118:146,future indc
332856,ἐλάλουν,imperfect,active,indc,3,pl,PSA 121:8,imperfect indc
332864,ἐξεζήτησα,aorist,active,indc,1,sg,PSA 121:9,aorist indc
333498,εἰσελευσόμεθα,future,middle,indc,1,pl,PSA 131:7,future indc
334413,καταβῶ,aorist,active,subj,1,sg,PSA 138:8,aorist subj
334419,κατασκηνώσω,aorist,active,subj,1,sg,PSA 138:9,aorist subj
335154,ᾄσομαί,future,middle,indc,1,sg,PSA 143:9,future indc
335159,ψαλῶ,future,active,indc,1,sg,PSA 143:9,future indc
335247,εὐλογήσω,aorist,active,subj,1,sg,PSA 144:1,aorist subj
335258,αἰνέσω,aorist,active,subj,1,sg,PSA 144:2,aorist subj
335288,διηγήσονται,future,middle,indc,3,pl,PSA 144:5,future indc
335451,αἰνέσω,aorist,active,subj,1,sg,PSA 145:2,aorist subj
335455,ψαλῶ,future,active,indc,1,sg,PSA 145:2,future indc
337663,ἡλλόμην,imperfect,middle,indc,1,sg,JOB 6:10,imperfect indc
337956,λαλήσω,future,active,indc,1,sg,JOB 7:11,future indc
337960,ἀνοίξω,future,active,indc,1,sg,JOB 7:11,future indc
338398,διακρινεῖ,future,active,indc,3,sg,JOB 9:14,future indc
338510,ἐπιλήσομαι,future,middle,indc,1,sg,JOB 9:27,future indc
338512,συγκύψας,aorist,active,ptcp,,sg,JOB 9:27,aorist ptcp
338515,στενάξω,future,active,indc,1,sg,JOB 9:27,future indc
338573,λαλήσω,future,active,indc,1,sg,JOB 9:35,future indc
338586,ἐπαφήσω,future,active,indc,1,sg,JOB 10:1,future indc
338589,λαλήσω,future,active,indc,1,sg,JOB 10:1,future indc
338786,ἀναπαύσασθαι,aorist,middle,infv,,,JOB 10:20,aorist infv
339366,λαλήσω,aorist,active,subj,1,sg,JOB 13:13,aorist subj
339898,ἀναγγελῶ,future,active,indc,1,sg,JOB 15:17,future indc
340110,λαλήσω,aorist,active,subj,1,sg,JOB 16:4,aorist subj
340116,ἐναλοῦμαι,future,active,indc,1,sg,JOB 16:4,future indc
340121,κινήσω,future,active,indc,1,sg,JOB 16:4,future indc
340133,λαλήσω,future,active,indc,1,sg,JOB 16:6,future indc
340138,σιωπήσω,future,active,indc,1,sg,JOB 16:6,future indc
340787,ἀναστῶ,aorist,active,subj,1,sg,JOB 19:18,aorist subj
341786,εἴποιμι,aorist,active,optv,1,sg,JOB 23:4,aorist optv
341794,γνῴην,aorist,active,optv,1,sg,JOB 23:5,aorist optv
341798,αἰσθοίμην,aorist,middle,optv,1,sg,JOB 23:5,aorist optv
341818,ἐξαγάγοι,aorist,active,optv,3,sg,JOB 23:7,aorist optv
343349,,,,,,,,
343473,σπείραιμι,aorist,active,optv,1,sg,JOB 31:8,aorist optv
344019,λαλήσω,future,active,indc,1,sg,JOB 32:20,future indc
344386,ἑλώμεθα,aorist,middle,subj,1,pl,JOB 34:4,aorist subj
344388,γνῶμεν,aorist,active,subj,1,pl,JOB 34:4,aorist subj
347023,κοινώνησον,aorist,active,impv,2,sg,PRO 1:11,aorist impv
347026,κρύψωμεν,aorist,active,subj,1,pl,PRO 1:11,aorist subj
347143,προήσομαι,future,middle,indc,1,sg,PRO 1:23,future indc
347146,διδάξω,future,active,indc,1,sg,PRO 1:23,future indc
348747,ἐγκυλισθῶμεν,aorist,active,subj,1,pl,PRO 7:18,aorist subj
350085,,,,,,,,
352329,,,,,,,,
354407,,,,,,,,
356250,πορευθῶ,aorist,passsive,subj,1,sg,RUT 2:2,aorist subj
356255,συνάξω,future,active,indc,1,sg,RUT 2:2,future indc
356351,συλλέξω,future,active,indc,1,sg,RUT 2:7,future indc
357207,γνώσομαι,future,middle,indc,1,sg,RUT 4:4,future indc
357622,δραμοῦμεν,future,active,indc,1,pl,SNG 1:4,future indc
357627,ἀγαλλιασώμεθα,aorist,middle,subj,1,pl,SNG 1:4,aorist subj
357629,εὐφρανθῶμεν,aorist,passsive,subj,1,pl,SNG 1:4,aorist subj
357631,ἀγαπήσομεν,future,active,indc,1,pl,SNG 1:4,future indc
358041,ἀναστήσομαι,future,middle,indc,1,sg,SNG 3:2,future indc
358044,κυκλώσω,future,active,indc,1,sg,SNG 3:2,future indc
358055,ζητήσω,aorist,active,subj,1,sg,SNG 3:2,aorist subj
358968,κρατήσω,future,active,indc,1,sg,SNG 7:9,future indc
359010,αὐλισθῶμεν,aorist,passsive,subj,1,pl,SNG 7:12,aorist subj
359014,ὀρθρίσωμεν,aorist,active,subj,1,pl,SNG 7:13,aorist subj
361802,σοφισθήσομαι,future,passsive,indc,1,sg,ECC 7:23,future indc
364748,ἐξηρευνήθη,aorist,passsive,indc,3,sg,LAM 3:40,aorist indc
364751,ἠτάσθη,aorist,passsive,indc,3,sg,LAM 3:40,aorist indc
364753,ἐπιστρέψωμεν,aorist,active,subj,1,pl,LAM 3:40,aorist subj
365441,ἐπιστραφησόμεθα,future,passsive,indc,1,pl,LAM 5:21,future indc
370355,κάπτειν,present,active,infv,,,DAG 1:12,present infv
385435,λημψόμεθα,future,middle,indc,1,pl,2ES 15:2,future indc
385438,φαγόμεθα,future,middle,indc,1,pl,2ES 15:2,future indc
385453,λημψόμεθα,future,middle,indc,1,pl,2ES 15:3,future indc
385612,ἐγκαταλίπωμεν,aorist,active,subj,1,pl,2ES 15:10,aorist subj
385945,συναχθῶμεν,aorist,passsive,subj,1,pl,2ES 16:2,aorist subj
386083,βουλευσώμεθα,aorist,middle,subj,1,pl,2ES 16:7,aorist subj
386148,κλείσωμεν,aorist,active,subj,1,pl,2ES 16:10,aorist subj
398489,εὐοδωθῇ,aorist,passsive,subj,3,sg,1CH 13:2,aorist subj
398490,ἀποστείλωμεν,aorist,active,subj,1,pl,1CH 13:2,aorist subj
398513,μετενέγκωμεν,aorist,active,subj,1,pl,1CH 13:3,aorist subj
401426,ἐνισχύσωμεν,aorist,active,subj,1,pl,1CH 19:13,aorist subj
401836,γνώσομαι,future,middle,indc,1,sg,1CH 21:2,future indc
402070,ἐμπεσοῦμαι,future,middle,indc,1,sg,1CH 21:13,future indc
402608,ἑτοιμάσω,future,active,indc,1,sg,1CH 22:5,future indc
407009,ἐξελεύσομαι,future,middle,indc,1,sg,2CH 1:10,future indc
407017,εἰσελεύσομαι,future,middle,indc,1,sg,2CH 1:10,future indc
415053,ἐπιζητήσομεν,future,active,indc,1,pl,2CH 18:6,future indc
416150,στησόμεθα,future,middle,indc,1,pl,2CH 20:9,future indc
