bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,verse,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
101339,Deuteronomy 13:14,Deuteronomy,Deuteronomy,Law,SBH,instruction,Q,נֵלְכָ֗ה,נלכה,הלך,HLK[,walk,cohoF,qal,p1,unknown,pl,--,נֵלְכָ֗ה ,נֵלְכָ֗ה ,יָצְא֞וּ אֲנָשִׁ֤ים בְּנֵֽי־בְלִיַּ֨עַל֙ מִקִּרְבֶּ֔ךָ וַיַּדִּ֛יחוּ אֶת־יֹשְׁבֵ֥י עִירָ֖ם לֵאמֹ֑ר נֵלְכָ֗ה וְנַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים אֲשֶׁ֥ר לֹא־יְדַעְתֶּֽם׃ ,נֵלְכָ֗ה ,QQNQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Deut 13:14,Deut. 13:14,0,,0,,,0
101341,Deuteronomy 13:14,Deuteronomy,Deuteronomy,Law,SBH,instruction,Q,נַעַבְדָ֛ה,נעבדה,עבד,<BD[,"work, serve",cohoF,qal,p1,unknown,pl,d-,וְנַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים ,וְנַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים ,יָצְא֞וּ אֲנָשִׁ֤ים בְּנֵֽי־בְלִיַּ֨עַל֙ מִקִּרְבֶּ֔ךָ וַיַּדִּ֛יחוּ אֶת־יֹשְׁבֵ֥י עִירָ֖ם לֵאמֹ֑ר נֵלְכָ֗ה וְנַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים אֲשֶׁ֥ר לֹא־יְדַעְתֶּֽם׃ ,וְנַעַבְדָ֛ה אֱלֹהִ֥ים אֲחֵרִ֖ים אֲשֶׁ֥ר לֹא־יְדַעְתֶּֽם׃ ,QQNQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Deut 13:14,Deut. 13:14,1,VO,0,,,0
103286,Deuteronomy 17:14,Deuteronomy,Deuteronomy,Law,SBH,instruction,Q,אָשִׂ֤ימָה,אשׂימה,שׂים,FJM[,put,cohoF,qal,p1,unknown,sg,dc,אָשִׂ֤ימָה עָלַי֙ מֶ֔לֶךְ כְּכָל־הַגֹּויִ֖ם ,אָשִׂ֤ימָה עָלַי֙ מֶ֔לֶךְ כְּכָל־הַגֹּויִ֖ם ,כִּֽי־תָבֹ֣א אֶל־הָאָ֗רֶץ אֲשֶׁ֨ר יְהוָ֤ה אֱלֹהֶ֨יךָ֙ נֹתֵ֣ן לָ֔ךְ וִֽירִשְׁתָּ֖הּ וְיָשַׁ֣בְתָּה בָּ֑הּ וְאָמַרְתָּ֗ אָשִׂ֤ימָה עָלַי֙ מֶ֔לֶךְ כְּכָל־הַגֹּויִ֖ם אֲשֶׁ֥ר סְבִיבֹתָֽי׃ ,אָשִׂ֤ימָה עָלַי֙ מֶ֔לֶךְ כְּכָל־הַגֹּויִ֖ם אֲשֶׁ֥ר סְבִיבֹתָֽי׃ ,QQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Deut 17:14,Deut. 17:14,1,VO,0,,,0
103732,Deuteronomy 18:16,Deuteronomy,Deuteronomy,Law,SBH,instruction,Q,אֹסֵ֗ף,אסף,יסף,JSP[,add,cohoF,hif,p1,unknown,sg,,לֹ֣א אֹסֵ֗ף ,לֹ֣א אֹסֵ֗ף ,כְּכֹ֨ל אֲשֶׁר־שָׁאַ֜לְתָּ מֵעִ֨ם יְהוָ֤ה אֱלֹהֶ֨יךָ֙ בְּחֹרֵ֔ב בְּיֹ֥ום הַקָּהָ֖ל לֵאמֹ֑ר לֹ֣א אֹסֵ֗ף לִשְׁמֹ֨עַ֙ אֶת־קֹול֙ יְהוָ֣ה אֱלֹהָ֔י וְאֶת־הָאֵ֨שׁ הַגְּדֹלָ֥ה הַזֹּ֛את לֹֽא־אֶרְאֶ֥ה עֹ֖וד וְלֹ֥א אָמֽוּת׃ ,לֹ֣א אֹסֵ֗ף לִשְׁמֹ֨עַ֙ אֶת־קֹול֙ יְהוָ֣ה אֱלֹהָ֔י ,DQ,xYq0,x,Main,V,0,_L>_,_nega_,_L>_,Deut 18:16,Deut. 18:16,0,,0,,,0
111372,Deuteronomy 31:28,Deuteronomy,Deuteronomy,Law,SBH,prose,Q,אֲדַבְּרָ֣ה,אדברה,דבר,DBR[,speak,cohoF,piel,p1,unknown,sg,,וַאֲדַבְּרָ֣ה בְאָזְנֵיהֶ֗ם אֵ֚ת הַדְּבָרִ֣ים הָאֵ֔לֶּה ,וַאֲדַבְּרָ֣ה בְאָזְנֵיהֶ֗ם אֵ֚ת הַדְּבָרִ֣ים הָאֵ֔לֶּה ,הַקְהִ֧ילוּ אֵלַ֛י אֶת־כָּל־זִקְנֵ֥י שִׁבְטֵיכֶ֖ם וְשֹׁטְרֵיכֶ֑ם וַאֲדַבְּרָ֣ה בְאָזְנֵיהֶ֗ם אֵ֚ת הַדְּבָרִ֣ים הָאֵ֔לֶּה וְאָעִ֣ידָה בָּ֔ם אֶת־הַשָּׁמַ֖יִם וְאֶת־הָאָֽרֶץ׃ ,וַאֲדַבְּרָ֣ה בְאָזְנֵיהֶ֗ם אֵ֚ת הַדְּבָרִ֣ים הָאֵ֔לֶּה ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Deut 31:28,Deut. 31:28,1,VO,0,,,0
111381,Deuteronomy 31:28,Deuteronomy,Deuteronomy,Law,SBH,prose,Q,אָעִ֣ידָה,אעידה,עוד,<WD[,"warn, to witness",cohoF,hif,p1,unknown,sg,,וְאָעִ֣ידָה בָּ֔ם אֶת־הַשָּׁמַ֖יִם וְאֶת־הָאָֽרֶץ׃ ,וְאָעִ֣ידָה בָּ֔ם אֶת־הַשָּׁמַ֖יִם וְאֶת־הָאָֽרֶץ׃ ,הַקְהִ֧ילוּ אֵלַ֛י אֶת־כָּל־זִקְנֵ֥י שִׁבְטֵיכֶ֖ם וְשֹׁטְרֵיכֶ֑ם וַאֲדַבְּרָ֣ה בְאָזְנֵיהֶ֗ם אֵ֚ת הַדְּבָרִ֣ים הָאֵ֔לֶּה וְאָעִ֣ידָה בָּ֔ם אֶת־הַשָּׁמַ֖יִם וְאֶת־הָאָֽרֶץ׃ ,וְאָעִ֣ידָה בָּ֔ם אֶת־הַשָּׁמַ֖יִם וְאֶת־הָאָֽרֶץ׃ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Deut 31:28,Deut. 31:28,1,VO,0,,,0
111447,Deuteronomy 32:1,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,אֲדַבֵּ֑רָה,אדברה,דבר,DBR[,speak,cohoF,piel,p1,unknown,sg,,וַאֲדַבֵּ֑רָה ,וַאֲדַבֵּ֑רָה ,הַאֲזִ֥ינוּ הַשָּׁמַ֖יִם וַאֲדַבֵּ֑רָה וְתִשְׁמַ֥ע הָאָ֖רֶץ אִמְרֵי־פִֽי׃ ,וַאֲדַבֵּ֑רָה ,Q,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Deut 32:1,Deut. 32:1,0,,0,,,0
111698,Deuteronomy 32:20,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,אַסְתִּ֤ירָה,אסתירה,סתר,STR[,hide,cohoF,hif,p1,unknown,sg,,אַסְתִּ֤ירָה פָנַי֙ מֵהֶ֔ם ,אַסְתִּ֤ירָה פָנַי֙ מֵהֶ֔ם ,וַיֹּ֗אמֶר אַסְתִּ֤ירָה פָנַי֙ מֵהֶ֔ם אֶרְאֶ֖ה מָ֣ה אַחֲרִיתָ֑ם כִּ֣י דֹ֤ור תַּהְפֻּכֹת֙ הֵ֔מָּה בָּנִ֖ים לֹא־אֵמֻ֥ן בָּֽם׃ ,אַסְתִּ֤ירָה פָנַי֙ מֵהֶ֔ם ,QNQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Deut 32:20,Deut. 32:20,1,VO,0,,,0
111790,Deuteronomy 32:26,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,אַשְׁבִּ֥יתָה,אשׁביתה,שׁבת,CBT[,cease,cohoF,hif,p1,unknown,sg,,אַשְׁבִּ֥יתָה מֵאֱנֹ֖ושׁ זִכְרָֽם׃ ,אַשְׁבִּ֥יתָה מֵאֱנֹ֖ושׁ זִכְרָֽם׃ ,אָמַ֖רְתִּי אַפְאֵיהֶ֑ם אַשְׁבִּ֥יתָה מֵאֱנֹ֖ושׁ זִכְרָֽם׃ ,אַשְׁבִּ֥יתָה מֵאֱנֹ֖ושׁ זִכְרָֽם׃ ,QNQQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Deut 32:26,Deut. 32:26,1,VO,0,,,0
127500,Judges 1:3,Judges,Judges,Prophets,SBH,prose,Q,נִֽלָּחֲמָה֙,נלחמה,לחם,LXM[,fight,cohoF,nif,p1,unknown,pl,,וְנִֽלָּחֲמָה֙ בַּֽכְּנַעֲנִ֔י ,וְנִֽלָּחֲמָה֙ בַּֽכְּנַעֲנִ֔י ,וַיֹּ֣אמֶר יְהוּדָה֩ לְשִׁמְעֹ֨ון אָחִ֜יו עֲלֵ֧ה אִתִּ֣י בְגֹורָלִ֗י וְנִֽלָּחֲמָה֙ בַּֽכְּנַעֲנִ֔י וְהָלַכְתִּ֧י גַם־אֲנִ֛י אִתְּךָ֖ בְּגֹורָלֶ֑ךָ וַיֵּ֥לֶךְ אִתֹּ֖ו שִׁמְעֹֽון׃ ,וְנִֽלָּחֲמָה֙ בַּֽכְּנַעֲנִ֔י ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 1:3,Judg. 1:3,0,,0,,,0
129989,Judges 5:3,Judges,Judges,Prophets,SBH,poetry,Q,אָשִׁ֔ירָה,אשׁירה,שׁיר,CJR[,sing,cohoF,qal,p1,unknown,sg,--,לַֽיהוָה֙ אָנֹכִ֣י אָשִׁ֔ירָה ,לַֽיהוָה֙ אָנֹכִ֣י אָשִׁ֔ירָה ,שִׁמְע֣וּ מְלָכִ֔ים הַאֲזִ֖ינוּ רֹֽזְנִ֑ים אָֽנֹכִ֗י לַֽיהוָה֙ אָנֹכִ֣י אָשִׁ֔ירָה אֲזַמֵּ֕ר לַֽיהוָ֖ה אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ ,אָֽנֹכִ֗י לַֽיהוָה֙ אָנֹכִ֣י אָשִׁ֔ירָה אֲזַמֵּ֕ר לַֽיהוָ֖ה אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ ,NQ,XYqt,x,Main,ASV,0,_L_JHWH/_>NKJ_,_prep_nmpr_prps_,_L_,Judg 5:3,Judg. 5:3,0,,0,,,0
131347,Judges 6:39,Judges,Judges,Prophets,SBH,prose,Q,אֲדַבְּרָ֖ה,אדברה,דבר,DBR[,speak,cohoF,piel,p1,unknown,sg,,וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם ,וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם ,וַיֹּ֤אמֶר גִּדְעֹון֙ אֶל־הָ֣אֱלֹהִ֔ים אַל־יִ֤חַר אַפְּךָ֙ בִּ֔י וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם אֲנַסֶּ֤ה נָּא־רַק־הַפַּ֨עַם֙ בַּגִּזָּ֔ה יְהִי־נָ֨א חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ וְעַל־כָּל־הָאָ֖רֶץ יִֽהְיֶה־טָּֽל׃ ,וַאֲדַבְּרָ֖ה אַ֣ךְ הַפָּ֑עַם ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 6:39,Judg. 6:39,0,,0,,,0
132640,Judges 8:24,Judges,Judges,Prophets,SBH,prose,Q,אֶשְׁאֲלָ֤ה,אשׁאלה,שׁאל,C>L[,ask,cohoF,qal,p1,unknown,sg,dc,אֶשְׁאֲלָ֤ה מִכֶּם֙ שְׁאֵלָ֔ה ,אֶשְׁאֲלָ֤ה מִכֶּם֙ שְׁאֵלָ֔ה ,וַיֹּ֨אמֶר אֲלֵהֶ֜ם גִּדְעֹ֗ון אֶשְׁאֲלָ֤ה מִכֶּם֙ שְׁאֵלָ֔ה וּתְנוּ־לִ֕י אִ֖ישׁ נֶ֣זֶם שְׁלָלֹ֑ו כִּֽי־נִזְמֵ֤י זָהָב֙ לָהֶ֔ם כִּ֥י יִשְׁמְעֵאלִ֖ים הֵֽם׃ ,אֶשְׁאֲלָ֤ה מִכֶּם֙ שְׁאֵלָ֔ה ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 8:24,Judg. 8:24,1,VO,0,,,0
133489,Judges 9:29,Judges,Judges,Prophets,SBH,prose,Q,אָסִ֖ירָה,אסירה,סור,SWR[,turn aside,cohoF,hif,p1,unknown,sg,,וְאָסִ֖ירָה אֶת־אֲבִימֶ֑לֶךְ ,וְאָסִ֖ירָה אֶת־אֲבִימֶ֑לֶךְ ,וּמִ֨י יִתֵּ֜ן אֶת־הָעָ֤ם הַזֶּה֙ בְּיָדִ֔י וְאָסִ֖ירָה אֶת־אֲבִימֶ֑לֶךְ וַיֹּ֨אמֶר֙ לַאֲבִימֶ֔לֶךְ רַבֶּ֥ה צְבָאֲךָ֖ וָצֵֽאָה׃ ,וְאָסִ֖ירָה אֶת־אֲבִימֶ֑לֶךְ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 9:29,Judg. 9:29,1,VO,0,,,0
134579,Judges 11:6,Judges,Judges,Prophets,SBH,prose,Q,נִֽלָּחֲמָ֖ה,נלחמה,לחם,LXM[,fight,cohoF,nif,p1,unknown,pl,,וְנִֽלָּחֲמָ֖ה בִּבְנֵ֥י עַמֹּֽון׃ ,וְנִֽלָּחֲמָ֖ה בִּבְנֵ֥י עַמֹּֽון׃ ,וַיֹּאמְר֣וּ לְיִפְתָּ֔ח לְכָ֕ה וְהָיִ֥יתָה לָּ֖נוּ לְקָצִ֑ין וְנִֽלָּחֲמָ֖ה בִּבְנֵ֥י עַמֹּֽון׃ ,וְנִֽלָּחֲמָ֖ה בִּבְנֵ֥י עַמֹּֽון׃ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 11:6,Judg. 11:6,0,,0,,,0
134814,Judges 11:17,Judges,Judges,Prophets,SBH,prose,Q,אֶעְבְּרָה,אעברה,עבר,<BR[,pass,cohoF,qal,p1,unknown,sg,-p,אֶעְבְּרָה־נָּ֣א בְאַרְצֶ֗ךָ ,אֶעְבְּרָה־נָּ֣א בְאַרְצֶ֗ךָ ,וַיִּשְׁלַ֣ח יִשְׂרָאֵ֣ל מַלְאָכִ֣ים׀ אֶל־מֶלֶךְ֩ אֱדֹ֨ום׀ לֵאמֹ֜ר אֶעְבְּרָה־נָּ֣א בְאַרְצֶ֗ךָ וְלֹ֤א שָׁמַע֙ מֶ֣לֶךְ אֱדֹ֔ום וְגַ֨ם אֶל־מֶ֧לֶךְ מֹואָ֛ב שָׁלַ֖ח וְלֹ֣א אָבָ֑ה וַיֵּ֥שֶׁב יִשְׂרָאֵ֖ל בְּקָדֵֽשׁ׃ ,אֶעְבְּרָה־נָּ֣א בְאַרְצֶ֗ךָ ,NQQNQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 11:17,Judg. 11:17,0,,0,,,0
134889,Judges 11:19,Judges,Judges,Prophets,SBH,prose,Q,נַעְבְּרָה,נעברה,עבר,<BR[,pass,cohoF,qal,p1,unknown,pl,-p,נַעְבְּרָה־נָּ֥א בְאַרְצְךָ֖ עַד־מְקֹומִֽי׃ ,נַעְבְּרָה־נָּ֥א בְאַרְצְךָ֖ עַד־מְקֹומִֽי׃ ,וַיִּשְׁלַ֤ח יִשְׂרָאֵל֙ מַלְאָכִ֔ים אֶל־סִיחֹ֥ון מֶֽלֶךְ־הָאֱמֹרִ֖י מֶ֣לֶךְ חֶשְׁבֹּ֑ון וַיֹּ֤אמֶר לֹו֙ יִשְׂרָאֵ֔ל נַעְבְּרָה־נָּ֥א בְאַרְצְךָ֖ עַד־מְקֹומִֽי׃ ,נַעְבְּרָה־נָּ֥א בְאַרְצְךָ֖ עַד־מְקֹומִֽי׃ ,NQQNQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 11:19,Judg. 11:19,0,,0,,,0
135304,Judges 11:37,Judges,Judges,Prophets,SBH,prose,Q,אֵֽלְכָה֙,אלכה,הלך,HLK[,walk,cohoF,qal,p1,unknown,sg,--,וְאֵֽלְכָה֙ ,וְאֵֽלְכָה֙ ,וַתֹּ֨אמֶר֙ אֶל־אָבִ֔יהָ יֵעָ֥שֶׂה לִּ֖י הַדָּבָ֣ר הַזֶּ֑ה הַרְפֵּ֨ה מִמֶּ֜נִּי שְׁנַ֣יִם חֳדָשִׁ֗ים וְאֵֽלְכָה֙ וְיָרַדְתִּ֣י עַל־הֶֽהָרִ֔ים וְאֶבְכֶּה֙ עַל־בְּתוּלַ֔י אָנֹכִ֖י וְרֵעֹותָֽי׃,וְאֵֽלְכָה֙ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 11:37,Judg. 11:37,0,,0,,,0
135511,Judges 12:5,Judges,Judges,Prophets,SBH,prose,Q,אֶעֱבֹ֔רָה,אעברה,עבר,<BR[,pass,cohoF,qal,p1,unknown,sg,--,אֶעֱבֹ֔רָה ,אֶעֱבֹ֔רָה ,וַיִּלְכֹּ֥ד גִּלְעָ֛ד אֶֽת־מַעְבְּרֹ֥ות הַיַּרְדֵּ֖ן לְאֶפְרָ֑יִם וְֽ֠הָיָה כִּ֣י יֹאמְר֞וּ פְּלִיטֵ֤י אֶפְרַ֨יִם֙ אֶעֱבֹ֔רָה וַיֹּ֨אמְרוּ לֹ֧ו אַנְשֵֽׁי־גִלְעָ֛ד הַֽאֶפְרָתִ֥י אַ֖תָּה וַיֹּ֥אמֶֽר׀ לֹֽא׃ ,אֶעֱבֹ֔רָה ,NDQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 12:5,Judg. 12:5,0,,0,,,0
136029,Judges 13:15,Judges,Judges,Prophets,SBH,prose,Q,נַעְצְרָה,נעצרה,עצר,<YR[,restrain,cohoF,qal,p1,unknown,pl,d-,נַעְצְרָה־נָּ֣א אֹותָ֔ךְ ,נַעְצְרָה־נָּ֣א אֹותָ֔ךְ ,וַיֹּ֥אמֶר מָנֹ֖וחַ אֶל־מַלְאַ֣ךְ יְהוָ֑ה נַעְצְרָה־נָּ֣א אֹותָ֔ךְ וְנַעֲשֶׂ֥ה לְפָנֶ֖יךָ גְּדִ֥י עִזִּֽים׃ ,נַעְצְרָה־נָּ֣א אֹותָ֔ךְ ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 13:15,Judg. 13:15,1,VO,0,,,0
136488,Judges 14:12,Judges,Judges,Prophets,SBH,prose,Q,אָחֽוּדָה,אחודה,חוד,XWD[,propound a riddle,cohoF,qal,p1,unknown,sg,di,אָחֽוּדָה־נָּ֥א לָכֶ֖ם חִידָ֑ה ,אָחֽוּדָה־נָּ֥א לָכֶ֖ם חִידָ֑ה ,וַיֹּ֤אמֶר לָהֶם֙ שִׁמְשֹׁ֔ון אָחֽוּדָה־נָּ֥א לָכֶ֖ם חִידָ֑ה אִם־הַגֵּ֣ד תַּגִּידוּ֩ אֹותָ֨הּ לִ֜י שִׁבְעַ֨ת יְמֵ֤י הַמִּשְׁתֶּה֙ וּמְצָאתֶ֔ם וְנָתַתִּ֤י לָכֶם֙ שְׁלֹשִׁ֣ים סְדִינִ֔ים וּשְׁלֹשִׁ֖ים חֲלִפֹ֥ת בְּגָדִֽים׃ ,אָחֽוּדָה־נָּ֥א לָכֶ֖ם חִידָ֑ה ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 14:12,Judg. 14:12,1,VO,0,,,0
136756,Judges 15:1,Judges,Judges,Prophets,SBH,prose,Q,אָבֹ֥אָה,אבאה,בוא,BW>[,come,cohoF,qal,p1,unknown,sg,-c,אָבֹ֥אָה אֶל־אִשְׁתִּ֖י הֶחָ֑דְרָה ,אָבֹ֥אָה אֶל־אִשְׁתִּ֖י הֶחָ֑דְרָה ,וַיְהִ֨י מִיָּמִ֜ים בִּימֵ֣י קְצִיר־חִטִּ֗ים וַיִּפְקֹ֨ד שִׁמְשֹׁ֤ון אֶת־אִשְׁתֹּו֙ בִּגְדִ֣י עִזִּ֔ים וַיֹּ֕אמֶר אָבֹ֥אָה אֶל־אִשְׁתִּ֖י הֶחָ֑דְרָה וְלֹֽא־נְתָנֹ֥ו אָבִ֖יהָ לָבֹֽוא׃ ,אָבֹ֥אָה אֶל־אִשְׁתִּ֖י הֶחָ֑דְרָה ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 15:1,Judg. 15:1,0,,0,,,0
137900,Judges 16:28,Judges,Judges,Prophets,SBH,prose,Q,אִנָּקְמָ֧ה,אנקמה,נקם,NQM[,avenge,cohoF,nif,p1,unknown,sg,,וְאִנָּקְמָ֧ה נְקַם־אַחַ֛ת מִשְּׁתֵ֥י עֵינַ֖י מִפְּלִשְׁתִּֽים׃ ,וְאִנָּקְמָ֧ה נְקַם־אַחַ֛ת מִשְּׁתֵ֥י עֵינַ֖י מִפְּלִשְׁתִּֽים׃ ,וַיִּקְרָ֥א שִׁמְשֹׁ֛ון אֶל־יְהוָ֖ה וַיֹּאמַ֑ר אֲדֹנָ֣י יֱהֹוִ֡ה זָכְרֵ֣נִי נָא֩ וְחַזְּקֵ֨נִי נָ֜א אַ֣ךְ הַפַּ֤עַם הַזֶּה֙ הָאֱלֹהִ֔ים וְאִנָּקְמָ֧ה נְקַם־אַחַ֛ת מִשְּׁתֵ֥י עֵינַ֖י מִפְּלִשְׁתִּֽים׃ ,וְאִנָּקְמָ֧ה נְקַם־אַחַ֛ת מִשְּׁתֵ֥י עֵינַ֖י מִפְּלִשְׁתִּֽים׃ ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 16:28,Judg. 16:28,1,VO,0,,,0
138431,Judges 18:5,Judges,Judges,Prophets,SBH,prose,Q,נֵ֣דְעָ֔ה,נדעה,ידע,JD<[,know,cohoF,qal,p1,unknown,pl,d-,וְנֵ֣דְעָ֔ה ,וְנֵ֣דְעָ֔ה ,וַיֹּ֥אמְרוּ לֹ֖ו שְׁאַל־נָ֣א בֵאלֹהִ֑ים וְנֵ֣דְעָ֔ה הֲתַצְלִ֣יחַ דַּרְכֵּ֔נוּ אֲשֶׁ֥ר אֲנַ֖חְנוּ הֹלְכִ֥ים עָלֶֽיהָ׃ ,וְנֵ֣דְעָ֔ה הֲתַצְלִ֣יחַ דַּרְכֵּ֔נוּ אֲשֶׁ֥ר אֲנַ֖חְנוּ הֹלְכִ֥ים עָלֶֽיהָ׃ ,?NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 18:5,Judg. 18:5,0,,0,,,0
139367,Judges 19:11,Judges,Judges,Prophets,SBH,prose,Q,נָס֛וּרָה,נסורה,סור,SWR[,turn aside,cohoF,qal,p1,unknown,pl,-p,וְנָס֛וּרָה אֶל־עִֽיר־הַיְבוּסִ֥י הַזֹּ֖את ,וְנָס֛וּרָה אֶל־עִֽיר־הַיְבוּסִ֥י הַזֹּ֖את ,הֵ֣ם עִם־יְב֔וּס וְהַיֹּ֖ום רַ֣ד מְאֹ֑ד וַיֹּ֨אמֶר הַנַּ֜עַר אֶל־אֲדֹנָ֗יו לְכָה־נָּ֛א וְנָס֛וּרָה אֶל־עִֽיר־הַיְבוּסִ֥י הַזֹּ֖את וְנָלִ֥ין בָּֽהּ׃ ,וְנָס֛וּרָה אֶל־עִֽיר־הַיְבוּסִ֥י הַזֹּ֖את ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 19:11,Judg. 19:11,0,,0,,,0
139402,Judges 19:13,Judges,Judges,Prophets,SBH,prose,Q,נִקְרְבָ֖ה,נקרבה,קרב,QRB[,approach,cohoF,qal,p1,unknown,pl,-p,וְנִקְרְבָ֖ה בְּאַחַ֣ד הַמְּקֹמֹ֑ות ,וְנִקְרְבָ֖ה בְּאַחַ֣ד הַמְּקֹמֹ֑ות ,וַיֹּ֣אמֶר לְנַעֲרֹ֔ו לְכָ֥ה וְנִקְרְבָ֖ה בְּאַחַ֣ד הַמְּקֹמֹ֑ות וְלַ֥נּוּ בַגִּבְעָ֖ה אֹ֥ו בָרָמָֽה׃ ,וְנִקְרְבָ֖ה בְּאַחַ֣ד הַמְּקֹמֹ֑ות ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 19:13,Judg. 19:13,0,,0,,,0
139690,Judges 19:24,Judges,Judges,Prophets,SBH,prose,Q,אֹוצִֽיאָה,אוציאה,יצא,JY>[,go out,cohoF,hif,p1,unknown,sg,,אֹוצִֽיאָה־נָּ֤א אֹותָם֙ ,אֹוצִֽיאָה־נָּ֤א אֹותָם֙ ,הִנֵּה֩ בִתִּ֨י הַבְּתוּלָ֜ה וּפִֽילַגְשֵׁ֗הוּ אֹוצִֽיאָה־נָּ֤א אֹותָם֙ וְעַנּ֣וּ אֹותָ֔ם וַעֲשׂ֣וּ לָהֶ֔ם הַטֹּ֖וב בְּעֵינֵיכֶ֑ם וְלָאִ֤ישׁ הַזֶּה֙ לֹ֣א תַעֲשׂ֔וּ דְּבַ֖ר הַנְּבָלָ֥ה הַזֹּֽאת׃ ,הִנֵּה֩ בִתִּ֨י הַבְּתוּלָ֜ה וּפִֽילַגְשֵׁ֗הוּ אֹוצִֽיאָה־נָּ֤א אֹותָם֙ ,NQ,ZYq0,Ø,Main,V,0,Ø,Ø,Ø,Judg 19:24,Judg. 19:24,1,VO,0,,,0
139809,Judges 19:28,Judges,Judges,Prophets,SBH,prose,Q,נֵלֵ֖כָה,נלכה,הלך,HLK[,walk,cohoF,qal,p1,unknown,pl,--,וְנֵלֵ֖כָה ,וְנֵלֵ֖כָה ,וַיֹּ֧אמֶר אֵלֶ֛יהָ ק֥וּמִי וְנֵלֵ֖כָה וְאֵ֣ין עֹנֶ֑ה וַיִּקָּחֶ֨הָ֙ עַֽל־הַחֲמֹ֔ור וַיָּ֣קָם הָאִ֔ישׁ וַיֵּ֖לֶךְ לִמְקֹמֹֽו׃ ,וְנֵלֵ֖כָה ,NQ,WYq0,W,Main,_W_V,0,_W_,_conj_,_W_,Judg 19:28,Judg. 19:28,0,,0,,,0
