has_objc,TOTAL,"('FUT ~ MOD shall', 'p3')","('FUT', 'p1')","('FUT', 'p3')","('IMPV ~ MOD shall', 'p2')","('IMPV', 'p2')","('PRES', 'p3')","('MOD is to ~ MOD shall', 'p3')","('MOD shall', 'p3')","('FUT ~ MOD shall', 'p2')","('PAST', 'p3')","('MOD must ~ MOD shall', 'p3')","('PRES', 'p2')","('FUT', 'p2')","('FUT ~ PRES', 'p3')","('PAST ~ PRES', 'p3')","('PRES', 'p1')","('FUT ~ MOD may', 'p3')","('PAST', 'p1')","('MOD shall ~ PRES', 'p3')","('MOD is to ~ MOD shall', 'p2')","('MOD must ~ MOD shall', 'p2')","('IMPV ~ MOD shall', 'p3')","('MOD may', 'p3')","('MOD may', 'p2')","('MOD shall', 'p2')","('MOD would ~ PAST', 'p3')","('FUT ~ PRES', 'p2')","('MOD would', 'p3')","('PRES ~ PRES PART', 'p3')","('PRES PERF', 'p3')","('PRES ~ PRES PERF', 'p3')","('MOD shall ~ TO INF', 'p3')","('FUT ~ MOD shall', 'p1')","('PAST ~ PRES PART', 'p3')","('FUT ~ PRES', 'p1')","('MOD may ~ PRES', 'p3')","('FUT ~ MOD lest', 'p3')","('MOD let', 'p3')","('IMPV ~ PRES', 'p2')","('IMPV ~ TO INF', 'p2')","('MOD shall ~ PRES', 'p2')","('TO INF', 'p3')","('PRES PART', 'p3')","('MOD may ~ TO INF', 'p3')","('PAST', 'p2')","('MOD may ~ MOD shall', 'p3')","('PRES ~ TO INF', 'p3')","('PRES PERF', 'p2')","('MOD shall ~ PRES PART', 'p3')","('TO INF', 'p2')","('FUT ~ IMPV', 'p2')","('MOD shall ~ TO INF', 'p2')","('FUT ~ MOD let', 'p1')","('FUT ~ IMPV', 'p3')","('IMPV ~ MOD let', 'p3')","('PRES ~ TO INF', 'p2')","('MOD can ~ MOD shall', 'p2')","('MOD may', 'p1')","('MOD can ~ MOD may', 'p3')","('FUT ~ MOD would', 'p3')","('PAST ~ PRES PERF', 'p3')","('FUT ~ TO INF', 'p3')","('MOD is to ~ MOD let', 'p3')","('MOD is to ~ PAST', 'p3')","('PAST ~ PAST PROG', 'p3')","('MOD may ~ TO INF', 'p2')","('PAST ~ TO INF', 'p3')","('MOD shall ~ PAST', 'p3')","('MOD let ~ MOD shall', 'p3')","('MOD may ~ MOD shall', 'p2')","('FUT ~ PRES PART', 'p3')","('MOD shall ~ PRES PART', 'p2')","('IMPV ~ MOD let', 'p2')","('FUT ~ TO INF', 'p1')","('FUT ~ MOD may', 'p1')","('FUT ~ MOD may', 'p2')","('MOD lest ~ TO INF', 'p3')","('FUT ~ PAST', 'p3')","('MOD let ~ MOD may', 'p3')","('PRES ~ PRES PERF', 'p2')","('IMPV ~ PAST', 'p2')","('PAST ~ PRES PERF', 'p1')","('MOD is to ~ PRES', 'p3')","('MOD may ~ TO INF', 'p1')","('MOD can', 'p3')","('MOD should ~ PRES', 'p3')","('HAB used to ~ PAST', 'p3')","('MOD may ~ MOD must', 'p3')","('FUT ~ MOD let', 'p3')","('IMPV ~ MOD must', 'p2')","('FUT ~ TO INF', 'p2')","('FUT ~ MOD lest', 'p2')","('FUT ~ MOD lest', 'p1')","('MOD let', 'p1')","('FUT ~ PRES PART', 'p1')","('PRES ~ PRES PART', 'p2')","('MOD lest ~ MOD may', 'p1')","('FUT ~ MOD would', 'p1')","('MOD was to', 'p3')","('MOD is to ~ TO INF', 'p3')","('MOD can ~ MOD shall', 'p3')","('MOD can ~ MOD may', 'p2')","('MOD would ~ PRES', 'p3')","('FUT ~ PAST', 'p1')","('MOD could ~ MOD may', 'p3')","('TO INF', 'p1')","('MOD can ~ PRES', 'p3')","('MOD let', 'p2')","('HAB used to', 'p3')","('MOD shall ~ PAST', 'p2')","('PAST ~ PRES', 'p1')","('MOD shall ~ PRES PERF', 'p3')","('MOD shall ~ MOD would', 'p1')","('MOD shall ~ PRES', 'p1')","('FUT ~ IMPV', 'p1')","('PAST PERF', 'p3')","('PAST ~ PAST PERF', 'p3')","('MOD shall', 'p1')","('FUT ~ MOD can', 'p3')","('MOD VB ~ PRES', 'p3')","('MOD shall ~ PRES PERF', 'p2')","('MOD let ~ TO INF', 'p3')","('MOD is to ~ PRES', 'p2')","('HAB used to ~ MOD would', 'p3')","('MOD should', 'p3')","('MOD may ~ PRES', 'p2')","('PRES PERF', 'p1')","('IMPV ~ MOD would', 'p3')","('FUT ~ FUT going-to', 'p1')","('FUT ~ FUT PERF', 'p1')","('IMPV', 'p3')","('IMPV ~ MOD lest', 'p1')","('FUT ~ PRES PERF', 'p1')","('IMPV ~ MOD may', 'p2')","('FUT ~ PRES PERF', 'p2')","('MOD can ~ MOD let', 'p3')","('FUT ~ PRES PERF', 'p3')","('IMPV ~ MOD lest', 'p3')","('IMPV ~ PRES PART', 'p2')","('PRES PART ~ PRES PERF', 'p3')","('IMPV ~ MOD may', 'p3')","('IMPV ~ MOD is to', 'p2')","('FUT ~ PRES PART', 'p2')","('PRES ~ PRES PROG', 'p2')","('MOD would ~ PRES PART', 'p3')","('FUT going-to ~ MOD shall', 'p2')","('MOD would', 'p2')","('MOD was to ~ PAST', 'p3')","('MOD that be ~ TO INF', 'p3')","('MOD should ~ TO INF', 'p3')","('MOD shall ~ MOD would', 'p3')","('MOD shall ~ MOD should', 'p1')","('MOD lest ~ MOD may', 'p2')","('MOD may ~ MOD should', 'p3')","('FUT ~ MOD must', 'p3')","('PRES ~ TO INF', 'p1')","('MOD must ~ PRES', 'p3')","('MOD lest ~ MOD may', 'p3')","('MOD let ~ MOD shall', 'p2')","('MOD lest ~ MOD might', 'p3')","('MOD lest ~ MOD must', 'p3')","('MOD lest ~ PRES PART', 'p2')","('MOD let ~ MOD may', 'p2')","('MOD lest ~ TO INF', 'p2')","('FUT ~ MOD should', 'p1')","('FUT ~ FUT PERF', 'p2')","('PRES ~ VB', 'p3')","('FUT PROG', 'p3')","('PRES PERF ~ TO INF', 'p2')","('FUT ~ FUT PROG', 'p2')","('IMPV ~ MOD VB', 'p2')","('PRES ~ PRES PERF', 'p1')","('FUT ~ MOD VB', 'p3')","('FUT ~ MOD can', 'p2')","('FUT ~ MOD is to', 'p3')","('HAB used to ~ PRES PART', 'p3')","('HAB used to ~ PAST PROG', 'p3')","('FUT ~ MOD would', 'p2')","('FUT ~ MOD that be', 'p3')","('MOD would ~ TO INF', 'p3')","('IMPV ~ MOD lest', 'p2')","('MOD quest must ~ MOD shall', 'p1')","('MOD may ~ MOD shall', 'p1')","('MOD may ~ PRES', 'p1')","('PAST ~ PRES', 'p2')","('MOD may ~ PRES PART', 'p2')","('MOD may ~ PRES PART', 'p3')","('MOD might', 'p3')","('MOD might ~ MOD would', 'p1')","('MOD must', 'p3')","('MOD must ~ MOD shall', 'p1')","('MOD must ~ PRES PART', 'p2')","('MOD must ~ PRES PART', 'p3')","('PAST PROG ~ TO INF', 'p3')","('IMPV ~ PRES', 'p3')","('MOD shall ~ MOD should', 'p2')","('MOD shall ~ MOD should', 'p3')","('PAST PERF ~ PRES PART', 'p3')","('PAST PERF', 'p1')","('MOD should', 'p2')","('MOD should ~ MOD would', 'p3')","('MOD should ~ TO INF', 'p2')","('MOD would ~ PAST', 'p1')","('MOD ~ MOD would', 'p3')","('MOD would ~ PRES', 'p1')","('MOD would ~ PRES', 'p2')","('MOD may ~ MOD must', 'p1')","('PAST ~ PRES PERF', 'p2')","('MOD let ~ TO INF', 'p1')","('MOD let ~ PRES PART', 'p1')","('PRES PART', 'p2')","('MOD VB ~ MOD can', 'p3')","('MOD can', 'p1')","('MOD can ~ MOD may', 'p1')","('MOD can ~ TO INF', 'p3')","('MOD could', 'p1')","('MOD could ~ MOD would', 'p3')","('MOD could ~ TO INF', 'p3')","('MOD is to ~ MOD lest', 'p3')","('MOD is to ~ MOD let', 'p2')","('MOD is to ~ MOD may', 'p2')","('PAST ~ TO INF', 'p1')","('MOD would ~ PRES PROG', 'p2')","('MOD is to ~ PRES PART', 'p3')","('MOD lest ~ PRES', 'p3')","('MOD let ~ MOD may', 'p1')","('MOD let ~ MOD might', 'p3')","('MOD let ~ MOD must', 'p2')","('MOD let ~ MOD shall', 'p1')","('MOD let ~ MOD should', 'p1')","('MOD let ~ MOD would', 'p2')","('MOD let ~ PRES', 'p1')","('MOD let ~ PRES', 'p3')","('MOD let ~ MOD must', 'p3')"
1,3005,239,674,186,309,215,130,174,116,50,75,62,52,28,28,6,39,13,19,14,24,25,20,4,14,13,9,11,13,10,11,11,12,5,5,11,5,3,9,8,10,7,8,7,5,8,2,8,10,7,4,4,7,6,7,7,4,4,4,0,4,4,3,7,6,3,3,5,2,3,3,4,1,3,4,2,1,4,2,2,4,3,2,3,1,2,2,2,2,3,4,3,3,3,3,3,2,1,3,0,2,0,1,3,2,0,1,1,3,0,2,2,1,1,1,3,2,3,1,1,1,1,1,2,0,3,0,1,1,3,3,0,2,0,0,2,0,2,1,2,2,1,1,1,1,1,1,2,2,2,1,0,1,2,1,1,2,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0
0,2644,638,148,244,79,127,209,94,62,115,78,59,45,50,42,54,17,31,22,26,16,6,10,26,15,11,14,12,10,13,11,9,8,15,12,6,12,13,5,6,3,6,5,6,7,4,9,2,0,3,5,4,1,2,1,1,3,3,3,7,3,3,4,0,1,4,3,1,4,3,3,2,5,3,1,3,4,1,3,3,1,2,3,2,4,2,2,2,2,1,0,1,1,1,1,1,2,2,0,3,1,3,2,0,1,3,2,2,0,3,1,1,2,2,2,0,1,0,2,2,2,2,2,1,3,0,3,2,2,0,0,2,0,2,2,0,2,0,1,0,0,1,1,1,1,1,1,0,0,0,1,2,1,0,1,1,0,1,2,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1
