eng_TAMsimp,person,1,0
FUT ~ MOD shall,p3,-0.31,0.31
FUT,p1,0.34,-0.34
FUT,p3,-0.11,0.11
IMPV ~ MOD shall,p2,0.28,-0.28
IMPV,p2,0.1,-0.1
PRES,p3,-0.16,0.16
MOD is to ~ MOD shall,p3,0.12,-0.12
MOD shall,p3,0.12,-0.12
FUT ~ MOD shall,p2,-0.24,0.24
PAST,p3,-0.04,0.04
MOD must ~ MOD shall,p3,-0.02,0.02
PRES,p2,0.0,-0.0
FUT,p2,-0.18,0.18
FUT ~ PRES,p3,-0.13,0.13
PAST ~ PRES,p3,-0.44,0.44
PRES,p1,0.17,-0.17
FUT ~ MOD may,p3,-0.24,0.24
PAST,p1,-0.07,0.07
MOD shall ~ PRES,p3,-0.18,0.18
MOD is to ~ MOD shall,p2,0.07,-0.07
MOD must ~ MOD shall,p2,0.28,-0.28
IMPV ~ MOD shall,p3,0.14,-0.14
MOD may,p3,-0.4,0.4
MOD may,p2,-0.05,0.05
MOD shall,p2,0.01,-0.01
MOD would ~ PAST,p3,-0.14,0.14
FUT ~ PRES,p2,-0.05,0.05
MOD would,p3,0.03,-0.03
PRES ~ PRES PART,p3,-0.1,0.1
PRES PERF,p3,-0.03,0.03
PRES ~ PRES PERF,p3,0.02,-0.02
MOD shall ~ TO INF,p3,0.07,-0.07
FUT ~ MOD shall,p1,-0.28,0.28
PAST ~ PRES PART,p3,-0.24,0.24
FUT ~ PRES,p1,0.12,-0.12
MOD may ~ PRES,p3,-0.24,0.24
FUT ~ MOD lest,p3,-0.35,0.35
MOD let,p3,0.11,-0.11
IMPV ~ PRES,p2,0.04,-0.04
IMPV ~ TO INF,p2,0.24,-0.24
MOD shall ~ PRES,p2,0.01,-0.01
TO INF,p3,0.08,-0.08
PRES PART,p3,0.01,-0.01
MOD may ~ TO INF,p3,-0.12,0.12
PAST,p2,0.14,-0.14
MOD may ~ MOD shall,p3,-0.35,0.35
PRES ~ TO INF,p3,0.27,-0.27
PRES PERF,p2,0.47,-0.47
MOD shall ~ PRES PART,p3,0.17,-0.17
TO INF,p2,-0.09,0.09
FUT ~ IMPV,p2,-0.03,0.03
MOD shall ~ TO INF,p2,0.34,-0.34
FUT ~ MOD let,p1,0.22,-0.22
FUT ~ IMPV,p3,0.34,-0.34
IMPV ~ MOD let,p3,0.34,-0.34
PRES ~ TO INF,p2,0.04,-0.04
MOD can ~ MOD shall,p2,0.04,-0.04
MOD may,p1,0.04,-0.04
MOD can ~ MOD may,p3,-0.53,0.53
FUT ~ MOD would,p3,0.04,-0.04
PAST ~ PRES PERF,p3,0.04,-0.04
FUT ~ TO INF,p3,-0.1,0.1
MOD is to ~ MOD let,p3,0.47,-0.47
MOD is to ~ PAST,p3,0.33,-0.33
PAST ~ PAST PROG,p3,-0.1,0.1
MOD may ~ TO INF,p2,-0.03,0.03
PAST ~ TO INF,p3,0.3,-0.3
