eng_TAMsimp,person,1,0
FUT ~ MOD shall,p3,0.27,0.73
FUT,p1,0.82,0.18
FUT,p3,0.43,0.57
IMPV ~ MOD shall,p2,0.8,0.2
IMPV,p2,0.63,0.37
PRES,p3,0.38,0.62
MOD is to ~ MOD shall,p3,0.65,0.35
MOD shall,p3,0.65,0.35
FUT ~ MOD shall,p2,0.3,0.7
PAST,p3,0.49,0.51
MOD must ~ MOD shall,p3,0.51,0.49
PRES,p2,0.54,0.46
FUT,p2,0.36,0.64
FUT ~ PRES,p3,0.4,0.6
PAST ~ PRES,p3,0.1,0.9
PRES,p1,0.7,0.3
FUT ~ MOD may,p3,0.3,0.7
PAST,p1,0.46,0.54
MOD shall ~ PRES,p3,0.35,0.65
MOD is to ~ MOD shall,p2,0.6,0.4
MOD must ~ MOD shall,p2,0.81,0.19
IMPV ~ MOD shall,p3,0.67,0.33
MOD may,p3,0.13,0.87
MOD may,p2,0.48,0.52
MOD shall,p2,0.54,0.46
MOD would ~ PAST,p3,0.39,0.61
FUT ~ PRES,p2,0.48,0.52
MOD would,p3,0.57,0.43
PRES ~ PRES PART,p3,0.43,0.57
PRES PERF,p3,0.5,0.5
PRES ~ PRES PERF,p3,0.55,0.45
MOD shall ~ TO INF,p3,0.6,0.4
FUT ~ MOD shall,p1,0.25,0.75
PAST ~ PRES PART,p3,0.29,0.71
FUT ~ PRES,p1,0.65,0.35
MOD may ~ PRES,p3,0.29,0.71
FUT ~ MOD lest,p3,0.19,0.81
MOD let,p3,0.64,0.36
IMPV ~ PRES,p2,0.57,0.43
IMPV ~ TO INF,p2,0.77,0.23
MOD shall ~ PRES,p2,0.54,0.46
TO INF,p3,0.62,0.38
PRES PART,p3,0.54,0.46
MOD may ~ TO INF,p3,0.42,0.58
PAST,p2,0.67,0.33
MOD may ~ MOD shall,p3,0.18,0.82
PRES ~ TO INF,p3,0.8,0.2
PRES PERF,p2,1.0,0.0
MOD shall ~ PRES PART,p3,0.7,0.3
TO INF,p2,0.44,0.56
FUT ~ IMPV,p2,0.5,0.5
MOD shall ~ TO INF,p2,0.88,0.12
FUT ~ MOD let,p1,0.75,0.25
FUT ~ IMPV,p3,0.88,0.12
IMPV ~ MOD let,p3,0.88,0.12
PRES ~ TO INF,p2,0.57,0.43
MOD can ~ MOD shall,p2,0.57,0.43
MOD may,p1,0.57,0.43
MOD can ~ MOD may,p3,0.0,1.0
FUT ~ MOD would,p3,0.57,0.43
PAST ~ PRES PERF,p3,0.57,0.43
FUT ~ TO INF,p3,0.43,0.57
MOD is to ~ MOD let,p3,1.0,0.0
MOD is to ~ PAST,p3,0.86,0.14
PAST ~ PAST PROG,p3,0.43,0.57
MOD may ~ TO INF,p2,0.5,0.5
PAST ~ TO INF,p3,0.83,0.17
MOD shall ~ PAST,p3,0.33,0.67
MOD let ~ MOD shall,p3,0.5,0.5
MOD may ~ MOD shall,p2,0.5,0.5
FUT ~ PRES PART,p3,0.67,0.33
MOD shall ~ PRES PART,p2,0.17,0.83
IMPV ~ MOD let,p2,0.5,0.5
FUT ~ TO INF,p1,0.8,0.2
FUT ~ MOD may,p1,0.4,0.6
FUT ~ MOD may,p2,0.2,0.8
MOD lest ~ TO INF,p3,0.8,0.2
FUT ~ PAST,p3,0.4,0.6
MOD let ~ MOD may,p3,0.4,0.6
PRES ~ PRES PERF,p2,0.8,0.2
IMPV ~ PAST,p2,0.6,0.4
PAST ~ PRES PERF,p1,0.4,0.6
MOD is to ~ PRES,p3,0.6,0.4
MOD may ~ TO INF,p1,0.2,0.8
MOD can,p3,0.5,0.5
MOD should ~ PRES,p3,0.5,0.5
HAB used to ~ PAST,p3,0.5,0.5
MOD may ~ MOD must,p3,0.5,0.5
FUT ~ MOD let,p3,0.75,0.25
IMPV ~ MOD must,p2,1.0,0.0
FUT ~ TO INF,p2,0.75,0.25
FUT ~ MOD lest,p2,0.75,0.25
FUT ~ MOD lest,p1,0.75,0.25
MOD let,p1,0.75,0.25
FUT ~ PRES PART,p1,0.75,0.25
PRES ~ PRES PART,p2,0.5,0.5
MOD lest ~ MOD may,p1,0.33,0.67
FUT ~ MOD would,p1,1.0,0.0
MOD was to,p3,0.0,1.0
MOD is to ~ TO INF,p3,0.67,0.33
MOD can ~ MOD shall,p3,0.0,1.0
MOD can ~ MOD may,p2,0.33,0.67
MOD would ~ PRES,p3,1.0,0.0
FUT ~ PAST,p1,0.67,0.33
MOD could ~ MOD may,p3,0.0,1.0
TO INF,p1,0.33,0.67
MOD can ~ PRES,p3,0.33,0.67
MOD let,p2,1.0,0.0
HAB used to,p3,0.0,1.0
MOD shall ~ PAST,p2,0.67,0.33
PAST ~ PRES,p1,0.67,0.33
MOD shall ~ PRES PERF,p3,0.33,0.67
MOD shall ~ MOD would,p1,0.33,0.67
MOD shall ~ PRES,p1,0.33,0.67
FUT ~ IMPV,p1,1.0,0.0
PAST PERF,p3,0.67,0.33
PAST ~ PAST PERF,p3,1.0,0.0
MOD shall,p1,0.33,0.67
FUT ~ MOD can,p3,0.33,0.67
MOD VB ~ PRES,p3,0.33,0.67
MOD shall ~ PRES PERF,p2,0.33,0.67
MOD let ~ TO INF,p3,0.33,0.67
MOD is to ~ PRES,p2,0.67,0.33
HAB used to ~ MOD would,p3,0.0,1.0
MOD should,p3,1.0,0.0
MOD may ~ PRES,p2,0.0,1.0
PRES PERF,p1,0.33,0.67
IMPV ~ MOD would,p3,0.33,0.67
FUT ~ FUT going-to,p1,1.0,0.0
FUT ~ FUT PERF,p1,1.0,0.0
IMPV,p3,0.0,1.0
IMPV ~ MOD lest,p1,1.0,0.0
FUT ~ PRES PERF,p1,0.0,1.0
IMPV ~ MOD may,p2,0.0,1.0
FUT ~ PRES PERF,p2,1.0,0.0
MOD can ~ MOD let,p3,0.0,1.0
FUT ~ PRES PERF,p3,1.0,0.0
IMPV ~ MOD lest,p3,0.5,0.5
IMPV ~ PRES PART,p2,1.0,0.0
PRES PART ~ PRES PERF,p3,1.0,0.0
IMPV ~ MOD may,p3,0.5,0.5
IMPV ~ MOD is to,p2,0.5,0.5
FUT ~ PRES PART,p2,0.5,0.5
PRES ~ PRES PROG,p2,0.5,0.5
MOD would ~ PRES PART,p3,0.5,0.5
FUT going-to ~ MOD shall,p2,0.5,0.5
MOD would,p2,1.0,0.0
MOD was to ~ PAST,p3,1.0,0.0
MOD that be ~ TO INF,p3,1.0,0.0
MOD should ~ TO INF,p3,0.5,0.5
MOD shall ~ MOD would,p3,0.0,1.0
MOD shall ~ MOD should,p1,0.5,0.5
MOD lest ~ MOD may,p2,1.0,0.0
MOD may ~ MOD should,p3,0.5,0.5
FUT ~ MOD must,p3,0.5,0.5
PRES ~ TO INF,p1,1.0,0.0
MOD must ~ PRES,p3,0.5,0.5
MOD lest ~ MOD may,p3,0.0,1.0
MOD let ~ MOD shall,p2,0.5,0.5
MOD lest ~ MOD might,p3,0.5,0.5
MOD lest ~ MOD must,p3,0.0,1.0
MOD lest ~ PRES PART,p2,0.5,0.5
MOD let ~ MOD may,p2,1.0,0.0
MOD lest ~ TO INF,p2,0.5,0.5
FUT ~ MOD should,p1,1.0,0.0
FUT ~ FUT PERF,p2,1.0,0.0
PRES ~ VB,p3,1.0,0.0
FUT PROG,p3,1.0,0.0
PRES PERF ~ TO INF,p2,1.0,0.0
FUT ~ FUT PROG,p2,1.0,0.0
IMPV ~ MOD VB,p2,1.0,0.0
PRES ~ PRES PERF,p1,0.0,1.0
FUT ~ MOD VB,p3,0.0,1.0
FUT ~ MOD can,p2,0.0,1.0
FUT ~ MOD is to,p3,0.0,1.0
HAB used to ~ PRES PART,p3,1.0,0.0
HAB used to ~ PAST PROG,p3,1.0,0.0
FUT ~ MOD would,p2,1.0,0.0
FUT ~ MOD that be,p3,0.0,1.0
MOD would ~ TO INF,p3,0.0,1.0
IMPV ~ MOD lest,p2,1.0,0.0
MOD quest must ~ MOD shall,p1,0.0,1.0
MOD may ~ MOD shall,p1,0.0,1.0
MOD may ~ PRES,p1,1.0,0.0
PAST ~ PRES,p2,1.0,0.0
MOD may ~ PRES PART,p2,1.0,0.0
MOD may ~ PRES PART,p3,0.0,1.0
MOD might,p3,1.0,0.0
MOD might ~ MOD would,p1,1.0,0.0
MOD must,p3,0.0,1.0
MOD must ~ MOD shall,p1,0.0,1.0
MOD must ~ PRES PART,p2,1.0,0.0
MOD must ~ PRES PART,p3,0.0,1.0
PAST PROG ~ TO INF,p3,1.0,0.0
IMPV ~ PRES,p3,0.0,1.0
MOD shall ~ MOD should,p2,1.0,0.0
MOD shall ~ MOD should,p3,0.0,1.0
PAST PERF ~ PRES PART,p3,1.0,0.0
PAST PERF,p1,1.0,0.0
MOD should,p2,1.0,0.0
MOD should ~ MOD would,p3,0.0,1.0
MOD should ~ TO INF,p2,1.0,0.0
MOD would ~ PAST,p1,0.0,1.0
MOD ~ MOD would,p3,1.0,0.0
MOD would ~ PRES,p1,1.0,0.0
MOD would ~ PRES,p2,1.0,0.0
MOD may ~ MOD must,p1,0.0,1.0
PAST ~ PRES PERF,p2,1.0,0.0
MOD let ~ TO INF,p1,0.0,1.0
MOD let ~ PRES PART,p1,0.0,1.0
PRES PART,p2,0.0,1.0
MOD VB ~ MOD can,p3,0.0,1.0
MOD can,p1,0.0,1.0
MOD can ~ MOD may,p1,0.0,1.0
MOD can ~ TO INF,p3,0.0,1.0
MOD could,p1,0.0,1.0
MOD could ~ MOD would,p3,0.0,1.0
MOD could ~ TO INF,p3,0.0,1.0
MOD is to ~ MOD lest,p3,1.0,0.0
MOD is to ~ MOD let,p2,1.0,0.0
MOD is to ~ MOD may,p2,1.0,0.0
PAST ~ TO INF,p1,0.0,1.0
MOD would ~ PRES PROG,p2,1.0,0.0
MOD is to ~ PRES PART,p3,1.0,0.0
MOD lest ~ PRES,p3,0.0,1.0
MOD let ~ MOD may,p1,0.0,1.0
MOD let ~ MOD might,p3,0.0,1.0
MOD let ~ MOD must,p2,1.0,0.0
MOD let ~ MOD shall,p1,1.0,0.0
MOD let ~ MOD should,p1,1.0,0.0
MOD let ~ MOD would,p2,0.0,1.0
MOD let ~ PRES,p1,0.0,1.0
MOD let ~ PRES,p3,0.0,1.0
MOD let ~ MOD must,p3,0.0,1.0
