,sum
PRES,0.19
FUT,0.18
FUT ~ MOD shall,0.12
IMPV,0.05
MOD let,0.04
IMPV ~ MOD shall,0.04
PAST,0.03
FUT ~ PRES,0.03
MOD may,0.03
MOD must ~ MOD shall,0.02
MOD is to ~ MOD shall,0.02
MOD can,0.02
MOD shall,0.02
