,sum
PRES,0.37
PAST,0.14
PRES PART,0.08
PRES ~ PRES PART,0.04
FUT,0.03
PAST PROG,0.03
PRES PROG,0.03
PAST ~ PAST PROG,0.02
PAST ~ PRES PART,0.02
PRES ~ PRES PROG,0.02
