bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_tm
102880,ἐκκλινοῦσιν,future,active,indc,3,pl,future indc
102883,ἐπιγνώσονται,future,middle,indc,3,pl,future indc
102887,λήμψονται,future,middle,indc,3,pl,future indc
102892,ἐκτυφλοῖ,present,active,indc,3,sg,present indc
102896,ἐξαίρει,present,active,indc,3,sg,present indc
102901,διώξῃ,future,middle,indc,2,sg,future indc
102903,ζῆτε,present,active,subj,2,pl,present subj
102915,φυτεύσεις,future,active,indc,2,sg,future indc
102925,ποιήσεις,future,active,indc,2,sg,future indc
102929,στήσεις,future,active,indc,2,sg,future indc
102937,θύσεις,future,active,indc,2,sg,future indc
102945,ἐστιν,present,active,indc,3,sg,present indc
102957,εὑρεθῇ,aorist,passsive,subj,3,sg,aorist subj
102972,ποιήσει,future,active,indc,3,sg,future indc
103075,ἀποθανεῖται,future,middle,indc,3,sg,future indc
103079,ἀποθανεῖται,future,middle,indc,3,sg,future indc
103087,ἔσται,future,middle,indc,3,sg,future indc
103109,ἀδυνατήσῃ,aorist,active,subj,3,sg,aorist subj
103140,ἐκλέξηται,aorist,middle,subj,3,sg,aorist subj
103156,γένηται,aorist,middle,subj,3,sg,aorist subj
103178,ἀναγγείλωσίν,aorist,active,subj,3,pl,aorist subj
103186,ἐκλέξηται,aorist,middle,subj,3,sg,aorist subj
103195,νομοθετηθῇ,aorist,passsive,subj,3,sg,aorist subj
103201,,,,,,,
103207,εἴπωσίν,aorist,active,subj,3,pl,aorist subj
103209,ποιήσεις,future,active,indc,2,sg,future indc
103211,ἐκκλινεῖς,future,active,indc,2,sg,future indc
103216,ἀναγγείλωσίν,aorist,active,subj,3,pl,aorist subj
103225,ποιήσῃ,aorist,active,subj,3,sg,aorist subj
103262,ἀκούσας,aorist,active,ptcp,,sg,aorist ptcp
103264,φοβηθήσεται,future,passsive,indc,3,sg,future indc
103267,ἀσεβήσει,future,active,indc,3,sg,future indc
103270,εἰσέλθῃς,aorist,active,subj,2,sg,aorist subj
103296,καταστήσεις,future,active,indc,2,sg,future indc
103300,ἐκλέξηται,aorist,middle,subj,3,sg,aorist subj
103307,καταστήσεις,future,active,indc,2,sg,future indc
103311,δυνήσῃ,future,middle,indc,2,sg,future indc
103323,πληθυνεῖ,future,active,indc,3,sg,future indc
103328,ἀποστρέψῃ,aorist,active,subj,3,sg,aorist subj
103341,προσθήσετε,future,active,indc,2,pl,future indc
103352,πληθυνεῖ,future,active,indc,3,sg,future indc
103357,μεταστήσεται,future,middle,indc,3,sg,future indc
103364,πληθυνεῖ,future,active,indc,3,sg,future indc
103402,μάθῃ,aorist,active,subj,3,sg,aorist subj
103442,μακροχρονίσῃ,future,middle,indc,2,sg,future indc
103453,ἔσται,future,middle,indc,3,sg,future indc
103471,φάγονται,future,middle,indc,3,pl,future indc
103475,ἔσται,future,middle,indc,3,sg,future indc
103489,,,,,,,
103528,δώσεις,future,active,indc,2,sg,future indc
103553,παραγένηται,aorist,middle,subj,3,sg,aorist subj
103576,ἐκλέξηται,aorist,middle,subj,3,sg,aorist subj
103598,φάγεται,future,middle,indc,3,sg,future indc
103617,μαθήσῃ,future,middle,indc,2,sg,future indc
103627,εὑρεθήσεται,future,passsive,indc,3,sg,future indc
103676,ἔσῃ,future,middle,indc,2,sg,future indc
103694,ἀκούσονται,future,middle,indc,3,pl,future indc
103709,ἀναστήσει,future,active,indc,3,sg,future indc
103714,ἀκούσεσθε,future,middle,indc,2,pl,future indc
103748,ὀψόμεθα,future,middle,indc,1,pl,future indc
103752,ἀποθάνωμεν,aorist,active,subj,1,pl,aorist subj
103761,ἀναστήσω,aorist,active,subj,1,sg,aorist subj
103778,ἐντείλωμαι,aorist,middle,subj,1,sg,aorist subj
103785,ἀκούσῃ,aorist,active,subj,3,sg,aorist subj
103789,λαλήσῃ,aorist,active,subj,3,sg,aorist subj
103793,ἐκδικήσω,future,active,indc,1,sg,future indc
103800,ἀσεβήσῃ,aorist,middle,subj,2,sg,aorist subj
103814,λαλήσῃ,aorist,active,subj,3,sg,aorist subj
103827,εἴπῃς,aorist,active,subj,2,sg,aorist subj
103831,γνωσόμεθα,future,middle,indc,1,pl,future indc
103840,λαλήσῃ,aorist,active,subj,3,sg,aorist subj
103848,γένηται,aorist,middle,subj,3,sg,aorist subj
103853,συμβῇ,aorist,active,subj,2,sg,aorist subj
103867,ἀφέξεσθε,future,middle,indc,2,pl,future indc
103870,ἀφανίσῃ,aorist,active,subj,3,sg,aorist subj
103894,διαστελεῖς,future,active,indc,2,sg,future indc
103906,στόχασαί,aorist,active,infv,,,aorist infv
103916,καταμερίζει,present,active,indc,3,sg,present indc
103932,φύγῃ,aorist,active,subj,3,sg,aorist subj
103937,πατάξῃ,aorist,active,subj,3,sg,aorist subj
103953,εἰσέλθῃ,aorist,active,subj,3,sg,aorist subj
103986,καταφεύξεται,future,middle,indc,3,sg,future indc
103996,διώξας,aorist,active,ptcp,,sg,aorist ptcp
104004,παρατεθέρμανται,perfect,middle,indc,3,pl,perfect indc
104009,ᾖ,present,active,subj,3,sg,present subj
104036,διαστελεῖς,future,active,indc,2,sg,future indc
104040,ἐμπλατύνῃ,present,active,subj,3,sg,present subj
104064,ἀκούσῃς,aorist,active,subj,2,sg,aorist subj
104104,ἐκχυθήσεται,future,passsive,indc,3,sg,future indc
104122,γένηται,aorist,middle,subj,3,sg,aorist subj
104166,φείσεται,future,middle,indc,3,sg,future indc
104180,μετακινήσεις,future,active,indc,2,sg,future indc
104189,κατεκληρονομήθης,aorist,passsive,indc,2,sg,aorist indc
104201,σταθήσεται,future,passsive,indc,3,sg,future indc
104217,ἁμάρτῃ,aorist,active,subj,3,sg,aorist subj
104227,σταθήσεται,future,passsive,indc,3,sg,future indc
104230,καταστῇ,aorist,active,subj,3,sg,aorist subj
104259,ὦσιν,present,active,subj,3,pl,present subj
104299,ἀκούσαντες,aorist,active,ptcp,,pl,aorist ptcp
104301,φοβηθήσονται,future,passsive,indc,3,pl,future indc
104304,προσθήσουσιν,future,active,indc,3,pl,future indc
104319,φείσεται,future,middle,indc,3,sg,future indc
104337,ἐξέλθῃς,aorist,active,subj,2,sg,aorist subj
104352,φοβηθήσῃ,future,passsive,indc,2,sg,future indc
104394,ἐκλυέσθω,present,middle,impv,3,sg,present impv
104397,φοβεῖσθε,present,middle,impv,2,pl,present impv
104400,θραύεσθε,present,middle,indc,2,pl,present indc
104403,ἐκκλίνητε,present,active,impv,2,pl,present impv
104439,πορευέσθω,present,middle,impv,3,sg,present impv
104445,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
104452,ἐγκαινιεῖ,future,active,indc,3,sg,future indc
104463,πορευέσθω,present,middle,impv,3,sg,present impv
104469,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
104476,εὐφρανθήσεται,future,passsive,indc,3,sg,future indc
104487,πορευέσθω,present,middle,impv,3,sg,present impv
104493,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
104500,λήμψεται,future,middle,indc,3,sg,future indc
104521,πορευέσθω,present,middle,impv,3,sg,present impv
104528,δειλιάνῃ,present,active,subj,3,sg,present subj
104554,προσέλθῃς,aorist,active,subj,2,sg,aorist subj
104569,ἀποκριθῶσίν,aorist,passsive,subj,3,pl,aorist subj
104581,ἔσονταί,future,middle,indc,3,pl,future indc
104590,ὑπακούσωσίν,aorist,active,subj,3,pl,aorist subj
104625,ὑπάρχῃ,present,active,subj,3,sg,present subj
104631,προνομεύσεις,future,active,indc,2,sg,future indc
104644,ποιήσεις,future,active,indc,2,sg,future indc
104676,ζωγρήσετε,future,active,indc,2,pl,future indc
104681,ἀναθεματιεῖτε,future,active,indc,2,pl,future indc
104705,διδάξωσιν,aorist,active,subj,3,pl,aorist subj
104722,περικαθίσῃς,aorist,active,subj,2,sg,aorist subj
104733,ἐξολεθρεύσεις,future,active,indc,2,sg,future indc
104742,φάγῃ,future,middle,indc,2,sg,future indc
104746,ἐκκόψεις,future,active,indc,2,sg,future indc
104763,ἐπίστασαι,present,middle,indc,2,sg,present indc
104770,ἐξολεθρεύσεις,future,active,indc,2,sg,future indc
104787,εὑρεθῇ,aorist,passsive,subj,3,sg,aorist subj
104863,εἴργασται,perfect,middle,indc,3,sg,perfect indc
104867,σπείρεται,present,middle,indc,3,sg,present indc
104899,ἔσται,future,middle,indc,3,sg,future indc
104917,νίψονται,future,middle,indc,3,pl,future indc
104953,γένηται,aorist,middle,subj,3,sg,aorist subj
104967,ἐξαρεῖς,future,active,indc,2,sg,future indc
104975,ποιήσῃς,aorist,active,subj,2,sg,aorist subj
104982,ἐξελθὼν,aorist,active,ptcp,,sg,aorist ptcp
105049,εἰσελεύσῃ,future,middle,indc,2,sg,future indc
105071,πραθήσεται,future,passsive,indc,3,sg,future indc
105076,ἀθετήσεις,future,active,indc,2,sg,future indc
105082,γένωνται,aorist,middle,subj,3,pl,aorist subj
105121,ὑπάρχοντα,present,active,ptcp,,pl,present ptcp
105124,δυνήσεται,future,middle,indc,3,sg,future indc
105145,ἐπιγνώσεται,future,middle,indc,3,sg,future indc
105154,εὑρεθῇ,aorist,passsive,subj,3,sg,aorist subj
105165,ᾖ,present,active,subj,3,sg,present subj
105186,εἰσακούῃ,present,active,subj,3,sg,present subj
105240,ἀκούσαντες,aorist,active,ptcp,,pl,aorist ptcp
105242,φοβηθήσονται,future,passsive,indc,3,pl,future indc
105245,γένηται,aorist,middle,subj,3,sg,aorist subj
105259,ἐπικοιμηθήσεται,future,passsive,indc,3,sg,future indc
105266,θάψετε,future,active,indc,2,pl,future indc
105278,μιανεῖτε,future,active,indc,2,pl,future indc
105288,ἰδὼν,aorist,active,ptcp,,sg,aorist ptcp
105300,ἀποστρέψεις,future,active,indc,2,sg,future indc
105329,ποιήσεις,future,active,indc,2,sg,future indc
105334,ποιήσεις,future,active,indc,2,sg,future indc
105339,ποιήσεις,future,active,indc,2,sg,future indc
105345,ἀπόληται,aorist,middle,subj,3,sg,aorist subj
105350,δυνήσῃ,future,middle,indc,2,sg,future indc
105354,ὄψῃ,future,middle,indc,2,sg,future indc
105368,ἀναστήσεις,future,active,indc,2,sg,future indc
105371,ἔσται,future,middle,indc,3,sg,future indc
105378,ἐνδύσηται,aorist,middle,subj,3,sg,aorist subj
105390,συναντήσῃς,aorist,active,subj,2,sg,aorist subj
105420,λήμψῃ,future,middle,indc,2,sg,future indc
105427,ἀποστελεῖς,future,active,indc,2,sg,future indc
105435,λήμψῃ,future,middle,indc,2,sg,future indc
105438,γένηται,aorist,middle,subj,3,sg,aorist subj
105444,οἰκοδομήσῃς,aorist,active,subj,2,sg,aorist subj
105454,ποιήσεις,future,active,indc,2,sg,future indc
105459,πέσῃ,aorist,active,subj,3,sg,aorist subj
105464,σπείρῃς,aorist,active,subj,2,sg,aorist subj
105468,ἁγιασθῇ,aorist,passsive,subj,3,sg,aorist subj
105474,σπείρῃς,aorist,active,subj,2,sg,aorist subj
105480,ἀροτριάσεις,future,active,indc,2,sg,future indc
105488,ἐνδύσῃ,future,middle,indc,2,sg,future indc
105495,ποιήσεις,future,active,indc,2,sg,future indc
105502,περιβάλῃ,aorist,active,subj,3,sg,aorist subj
105505,λάβῃ,aorist,active,subj,3,sg,aorist subj
105637,ἔσται,future,middle,indc,3,sg,future indc
105641,δυνήσεται,future,middle,indc,3,sg,future indc
105694,εὑρεθῇ,aorist,passsive,subj,3,sg,aorist subj
105722,γένηται,aorist,middle,subj,3,sg,aorist subj
105788,εὕρῃ,aorist,active,subj,3,sg,aorist subj
105818,ποιήσετε,future,active,indc,2,pl,future indc
105829,ἐπαναστῇ,aorist,active,subj,3,sg,aorist subj
105856,εὕρῃ,aorist,active,subj,3,sg,aorist subj
105885,ἔσται,future,middle,indc,3,sg,future indc
105892,δυνήσεται,future,middle,indc,3,sg,future indc
105897,λήμψεται,future,middle,indc,3,sg,future indc
105904,ἀποκαλύψει,future,active,indc,3,sg,future indc
105908,εἰσελεύσεται,future,middle,indc,3,sg,future indc
105918,εἰσελεύσεται,future,middle,indc,3,sg,future indc
105927,εἰσελεύσεται,future,middle,indc,3,sg,future indc
105933,εἰσελεύσεται,future,middle,indc,3,sg,future indc
105944,εἰσελεύσεται,future,middle,indc,3,sg,future indc
106008,προσαγορεύσεις,future,active,indc,2,sg,future indc
106017,βδελύξῃ,future,middle,indc,2,sg,future indc
106023,βδελύξῃ,future,middle,indc,2,sg,future indc
106032,γενηθῶσιν,aorist,passsive,subj,3,pl,aorist subj
106036,εἰσελεύσονται,future,middle,indc,3,pl,future indc
106042,ἐξέλθῃς,aorist,active,subj,2,sg,aorist subj
106053,ἔσται,future,middle,indc,3,sg,future indc
106058,ἔσται,future,middle,indc,3,sg,future indc
106072,εἰσελεύσεται,future,middle,indc,3,sg,future indc
106082,λούσεται,future,middle,indc,3,sg,future indc
106091,εἰσελεύσεται,future,middle,indc,3,sg,future indc
106098,ἔσται,future,middle,indc,3,sg,future indc
106111,ἔσται,future,middle,indc,3,sg,future indc
106150,ὀφθήσεται,future,passsive,indc,3,sg,future indc
106159,παραδώσεις,future,active,indc,2,sg,future indc
106164,προστέθειταί,perfect,middle,indc,3,sg,perfect indc
106170,κατοικήσει,future,active,indc,3,sg,future indc
106177,,,,,,,
106186,θλίψεις,future,active,indc,2,sg,future indc
106188,ἔσται,future,middle,indc,3,sg,future indc
106195,ἔσται,future,middle,indc,3,sg,future indc
106201,προσοίσεις,future,active,indc,2,sg,future indc
106220,ἐκτοκιεῖς,future,active,indc,2,sg,future indc
106231,ἐκδανείσῃς,aorist,active,subj,2,sg,aorist subj
106235,ἐκτοκιεῖς,future,active,indc,2,sg,future indc
106240,ἐκτοκιεῖς,future,active,indc,2,sg,future indc
106242,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
106259,εὔξῃ,future,middle,indc,2,sg,future indc
106265,χρονιεῖς,future,active,indc,2,sg,future indc
106270,ἐκζητήσει,future,active,indc,3,sg,future indc
106281,θέλῃς,present,active,subj,2,sg,present subj
106285,ἔστιν,present,active,indc,3,sg,present indc
106290,φυλάξῃ,future,middle,indc,2,sg,future indc
106305,εἰσέλθῃς,aorist,active,subj,2,sg,aorist subj
106319,ἐμβαλεῖς,future,active,indc,2,sg,future indc
106321,εἰσέλθῃς,aorist,active,subj,2,sg,aorist subj
106333,ἐπιβάλῃς,aorist,active,subj,2,sg,aorist subj
106338,λάβῃ,aorist,active,subj,3,sg,aorist subj
106347,εὕρῃ,aorist,active,subj,3,sg,aorist subj
106401,ἀποθάνῃ,aorist,active,subj,3,sg,aorist subj
106412,δυνήσεται,future,middle,indc,3,sg,future indc
106438,μιανεῖτε,future,active,indc,2,pl,future indc
106449,λάβῃ,aorist,active,subj,3,sg,aorist subj
106454,ἐξελεύσεται,future,middle,indc,3,sg,future indc
106460,ἐπιβληθήσεται,future,passsive,indc,3,sg,future indc
106466,ἔσται,future,middle,indc,3,sg,future indc
106478,ἐνεχυράσεις,future,active,indc,2,sg,future indc
106487,ἁλῷ,aorist,active,subj,3,sg,aorist subj
106527,ἀναγγείλωσιν,aorist,active,subj,3,pl,aorist subj
106536,φυλάξασθε,aorist,middle,impv,2,pl,aorist impv
106555,ᾖ,present,active,subj,3,sg,present subj
106561,εἰσελεύσῃ,future,middle,indc,2,sg,future indc
106570,στήσῃ,future,middle,indc,2,sg,future indc
106578,ἐξοίσει,future,active,indc,3,sg,future indc
106591,κοιμηθήσῃ,future,passsive,indc,2,sg,future indc
106595,ἀποδώσεις,future,active,indc,2,sg,future indc
106612,,,,,,,
106619,ἀπαδικήσεις,future,active,indc,2,sg,future indc
106636,ἀποδώσεις,future,active,indc,2,sg,future indc
106640,ἐπιδύσεται,future,middle,indc,3,sg,future indc
106655,καταβοήσεται,future,middle,indc,3,sg,future indc
106664,ἀποθανεῖται,future,middle,indc,3,sg,future indc
106671,ἀποθανεῖται,future,middle,indc,3,sg,future indc
106677,ἀποθανεῖται,future,middle,indc,3,sg,future indc
106679,ἐκκλινεῖς,future,active,indc,2,sg,future indc
106685,ἐνεχυράσεις,future,active,indc,2,sg,future indc
106713,ἀμήσῃς,aorist,active,subj,2,sg,aorist subj
106724,ἐπαναστραφήσῃ,future,passsive,indc,2,sg,future indc
106737,ἔσται,future,middle,indc,3,sg,future indc
106739,εὐλογήσῃ,aorist,active,subj,3,sg,aorist subj
106747,ἐλαιαλογήσῃς,aorist,active,subj,3,sg,aorist subj
106750,καλαμήσασθαι,aorist,middle,infv,,,aorist infv
106762,ἔσται,future,middle,indc,3,sg,future indc
106764,τρυγήσῃς,aorist,active,subj,2,sg,aorist subj
106767,ἐπανατρυγήσεις,future,active,indc,2,sg,future indc
106779,ἔσται,future,middle,indc,3,sg,future indc
106800,γένηται,aorist,middle,subj,3,sg,aorist subj
106842,μαστιγώσουσιν,future,active,indc,3,pl,future indc
106844,προσθῶσιν,aorist,active,subj,3,pl,aorist subj
106846,προσθῶσιν,aorist,active,subj,3,pl,aorist subj
106859,φιμώσεις,future,active,indc,2,sg,future indc
106864,κατοικῶσιν,present,active,subj,3,pl,present subj
106876,ἔσται,future,middle,indc,3,sg,future indc
106886,εἰσελεύσεται,future,middle,indc,3,sg,future indc
106900,τέκῃ,aorist,active,subj,3,sg,aorist subj
106901,κατασταθήσεται,future,passsive,indc,3,sg,future indc
106909,ἐξαλειφθήσεται,future,passsive,indc,3,sg,future indc
106916,βούληται,present,middle,subj,3,sg,present subj
106984,ποιήσουσιν,future,active,indc,3,pl,future indc
106990,οἰκοδομήσει,future,active,indc,3,sg,future indc
107004,μάχωνται,present,middle,subj,3,pl,present subj
107034,φείσεται,future,middle,indc,3,sg,future indc
107037,ἔσται,future,middle,indc,3,sg,future indc
107048,ἔσται,future,middle,indc,3,sg,future indc
107062,ἔσται,future,middle,indc,3,sg,future indc
107068,ἔσται,future,middle,indc,3,sg,future indc
107071,γένῃ,aorist,middle,subj,2,sg,aorist subj
107148,ἐξαλείψεις,future,active,indc,2,sg,future indc
107157,ἐπιλάθῃ,aorist,middle,subj,2,sg,aorist subj
107161,εἰσέλθῃς,aorist,active,subj,2,sg,aorist subj
107185,,,,,,,
107204,ἐκλέξηται,aorist,middle,subj,3,sg,aorist subj
107217,ᾖ,present,active,subj,3,sg,present subj
107414,συντελέσῃς,aorist,active,subj,2,sg,aorist subj
107683,διαβῆτε,aorist,active,subj,2,pl,aorist subj
107720,εἰσέλθητε,aorist,active,subj,2,pl,aorist subj
107748,στήσετε,future,active,indc,2,pl,future indc
107779,ἐπιβαλεῖς,future,active,indc,2,sg,future indc
107784,οἰκοδομήσεις,future,active,indc,2,sg,future indc
107881,στήσονται,future,middle,indc,3,pl,future indc
107908,στήσονται,future,middle,indc,3,pl,future indc
107940,ποιήσει,future,active,indc,3,sg,future indc
108088,ἐμμενεῖ,future,active,indc,3,sg,future indc
108108,εἰσακούσητε,aorist,active,subj,2,pl,aorist subj
108146,ἀκούσῃς,aorist,active,subj,2,sg,aorist subj
108189,παραδῷ,aorist,active,subj,3,sg,aorist subj
108202,ἐξελεύσονται,future,middle,indc,3,pl,future indc
108208,φεύξονται,future,middle,indc,3,pl,future indc
108211,ἀποστείλαι,aorist,active,optv,3,sg,aorist optv
108234,ἀναστήσαι,aorist,active,optv,3,sg,aorist optv
108245,εἰσακούσῃς,aorist,active,subj,2,sg,aorist subj
108295,ἀνοίξαι,aorist,active,optv,3,sg,aorist optv
108325,δανιῇ,future,middle,indc,2,sg,future indc
108342,ἔσῃ,future,middle,indc,2,sg,future indc
108346,ἀκούσῃς,aorist,active,subj,2,sg,aorist subj
108363,παραβήσῃ,future,middle,indc,2,sg,future indc
108388,εἰσακούσῃς,aorist,active,subj,2,sg,aorist subj
108452,ἐξαποστείλαι,aorist,active,optv,3,sg,aorist optv
108470,ποιήσῃς,aorist,active,subj,2,sg,aorist subj
108483,προσκολλήσαι,aorist,active,optv,3,sg,aorist optv
108502,πατάξαι,aorist,active,infv,,,aorist infv
108548,δῴη,aorist,active,optv,3,sg,aorist optv
108559,καταβήσεται,future,middle,indc,3,sg,future indc
108563,δῴη,aorist,active,optv,3,sg,aorist optv
108572,ἐξελεύσῃ,future,middle,indc,2,sg,future indc
108578,φεύξῃ,future,middle,indc,2,sg,future indc
108608,πατάξαι,aorist,active,infv,,,aorist infv
108627,δύνασθαί,present,middle,infv,,,present infv
108630,πατάξαι,aorist,active,infv,,,aorist infv
108649,ψηλαφήσαι,aorist,active,infv,,,aorist infv
108657,εὐοδώσει,future,active,indc,3,sg,future indc
108673,λήμψῃ,future,middle,indc,2,sg,future indc
108677,ἕξει,future,active,indc,3,sg,future indc
108679,οἰκοδομήσεις,future,active,indc,2,sg,future indc
108682,οἰκήσεις,future,active,indc,2,sg,future indc
108685,φυτεύσεις,future,active,indc,2,sg,future indc
108688,τρυγήσεις,future,active,indc,2,sg,future indc
108695,φάγῃ,future,middle,indc,2,sg,future indc
108704,ἀποδοθήσεταί,future,passsive,indc,3,sg,future indc
108740,φάγεται,future,middle,indc,3,sg,future indc
108761,βλέψῃ,future,middle,indc,2,sg,future indc
108762,πατάξαι,aorist,active,infv,,,aorist infv
108776,δύνασθαί,present,middle,infv,,,present infv
108785,ἀπαγάγοι,aorist,active,optv,3,sg,aorist optv
108792,καταστήσῃς,aorist,active,subj,2,sg,aorist subj
108824,ἀπαγάγῃ,aorist,active,subj,3,sg,aorist subj
108829,ἐξοίσεις,future,active,indc,2,sg,future indc
108834,εἰσοίσεις,future,active,indc,2,sg,future indc
108836,κατέδεται,future,middle,indc,3,sg,future indc
108840,φυτεύσεις,future,active,indc,2,sg,future indc
108846,πίεσαι,future,middle,indc,2,sg,future indc
108849,εὐφρανθήσῃ,future,passsive,indc,2,sg,future indc
108851,καταφάγεται,future,middle,indc,3,sg,future indc
108855,ἔσονταί,future,middle,indc,3,pl,future indc
108863,χρίσῃ,future,middle,indc,2,sg,future indc
108865,ἐκρυήσεται,future,middle,indc,3,sg,future indc
108870,γεννήσεις,future,active,indc,2,sg,future indc
108873,ἔσονταί,future,middle,indc,3,pl,future indc
108876,ἀπελεύσονται,future,middle,indc,3,pl,future indc
108885,ἐξαναλώσει,future,active,indc,3,sg,future indc
108893,ἀναβήσεται,future,middle,indc,3,sg,future indc
108899,καταβήσῃ,future,middle,indc,2,sg,future indc
108903,δανιεῖ,future,active,indc,3,sg,future indc
108907,δανιεῖς,future,active,indc,2,sg,future indc
108909,ἔσται,future,middle,indc,3,sg,future indc
108914,ἔσῃ,future,middle,indc,2,sg,future indc
108979,ἐπαποστελεῖ,future,active,indc,3,sg,future indc
109003,ἐπάξει,future,active,indc,3,sg,future indc
109015,,,,,,,
109021,ἀκούσῃ,future,middle,indc,2,sg,future indc
109028,θαυμάσει,future,active,indc,3,sg,future indc
109035,ἐλεήσει,future,active,indc,3,sg,future indc
109047,καταλιπεῖν,aorist,active,infv,,,aorist infv
109115,,,,,,,
109127,βασκανεῖ,future,active,indc,3,sg,future indc
109140,καταλειφθῇ,aorist,passsive,subj,3,sg,aorist subj
109150,κατέσθῃ,present,active,subj,3,sg,present subj
109162,θλίψωσίν,aorist,active,subj,3,pl,aorist subj
109188,βασκανεῖ,future,active,indc,3,sg,future indc
109211,τέκῃ,aorist,active,subj,3,sg,aorist subj
109213,καταφάγεται,future,middle,indc,3,sg,future indc
109226,,,,,,,
109233,εἰσακούσητε,aorist,active,subj,2,pl,aorist subj
109312,ἐπάξει,future,active,indc,3,sg,future indc
109353,εὐφρανθήσεται,future,passsive,indc,3,sg,future indc
109412,ἀναπαύσει,future,active,indc,3,sg,future indc
109415,γένηται,aorist,middle,subj,3,sg,aorist subj
109447,πιστεύσεις,future,active,indc,2,sg,future indc
109453,ἐρεῖς,future,active,indc,2,sg,future indc
109455,γένοιτο,aorist,middle,optv,3,sg,aorist optv
109461,ἐρεῖς,future,active,indc,2,sg,future indc
109463,γένοιτο,aorist,middle,optv,3,sg,aorist optv
109469,φοβηθήσῃ,future,passsive,indc,2,sg,future indc
109475,ὄψῃ,future,middle,indc,2,sg,future indc
109489,προσθήσεσθε,future,middle,indc,2,pl,future indc
109631,γνῶτε,aorist,active,subj,2,pl,aorist subj
109693,συνῆτε,aorist,active,subj,2,pl,aorist subj
109697,ποιήσετε,future,active,indc,2,pl,future indc
109755,ἔσται,future,middle,indc,3,sg,future indc
109903,γένοιτο,aorist,middle,optv,3,sg,aorist optv
109909,πορεύσομαι,future,middle,indc,1,sg,future indc
109918,θελήσῃ,aorist,active,subj,3,sg,aorist subj
109924,ἐκκαυθήσεται,future,passsive,indc,3,sg,future indc
109986,ἀναστήσονται,future,middle,indc,3,pl,future indc
109993,ἔλθῃ,aorist,active,subj,3,sg,aorist subj
110019,σπαρήσεται,future,passsive,indc,3,sg,future indc
110022,ἀνατελεῖ,future,active,indc,3,sg,future indc
110025,ἀναβῇ,aorist,active,subj,3,sg,aorist subj
110178,ἔλθωσιν,aorist,active,subj,3,pl,aorist subj
110255,ᾖ,present,active,subj,3,sg,present subj
110263,συνάξει,future,active,indc,3,sg,future indc
110269,λήμψεταί,future,middle,indc,3,sg,future indc
110331,ἐπιστραφήσῃ,future,passsive,indc,2,sg,future indc
110369,ἐπιστρέψει,future,active,indc,3,sg,future indc
110382,εἰσακούσῃς,aorist,active,subj,2,sg,aorist subj
110401,ἐπιστραφῇς,aorist,passsive,subj,2,sg,aorist subj
110438,ἀναβήσεται,future,middle,indc,3,sg,future indc
110443,λήμψεται,future,middle,indc,3,sg,future indc
110446,ἀκούσαντες,aorist,active,ptcp,,pl,aorist ptcp
110449,ποιήσομεν,future,active,indc,1,pl,future indc
110461,διαπεράσει,future,active,indc,3,sg,future indc
110468,λήμψεται,future,middle,indc,3,sg,future indc
110471,ποιήσει,future,active,indc,3,sg,future indc
110474,ποιήσομεν,future,active,indc,1,pl,future indc
110550,μεταστῇ,aorist,active,subj,3,sg,aorist subj
110554,εἰσακούσῃς,aorist,active,subj,2,sg,aorist subj
110570,ἀπολεῖσθε,future,middle,indc,2,pl,future indc
110572,γένησθε,aorist,middle,subj,2,pl,aorist subj
110618,ζῇς,present,active,subj,2,sg,present subj
110686,δυνήσομαι,future,middle,indc,1,sg,future indc
110698,διαβήσῃ,future,middle,indc,2,sg,future indc
110711,ἐξολεθρεύσει,future,active,indc,3,sg,future indc
110771,φοβοῦ,present,middle,impv,2,sg,present impv
110774,πτοηθῇς,aorist,passsive,subj,2,sg,aorist subj
110785,ἀνῇ,aorist,active,subj,3,sg,aorist subj
110788,ἐγκαταλίπῃ,aorist,active,subj,3,sg,aorist subj
110806,εἰσελεύσῃ,future,middle,indc,2,sg,future indc
110825,κατακληρονομήσεις,future,active,indc,2,sg,future indc
110835,,,,,,,
110838,ἀνήσει,future,active,indc,3,sg,future indc
110841,ἐγκαταλίπῃ,aorist,active,subj,3,sg,aorist subj
110843,φοβοῦ,present,middle,impv,2,sg,present impv
110846,δειλία,present,active,impv,2,sg,present impv
110906,ἐκλέξηται,aorist,middle,subj,3,sg,aorist subj
110907,ἀναγνώσεσθε,future,middle,indc,2,pl,future indc
110936,ἀκούσωσιν,aorist,active,subj,3,pl,aorist subj
110939,μάθωσιν,aorist,active,subj,3,pl,aorist subj
110961,ἀκούσονται,future,middle,indc,3,pl,future indc
111006,ἐντελοῦμαι,present,middle,indc,1,sg,present indc
111120,ἀποστρέψω,future,active,indc,1,sg,future indc
111156,γένηταί,aorist,middle,subj,3,sg,aorist subj
111168,εἰσάξω,future,active,indc,1,sg,future indc
111202,,,,,,,
111220,ἐπιλησθῇ,aorist,passsive,subj,3,sg,aorist subj
111235,εἰσαγαγεῖν,aorist,active,infv,,,aorist infv
111272,εἰσάξεις,future,active,indc,2,sg,future indc
