,sum
MOD shall,0.26
PRES,0.25
FUT,0.2
IMPV,0.05
MOD let,0.05
MOD may,0.05
PAST,0.04
MOD can,0.02
MOD should,0.01
MOD would,0.01
MOD lest,0.01
PRES PERF,0.01
TO INF,0.01
PRES PART,0.01
MOD must,0.0
MOD could,0.0
MOD might,0.0
MOD is to,0.0
HAB used to,0.0
PAST PERF,0.0
MOD was to,0.0
?VB,0.0
MOD that be,0.0
PRES PROG,0.0
MOD VB,0.0
PAST PROG,0.0
MOD,0.0
PRES shall,0.0
PRES do,0.0
FUT PERF,0.0
MOD need not,0.0
FUT PROG,0.0
JJ,0.0
PRES can,0.0
??VB,0.0
MOD quest must,0.0
