cl_args,RV,V,AV,V,AV,CV,_W_SV,_W_SV,CV,RV,CV,RV,AV,V,SV,_W_AV,V,SV,_W_SV,CV,RV,_W_OV,RV,_W_AV,_W_OV,OV,CV,_W_AV,RV,_W_V,_W_V,SV,CV,AV,AV,AV,CAV,AV,RV,OV,V,CAV,QV,RV,SV,_W_OV,OV,V,V,_W_SV,QV,CV,CSV,CSV,CV,_W_SV,CSV,SV,CAV,CAV,QV,V,OV,_W_CV,SV,CSV,CAV,CSV,QV,_W_RV,AV,SV,QV,CAV,_W_SAV,IV,COV,IV,COV,QV,_W_V,COV,SAV,_W_AV,CSV,COV,QAV,SV,SAV,ASV,AOV,_W_SV,_W_SAV,_W_SV,_W_V,ASV,IV,OV,_W_OAV,IV,_W_QV,IIV,ISV,COV,_W_IV,QV,OAV,_W_OV,_W_SOV,QAV,ASV,_W_CV,_W_QV,OV,COV,_W_V,IV,QAV,IOV,OV,_W_OV,ISV,ISV,RV,CIV,CAV,_W_SV,RSV,_W_AV,_W_CV,_W_AV,_W_ISV,_W_IV,_W_SAV,_W_RV,SAV,SAV,SAV,OV,_W_OV,_W_ASV,_W_OAV,ASV,CQV,_W_SOV,_W_ASV,_W_V,_W_CAV,RSV,IAV,IAV,OAV,_W_OAV,OAV,_W_CAV,IOV,RSV,_W_SOV,IV,_W_IV,CASV,ASV,V,CSV,CSAV,QOV,QSV,QV,_W_V,CQV,ISV,ISV,_W_RV,COV,CSV,CIV,_W_CV,_W_CV,IAV,CV,ISV,_W_CAV,CSAV,_W_QV,_W_SAV,CSV,_W_IV,SOV,AOV,QSV,_W_IV,_W_ISV,_W_ASV,_W_IV,_W_OSV,_W_V,AOV,OAV,RAV,OAV,SOV,COAV,CIV,AOV,_W_CAV,COAV,ARV,ARV,ACV,ACSV,CIV,ACAV,_W_COV,ASAV,CASV,ASOV,_W_SOV,CASV,_W_COV,CAV,CAOV,CAV,CAOV,_W_ACV,_W_AOV,ASV,_W_AOV,_W_AOV,AV,_W_SAV,CIAV,_W_ASV,CISV,CISV,_W_QV,_W_CSV,QSV,OSV,OSV,SAV,_W_OV,_W_OV,QAV,QAV,SAOV,QAV,_W_ISV,QSV,_W_OAV,_W_SAV,_W_IV,_W_OAV,RAV,RAV,RAV,RAV,ROV,RSV,RSV,RSV,RSV,OAV,SAV,OAV,OASV,CQV,CQV,CQV,CSAV,CSOV,_W_SAV,_W_SAV,_W_RV,_W_QV,_W_CV,_W_QSV,_W_QAV,IAV,IAV,IIAV,IIV,IIV,IOV,IOV,_W_IAV,_W_IAV,SV,SOV,ACAV
mother_verbtype,Ø,qtl,qtl,Ø,Ø,wayq,wayq,qtl,qtl,wayq,yqtl,qtl,wayq,wayq,qtl,qtl,yqtl,Ø,Ø,Ø,yqtl,wayq,wqtl,Ø,qtl,qtl,impv,wayq,infc,qtl,wayq,wayq,wqtl,wqtl,yqtl,infc,qtl,impv,impv,Ø,impv,yqtl,wayq,ptcp,yqtl,Ø,wayq,infc,ptcp,ptcp,qtl,infc,yqtl,Ø,ptcp,yqtl,qtl,infc,Ø,impv,Ø,wqtl,yqtl,qtl,impv,wqtl,wayq,impv,impv,qtl,ptcp,ptcp,yqtl,wqtl,qtl,wayq,Ø,Ø,yqtl,infc,Ø,impv,Ø,yqtl,wayq,qtl,Ø,wqtl,qtl,Ø,qtl,wqtl,Ø,infc,yqtl,qtl,qtl,impv,qtl,yqtl,qtl,wayq,Ø,wayq,wayq,wqtl,qtl,ptcp,Ø,qtl,wayq,Ø,Ø,ptcp,wqtl,ptcp,impv,wayq,qtl,infc,wqtl,wayq,qtl,infa,wayq,ptcp,impv,Ø,wqtl,yqtl,ptcp,wayq,wqtl,wayq,Ø,yqtl,wayq,ptcp,wqtl,yqtl,Ø,wayq,yqtl,qtl,qtl,qtl,infa,Ø,qtl,wayq,yqtl,wayq,Ø,ptcp,qtl,wayq,yqtl,yqtl,infc,qtl,yqtl,impv,infa,infc,yqtl,Ø,qtl,ptcp,wqtl,yqtl,infc,impv,ptcp,ptcp,infa,Ø,wqtl,impv,Ø,infa,yqtl,wqtl,impv,impv,yqtl,ptcp,yqtl,qtl,yqtl,wayq,ptcp,ptcp,wayq,Ø,Ø,infc,Ø,Ø,Ø,impv,Ø,qtl,impv,wayq,yqtl,yqtl,qtl,wayq,wayq,Ø,infc,yqtl,qtl,qtl,infa,Ø,wqtl,impv,Ø,infa,Ø,infc,qtl,wayq,wayq,ptcp,yqtl,Ø,infa,wqtl,impv,wqtl,qtl,impv,infc,Ø,Ø,qtl,Ø,impv,infc,impv,impv,ptcp,qtl,yqtl,wqtl,yqtl,wqtl,ptcp,impv,ptcp,impv,qtl,wqtl,yqtl,Ø,impv,infc,ptcp,wqtl,yqtl,wqtl,infc,qtl,impv,ptcp,wayq,Ø,qtl,infc,impv,wayq,wayq,infc,Ø,qtl,impv,qtl,yqtl,impv,Ø,impv,Ø,impv,qtl,infa,yqtl,infc
eng_TAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAST..IND,10.41,19.8,26.06,48.08,39.6,22.56,15.59,23.9,36.39,51.78,67.32,33.38,33.11,43.9,52.45,35.43,134.63,51.13,37.4,89.76,80.78,30.37,74.8,37.06,56.1,85.94,577.0,44.38,118.79,175.61,91.8,80.78,103.56,448.78,288.5,367.18,183.59,577.0,144.25,212.58,403.9,224.39,1009.75,224.39,403.9,109.16,109.16,504.88,807.8,183.59,673.17,224.39,673.17,807.8,336.58,673.17,367.18,269.27,367.18,1346.33,2019.5,807.8,1009.75,403.9,577.0,2019.5,403.9,1346.33,577.0,288.5,504.88,1009.75,1009.75,336.58,807.8,1346.33,2019.5,4039.0,1009.75,inf,1009.75,4039.0,448.78,807.8,448.78,1346.33,2019.5,1346.33,673.17,504.88,1009.75,673.17,577.0,577.0,2019.5,807.8,2019.5,inf,673.17,1346.33,2019.5,inf,2019.5,1346.33,1009.75,4039.0,2019.5,inf,2019.5,2019.5,2019.5,1346.33,2019.5,inf,4039.0,1346.33,2019.5,1346.33,inf,4039.0,2019.5,inf,1346.33,1009.75,inf,inf,2019.5,inf,2019.5,inf,807.8,807.8,inf,1009.75,2019.5,4039.0,2019.5,inf,1346.33,inf,2019.5,1009.75,4039.0,1346.33,inf,4039.0,inf,2019.5,4039.0,4039.0,inf,4039.0,2019.5,inf,inf,4039.0,inf,2019.5,4039.0,inf,4039.0,2019.5,inf,2019.5,inf,inf,4039.0,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,inf,inf,4039.0,4039.0,inf,4039.0,inf,2019.5,inf,4039.0,4039.0,inf,inf,4039.0,2019.5,2019.5,2019.5,inf,2019.5,4039.0,4039.0,inf,inf,4039.0,4039.0,inf,inf,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,4039.0,inf,4039.0,inf,4039.0,4039.0,inf,inf,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,inf,4039.0,4039.0,inf,inf,inf,4039.0,inf,inf,4039.0,inf,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4039.0,inf,inf,inf,inf,4039.0,inf,4039.0,inf,inf,inf,inf,inf,4039.0,inf,4039.0,4039.0,inf,inf
PRES.PERF.IND,15.06,12.43,42.73,24.74,45.19,213.64,2350.0,45.19,30.92,391.67,21.36,78.33,156.67,36.72,60.26,69.12,69.12,60.26,138.24,41.96,32.64,1175.0,34.56,180.77,97.92,69.12,40.52,391.67,106.82,83.93,335.71,156.67,78.33,235.0,391.67,587.5,235.0,261.11,73.44,78.33,57.32,111.9,69.12,97.92,97.92,335.71,391.67,90.38,167.86,261.11,106.82,391.67,102.17,117.5,167.86,146.88,293.75,213.64,293.75,391.67,111.9,391.67,213.64,335.71,213.64,123.68,587.5,195.83,167.86,587.5,783.33,335.71,261.11,391.67,2350.0,235.0,213.64,293.75,261.11,235.0,335.71,213.64,783.33,470.0,2350.0,470.0,470.0,335.71,2350.0,1175.0,783.33,783.33,1175.0,1175.0,783.33,2350.0,470.0,470.0,inf,1175.0,470.0,587.5,1175.0,inf,2350.0,783.33,1175.0,783.33,2350.0,783.33,783.33,2350.0,inf,2350.0,587.5,2350.0,587.5,2350.0,inf,587.5,1175.0,1175.0,2350.0,2350.0,470.0,783.33,2350.0,inf,1175.0,2350.0,inf,inf,587.5,inf,1175.0,inf,inf,783.33,2350.0,1175.0,2350.0,inf,1175.0,inf,inf,inf,1175.0,inf,2350.0,1175.0,1175.0,inf,inf,inf,783.33,1175.0,inf,inf,2350.0,783.33,2350.0,inf,inf,inf,inf,2350.0,inf,2350.0,inf,2350.0,2350.0,2350.0,inf,1175.0,2350.0,1175.0,inf,2350.0,2350.0,inf,1175.0,inf,2350.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2350.0,inf,2350.0,inf,inf,2350.0,2350.0,inf,inf,inf,inf,inf,2350.0,2350.0,inf,inf,2350.0,2350.0,2350.0,2350.0,inf,inf,inf,2350.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2350.0,2350.0,inf,inf,inf,inf,inf,inf,2350.0,inf,inf,inf,2350.0,2350.0,2350.0,inf,inf,inf,inf,inf,2350.0,inf,inf,inf,inf,2350.0,2350.0,2350.0,inf,inf,inf,inf,inf,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,inf,inf,inf,2350.0,inf,inf,inf,inf,2350.0,2350.0,inf,2350.0,2350.0,inf,inf,inf,inf,inf,inf
PRES..IND,53.39,8.45,16.63,17.96,14.81,289.86,676.33,36.89,59.68,1014.5,32.21,225.44,40.58,92.23,37.57,184.45,23.06,61.48,101.45,65.45,106.79,1014.5,289.86,225.44,101.45,96.62,53.39,2029.0,507.25,135.27,1014.5,135.27,156.08,34.39,40.58,36.89,61.48,37.57,225.44,112.72,135.27,96.62,289.86,507.25,106.79,676.33,507.25,253.62,88.22,405.8,405.8,1014.5,253.62,338.17,676.33,184.45,253.62,338.17,253.62,101.45,676.33,126.81,135.27,1014.5,253.62,507.25,1014.5,225.44,1014.5,inf,225.44,225.44,676.33,2029.0,156.08,507.25,1014.5,676.33,1014.5,inf,2029.0,1014.5,676.33,676.33,inf,1014.5,676.33,2029.0,405.8,1014.5,405.8,676.33,1014.5,1014.5,1014.5,676.33,2029.0,676.33,676.33,507.25,inf,507.25,507.25,inf,inf,inf,1014.5,2029.0,2029.0,inf,inf,inf,2029.0,507.25,inf,inf,inf,inf,1014.5,inf,inf,1014.5,inf,inf,inf,2029.0,1014.5,405.8,inf,507.25,inf,inf,2029.0,inf,inf,676.33,2029.0,2029.0,inf,1014.5,2029.0,inf,inf,2029.0,676.33,inf,inf,2029.0,2029.0,inf,2029.0,1014.5,2029.0,1014.5,inf,inf,676.33,2029.0,2029.0,inf,2029.0,2029.0,2029.0,inf,676.33,inf,inf,inf,1014.5,inf,2029.0,2029.0,2029.0,inf,2029.0,inf,1014.5,2029.0,inf,2029.0,inf,2029.0,2029.0,inf,1014.5,2029.0,2029.0,1014.5,1014.5,inf,inf,inf,inf,inf,inf,inf,inf,2029.0,2029.0,inf,2029.0,2029.0,2029.0,inf,2029.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,2029.0,inf,inf,inf,inf,inf,2029.0,inf,inf,inf,inf,2029.0,2029.0,2029.0,inf,inf,inf,2029.0,inf,2029.0,inf,2029.0,inf,2029.0,2029.0,inf,inf,inf,inf,inf,inf,inf,2029.0,inf,inf,inf,inf,2029.0,inf,inf,inf,inf,2029.0,2029.0,2029.0,inf,2029.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2029.0,inf,inf,inf,inf,inf,inf,inf,inf,2029.0,inf,inf,inf,inf,inf,inf,2029.0,inf
PAST.PERF.IND,9.48,259.0,259.0,155.4,194.25,7.93,25.9,45.71,16.19,4.57,111.0,15.24,388.5,111.0,388.5,388.5,inf,194.25,111.0,77.7,388.5,388.5,129.5,inf,155.4,777.0,777.0,388.5,24.28,111.0,388.5,129.5,194.25,inf,inf,inf,259.0,777.0,inf,inf,inf,inf,64.75,77.7,inf,777.0,inf,inf,777.0,259.0,97.12,77.7,inf,155.4,111.0,inf,97.12,inf,259.0,inf,259.0,inf,inf,97.12,inf,777.0,86.33,inf,inf,194.25,inf,inf,inf,inf,inf,inf,388.5,inf,inf,129.5,inf,inf,inf,inf,259.0,259.0,388.5,inf,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,777.0,inf,inf,194.25,388.5,777.0,inf,inf,inf,777.0,777.0,388.5,259.0,inf,777.0,777.0,inf,777.0,777.0,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,inf,inf,388.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.0,inf,388.5,777.0,777.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,777.0,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,inf,inf,777.0,inf,inf,inf,777.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.0,inf,777.0,inf,777.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,777.0
FUT..IND,inf,34.5,17.25,13.8,23.0,inf,inf,inf,34.5,inf,23.0,inf,69.0,inf,23.0,69.0,11.5,34.5,69.0,69.0,inf,inf,inf,69.0,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,34.5,34.5,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,69.0,inf,inf,inf,69.0,inf,inf,23.0,inf,inf,inf,inf,inf,23.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,34.5,inf,inf,inf,inf,69.0,69.0,inf,inf,69.0,inf,69.0,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,69.0,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,69.0,inf,inf,inf,inf
PAST..SUBJ,20.67,10.33,62.0,31.0,20.67,inf,inf,31.0,inf,inf,inf,inf,62.0,62.0,62.0,inf,inf,inf,inf,62.0,inf,62.0,inf,62.0,inf,inf,62.0,inf,inf,10.33,3.26,inf,inf,inf,inf,inf,20.67,inf,inf,inf,62.0,62.0,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.0,inf,inf,inf,inf,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PRES..MOD,53.0,inf,53.0,17.67,53.0,53.0,53.0,inf,53.0,inf,53.0,inf,inf,inf,53.0,inf,inf,inf,53.0,inf,inf,53.0,53.0,inf,inf,53.0,inf,inf,inf,5.89,4.08,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,53.0,inf,53.0,inf,53.0,inf,inf,53.0,inf,inf,53.0,53.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26.5,inf,inf,inf,inf,inf,inf,inf,17.67,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,53.0,inf,53.0,inf,inf,inf,inf,inf,inf,inf,53.0,inf,inf,inf,inf,inf,53.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,53.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PRES..,16.0,inf,10.67,32.0,16.0,32.0,inf,inf,inf,inf,16.0,32.0,10.67,16.0,inf,32.0,16.0,inf,32.0,32.0,inf,inf,32.0,inf,inf,32.0,inf,inf,inf,32.0,32.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,32.0,inf,inf,inf,inf,inf,inf,inf,inf,32.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,32.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,32.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
