eng_TAMsimp,1,0
FUT,0.18,-0.18
FUT ~ MOD shall,-0.31,0.31
PRES,-0.09,0.09
IMPV ~ MOD shall,0.28,-0.28
IMPV,0.1,-0.1
MOD is to ~ MOD shall,0.12,-0.12
PAST,-0.04,0.04
MOD shall,0.11,-0.11
MOD must ~ MOD shall,0.04,-0.04
FUT ~ PRES,-0.08,0.08
MOD may,-0.2,0.2
PAST ~ PRES,-0.4,0.4
MOD shall ~ PRES,-0.14,0.14
FUT ~ MOD may,-0.24,0.24
PRES PERF,0.1,-0.1
MOD shall ~ TO INF,0.15,-0.15
PRES ~ PRES PART,-0.09,0.09
PRES ~ PRES PERF,0.05,-0.05
MOD would,0.07,-0.07
TO INF,-0.01,0.01
FUT ~ MOD lest,-0.16,0.16
MOD would ~ PAST,-0.16,0.16
MOD may ~ TO INF,-0.14,0.14
MOD may ~ PRES,-0.25,0.25
MOD let,0.18,-0.18
FUT ~ IMPV,0.21,-0.21
PRES ~ TO INF,0.21,-0.21
MOD may ~ MOD shall,-0.25,0.25
PAST ~ PRES PART,-0.24,0.24
FUT ~ TO INF,0.09,-0.09
MOD shall ~ PRES PART,-0.03,0.03
IMPV ~ PRES,0.0,-0.0
IMPV ~ MOD let,0.18,-0.18
PRES PART,-0.03,0.03
IMPV ~ TO INF,0.24,-0.24
PAST ~ PRES PERF,0.01,-0.01
FUT ~ MOD let,0.22,-0.22
FUT ~ PRES PART,0.14,-0.14
MOD can ~ MOD may,-0.44,0.44
FUT ~ MOD would,0.2,-0.2
MOD can ~ MOD shall,-0.13,0.13
MOD shall ~ PAST,-0.09,0.09
MOD let ~ MOD shall,0.02,-0.02
MOD is to ~ PRES,0.09,-0.09
MOD is to ~ MOD let,0.47,-0.47
MOD let ~ MOD may,-0.03,0.03
FUT ~ PAST,-0.03,0.03
MOD is to ~ PAST,0.33,-0.33
MOD lest ~ MOD may,-0.1,0.1
PAST ~ TO INF,0.18,-0.18
MOD lest ~ TO INF,0.18,-0.18
PAST ~ PAST PROG,-0.1,0.1
MOD shall ~ PRES PERF,-0.2,0.2
FUT ~ PRES PERF,0.13,-0.13
IMPV ~ MOD lest,0.27,-0.27
MOD shall ~ MOD would,-0.33,0.33
MOD may ~ MOD must,-0.13,0.13
MOD can,-0.13,0.13
MOD would ~ PRES,0.47,-0.47
IMPV ~ PAST,0.07,-0.07
MOD should ~ PRES,-0.03,0.03
HAB used to ~ PAST,-0.03,0.03
IMPV ~ MOD may,-0.28,0.28
IMPV ~ MOD must,0.47,-0.47
PAST PERF,0.22,-0.22
MOD shall ~ MOD should,-0.03,0.03
FUT ~ MOD can,-0.28,0.28
MOD let ~ TO INF,-0.28,0.28
FUT ~ FUT PERF,0.47,-0.47
MOD should,0.47,-0.47
MOD could ~ MOD may,-0.53,0.53
PAST ~ PAST PERF,0.47,-0.47
MOD can ~ PRES,-0.2,0.2
MOD should ~ TO INF,0.13,-0.13
IMPV ~ MOD would,-0.2,0.2
MOD VB ~ PRES,-0.2,0.2
MOD is to ~ TO INF,0.13,-0.13
HAB used to ~ MOD would,-0.53,0.53
HAB used to,-0.53,0.53
MOD was to,-0.53,0.53
FUT ~ FUT going-to,0.47,-0.47
IMPV ~ MOD is to,-0.03,0.03
MOD that be ~ TO INF,0.47,-0.47
MOD was to ~ PAST,0.47,-0.47
PRES ~ PRES PROG,-0.03,0.03
FUT ~ MOD must,-0.03,0.03
IMPV ~ PRES PART,0.47,-0.47
MOD would ~ PRES PART,-0.03,0.03
FUT going-to ~ MOD shall,-0.03,0.03
PRES PART ~ PRES PERF,0.47,-0.47
MOD may ~ PRES PART,-0.03,0.03
MOD can ~ MOD let,-0.53,0.53
MOD lest ~ MOD might,-0.03,0.03
MOD may ~ MOD should,-0.03,0.03
MOD let ~ PRES,-0.53,0.53
MOD must ~ PRES,-0.03,0.03
MOD let ~ MOD must,-0.03,0.03
MOD lest ~ PRES PART,-0.03,0.03
MOD lest ~ MOD must,-0.53,0.53
MOD must ~ PRES PART,-0.03,0.03
MOD is to ~ MOD may,0.47,-0.47
MOD let ~ PRES PART,-0.53,0.53
MOD should ~ MOD would,-0.53,0.53
MOD let ~ MOD should,0.47,-0.47
MOD let ~ MOD would,-0.53,0.53
MOD can ~ TO INF,-0.53,0.53
MOD would ~ PRES PROG,0.47,-0.47
FUT ~ MOD is to,-0.53,0.53
FUT ~ MOD VB,-0.53,0.53
MOD ~ MOD would,0.47,-0.47
MOD would ~ TO INF,-0.53,0.53
MOD must,-0.53,0.53
FUT ~ FUT PROG,0.47,-0.47
MOD might ~ MOD would,0.47,-0.47
PAST PROG ~ TO INF,0.47,-0.47
FUT PROG,0.47,-0.47
FUT ~ MOD should,0.47,-0.47
FUT ~ MOD that be,-0.53,0.53
PAST PERF ~ PRES PART,0.47,-0.47
MOD could,-0.53,0.53
PRES PERF ~ TO INF,0.47,-0.47
MOD let ~ MOD might,-0.53,0.53
MOD might,0.47,-0.47
MOD quest must ~ MOD shall,-0.53,0.53
PRES ~ VB,0.47,-0.47
MOD could ~ MOD would,-0.53,0.53
MOD lest ~ PRES,-0.53,0.53
HAB used to ~ PAST PROG,0.47,-0.47
HAB used to ~ PRES PART,0.47,-0.47
MOD could ~ TO INF,-0.53,0.53
IMPV ~ MOD VB,0.47,-0.47
MOD is to ~ MOD lest,0.47,-0.47
MOD is to ~ PRES PART,0.47,-0.47
MOD VB ~ MOD can,-0.53,0.53
