eng_TAMsimp,אמר,בוא,היה,הלך,עשׂה,לקח,נתן,שׁלח,ראה,קרא,יצא,דבר,עלה,נכה,שׁוב,מות,ישׁב,ענה,שׁמע,עמד,קום,נגד,ילד,נשׂא,נפל,שׂים,ירד,עבר,אכל,בנה,חנה,חוה,קבר,מלך,צוה,שׁכב,חזק,ברך,מצא,לכד,קרב,אסף,נוס,בכה,חיה,חרה,נגשׁ,עבד,שׁאל,נטה,ירא,קבץ,סבב,לחם,שׁלך,סור,זעק,פנה,עזב,ידע,כתב,רדף,פקד,שׁבע,זבח,הרג,כלה,מלא,כסה,שׁחט,הרה,בקשׁ,רוץ,קרע,צעק,מדד,פלל,גדל,פתח,ירשׁ,ספר,כרת,נוח,שׁתה,ברח,ישׁע,שׁכם,צפה,נגע,רכב,בחר,כון,כנע,גלה,נצל,חלל,יטב,קהל,קטר,תקע,אהב,נסע,נשׁק,שׂרף,קדשׁ,קשׁר,משׁח,אסר,שׁבר,קדד,לבשׁ,ערך,נגף,רבה,מאן,רעע,מלט,שׁקה,נחם,הפך,זנה,שׁפט,תפשׂ,שׂמח,נבא,גרשׁ,סגר,עוד,שׁפך,רום,יצב,בקע,אחז,שׁמר,נתץ,זרק,פשׁט,טמא,בין,זכר,לין,נכר,פרץ,יעץ,נהג,קצף,שׁבה,עתר,מרה,שׁחת,יקץ,מאס,צלח,מכר,צור,תעה,ריב,אבד,חגר,חלק,דבק,חטא,בדל,למד,גבה,רחץ,שׁכח,יצק,שׁית,גנב,קלל,חבשׁ,פוץ,נטשׁ,אבל,סתר,חפר,נבט,חרד,כבד,רפא,פגע,ירה,אמץ,שׁלם,צום,חדל,רמס,הלל,נחה,שׁמד,שׁכן,לקט,חשׁב,ספד,חפשׂ,קנה,בטח,בלע,מרד,בזה,קשׁה,סות,בער,חלם,קנא,חרם,חנן,כעס,חיל,רגם,ישׁר,פצר,נטע,חצה,שׁבת,נסה,חבא,טמן,פשׁע,מנה,שׁקף,יאל,חלה,רוע,שׁקל,שׂכר,נשׂג,סקל,נדר,רגז,גוע,רעה,גור,המם,בזז,כרע,נוע,מהר,רצץ,נסך,עזר,טהר,אמן,עצר,חמל,שׂבע,געשׁ,טבל,שׁאב,ישׁן,פקח,יתר,בהל,נתך,רדה,שׁקט,עור,עוף,שׁרת,צרר,חבר,יבשׁ,חרשׁ,קצר,לחץ,גמל,יסף,קוץ,תמם,פרר,שׁאר,תלה,דרשׁ,פדה,פגשׁ,גלח,צבר,טול,סכך,גאל,בשׁל,קבל,עדה,נתק,זוב,צחק,פעם,פלט,פתה,נוף,גהר,עצם,דמם,נדח,נהל,הום,נתר,עיף,צמא,עיט,קוה,חנף,כתת,כול,אשׁם,לאה,שׁכר,חזה,רמם,כרה,כפר,כלא,אזר,כהן,לון,משׁך,שׁנה,רצה,שׁמם,חלף,חלץ,יכח,יכל,ינק,אשׁר,אנף,אתה,שׂנא,קיא,תעב,קין,זרה,מעל,חפה,מסס,קרה,מטר,מול,לעג,חבק,רגל,עזז,אור,עצב,שׁלף,שׂגב,שׂטם,עלף,שׁמן,אהל,עגב,גער,תור,שׁפל,שׁסס,שׁסע,אחר,קטן,רעשׁ,עקר,רעב,ברא,בלל,צפן,צנח,צמח,צמד,גבר,רגן,גדע,רוח,פרק,רעם,עתק,ארך,פרה,פרד,רפה,רקע,פסח,גזל,אפק,אפה,שׁחח,שׁטף,סתם,נגר,חמם,חתר,כחד,מרט,נקף,חנך,מרר,נקב,נצה,משׁל,משׁשׁ,כהה,כבשׁ,נצב,ידה,נפשׁ,כבס,חנט,יחל,נאף,נאץ,המה,נחל,נזה,חלשׁ,יצג,יצר,יקע,יצת,טבע,נקע,נתשׁ,סמך,לושׁ,חשׁך,זרע,מנע,כשׁל,מוג,דקק,דקר,חוס,מחה,חסר,דרך,חתם,חתן,חרף,ישׁט,אצר,ארב,אצל,כלם,יקר,רחב,שׁגה,רשׁע,בגד,שׁוט,שׁוע,ישׁם,ישׂם,חלט,רחם,חלא,כחשׁ,רנן,חכם,שׁחד,רעץ,רכס,לבב,ריק,חושׁ,רחק,כבה,רעד,לוט,רקד,שׁור,דאה,יקד,אוה,טחן,שׁקע,חתת,שׁרשׁ,חשׂף,שׂור,שׂחט,שׂחק,חשׂך,אוץ,חשׁה,שׁקד,חרר,שׂרר,תוה,חרק,תמה,תמך,חרב,חפא,אבק,תפר,אות,טפל,אפד,חמס,אנשׁ,שׁיר,חמד,שׁכך,אנח,יפה,לפת,יעף,יעד,יסר,שׁלשׁ,טרף,חמר,שׁמט,יחם,אלץ,אלה,שׁנס,יבב,שׁסף,שׁעה,שׁען,חדשׁ,זרר,רדם,גזר,ערב,ערה,גלל,נקר,גיח,נקם,פוג,פזז,פזר,פחד,פטר,הבל,חדה,פעל,נפח,פצל,פצץ,נער,גזז,נעל,הון,נכל,פרע,נטל,עקשׁ,נשׁב,עקד,עקב,ספן,סער,גרע,חנק,עבת,סמם,עדן,סלף,סלל,סכר,סוך,סוג,עזק,דלה,עטה,סגד,דלל,עלז,עלל,עמס,גלם,נשׁל,נשׁך,נחת,פרשׂ,פשׁח,קדר,מתק,מתח,בעט,זקן,מצה,קלס,קלע,קמט,זרח,מעט,מסר,מסה,בטא,קרם,ספק,קשׁב,חבט,מכך,בושׁ,רבץ,מור,מהה,לקק,בצע,בצר,נזר,זעף,גוז,פתר,צבא,צבט,נושׁ,צדק,הסה,הרס,צוף,צוץ,נוד,נוא,נהה,התל,נדד,נדב,צמת,אבך,זור,זיד,זנח,נבל,קבב,גרס
PAST,3.86,18.27,28.86,38.13,36.35,38.27,41.78,43.61,43.27,51.36,50.42,52.83,57.2,66.85,68.49,75.44,83.93,80.32,90.0,95.35,100.47,103.24,100.47,113.66,123.63,160.49,138.83,147.91,183.94,156.07,160.49,200.16,160.49,170.13,178.16,203.75,228.32,223.82,223.82,242.96,253.8,253.8,242.96,272.0,423.67,272.0,293.0,357.31,326.6,394.38,357.31,394.38,357.31,357.31,368.87,368.87,394.38,357.31,520.18,423.67,368.87,368.87,423.67,381.2,408.5,457.64,881.0,636.0,520.18,440.0,408.5,572.3,440.0,497.52,457.64,457.64,476.75,602.47,520.18,545.0,520.18,636.0,636.0,715.62,715.62,602.47,602.47,602.47,636.0,715.62,881.0,881.0,673.47,763.4,881.0,818.0,636.0,673.47,881.0,673.47,763.4,763.4,715.62,763.4,763.4,715.62,1041.36,881.0,1432.25,763.4,763.4,818.0,763.4,1145.6,818.0,881.0,1637.0,1041.36,954.5,881.0,1273.0,954.5,954.5,1041.36,1145.6,954.5,1041.36,1145.6,1432.25,1145.6,954.5,954.5,1041.36,2865.5,1041.36,1041.36,1041.36,1432.25,1432.25,1145.6,1145.6,1273.0,1273.0,1910.0,1273.0,1145.6,1432.25,1273.0,1432.25,1637.0,1273.0,2865.5,1273.0,1637.0,1432.25,2865.5,1273.0,1910.0,1637.0,1432.25,1637.0,2865.5,1910.0,1432.25,2292.2,2865.5,2292.2,1432.25,2865.5,1637.0,1910.0,1637.0,1637.0,1910.0,1637.0,2292.2,2292.2,1637.0,1432.25,1910.0,3821.0,1637.0,2292.2,2292.2,1910.0,1637.0,1637.0,1637.0,1910.0,1910.0,1637.0,2865.5,1637.0,2292.2,1910.0,1910.0,1910.0,11465.0,1910.0,1637.0,1637.0,1637.0,1637.0,2292.2,1910.0,2292.2,2292.2,2292.2,2292.2,2292.2,1910.0,1910.0,2292.2,2865.5,2292.2,2292.2,2292.2,2292.2,1910.0,5732.0,1910.0,1910.0,2292.2,1910.0,2292.2,1910.0,3821.0,1910.0,3821.0,2292.2,5732.0,2865.5,2865.5,2292.2,2292.2,2865.5,2865.5,3821.0,2292.2,2292.2,2292.2,2865.5,3821.0,2292.2,2292.2,2865.5,2865.5,2865.5,2292.2,2292.2,5732.0,2292.2,2865.5,3821.0,11465.0,3821.0,2865.5,2865.5,3821.0,2865.5,2865.5,3821.0,5732.0,2865.5,3821.0,3821.0,3821.0,2865.5,2865.5,2865.5,5732.0,3821.0,2865.5,5732.0,2865.5,2865.5,5732.0,5732.0,2865.5,5732.0,3821.0,3821.0,3821.0,3821.0,3821.0,3821.0,3821.0,5732.0,11465.0,11465.0,3821.0,3821.0,5732.0,3821.0,inf,5732.0,5732.0,5732.0,5732.0,5732.0,3821.0,3821.0,5732.0,5732.0,3821.0,11465.0,inf,3821.0,11465.0,3821.0,3821.0,3821.0,5732.0,3821.0,3821.0,3821.0,3821.0,3821.0,inf,3821.0,5732.0,11465.0,3821.0,11465.0,3821.0,5732.0,3821.0,inf,5732.0,5732.0,3821.0,3821.0,5732.0,3821.0,3821.0,3821.0,3821.0,3821.0,3821.0,5732.0,3821.0,5732.0,5732.0,11465.0,5732.0,5732.0,inf,11465.0,11465.0,5732.0,5732.0,5732.0,5732.0,5732.0,11465.0,5732.0,5732.0,11465.0,5732.0,5732.0,5732.0,11465.0,5732.0,11465.0,5732.0,5732.0,11465.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,11465.0,5732.0,5732.0,11465.0,5732.0,inf,5732.0,11465.0,11465.0,11465.0,11465.0,11465.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,11465.0,5732.0,11465.0,11465.0,5732.0,5732.0,5732.0,5732.0,5732.0,5732.0,11465.0,11465.0,inf,5732.0,5732.0,11465.0,5732.0,11465.0,5732.0,11465.0,5732.0,5732.0,5732.0,11465.0,5732.0,5732.0,11465.0,11465.0,11465.0,inf,5732.0,5732.0,5732.0,5732.0,inf,11465.0,5732.0,5732.0,5732.0,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,inf,inf,inf,11465.0,inf,inf,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,inf,inf,11465.0,inf,11465.0,inf,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,11465.0,inf,inf,11465.0,inf,inf,11465.0,11465.0,inf,inf,inf,inf,inf,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,inf,inf,inf,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,inf,11465.0,inf,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,inf,inf,11465.0,11465.0,11465.0,inf,11465.0,inf,11465.0,11465.0,11465.0,11465.0,inf,11465.0,inf,11465.0,inf,11465.0,11465.0,inf,inf,11465.0,11465.0,11465.0,inf,11465.0,11465.0,inf,inf,inf,11465.0,11465.0,11465.0,inf,11465.0,inf,11465.0,11465.0,11465.0,11465.0,11465.0,inf,11465.0,inf,11465.0,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,11465.0,inf,11465.0,inf,11465.0,inf,11465.0,inf,11465.0,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,11465.0,inf,inf,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,inf,11465.0,11465.0,11465.0,inf,11465.0,inf,inf,11465.0,11465.0,inf
PAST ~ PRES PART,3.67,38.2,64.33,27.0,195.0,20.78,48.0,64.33,97.0,48.0,195.0,97.0,97.0,48.0,inf,48.0,195.0,inf,31.67,97.0,195.0,inf,inf,64.33,195.0,195.0,inf,97.0,97.0,97.0,inf,23.5,195.0,inf,97.0,inf,97.0,inf,195.0,97.0,inf,inf,inf,48.0,inf,inf,inf,97.0,inf,inf,inf,inf,inf,inf,195.0,97.0,48.0,195.0,inf,195.0,inf,195.0,inf,inf,inf,195.0,inf,195.0,97.0,inf,inf,195.0,inf,inf,inf,inf,inf,195.0,inf,195.0,inf,inf,inf,97.0,195.0,inf,inf,inf,inf,inf,inf,195.0,inf,195.0,195.0,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,97.0,195.0,64.33,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,195.0,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,195.0,inf,inf,97.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,195.0,inf,inf,inf,195.0,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,195.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PRES,16.73,38.0,23.38,64.0,31.5,47.75,38.0,194.0,47.75,31.5,47.75,194.0,64.0,inf,64.0,64.0,31.5,inf,194.0,96.5,194.0,64.0,inf,47.75,194.0,64.0,194.0,194.0,194.0,inf,194.0,194.0,inf,inf,194.0,194.0,96.5,inf,inf,194.0,194.0,96.5,inf,inf,inf,inf,inf,inf,inf,inf,64.0,194.0,inf,194.0,194.0,inf,194.0,inf,194.0,64.0,inf,inf,194.0,inf,inf,inf,194.0,47.75,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,194.0,inf,194.0,inf,194.0,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,96.5,inf,inf,inf,inf,inf,inf,inf,194.0,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,194.0,96.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,64.0,inf,194.0,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,194.0,inf,inf,inf,194.0,inf,inf,inf,inf,194.0,194.0,inf,inf,inf,96.5,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,194.0,inf,inf,inf,inf,194.0,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,194.0,inf,inf,inf,194.0,inf,inf,inf,96.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,194.0,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,194.0,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,96.5,inf,inf,194.0,inf,inf,inf,194.0,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,96.5,inf,inf,194.0,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,194.0,inf,inf,194.0,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf,inf,194.0,inf,inf,inf,inf,inf,inf
PAST ~ PAST PERF,13.08,13.08,44.75,44.75,35.6,14.25,19.33,44.75,44.75,60.0,29.5,182.0,182.0,29.5,90.5,90.5,44.75,inf,90.5,inf,182.0,182.0,inf,inf,182.0,182.0,60.0,60.0,90.5,inf,inf,inf,inf,inf,182.0,182.0,182.0,inf,inf,90.5,90.5,90.5,182.0,inf,inf,inf,182.0,inf,182.0,182.0,182.0,44.75,inf,inf,inf,inf,inf,inf,182.0,inf,182.0,inf,182.0,inf,inf,inf,25.14,182.0,inf,182.0,inf,90.5,inf,inf,inf,inf,inf,182.0,182.0,inf,inf,182.0,90.5,inf,182.0,inf,inf,inf,182.0,182.0,inf,182.0,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,182.0,inf,inf,90.5,90.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,182.0,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,182.0,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,60.0,inf,inf,inf,inf,inf,182.0,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,182.0,inf,inf,182.0,inf,inf,182.0,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,182.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PRES PERF,181.0,44.5,9.71,59.67,44.5,181.0,13.0,59.67,inf,44.5,90.0,29.33,90.0,inf,44.5,inf,59.67,inf,59.67,181.0,29.33,inf,inf,inf,inf,35.4,90.0,inf,181.0,44.5,inf,181.0,inf,181.0,inf,inf,inf,90.0,181.0,inf,59.67,inf,inf,181.0,181.0,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,181.0,90.0,inf,90.0,inf,inf,inf,inf,inf,181.0,inf,inf,inf,181.0,inf,181.0,inf,90.0,181.0,inf,inf,inf,inf,inf,inf,inf,44.5,inf,inf,inf,181.0,181.0,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,181.0,inf,181.0,inf,inf,inf,inf,90.0,inf,181.0,35.4,inf,inf,inf,181.0,inf,inf,181.0,inf,inf,inf,inf,inf,90.0,inf,inf,inf,90.0,inf,inf,inf,inf,inf,181.0,inf,inf,181.0,inf,inf,inf,inf,inf,181.0,inf,inf,44.5,inf,inf,inf,181.0,inf,inf,inf,inf,inf,90.0,181.0,inf,181.0,inf,90.0,inf,90.0,181.0,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,90.0,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,90.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,181.0,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,181.0,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,181.0
