,sum
PAST..IND ~ PRES.PERF.IND,0.42
PAST..IND ~ PAST.PERF.IND,0.29
PAST..IND ~ PRES..IND,0.15
PAST..IND ~ PRES..,0.05
PAST..IND ~ PAST.PROG.IND,0.02
PAST..IND ~ PRES..MOD,0.02
PAST..IND ~ PAST..SUBJ,0.02
.. ~ PAST..IND,0.01
FUT..IND ~ PAST..IND,0.01
PAST..IND ~ PRES.PROG.IND,0.0
PAST..IND ~ past.PERF_PROG.IND,0.0
