clause_rela,prec_part,sum
SubAdv,_KJ_K_B_W_K_B_,1
SubAdv,_KJ_K_MHRH/_,1
Main,_>P_MN_,1
Main,_>P_K_,1
SubAdv,_KJ_K_MXR/_,1
Main,_>P_>MNM_,1
Main,_>P_<L_,1
Main,_>WLM_,1
Main,_>W_>W_,1
Main,_BDL[_,1
Main,_>W_>Z_,1
SubAdv,_KJ_JWMM_W_LJLH/_,1
Main,_B<D/_,1
Main,_B_>L_,1
Main,_B_>T==_,1
Main,_B_>XR/_,1
Main,_>M_B_HW>_,1
Main,_>M_>SR[_,1
SubMod,_MH_,1
Main,_>L_MN_L_,1
SubAdv,_KJ_L_B_,1
SubAdv,_KJ_L_L_,1
SubAdv,_KJ_L_W_L_,1
Main,_>K_PDH[_,1
SubAdv,_KJ_MN_HJ>_,1
Main,_>BL_,1
Main,_>BD[_,1
Main,_<L_KN_PT>M_,1
SubAdv,_KJ_NKX=/_,1
SubAdv,_KJ_NPL[_,1
SubMod,_W_>T_>CR_,1
Main,_<L_>W_<L_,1
SubAdv,_KJ_L_>DC[_,1
Main,_>M_CM<[_,1
SubAdv,_KJ_XRM[_,1
SubArg,_>CR_B_,1
Main,_>KN_,1
Main,_>KL[_,1
SubAdv,_KJ_MN_>T==_,1
Main,_>J_L_Z>T_,1
SubAdv,_W_KMW_,1
SubAdv,_KJ_MN_B_,1
SubAdv,_KJ_MN_CM_,1
SubAdv,_KJ_SQL[_,1
Main,_>K_HBL/_,1
Main,_>K_JD<[_,1
Main,_>K_L_,1
Main,_>M_L_,1
Main,_>M_JY>[_,1
Main,_>M_JCB[_,1
Main,_>M_FJM[_,1
Main,_<L_>W_,1
Main,_<L_<L_<L_<L_<L_<L_<D_,1
SubMod,_W_MH_,1
Main,_<LL[_,1
Main,_<RM=[_,1
Main,_<NQ[_,1
Main,_<NC[_,1
SubAdv,_W_K_>CR_,1
SubAdv,_KJ_MN_L_,1
Main,_<L_W_B_,1
SubAdv,_KJ_MXH[_,1
Main,_<L_MN_,1
SubAdv,_KJ_K_ZH=_W_K_ZH_,1
Main,_>PS/_,1
Main,_C>G[_,1
SubAdv,_KJ_HNH_B_,1
SubAdv,_KJ_HJH[_,1
SubAdv,_W_>XR/_,1
Main,_B_B_BJN/_,1
Main,_<RR[_,1
SubMod,_W_>CR_,1
Main,_<TH_GM_,1
SubAdv,_W_MJ_,1
Main,_<LH[_,1
SubAdv,_KJ_NY>[_,1
SubAdv,_KJ_PH_,1
Main,_<D_PH_,1
SubMod,_ZW=_,1
Main,_<D_MN_,1
Main,_<L_KN_MN_,1
Main,_<TH_MN_,1
SubAdv,_KJ_NFG[_,1
Main,_<ZB[_,1
SubAdv,_KJ_NF>[_,1
Main,_<WD/_Z>T_,1
Main,_<WD/_W_W_W_W_W_W_W_,1
SubMod,_NQH[_,1
SubAdv,_KJ_QBR[_,1
