,sum
PAST..IND,0.43
PRES.PERF.IND,0.25
PRES..IND,0.22
PAST.PERF.IND,0.08
FUT..IND,0.01
PAST..SUBJ,0.01
PRES..MOD,0.01
PRES..,0.0
PRES.PROG.IND,0.0
PAST.PROG.IND,0.0
..,0.0
past.PERF_PROG.IND,0.0
FUT.PERF.IND,0.0
PRES.PERF_PROG.IND,0.0
