,sum
PAST..IND,0.41
PRES.PERF.IND,0.27
PRES..IND,0.2
PAST.PERF.IND,0.08
PRES..MOD,0.01
PAST..SUBJ,0.01
FUT..IND,0.01
PRES..,0.01
PAST.PROG.IND,0.0
PRES.PROG.IND,0.0
..,0.0
PRES.PERF_PROG.IND,0.0
FUT.PERF.IND,0.0
past.PERF_PROG.IND,0.0
