,sum
MOD shall,0.41
FUT,0.25
PRES,0.13
IMPV,0.07
PAST,0.05
MOD may,0.03
MOD let,0.01
MOD would,0.01
PRES PERF,0.01
TO INF,0.01
MOD lest,0.01
PRES PART,0.01
MOD should,0.0
HAB used to,0.0
MOD can,0.0
MOD must,0.0
PAST PERF,0.0
MOD was to,0.0
MOD VB,0.0
PAST PROG,0.0
MOD could,0.0
MOD might,0.0
FUT PROG,0.0
MOD that be,0.0
MOD is to,0.0
FUT PERF,0.0
MOD,0.0
VB,0.0
