,p3,p1,p2
PAST..IND,44.71,-18.07,-22.32
PRES.PERF.IND,-154.94,42.97,97.43
PRES..IND,8.07,-0.1,-16.6
PAST.PERF.IND,24.84,-14.87,-7.83
FUT..IND,-3.27,4.99,-0.26
PAST..SUBJ,-0.6,0.64,0.17
PRES..MOD,2.71,-1.56,-0.76
PRES..,1.14,-0.46,-0.6
PRES.PROG.IND,-0.23,0.0,0.38
PAST.PROG.IND,0.27,0.0,-0.2
..,0.48,-0.22,0.0
past.PERF_PROG.IND,-0.0,0.0,0.0
FUT.PERF.IND,-1.14,0.0,1.99
PRES.PERF_PROG.IND,-0.57,0.78,0.0
