,sum
PAST..IND,0.4
PRES.PERF.IND,0.22
PRES..IND,0.21
PAST.PERF.IND,0.09
FUT..IND,0.03
PRES..,0.01
PRES..MOD,0.01
PAST..SUBJ,0.01
PRES.PROG.IND,0.01
PAST.PROG.IND,0.0
..,0.0
past.PERF_PROG.IND,0.0
PRES.PERF_PROG.IND,0.0
FUT.PERF.IND,0.0
FUT..MOD,0.0
