,sum
PAST..IND,4938
PRES.PERF.IND,2730
PRES..IND,2605
PAST.PERF.IND,1120
FUT..IND,340
PRES..,137
PRES..MOD,104
PAST..SUBJ,77
PRES.PROG.IND,74
PAST.PROG.IND,48
..,47
past.PERF_PROG.IND,9
PRES.PERF_PROG.IND,8
FUT.PERF.IND,3
FUT..MOD,3
