bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_tm
1701,ἦν,imperfect,active,indc,3,sg,imperfect indc
1721,ἤνεγκεν,aorist,active,indc,3,sg,aorist indc
1745,προσέσχεν,aorist,active,indc,3,sg,aorist indc
1760,ἐγένου,aorist,middle,indc,2,sg,aorist indc
1764,συνέπεσεν,aorist,active,indc,3,sg,aorist indc
1819,γινώσκω,present,active,indc,1,sg,present indc
1827,ἐποίησας,aorist,active,indc,2,sg,aorist indc
1844,ἔχανεν,aorist,active,indc,3,sg,aorist indc
1881,ἐκβάλλεις,present,active,indc,2,sg,present indc
1975,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
1980,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
1985,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
2009,ἦν,imperfect,active,indc,3,sg,imperfect indc
2020,ἦν,imperfect,active,indc,3,sg,imperfect indc
2031,,,,,,,
2060,ἀπέκτεινα,aorist,active,indc,1,sg,aorist indc
2091,ἐξανέστησεν,aorist,active,indc,3,sg,aorist indc
2099,ἀπέκτεινεν,aorist,active,indc,3,sg,aorist indc
2106,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
2114,ἤλπισεν,aorist,active,indc,3,sg,aorist indc
2132,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
2137,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
2189,ἔζησεν,aorist,active,indc,3,sg,aorist indc
2463,μετέθηκεν,aorist,active,indc,3,sg,aorist indc
2547,κατηράσατο,aorist,middle,indc,3,sg,aorist indc
2604,ἤρξαντο,aorist,middle,indc,3,pl,aorist indc
2615,ἐγενήθησαν,aorist,passsive,indc,3,pl,aorist indc
2636,ἐξελέξαντο,aorist,middle,indc,3,pl,aorist indc
2662,ἦσαν,imperfect,active,indc,3,pl,imperfect indc
2721,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
2740,ἐποίησα,aorist,active,indc,1,sg,aorist indc
2758,ἐθυμώθην,aorist,passsive,indc,1,sg,aorist indc
2760,ἐποίησα,aorist,active,indc,1,sg,aorist indc
2763,εὗρεν,aorist,active,indc,3,sg,aorist indc
2775,ὢν,present,active,ptcp,,sg,present ptcp
2781,εὐηρέστησεν,aorist,active,indc,3,sg,aorist indc
2816,κατεφθαρμένη,perfect,middle,ptcp,,sg,perfect ptcp
2818,κατέφθειρεν,imperfect,active,indc,3,sg,imperfect indc
2834,ἥκει,present,active,indc,3,sg,present indc
2838,ἐπλήσθη,aorist,passsive,indc,3,sg,aorist indc
3033,ἐνετείλατο,aorist,middle,indc,3,sg,aorist indc
3037,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
3053,εἶδον,aorist,active,indc,3,pl,aorist indc
3127,ἐποίησα,aorist,active,indc,1,sg,aorist indc
3139,ἐνετείλατο,aorist,middle,indc,3,sg,aorist indc
3150,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
3199,εἰσῆλθον,aorist,active,indc,3,pl,aorist indc
3210,ἐνετείλατο,aorist,middle,indc,3,sg,aorist indc
3224,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
3253,ἐρράγησαν,aorist,active,indc,3,pl,aorist indc
3262,ἠνεῴχθησαν,aorist,passsive,indc,3,pl,aorist indc
3281,εἰσῆλθεν,aorist,active,indc,3,sg,aorist indc
3362,εἰσῆλθεν,aorist,active,indc,3,sg,aorist indc
3365,ἐνετείλατο,aorist,middle,indc,3,sg,aorist indc
3417,ἐπεκράτει,imperfect,active,indc,3,sg,imperfect indc
3441,ὑψώθη,aorist,passsive,indc,3,sg,aorist indc
3495,ἀπέθανεν,aorist,active,indc,3,sg,aorist indc
3633,πορευόμενον,present,middle,ptcp,,sg,present ptcp
3650,ὤφθησαν,aorist,passsive,indc,3,pl,aorist indc
3668,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
3697,,,,,,,
3707,εὑροῦσα,aorist,active,ptcp,,sg,aorist ptcp
3773,κεκόπακεν,perfect,active,indc,3,sg,perfect indc
3793,προσέθετο,aorist,middle,indc,3,sg,aorist indc
3813,ἐξέλιπεν,aorist,active,indc,3,sg,aorist indc
3831,ἐξέλιπεν,aorist,active,indc,3,sg,aorist indc
3849,ἐξηράνθη,aorist,passsive,indc,3,sg,aorist indc
3939,ἐξήλθοσαν,aorist,active,indc,3,pl,aorist indc
4013,ἐποίησα,aorist,active,indc,1,sg,aorist indc
4085,δέδωκα,perfect,active,indc,1,sg,perfect indc
4098,δέδωκα,perfect,active,indc,1,sg,perfect indc
4148,ἐποίησα,aorist,active,indc,1,sg,aorist indc
4266,τίθημι,present,active,indc,1,sg,present indc
4360,διεθέμην,aorist,middle,indc,1,sg,aorist indc
4396,διεσπάρησαν,aorist,passsive,indc,3,pl,aorist indc
4465,εἶδον,aorist,active,indc,3,pl,aorist indc
4475,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
4589,ἀφωρίσθησαν,aorist,passsive,indc,3,pl,aorist indc
4632,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
4636,ἤρξατο,aorist,middle,indc,3,sg,aorist indc
4644,ἦν,imperfect,active,indc,3,sg,imperfect indc
4679,ἐξῆλθεν,aorist,active,indc,3,sg,aorist indc
4706,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
4725,ἐξῆλθεν,aorist,active,indc,3,sg,aorist indc
4734,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
4779,διεσπάρησαν,aorist,passsive,indc,3,pl,aorist indc
4818,ἐγενήθη,aorist,passsive,indc,3,sg,aorist indc
4852,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
4857,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
4863,ἐγενήθησαν,aorist,passsive,indc,3,pl,aorist indc
4873,διεμερίσθη,aorist,passsive,indc,3,sg,aorist indc
4882,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
4957,διεσπάρησαν,aorist,passsive,indc,3,pl,aorist indc
5013,ἦν,imperfect,active,indc,3,sg,imperfect indc
5055,ᾠκοδόμησαν,aorist,active,indc,3,pl,aorist indc
5116,ἐκλήθη,aorist,passsive,indc,3,sg,aorist indc
5121,συνέχεεν,imperfect,active,indc,3,sg,imperfect indc
5130,διέσπειρεν,aorist,active,indc,3,sg,aorist indc
5169,,,,,,,
5198,,,,,,,
5377,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
5387,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
5536,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
5571,ἐκτήσαντο,aorist,middle,indc,3,pl,aorist indc
5577,ἐκτήσαντο,aorist,middle,indc,3,pl,aorist indc
5697,ἤγγισεν,aorist,active,indc,3,sg,aorist indc
5708,γινώσκω,present,active,indc,1,sg,present indc
5781,ἐχρήσαντο,aorist,middle,indc,3,pl,aorist indc
5824,ἐποίησάς,aorist,active,indc,2,sg,aorist indc
5828,ἀπήγγειλάς,aorist,active,indc,2,sg,aorist indc
5834,εἶπας,aorist,active,indc,2,sg,aorist indc
5910,ἦν,imperfect,active,indc,3,sg,imperfect indc
5927,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
5947,ἦν,imperfect,active,indc,3,sg,imperfect indc
5955,ἐχώρει,imperfect,active,indc,3,sg,imperfect indc
5963,ἦν,imperfect,active,indc,3,sg,imperfect indc
5968,ἐδύναντο,imperfect,middle,indc,3,pl,imperfect indc
6092,κατῴκησεν,aorist,active,indc,3,sg,aorist indc
6098,κατῴκησεν,aorist,active,indc,3,sg,aorist indc
6118,εἶπεν,aorist,active,indc,3,sg,aorist indc
6229,ἐποίησαν,aorist,active,indc,3,pl,aorist indc
6254,συνεφώνησαν,aorist,active,indc,3,pl,aorist indc
6266,ἐδούλευον,imperfect,active,indc,3,pl,imperfect indc
6273,ἀπέστησαν,aorist,active,indc,3,pl,aorist indc
6279,ἦλθεν,aorist,active,indc,3,sg,aorist indc
6409,ἔφυγον,aorist,active,indc,3,pl,aorist indc
6473,ᾐχμαλώτευται,perfect,middle,indc,3,sg,perfect indc
6521,ὑπάρχοντα,present,active,ptcp,,pl,present ptcp
6560,ἐξήνεγκεν,aorist,active,indc,3,sg,aorist indc
6588,παρέδωκεν,aorist,active,indc,3,sg,aorist indc
6619,ἐκτενῶ,future,active,indc,1,sg,future indc
6647,ἐπλούτισα,aorist,active,indc,1,sg,aorist indc
6653,ἔφαγον,aorist,active,indc,3,pl,aorist indc
6661,συμπορευθέντων,aorist,passsive,ptcp,,pl,aorist ptcp
6675,ἐγενήθη,aorist,passsive,indc,3,sg,aorist indc
6719,ἔδωκας,aorist,active,indc,2,sg,aorist indc
6785,ἐξαγαγών,aorist,active,ptcp,,sg,aorist ptcp
6849,διεῖλεν,aorist,active,indc,3,sg,aorist indc
6869,ἐπέπεσεν,aorist,active,indc,3,sg,aorist indc
6945,,,,,,,
6948,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
6957,διῆλθον,aorist,active,indc,3,pl,aorist indc
6968,διέθετο,aorist,middle,indc,3,sg,aorist indc
6977,δώσω,future,active,indc,1,sg,future indc
7037,ἔτικτεν,imperfect,active,indc,3,sg,imperfect indc
7053,συνέκλεισέν,aorist,active,indc,3,sg,aorist indc
7108,ἔχει,present,active,indc,3,sg,present indc
7122,δέδωκα,perfect,active,indc,1,sg,perfect indc
7129,ἔχει,present,active,indc,3,sg,present indc
7186,ἔρχῃ,present,middle,indc,2,sg,present indc
7239,ἐπήκουσεν,aorist,active,indc,3,sg,aorist indc
7273,εἶπεν,aorist,active,indc,3,sg,aorist indc
7277,εἶδον,aorist,active,indc,1,sg,aorist indc
7282,ἐκάλεσεν,aorist,active,indc,3,sg,aorist indc
7306,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
7398,τέθεικά,perfect,active,indc,1,sg,perfect indc
7562,διεσκέδασεν,aorist,active,indc,3,sg,aorist indc
7583,δώσω,future,active,indc,1,sg,future indc
7661,ἐπήκουσά,aorist,active,indc,1,sg,aorist indc
7663,εὐλόγησα,aorist,active,indc,1,sg,aorist indc
7749,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
7781,περιετμήθη,aorist,passsive,indc,3,sg,aorist indc
7799,περιέτεμεν,aorist,active,indc,3,sg,aorist indc
7847,εὗρον,aorist,active,indc,1,sg,aorist indc
7881,ἐξεκλίνατε,aorist,active,indc,2,pl,aorist indc
7890,εἴρηκας,perfect,active,indc,2,sg,perfect indc
7913,ἔδραμεν,aorist,active,indc,3,sg,aorist indc
7942,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
8001,ἐξέλιπεν,aorist,active,indc,3,sg,aorist indc
8019,γέγονεν,perfect,active,indc,3,sg,perfect indc
8024,,,,,,,
8032,ἐγέλασεν,aorist,active,indc,3,sg,aorist indc
8042,γεγήρακα,perfect,active,indc,1,sg,perfect indc
8067,ἐγέλασα,aorist,active,indc,1,sg,aorist indc
8069,ἐφοβήθη,aorist,passsive,indc,3,sg,aorist indc
8074,ἐγέλασας,aorist,active,indc,2,sg,aorist indc
8094,εἶπεν,aorist,active,indc,3,sg,aorist indc
8120,ᾔδειν,pluperfect,active,indc,3,sg,pluperfect indc
8146,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
8156,πεπλήθυνται,perfect,middle,indc,3,sg,perfect indc
8160,,,,,,,
8170,,,,,,,
8172,συντελοῦνται,present,middle,indc,3,pl,present indc
8289,ἠρξάμην,aorist,middle,indc,1,sg,aorist indc
8368,ἔχω,present,active,indc,1,sg,present indc
8414,ἐπαύσατο,aorist,middle,indc,3,sg,aorist indc
8421,ἀπέστρεψεν,aorist,active,indc,3,sg,aorist indc
8496,ἔπεψεν,aorist,active,indc,3,sg,aorist indc
8507,περιεκύκλωσαν,aorist,active,indc,3,pl,aorist indc
8532,εἰσελθόντες,aorist,active,ptcp,,pl,aorist ptcp
8550,προσέῳξεν,aorist,active,indc,3,sg,aorist indc
8565,ἔγνωσαν,aorist,active,indc,3,pl,aorist indc
8591,εἰσῆλθον,aorist,active,indc,3,pl,aorist indc
8603,ἦλθες,aorist,active,indc,2,sg,aorist indc
8644,ἀπέκλεισαν,aorist,active,indc,3,pl,aorist indc
8653,ἐπάταξαν,aorist,active,indc,3,pl,aorist indc
8703,ὑψώθη,aorist,passsive,indc,3,sg,aorist indc
8748,ἐγίνετο,imperfect,middle,indc,3,sg,imperfect indc
8839,εὗρεν,aorist,active,indc,3,sg,aorist indc
8848,ποιεῖς,present,active,indc,2,sg,present indc
8895,ἐθαύμασά,aorist,active,indc,1,sg,aorist indc
8910,ἐλάλησας,aorist,active,indc,2,sg,aorist indc
8925,ἐκάλεσεν,aorist,active,indc,3,sg,aorist indc
8932,ἐξῆλθεν,aorist,active,indc,3,sg,aorist indc
8938,εἰσῆλθεν,aorist,active,indc,3,sg,aorist indc
8942,ἔβρεξεν,aorist,active,indc,3,sg,aorist indc
8998,εἱστήκει,pluperfect,active,indc,3,sg,pluperfect indc
9021,ἀνέβαινεν,imperfect,active,indc,3,sg,imperfect indc
9057,κατῴκει,imperfect,active,indc,3,sg,imperfect indc
9075,ἐφοβήθη,aorist,passsive,indc,3,sg,aorist indc
9097,,,,,,,
9144,ᾔδει,pluperfect,active,indc,3,sg,pluperfect indc
9162,ἐκοιμήθην,aorist,passsive,indc,1,sg,aorist indc
9200,ᾔδει,pluperfect,active,indc,3,sg,pluperfect indc
9233,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
9300,ἔλαβες,aorist,active,indc,2,sg,aorist indc
9308,ἥψατο,aorist,middle,indc,3,sg,aorist indc
9321,εἶπεν,aorist,active,indc,3,sg,aorist indc
9329,εἶπεν,aorist,active,indc,3,sg,aorist indc
9339,ἐποίησα,aorist,active,indc,1,sg,aorist indc
9350,ἔγνων,aorist,active,indc,1,sg,aorist indc
9355,ἐποίησας,aorist,active,indc,2,sg,aorist indc
9368,ἀφῆκά,aorist,active,indc,1,sg,aorist indc
9434,πεποίηκάς,perfect,active,indc,2,sg,perfect indc
9438,ἡμάρτομεν,aorist,active,indc,1,pl,aorist indc
9441,ἐπήγαγες,aorist,active,indc,2,sg,aorist indc
9452,πεποίηκάς,perfect,active,indc,2,sg,perfect indc
9460,ἐνιδὼν,aorist,active,ptcp,,sg,aorist ptcp
9462,ἐποίησας,aorist,active,indc,2,sg,aorist indc
9472,εἶπα,aorist,active,indc,1,sg,aorist indc
9507,ἐξήγαγέν,aorist,active,indc,3,sg,aorist indc
9568,εἶπεν,aorist,active,indc,3,sg,aorist indc
9570,δέδωκα,perfect,active,indc,1,sg,perfect indc
9609,συνέκλεισεν,aorist,active,indc,3,sg,aorist indc
9624,ἐπεσκέψατο,aorist,middle,indc,3,sg,aorist indc
9629,εἶπεν,aorist,active,indc,3,sg,aorist indc
9637,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
9652,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
9662,,,,,,,
9665,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
9680,ἐνετείλατο,aorist,middle,indc,3,sg,aorist indc
9698,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
9709,ἀναγγελεῖ,future,active,indc,3,sg,future indc
9712,θηλάζει,present,active,indc,3,sg,present indc
9716,ἔτεκον,aorist,active,indc,3,pl,aorist indc
9745,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
9886,εἶπεν,aorist,active,indc,3,sg,aorist indc
9928,ἐπακήκοεν,perfect,active,indc,3,sg,perfect indc
10050,ἐποίησα,aorist,active,indc,1,sg,aorist indc
10059,παρῴκησας,aorist,active,indc,2,sg,aorist indc
10077,ἀφείλαντο,aorist,middle,indc,3,pl,aorist indc
10084,ἔγνων,aorist,active,indc,1,sg,aorist indc
10086,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
10096,ἀπήγγειλας,aorist,active,indc,2,sg,aorist indc
10102,ἤκουσα,aorist,active,indc,1,sg,aorist indc
10142,ἔστησας,aorist,active,indc,2,sg,aorist indc
10161,ὤρυξα,aorist,active,indc,1,sg,aorist indc
10169,ἐπωνόμασεν,aorist,active,indc,3,sg,aorist indc
10179,ὤμοσαν,aorist,active,indc,3,pl,aorist indc
10231,ἐπείραζεν,imperfect,active,indc,3,sg,imperfect indc
10250,ἠγάπησας,aorist,active,indc,2,sg,aorist indc
10304,εἶπεν,aorist,active,indc,3,sg,aorist indc
10424,εἶπεν,aorist,active,indc,3,sg,aorist indc
10500,ἔγνων,aorist,active,indc,1,sg,aorist indc
10507,ἐφείσω,aorist,middle,indc,2,sg,aorist indc
10524,κατεχόμενος,present,middle,ptcp,,sg,present ptcp
10575,ὤμοσα,aorist,active,indc,1,sg,aorist indc
10581,ἐποίησας,aorist,active,indc,2,sg,aorist indc
10589,ἐφείσω,aorist,middle,indc,2,sg,aorist indc
10631,ὑπήκουσας,aorist,active,indc,2,sg,aorist indc
10667,τέτοκεν,perfect,active,indc,3,sg,perfect indc
10704,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
10709,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
10921,,,,,,,
10929,δέδωκά,perfect,active,indc,1,sg,perfect indc
10934,δέδωκά,perfect,active,indc,1,sg,perfect indc
10962,,,,,,,
11011,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
11072,ἔθαψεν,aorist,active,indc,3,sg,aorist indc
11110,,,,,,,
11111,προβεβηκὼς,perfect,active,ptcp,,sg,perfect ptcp
11117,εὐλόγησεν,aorist,active,indc,3,sg,aorist indc
11208,ἐξῆλθες,aorist,active,indc,2,sg,aorist indc
11227,ἔλαβέν,aorist,active,indc,3,sg,aorist indc
11237,ἐλάλησέν,aorist,active,indc,3,sg,aorist indc
11241,ὤμοσέν,aorist,active,indc,3,sg,aorist indc
11404,ἡτοίμασας,aorist,active,indc,2,sg,aorist indc
11413,ἐποίησας,aorist,active,indc,2,sg,aorist indc
11421,συντελέσαι,aorist,active,infv,,,aorist infv
11429,τεχθεῖσα,aorist,passsive,ptcp,,sg,aorist ptcp
11452,ἔγνω,aorist,active,indc,3,sg,aorist indc
11501,,,,,,,
11534,,,,,,,
11543,ἐπαύσαντο,aorist,middle,indc,3,pl,aorist indc
11589,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
11622,ἐγκατέλιπεν,aorist,active,indc,3,sg,aorist indc
11633,εὐόδωκεν,perfect,active,indc,3,sg,perfect indc
11694,λελάληκέν,perfect,active,indc,3,sg,perfect indc
11724,ἡτοίμακα,perfect,active,indc,1,sg,perfect indc
11773,λαλῆσαί,aorist,active,infv,,,aorist infv
11785,εὐλόγησεν,aorist,active,indc,3,sg,aorist indc
11874,εὐηρέστησα,aorist,active,indc,1,sg,aorist indc
11973,ἡτοίμασεν,aorist,active,indc,3,sg,aorist indc
12024,ἐπότισεν,aorist,active,indc,3,sg,aorist indc
12040,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
12068,εὐόδωσέν,aorist,active,indc,3,sg,aorist indc
12113,ἐξῆλθεν,aorist,active,indc,3,sg,aorist indc
12138,ἐλάλησεν,aorist,active,indc,3,sg,aorist indc
12144,ἀκοῦσαι,aorist,active,infv,,,aorist infv
12171,ἔδωκεν,aorist,active,indc,3,sg,aorist indc
12221,εὐόδωσεν,aorist,active,indc,3,sg,aorist indc
12314,ἐπορεύετο,imperfect,middle,indc,3,sg,imperfect indc
12401,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
12456,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
12465,ἐγένοντο,aorist,middle,indc,3,pl,aorist indc
12504,ἔδωκεν,aorist,active,indc,3,sg,aorist indc
12527,ἔζησεν,aorist,active,indc,3,sg,aorist indc
12576,ἐκτήσατο,aorist,middle,indc,3,sg,aorist indc
12583,ἔθαψαν,aorist,active,indc,3,pl,aorist indc
12612,ἔτεκεν,aorist,active,indc,3,sg,aorist indc
12705,κατῴκησεν,aorist,active,indc,3,sg,aorist indc
12713,ἐγέννησεν,aorist,active,indc,3,sg,aorist indc
12827,ἐξῆλθεν,aorist,active,indc,3,sg,aorist indc
12911,ἐκλήθη,aorist,passsive,indc,3,sg,aorist indc
12956,ἔδωκεν,aorist,active,indc,3,sg,aorist indc
12991,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
13048,ὤμοσα,aorist,active,indc,1,sg,aorist indc
13080,ὑπήκουσεν,aorist,active,indc,3,sg,aorist indc
13108,ἐφοβήθη,aorist,passsive,indc,3,sg,aorist indc
13126,,,,,,,
13161,εἶπας,aorist,active,indc,2,sg,aorist indc
13169,εἶπα,aorist,active,indc,1,sg,aorist indc
13178,ἐποίησας,aorist,active,indc,2,sg,aorist indc
13182,ἐκοιμήθη,aorist,passsive,indc,3,sg,aorist indc
13244,ἐγένετο,aorist,middle,indc,3,sg,aorist indc
13266,ὤρυξαν,aorist,active,indc,3,pl,aorist indc
13273,ἐνέφραξαν,aorist,active,indc,3,pl,aorist indc
13287,ἐγένου,aorist,middle,indc,2,sg,aorist indc
13313,ὤρυξαν,aorist,active,indc,3,pl,aorist indc
13332,ἐπωνόμασεν,aorist,active,indc,3,sg,aorist indc
13367,ἠδίκησαν,aorist,active,indc,3,pl,aorist indc
13391,ἐμαχέσαντο,aorist,middle,indc,3,pl,aorist indc
13401,ἐπλάτυνεν,imperfect,active,indc,3,sg,imperfect indc
13466,ἐπορεύθη,aorist,passsive,indc,3,sg,aorist indc
13482,ἤλθατε,aorist,active,indc,2,pl,aorist indc
13486,ἐμισήσατέ,aorist,active,indc,2,pl,aorist indc
13495,ἑωράκαμεν,perfect,active,indc,1,pl,perfect indc
13497,ἦν,imperfect,active,indc,3,sg,imperfect indc
13520,ἐβδελυξάμεθα,aorist,middle,indc,1,pl,aorist indc
13524,ἐχρησάμεθά,aorist,middle,indc,1,pl,aorist indc
13582,ὤρυξαν,aorist,active,indc,3,pl,aorist indc
13586,εὕρομεν,aorist,active,indc,1,pl,aorist indc
13638,γηρᾶσαι,aorist,active,infv,,,aorist infv
13664,γεγήρακα,perfect,active,indc,1,sg,perfect indc
13666,γινώσκω,present,active,indc,1,sg,present indc
13691,φιλῶ,present,active,indc,1,sg,present indc
13725,εἶπεν,aorist,active,indc,3,sg,aorist indc
13732,ἤκουσα,aorist,active,indc,1,sg,aorist indc
13791,φιλεῖ,present,active,indc,3,sg,present indc
13865,ἐφίλει,imperfect,active,indc,3,sg,imperfect indc
13896,περιέθηκεν,aorist,active,indc,3,sg,aorist indc
13913,ἐποίησεν,aorist,active,indc,3,sg,aorist indc
13939,ἐποίησα,aorist,active,indc,1,sg,aorist indc
13942,ἐλάλησάς,aorist,active,indc,2,sg,aorist indc
13962,,,,,,,
13969,παρέδωκεν,aorist,active,indc,3,sg,aorist indc
14012,ἐπέγνω,aorist,active,indc,3,sg,aorist indc
14014,ἦσαν,imperfect,active,indc,3,pl,imperfect indc
14087,ηὐλόγησεν,aorist,active,indc,3,sg,aorist indc
14132,παύσασθαι,aorist,middle,infv,,,aorist infv
14142,ἐξῆλθεν,aorist,active,indc,3,sg,aorist indc
14152,ἦλθεν,aorist,active,indc,3,sg,aorist indc
14246,ἐλθὼν,aorist,active,ptcp,,sg,aorist ptcp
14257,ἐκλήθη,aorist,passsive,indc,3,sg,aorist indc
14266,εἴληφεν,perfect,active,indc,3,sg,perfect indc
14270,εἴληφεν,perfect,active,indc,3,sg,perfect indc
14276,ὑπελίπω,aorist,middle,indc,2,sg,aorist indc
14288,ἐποίησά,aorist,active,indc,1,sg,aorist indc
14294,ἐποίησα,aorist,active,indc,1,sg,aorist indc
14302,ἐστήρισα,aorist,active,indc,3,sg,aorist indc
14379,εὐλόγησεν,aorist,active,indc,3,sg,aorist indc
14457,πεποίηκας,perfect,active,indc,2,sg,perfect indc
14476,προσώχθικα,perfect,active,indc,1,sg,perfect indc
14568,ἔδωκεν,aorist,active,indc,3,sg,aorist indc
14597,εὐλόγησεν,aorist,active,indc,3,sg,aorist indc
14687,ἔδυ,aorist,active,indc,3,sg,aorist indc
14801,ποιῆσαί,aorist,active,infv,,,aorist infv
14804,ἐλάλησά,aorist,active,indc,1,sg,aorist indc
14824,ᾔδειν,pluperfect,active,indc,3,sg,pluperfect indc
14858,ὑπέθηκεν,aorist,active,indc,3,sg,aorist indc
14936,ἔστησα,aorist,active,indc,1,sg,aorist indc
15040,,,,,,,
15047,γινώσκομεν,present,active,indc,1,pl,present indc
15112,ἤρχετο,imperfect,middle,indc,3,sg,imperfect indc
15126,εἶδεν,aorist,active,indc,3,sg,aorist indc
15275,,,,,,,
15337,πεπλήρωνται,perfect,middle,indc,3,pl,perfect indc
15396,ἐποίησάς,aorist,active,indc,2,sg,aorist indc
15402,ἐδούλευσα,aorist,active,indc,1,sg,aorist indc
15406,παρελογίσω,aorist,middle,indc,2,sg,aorist indc
15513,λέγουσα,present,active,ptcp,,sg,present ptcp
15515,εἶδέν,aorist,active,indc,3,sg,aorist indc
