bhsa_node,mother_cl,mother_cl_atom,mother_clause,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,daught_cl,daught_cl_atom,daught_clause,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex
130703,451727.0,540687.0,וְיֵ֤שׁ יְהוָה֙ עִמָּ֔נוּ ,Main,Q,Ø,NmCl,,,451734.0,540694.0,וַֽיִּתְּנֵ֖נוּ בְּכַף־מִדְיָֽן׃ ,Main,Q,wayq,Way0,p3,NTN[
130729,451737.0,540697.0,לֵ֚ךְ בְּכֹחֲךָ֣ זֶ֔ה ,Main,Q,impv,ZIm0,p2,HLK[,,,,,,,,,
130772,451748.0,540708.0,וַיֹּ֣אמֶר אֵלָ֔יו ,Main,N,wayq,Way0,p3,>MR[,451750.0,540710.0,וְעָשִׂ֤יתָ לִּי֙ אֹ֔ות ,Main,Q,wqtl,WQt0,p2,<FH[
130808,451756.0,540716.0,וַיֹּאמַ֕ר ,Main,N,wayq,Way0,p3,>MR[,451760.0,540720.0,וַיַּ֤עַשׂ גְּדִֽי־עִזִּים֙ וְאֵיפַת־קֶ֣מַח מַצֹּ֔ות ,Main,N,wayq,Way0,p3,<FH[
130819,451760.0,540720.0,וַיַּ֤עַשׂ גְּדִֽי־עִזִּים֙ וְאֵיפַת־קֶ֣מַח מַצֹּ֔ות ,Main,N,wayq,Way0,p3,<FH[,451762.0,540722.0,וְהַמָּרַ֖ק שָׂ֣ם בַּפָּר֑וּר ,Main,N,qtl,WxQ0,p3,FJM[
130826,451761.0,540721.0,הַבָּשָׂר֙ שָׂ֣ם בַּסַּ֔ל ,Main,N,qtl,xQt0,p3,FJM[,,,,,,,,,
130907,451770.0,540730.0,וַיִּשְׁלַ֞ח מַלְאַ֣ךְ יְהוָ֗ה אֶת־קְצֵ֤ה הַמִּשְׁעֶ֨נֶת֙ ,Main,N,wayq,WayX,p3,CLX[,,,,,,,,,
130926,451780.0,540740.0,כִּֽי־,SubAdv,Q,Ø,NmCl,,,,,,,,,,,
131048,451803.0,540765.0,וַיַּ֕עַשׂ ,Main,N,wayq,Way0,p3,<FH[,,,,,,,,,
131055,451805.0,540767.0,וַיְהִ֡י ,Main,N,wayq,Way0,p3,HJH[,451807.0,540769.0,מֵעֲשֹׂ֥ות יֹומָ֖ם ,SubAdv,N,infc,InfC,unknown,<FH[
131080,451810.0,540772.0,וְהִנֵּ֤ה ,Main,N,Ø,NmCl,,,451812.0,540774.0,וְהָאֲשֵׁרָ֥ה ,Main,N,Ø,Defc,,
131089,451812.0,540774.0,וְהָאֲשֵׁרָ֥ה ,Main,N,Ø,Defc,,,,,,,,,,,
131096,451811.0,540773.0,נֻתַּץ֙ מִזְבַּ֣ח הַבַּ֔עַל ,Main,N,qtl,ZQtX,p3,NTY[,451815.0,540778.0,הַבָּנֽוּי׃ ,SubMod,N,Ø,AjCl,,
131108,451816.0,540779.0,וַיֹּֽאמְרוּ֙ ,Main,N,wayq,Way0,p3,>MR[,,,,,,,,,
131122,451821.0,540784.0,וַיֹּ֣אמְר֔וּ ,Main,N,wayq,Way0,p3,>MR[,,,,,,,,,
131140,451824.0,540787.0,הֹוצֵ֥א אֶת־בִּנְךָ֖ ,Main,Q,impv,ZIm0,p2,JY>[,451827.0,540790.0,וְכִ֥י כָרַ֖ת הָאֲשֵׁרָ֥ה ,SubAdv,Q,qtl,WxQ0,p3,KRT[
131147,451826.0,540789.0,כִּ֤י נָתַץ֙ אֶת־מִזְבַּ֣ח הַבַּ֔עַל ,SubAdv,Q,qtl,xQt0,p3,NTY[,451828.0,540791.0,אֲשֶׁר־עָלָֽיו׃ ,SubMod,Q,Ø,NmCl,,
131158,451829.0,540792.0,וַיֹּ֣אמֶר יֹואָ֡שׁ לְכֹל֩ ,Main,N,wayq,WayX,p3,>MR[,,,,,,,,,
131183,451836.0,540799.0,יָ֣רֶב לֹ֔ו ,Main,Q,yqtl,ZYq0,p3,RJB[,,,,,,,,,
131202,451840.0,540803.0,יָ֤רֶב בֹּו֙ הַבַּ֔עַל ,Main,Q,yqtl,ZYqX,p3,RJB[,,,,,,,,,
131213,451679.0,540638.0,וַיִּתְּנֵ֧ם יְהוָ֛ה בְּיַד־מִדְיָ֖ן שֶׁ֥בַע שָׁנִֽים׃ ,Main,N,wayq,WayX,p3,NTN[,451843.0,540806.0,וַיַּעַבְר֥וּ ,Main,N,wayq,Way0,p3,<BR[
131225,451842.0,540805.0,וְכָל־מִדְיָ֧ן וַעֲמָלֵ֛ק וּבְנֵי־קֶ֖דֶם נֶאֶסְפ֣וּ יַחְדָּ֑ו ,Main,N,qtl,WXQt,p3,>SP[,451846.0,540809.0,וַיִּתְקַע֙ בַּשֹּׁופָ֔ר ,Main,N,wayq,Way0,p3,TQ<[
131239,451845.0,540808.0,וְר֣וּחַ יְהוָ֔ה לָבְשָׁ֖ה אֶת־גִּדְעֹ֑ון ,Main,N,qtl,WXQt,p3,LBC[,451849.0,540812.0,וַיִּזָּעֵ֥ק גַּם־ה֖וּא אַחֲרָ֑יו ,Main,N,wayq,WayX,p3,Z<Q[
131250,451848.0,540811.0,וּמַלְאָכִים֙ שָׁלַ֣ח בְּכָל־מְנַשֶּׁ֔ה ,Main,N,qtl,WxQ0,p3,CLX[,451851.0,540814.0,וַֽיַּעֲל֖וּ ,Main,N,wayq,Way0,p3,<LH[
131278,451854.0,540817.0,אִם־יֶשְׁךָ֞ מֹושִׁ֧יעַ בְּיָדִ֛י אֶת־יִשְׂרָאֵ֖ל ,Main,Q,ptcp,Ptcp,unknown,JC<[,,,,,,,,,
131313,451860.0,540823.0,כִּֽי־תֹושִׁ֧יעַ בְּיָדִ֛י אֶת־יִשְׂרָאֵ֖ל ,SubArg,Q,yqtl,xYq0,p2,JC<[,,,,,,,,,
131396,451874.0,540837.0,וַיְהִי־חֹ֤רֶב אֶל־הַגִּזָּה֙ לְבַדָּ֔הּ ,Main,N,wayq,WayX,p3,HJH[,,,,,,,,,
131416,451876.0,540839.0,וַיַּשְׁכֵּ֨ם יְרֻבַּ֜עַל ,Main,N,wayq,WayX,p3,CKM[,,,,,,,,,
131450,451886.0,540850.0,לֵאמֹ֔ר ,SubAdv,Q,infc,InfC,unknown,>MR[,,,,,,,,,
131485,451894.0,540858.0,וַיָּ֣שָׁב מִן־הָעָ֗ם עֶשְׂרִ֤ים וּשְׁנַ֨יִם֙ אֶ֔לֶף ,Main,N,wayq,WayX,p3,CWB[,,,,,,,,,
131582,451917.0,540881.0,וַיְהִ֗י מִסְפַּ֞ר ,Main,N,wayq,WayX,p3,HJH[,451920.0,540885.0,לִשְׁתֹּ֥ות מָֽיִם׃ ס ,SubAdv,N,infc,InfC,unknown,CTH[
131632,451927.0,540893.0,וַיִּקְח֣וּ אֶת־צֵדָה֩ הָעָ֨ם בְּיָדָ֜ם וְאֵ֣ת שֹׁופְרֹֽתֵיהֶ֗ם ,Main,N,wayq,Way0,p3,LQX[,451929.0,540895.0,וּבִשְׁלֹשׁ־מֵאֹ֥ות הָאִ֖ישׁ הֶֽחֱזִ֑יק ,Main,N,qtl,WxQ0,p3,XZQ[
131642,451928.0,540894.0,וְאֵ֨ת כָּל־אִ֤ישׁ יִשְׂרָאֵל֙ שִׁלַּח֙ אִ֣ישׁ לְאֹֽהָלָ֔יו ,Main,N,qtl,WxQ0,p3,CLX[,,,,,,,,,
131646,451928.0,540894.0,וְאֵ֨ת כָּל־אִ֤ישׁ יִשְׂרָאֵל֙ שִׁלַּח֙ אִ֣ישׁ לְאֹֽהָלָ֔יו ,Main,N,qtl,WxQ0,p3,CLX[,,,,,,,,,
131670,451934.0,540900.0,רֵ֣ד בַּֽמַּחֲנֶ֑ה ,Main,Q,impv,ZIm0,p2,JRD[,,,,,,,,,
131760,451951.0,540918.0,וַיֹּ֜אמֶר ,Main,N,wayq,Way0,p3,>MR[,451953.0,540920.0,וְהִנֵּ֨ה צְלִ֜יל לֶ֤חֶם שְׂעֹרִים֙ מִתְהַפֵּךְ֙ בְּמַחֲנֵ֣ה מִדְיָ֔ן ,Main,Q,ptcp,Ptcp,unknown,HPK[
131802,451961.0,540928.0,אֵ֣ין זֹ֔את ,Main,Q,Ø,NmCl,,,,,,,,,,,
131837,451969.0,540936.0,ק֔וּמוּ ,Main,Q,impv,ZIm0,p2,QWM[,,,,,,,,,
131938,451986.0,540953.0,וַיָּבֹ֣א גִ֠דְעֹון וּמֵאָה־אִ֨ישׁ ,Main,N,wayq,WayX,p3,BW>[,451989.0,540957.0,וַֽיִּתְקְעוּ֙ בַּשֹּׁ֣ופָרֹ֔ות ,Main,N,wayq,Way0,p3,TQ<[
132057,452007.0,540976.0,וַיִּצָּעֵ֧ק אִֽישׁ־יִשְׂרָאֵ֛ל מִנַּפְתָּלִ֥י וּמִן־אָשֵׁ֖ר וּמִן־כָּל־מְנַשֶּׁ֑ה ,Main,N,wayq,WayX,p3,Y<Q[,452010.0,540979.0,לֵאמֹ֗ר ,SubAdv,N,infc,InfC,unknown,>MR[
132117,452017.0,540986.0,וַיַּהַרְג֨וּ אֶת־עֹורֵ֤ב בְּצוּר־עֹורֵב֙ ,Main,N,wayq,Way0,p3,HRG[,,,,,,,,,
132130,452019.0,540988.0,וַֽיִּרְדְּפ֖וּ אֶל־מִדְיָ֑ן ,Main,N,wayq,Way0,p3,RDP[,,,,,,,,,
132148,452022.0,540991.0,מָֽה־הַדָּבָ֤ר הַזֶּה֙ ,Main,Q,Ø,NmCl,,,452024.0,540993.0,לְבִלְתִּי֙ קְרֹ֣אות לָ֔נוּ ,SubAdv,Q,infc,InfC,unknown,QR>[
132155,452024.0,540993.0,לְבִלְתִּי֙ קְרֹ֣אות לָ֔נוּ ,SubAdv,Q,infc,InfC,unknown,QR>[,452026.0,540995.0,לְהִלָּחֵ֣ם בְּמִדְיָ֑ן ,SubAdv,Q,infc,InfC,unknown,LXM[
132169,452028.0,540997.0,וַיֹּ֣אמֶר אֲלֵיהֶ֔ם ,Main,N,wayq,Way0,p3,>MR[,452030.0,540999.0,הֲלֹ֗וא טֹ֛וב עֹלְלֹ֥ות אֶפְרַ֖יִם מִבְצִ֥יר אֲבִיעֶֽזֶר׃ ,Main,Q,Ø,AjCl,,
132182,452030.0,540999.0,הֲלֹ֗וא טֹ֛וב עֹלְלֹ֥ות אֶפְרַ֖יִם מִבְצִ֥יר אֲבִיעֶֽזֶר׃ ,Main,Q,Ø,AjCl,,,,,,,,,,,
132194,452029.0,540998.0,מֶה־עָשִׂ֥יתִי עַתָּ֖ה כָּכֶ֑ם ,Main,Q,qtl,xQt0,p1,<FH[,452033.0,541002.0,עֲשֹׂ֣ות כָּכֶ֑ם ,SubAdv,Q,infc,InfC,unknown,<FH[
132198,452028.0,540997.0,וַיֹּ֣אמֶר אֲלֵיהֶ֔ם ,Main,N,wayq,Way0,p3,>MR[,452035.0,541004.0,בְּדַבְּרֹ֖ו הַדָּבָ֥ר הַזֶּֽה׃ ,SubAdv,N,infc,InfC,unknown,DBR[
132312,452054.0,541023.0,וַיַּעֲנ֤וּ אֹותֹו֙ אַנְשֵׁ֣י פְנוּאֵ֔ל ,Main,N,wayq,WayX,p3,<NH[,,,,,,,,,
132388,452068.0,541038.0,וַיַּךְ֙ אֶת־הַֽמַּחֲנֶ֔ה ,Main,N,wayq,Way0,p3,NKH[,,,,,,,,,
132413,452072.0,541042.0,וַיִּלְכֹּ֞ד אֶת־שְׁנֵ֣י׀ מַלְכֵ֣י מִדְיָ֗ן אֶת־זֶ֨בַח֙ וְאֶת־צַלְמֻנָּ֔ע ,Main,N,wayq,Way0,p3,LKD[,,,,,,,,,
132458,452080.0,541050.0,הִנֵּ֖ה זֶ֣בַח וְצַלְמֻנָּ֑ע ,Main,Q,Ø,NmCl,,,452082.0,541052.0,לֵאמֹ֗ר ,SubAdv,Q,infc,InfC,unknown,>MR[
132502,452086.0,541056.0,וַיֹּ֣דַע בָּהֶ֔ם אֵ֖ת אַנְשֵׁ֥י סֻכֹּֽות׃ ,Main,N,wayq,Way0,p3,JD<[,,,,,,,,,
132520,452090.0,541060.0,אֵיפֹה֙ הָאֲנָשִׁ֔ים ,Main,Q,Ø,NmCl,,,,,,,,,,,
132542,452097.0,541067.0,חַי־יְהוָ֗ה ,Main,Q,Ø,AjCl,,,452099.0,541069.0,לֹ֥א הָרַ֖גְתִּי אֶתְכֶֽם׃ ,Main,Q,qtl,xQt0,p1,HRG[
132545,452098.0,541068.0,ל֚וּ הַחֲיִתֶ֣ם אֹותָ֔ם ,SubAdv,Q,qtl,xQt0,p2,XJH[,,,,,,,,,
132557,452100.0,541070.0,וַיֹּ֨אמֶר֙ לְיֶ֣תֶר בְּכֹורֹ֔ו ,Main,N,wayq,Way0,p3,>MR[,452104.0,541074.0,כִּ֣י יָרֵ֔א ,SubAdv,N,qtl,xQt0,p3,JR>[
132562,452103.0,541073.0,וְלֹא־שָׁלַ֨ף הַנַּ֤עַר חַרְבֹּו֙ ,Main,N,qtl,WxQX,p3,CLP[,452105.0,541075.0,כִּ֥י עֹודֶ֖נּוּ נָֽעַר׃ ,SubAdv,N,Ø,NmCl,,
132616,452115.0,541085.0,מְשָׁל־בָּ֨נוּ֙ גַּם־אַתָּ֔ה גַּם־בִּנְךָ֖ גַּ֣ם בֶּן־בְּנֶ֑ךָ ,Main,Q,impv,ZImX,p2,MCL[,,,,,,,,,
132678,452130.0,541100.0,וַיְהִ֗י מִשְׁקַ֞ל נִזְמֵ֤י הַזָּהָב֙ ,Main,N,wayq,WayX,p3,HJH[,,,,,,,,,
132747,452138.0,541110.0,וַיִּכָּנַ֣ע מִדְיָ֗ן לִפְנֵי֙ בְּנֵ֣י יִשְׂרָאֵ֔ל ,Main,N,wayq,WayX,p3,KN<[,452140.0,541112.0,לָשֵׂ֣את רֹאשָׁ֑ם ,SubAdv,N,infc,InfC,unknown,NF>[
132772,452142.0,541114.0,וַיֵּ֛לֶךְ יְרֻבַּ֥עַל בֶּן־יֹואָ֖שׁ ,Main,N,wayq,WayX,p3,HLK[,452145.0,541117.0,יֹצְאֵ֖י יְרֵכֹ֑ו ,SubMod,N,ptcp,Ptcp,unknown,JY>[
132780,452144.0,541116.0,וּלְגִדְעֹ֗ון הָיוּ֙ שִׁבְעִ֣ים בָּנִ֔ים ,Main,N,qtl,WxQX,p3,HJH[,,,,,,,,,
132787,452147.0,541119.0,וּפִֽילַגְשֹׁו֙ ,Main,N,Ø,CPen,,,452150.0,541122.0,וַיָּ֥שֶׂם אֶת־שְׁמֹ֖ו אֲבִימֶֽלֶךְ׃ ,Main,N,wayq,Way0,p3,FJM[
132820,452153.0,541125.0,וַיְהִ֗י ,Main,N,wayq,Way0,p3,HJH[,,,,,,,,,
132839,452157.0,541129.0,וַיָּשִׂ֧ימוּ לָהֶ֛ם בַּ֥עַל בְּרִ֖ית לֵאלֹהִֽים׃ ,Main,N,wayq,Way0,p3,FJM[,452159.0,541131.0,הַמַּצִּ֥יל אֹותָ֛ם מִיַּ֥ד כָּל־אֹיְבֵיהֶ֖ם מִסָּבִֽיב׃ ,SubMod,N,ptcp,Ptcp,unknown,NYL[
132856,452158.0,541130.0,וְלֹ֤א זָֽכְרוּ֙ בְּנֵ֣י יִשְׂרָאֵ֔ל אֶת־יְהוָ֖ה אֱלֹהֵיהֶ֑ם ,Main,N,qtl,WxQX,p3,ZKR[,452161.0,541133.0,אֲשֶׁ֥ר עָשָׂ֖ה עִם־יִשְׂרָאֵֽל׃ פ ,SubMod,N,qtl,xQt0,p3,<FH[
132867,452160.0,541132.0,וְלֹֽא־עָשׂ֣וּ חֶ֔סֶד עִם־בֵּ֥ית יְרֻבַּ֖עַל גִּדְעֹ֑ון כְּכָל־הַטֹּובָ֔ה ,Main,N,qtl,WxQ0,p3,<FH[,,,,,,,,,
132943,452172.0,541144.0,וַיֵּ֤ט לִבָּם֙ אַחֲרֵ֣י אֲבִימֶ֔לֶךְ ,Main,N,wayq,WayX,p3,NVH[,452174.0,541146.0,אָחִ֥ינוּ הֽוּא׃ ,Main,Q,Ø,NmCl,,
132989,452180.0,541152.0,וַיִּוָּתֵ֞ר יֹותָ֧ם בֶּן־יְרֻבַּ֛עַל הַקָּטֹ֖ן ,Main,N,wayq,WayX,p3,JTR[,,,,,,,,,
133042,452192.0,541164.0,שִׁמְע֤וּ אֵלַי֙ ,Main,Q,impv,ZIm0,p2,CM<[,452196.0,541168.0,לִמְשֹׁ֥חַ עֲלֵיהֶ֖ם מֶ֑לֶךְ ,SubAdv,Q,infc,InfC,unknown,MCX[
133062,452199.0,541171.0,וַיֹּ֤אמֶר לָהֶם֙ הַזַּ֔יִת ,Main,Q,wayq,WayX,p3,>MR[,452201.0,541173.0,אֲשֶׁר־בִּ֛י יְכַבְּד֥וּ אֱלֹהִ֖ים וַאֲנָשִׁ֑ים ,SubMod,Q,yqtl,xYq0,p3,KBD[
133095,452207.0,541179.0,וַתֹּ֤אמֶר לָהֶם֙ הַתְּאֵנָ֔ה ,Main,Q,wayq,WayX,p3,>MR[,452209.0,541181.0,וְהָ֣לַכְתִּ֔י ,Main,Q,wqtl,WQt0,p1,HLK[
133127,452214.0,541186.0,וַתֹּ֤אמֶר לָהֶם֙ הַגֶּ֔פֶן ,Main,Q,wayq,WayX,p3,>MR[,452216.0,541188.0,הַֽמְשַׂמֵּ֥חַ אֱלֹהִ֖ים וַאֲנָשִׁ֑ים ,SubMod,Q,ptcp,Ptcp,unknown,FMX[
133196,452229.0,541201.0,וְעַתָּ֗ה ,Main,Q,Ø,MSyn,,,452231.0,541203.0,וַתַּמְלִ֖יכוּ אֶת־אֲבִימֶ֑לֶךְ ,Main,Q,wayq,Way0,p2,MLK[
133204,452230.0,541202.0,אִם־בֶּאֱמֶ֤ת וּבְתָמִים֙ עֲשִׂיתֶ֔ם ,SubAdv,Q,qtl,xQt0,p2,<FH[,452233.0,541205.0,וְאִם־כִּגְמ֥וּל יָדָ֖יו עֲשִׂ֥יתֶם לֹֽו׃ ,SubAdv,Q,qtl,WxQ0,p2,<FH[
133215,452232.0,541204.0,וְאִם־טֹובָ֤ה עֲשִׂיתֶם֙ עִם־יְרֻבַּ֣עַל וְעִם־בֵּיתֹ֔ו ,SubAdv,Q,qtl,WxQ0,p2,<FH[,452234.0,541206.0,אֲשֶׁר־נִלְחַ֥ם אָבִ֖י עֲלֵיכֶ֑ם ,SubMod,Q,qtl,xQtX,p3,LXM[
133218,452233.0,541205.0,וְאִם־כִּגְמ֥וּל יָדָ֖יו עֲשִׂ֥יתֶם לֹֽו׃ ,SubAdv,Q,qtl,WxQ0,p2,<FH[,452235.0,541207.0,וַיַּשְׁלֵ֤ךְ אֶת־נַפְשֹׁו֙ מִנֶּ֔גֶד ,SubAdv,Q,wayq,Way0,p3,CLK[
133235,452234.0,541206.0,אֲשֶׁר־נִלְחַ֥ם אָבִ֖י עֲלֵיכֶ֑ם ,SubMod,Q,qtl,xQtX,p3,LXM[,452238.0,541210.0,וַתַּהַרְג֧וּ אֶת־בָּנָ֛יו שִׁבְעִ֥ים אִ֖ישׁ עַל־אֶ֣בֶן אֶחָ֑ת ,Main,Q,wayq,Way0,p2,HRG[
133269,452230.0,541202.0,אִם־בֶּאֱמֶ֤ת וּבְתָמִים֙ עֲשִׂיתֶ֔ם ,SubAdv,Q,qtl,xQt0,p2,<FH[,452242.0,541214.0,שִׂמְחוּ֙ בַּאֲבִימֶ֔לֶךְ ,Main,Q,impv,ZIm0,p2,FMX[
133370,452258.0,541230.0,לָשׂ֞וּם עַל־אֲבִימֶ֤לֶךְ אֲחִיהֶם֙ ,SubAdv,N,infc,InfC,unknown,FJM[,,,,,,,,,
133377,452258.0,541232.0,וְעַל֙ בַּעֲלֵ֣י שְׁכֶ֔ם ,SubAdv,N,Ø,Defc,,,452261.0,541234.0,לַהֲרֹ֥ג אֶת־אֶחָֽיו׃ ,SubAdv,N,infc,InfC,unknown,HRG[
133696,452330.0,541307.0,הֲלֹ֨א זֶ֤ה הָעָם֙ ,Main,Q,Ø,NmCl,,,,,,,,,,,
133799,452353.0,541330.0,וַאֲבִימֶ֗לֶךְ וְהָרָאשִׁים֙ ,Main,N,Ø,Defc,,,,,,,,,,,
133810,452353.0,541330.0,וַאֲבִימֶ֗לֶךְ וְהָרָאשִׁים֙ ,Main,N,Ø,Defc,,,452357.0,541335.0,אֲשֶׁ֥ר בַּשָּׂדֶ֖ה ,SubMod,N,Ø,NmCl,,
133841,452361.0,541339.0,וְאֶת־הָעָ֥ם ,Main,N,Ø,Defc,,,,,,,,,,,
133867,452367.0,541346.0,וַיֻּגַּ֖ד לַאֲבִימֶ֑לֶךְ ,Main,N,wayq,Way0,p3,NGD[,,,,,,,,,
133910,452375.0,541354.0,וַיֹּ֜אמֶר אֶל־הָעָ֣ם ,Main,N,wayq,Way0,p3,>MR[,452378.0,541357.0,עָשִׂ֔יתִי ,Main,Q,qtl,ZQt0,p1,<FH[
133911,452377.0,541356.0,מָ֤ה רְאִיתֶם֙ ,Main,Q,qtl,xQt0,p2,R>H[,,,,,,,,,
133967,452386.0,541365.0,וַיֵּ֥לֶךְ אֲבִימֶ֖לֶךְ אֶל־תֵּבֵ֑ץ ,Main,N,wayq,WayX,p3,HLK[,452390.0,541369.0,וַיָּנֻ֨סוּ שָׁ֜מָּה כָּל־הָאֲנָשִׁ֣ים וְהַנָּשִׁ֗ים וְכֹל֙ בַּעֲלֵ֣י הָעִ֔יר ,Main,N,wayq,WayX,p3,NWS[
134047,452403.0,541382.0,פֶּן־יֹ֥אמְרוּ לִ֖י ,SubAdv,Q,yqtl,xYq0,p3,>MR[,,,,,,,,,
134058,452407.0,541386.0,וַיִּרְא֥וּ אִֽישׁ־יִשְׂרָאֵ֖ל ,Main,N,wayq,WayX,p3,R>H[,,,,,,,,,
134072,452411.0,541390.0,וַיָּ֣שֶׁב אֱלֹהִ֔ים אֵ֖ת רָעַ֣ת אֲבִימֶ֑לֶךְ ,Main,N,wayq,WayX,p3,CWB[,452413.0,541392.0,לַהֲרֹ֖ג אֶת־שִׁבְעִ֥ים אֶחָֽיו׃ ,SubAdv,N,infc,InfC,unknown,HRG[
134086,452411.0,541390.0,וַיָּ֣שֶׁב אֱלֹהִ֔ים אֵ֖ת רָעַ֣ת אֲבִימֶ֑לֶךְ ,Main,N,wayq,WayX,p3,CWB[,452415.0,541394.0,וַתָּבֹ֣א אֲלֵיהֶ֔ם קִֽלֲלַ֖ת יֹותָ֥ם בֶּן־יְרֻבָּֽעַל׃ פ ,Main,N,wayq,WayX,p3,BW>[
134229,452435.0,541415.0,וַיַּעַזְב֥וּ אֶת־יְהוָ֖ה ,Main,N,wayq,Way0,p3,<ZB[,,,,,,,,,
134310,452448.0,541428.0,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,452450.0,541430.0,וְכִ֤י עָזַ֨בְנוּ֙ אֶת־אֱלֹהֵ֔ינוּ ,SubAdv,Q,qtl,WxQ0,p1,<ZB[
134314,452449.0,541429.0,חָטָ֣אנוּ לָ֔ךְ ,Main,Q,qtl,ZQt0,p1,XV>[,452451.0,541431.0,וַֽנַּעֲבֹ֖ד אֶת־הַבְּעָלִֽים׃ פ ,Main,Q,wayq,Way0,p1,<BD[
134349,452453.0,541433.0,הֲלֹ֤א מִמִּצְרַ֨יִם֙ וּמִן־הָ֣אֱמֹרִ֔י וּמִן־בְּנֵ֥י עַמֹּ֖ון וּמִן־פְּלִשְׁתִּֽים׃ ,Main,Q,Ø,NmCl,,,452455.0,541435.0,וַתִּצְעֲק֣וּ אֵלַ֔י ,Main,Q,wayq,Way0,p2,Y<Q[
134361,452454.0,541434.0,וְצִידֹונִ֤ים וַֽעֲמָלֵק֙ וּמָעֹ֔ון לָחֲצ֖וּ אֶתְכֶ֑ם ,Main,Q,qtl,WXQt,p3,LXY[,452458.0,541438.0,וַתַּעַבְד֖וּ אֱלֹהִ֣ים אֲחֵרִ֑ים ,Main,Q,wayq,Way0,p2,<BD[
134380,452462.0,541442.0,וְזַֽעֲקוּ֙ אֶל־הָ֣אֱלֹהִ֔ים ,Main,Q,impv,WIm0,p2,Z<Q[,,,,,,,,,
134394,452465.0,541445.0,וַיֹּאמְר֨וּ בְנֵי־יִשְׂרָאֵ֤ל אֶל־יְהוָה֙ ,Main,N,wayq,WayX,p3,>MR[,452467.0,541447.0,עֲשֵׂה־אַתָּ֣ה לָ֔נוּ כְּכָל־,Main,Q,impv,ZImX,p2,<FH[
134477,,,,,,,,,,452484.0,541464.0,וְה֖וּא בֶּן־אִשָּׁ֣ה זֹונָ֑ה ,Main,?,Ø,NmCl,,
134552,452498.0,541478.0,וַיְהִ֕י ,Main,N,wayq,Way0,p3,HJH[,,,,,,,,,
134592,452506.0,541486.0,וַיֹּ֤אמֶר יִפְתָּח֙ לְזִקְנֵ֣י גִלְעָ֔ד ,Main,N,wayq,WayX,p3,>MR[,452508.0,541488.0,וַתְּגָרְשׁ֖וּנִי מִבֵּ֣ית אָבִ֑י ,Main,Q,wayq,Way0,p2,GRC[
134601,452507.0,541487.0,הֲלֹ֤א אַתֶּם֙ שְׂנֵאתֶ֣ם אֹותִ֔י ,Main,Q,qtl,XQtl,p2,FN>[,452510.0,541490.0,כַּאֲשֶׁ֖ר צַ֥ר לָכֶֽם׃ ,SubAdv,Q,qtl,xQt0,p3,YRR[
134606,452509.0,541489.0,וּמַדּ֜וּעַ בָּאתֶ֤ם אֵלַי֙ עַ֔תָּה ,Main,Q,qtl,WxQ0,p2,BW>[,,,,,,,,,
134616,452511.0,541491.0,וַיֹּאמְרוּ֩ זִקְנֵ֨י גִלְעָ֜ד אֶל־יִפְתָּ֗ח ,Main,N,wayq,WayX,p3,>MR[,452513.0,541493.0,וְהָלַכְתָּ֣ עִמָּ֔נוּ ,Main,Q,wqtl,WQt0,p2,HLK[
134721,452530.0,541510.0,מַה־לִּ֣י וָלָ֔ךְ ,Main,Q,Ø,NmCl,,,452532.0,541512.0,לְהִלָּחֵ֥ם בְּאַרְצִֽי׃ ,SubAdv,Q,infc,InfC,unknown,LXM[
134736,452533.0,541513.0,וַיֹּאמֶר֩ מֶ֨לֶךְ בְּנֵי־עַמֹּ֜ון אֶל־מַלְאֲכֵ֣י יִפְתָּ֗ח ,Main,N,wayq,WayX,p3,>MR[,452535.0,541515.0,בַּעֲלֹותֹ֣ו מִמִּצְרַ֔יִם ,SubAdv,Q,infc,InfC,unknown,<LH[
134775,452540.0,541521.0,וַיֹּ֣אמֶר לֹ֔ו ,Main,N,wayq,Way0,p3,>MR[,452542.0,541523.0,לֹֽא־לָקַ֤ח יִשְׂרָאֵל֙ אֶת־אֶ֣רֶץ מֹואָ֔ב וְאֶת־אֶ֖רֶץ בְּנֵ֥י עַמֹּֽון׃ ,Main,Q,qtl,xQtX,p3,LQX[
134778,452541.0,541522.0,כֹּ֖ה אָמַ֣ר יִפְתָּ֑ח ,Main,Q,qtl,xQtX,p3,>MR[,452543.0,541524.0,כִּ֖י ,SubAdv,Q,Ø,NmCl,,
134820,452547.0,541528.0,וַיִּשְׁלַ֣ח יִשְׂרָאֵ֣ל מַלְאָכִ֣ים׀ אֶל־מֶלֶךְ֩ אֱדֹ֨ום׀ ,Main,Q,wayq,WayX,p3,CLX[,,,,,,,,,
134828,452547.0,541528.0,וַיִּשְׁלַ֣ח יִשְׂרָאֵ֣ל מַלְאָכִ֣ים׀ אֶל־מֶלֶךְ֩ אֱדֹ֨ום׀ ,Main,Q,wayq,WayX,p3,CLX[,452552.0,541533.0,וְלֹ֣א אָבָ֑ה ,Main,Q,qtl,WxQ0,p3,>BH[
