eng_TAMsimp,PRES,FUT ~ MOD shall,FUT,FUT,IMPV ~ MOD shall,PRES,PAST,FUT ~ MOD shall,FUT ~ PRES,FUT,PRES,MOD must ~ MOD shall,MOD is to ~ MOD shall,IMPV,MOD can,MOD shall,MOD may,MOD must ~ MOD shall,MOD shall ~ PRES,MOD is to ~ MOD shall,PRES ~ PRES PART,PAST,FUT ~ PRES,FUT ~ MOD shall,FUT ~ MOD may,PAST ~ PRES,MOD would,MOD may,FUT ~ PRES,MOD can,MOD shall,PRES ~ PRES PERF,FUT ~ MOD can,MOD can ~ PRES,MOD can,FUT ~ MOD lest,MOD shall,MOD should,PAST,MOD may ~ MOD shall,IMPV ~ MOD shall,PRES PART,MOD may ~ PRES,PRES PERF,MOD should,PRES ~ TO INF,MOD could,IMPV ~ PRES,PRES ~ PRES PERF,MOD shall ~ PRES,MOD would ~ PAST,MOD let,MOD would,TO INF,PAST ~ PRES,MOD shall ~ PRES,MOD can ~ MOD shall,TO INF,MOD should ~ PRES,MOD can ~ MOD may,MOD would,FUT ~ MOD may,PAST ~ PRES PART,MOD shall ~ PRES PART,MOD can ~ MOD shall,MOD can ~ PRES,IMPV ~ PRES,MOD shall ~ TO INF,MOD should ~ PRES,MOD shall ~ MOD should,PAST ~ PRES,FUT ~ MOD lest,FUT ~ MOD would,FUT ~ IMPV,FUT ~ TO INF,MOD must,MOD may ~ MOD shall,PRES ~ PRES PART,PRES PERF,MOD shall ~ TO INF,PAST ~ PRES PERF,MOD let ~ MOD shall,PRES PERF,IMPV ~ MOD may,MOD should ~ MOD would,MOD must,MOD shall ~ MOD should,FUT ~ MOD would,FUT ~ MOD may,FUT ~ MOD would,PRES PART,PAST ~ PRES PERF,IMPV ~ MOD must,MOD shall ~ PAST,HAB used to ~ PAST,MOD let ~ PRES,MOD lest ~ MOD may,MOD would ~ PRES,MOD may,FUT ~ PRES PART,PRES ~ PRES PROG,FUT ~ MOD lest,FUT ~ MOD can,MOD must,MOD may ~ PRES,MOD should ~ TO INF,PRES ~ TO INF,IMPV ~ MOD can,MOD is to,MOD can ~ PRES,FUT ~ PAST,MOD was to ~ PAST,FUT ~ MOD should,PRES ~ PRES PERF,MOD must ~ PRES,PAST ~ TO INF,PAST ~ PRES PERF,FUT ~ MOD can,MOD would ~ PRES,IMPV ~ MOD let,MOD lest ~ PRES,MOD can ~ MOD may,MOD could,MOD should,MOD should ~ PRES,MOD might,PAST ~ PAST PERF,FUT ~ MOD let,FUT ~ TO INF,FUT ~ MOD let,MOD may ~ TO INF,MOD must ~ PRES,PAST PERF,MOD can ~ MOD may,MOD shall ~ TO INF,MOD can ~ MOD shall,MOD could ~ PAST,MOD should ~ MOD was to,MOD lest,MOD can ~ MOD could,MOD should ~ TO INF,MOD might ~ MOD would,MOD may ~ MOD must,MOD may ~ MOD must,PRES PART ~ TO INF,FUT going-to ~ MOD shall,IMPV ~ PRES PART,MOD is to ~ MOD may,MOD let,MOD let ~ MOD must,MOD VB ~ MOD may,MOD lest ~ PRES,MOD can ~ MOD should,PRES ~ PRES PROG,MOD was to,PAST ~ PAST PROG,MOD could ~ MOD might,IMPV,FUT ~ TO INF,HAB used to,MOD let ~ MOD may,MOD let,MOD could ~ MOD would,IMPV ~ TO INF,MOD should ~ TO INF,FUT ~ MOD should,MOD must ~ MOD shall,MOD can ~ PAST,FUT ~ MOD must,MOD must ~ PRES,TO INF,FUT ~ PAST,MOD would ~ PRES,MOD VB ~ PRES,FUT ~ IMPV,MOD might,MOD shall ~ MOD would,MOD may ~ TO INF,MOD would ~ PAST,MOD lest ~ TO INF,MOD should ~ PAST,MOD may ~ PRES PART,?VB ~ PAST,FUT ~ MOD is to,IMPV ~ MOD let,IMPV ~ MOD lest,MOD lest ~ MOD might,MOD lest ~ MOD might,PAST ~ PAST PERF,MOD lest ~ MOD may,PRES ~ PRES PART,PAST PROG,FUT ~ MOD must,MOD can ~ MOD might,MOD could ~ MOD must,FUT ~ PRES PART,MOD might ~ PAST,MOD can ~ PRES PART,MOD might ~ MOD should,MOD shall ~ PRES PERF,FUT ~ PRES PERF,PRES PERF ~ TO INF,MOD might ~ TO INF,FUT ~ PRES PROG,MOD may ~ PRES,FUT ~ MOD that be,IMPV ~ PAST,MOD can ~ TO INF,FUT ~ PRES PERF,MOD is to ~ MOD must,MOD can ~ TO INF,IMPV ~ MOD is to,MOD can ~ MOD let,MOD can ~ PRES PART,MOD is to ~ MOD must,MOD could ~ MOD should,MOD could ~ MOD would,MOD can ~ MOD could,MOD can ~ MOD should,MOD is to ~ PRES PART,MOD may ~ PAST,IMPV ~ MOD can,MOD may ~ MOD might,MOD may ~ PRES PERF,MOD may ~ TO INF,MOD might ~ MOD should,FUT ~ PRES PART,PRES PROG,MOD might ~ TO INF,FUT ~ PAST,MOD need not ~ PRES,MOD shall ~ MOD should,MOD shall ~ MOD would,PRES PART,MOD shall ~ PAST,MOD shall ~ PRES PART,PAST ~ TO INF,MOD should ~ PRES PERF,FUT ~ FUT going-to,PAST ~ PRES PART,MOD would ~ TO INF,MOD would ~ TO INF,FUT ~ FUT going-to,PAST PERF ~ PRES,MOD may ~ PRES PART,MOD might ~ PAST,MOD lest ~ MOD would,FUT PROG ~ PRES,MOD let ~ TO INF,MOD lest ~ MOD should,MOD let ~ PRES,MOD let ~ PRES,MOD lest ~ TO INF,MOD lest,MOD lest ~ MOD may,MOD lest ~ MOD shall,HAB used to ~ PRES,IMPV ~ PRES,FUT PERF,FUT ~ IMPV,IMPV ~ MOD lest,FUT ~ MOD is to,HAB used to ~ PAST,FUT ~ MOD,IMPV ~ PRES PERF,IMPV ~ MOD is to,HAB used to ~ PRES PERF,IMPV ~ PAST,FUT ~ FUT PROG,HAB used to ~ MOD would,IMPV ~ MOD should,FUT PROG ~ MOD shall,FUT going-to ~ MOD shall,IMPV ~ MOD must,IMPV ~ MOD should,IMPV ~ MOD need not,FUT going-to ~ MOD lest,JJ ~ PRES,FUT going-to ~ MOD is to,FUT PROG ~ PRES,FUT ~ PRES shall,FUT PERF ~ PRES,FUT ~ FUT going-to,MOD let ~ MOD that be,MOD VB ~ MOD can,MOD should ~ PAST,MOD would ~ PRES PART,MOD would ~ PRES PART,MOD would ~ PRES PART,MOD would ~ PAST PROG,MOD would ~ PAST PERF,MOD was to ~ PRES,MOD that be ~ TO INF,MOD that be,MOD should ~ PRES PART,MOD should ~ MOD would,MOD ~ PRES,MOD should ~ MOD would,MOD should ~ MOD was to,MOD should ~ MOD was to,MOD shall ~ PAST,MOD quest must ~ MOD shall,MOD quest must,MOD need not ~ MOD shall,MOD need not ~ MOD shall,MOD must ~ TO INF,MOD would ~ TO INF,PAST PERF,MOD VB ~ MOD shall,PRES PART ~ PRES PROG,PRES ~ TO INF,PRES ~ PRES shall,PRES ~ PRES do,PRES ~ PRES do,PRES ~ PRES can,PRES ~ PRES PROG,PRES PERF ~ TO INF,PRES PERF ~ PRES PROG,PRES PART ~ TO INF,PRES PART ~ PRES PERF,PAST PERF ~ PRES,PRES PART ~ PRES PERF,PRES PART ~ PRES PERF,PAST ~ TO INF,PAST ~ PRES PART,PAST ~ PAST PROG,PAST PROG ~ PRES PART,PAST PROG ~ PRES,PAST PROG ~ PRES,PAST PERF ~ PRES,MOD must ~ PRES shall,MOD must ~ PRES PROG,MOD must ~ PRES PART,MOD could ~ PAST PERF,MOD is to ~ PRES,MOD is to ~ MOD should,MOD is to ~ MOD must,MOD is to ~ MOD may,MOD is to ~ MOD lest,MOD is to,MOD could ~ TO INF,MOD could ~ TO INF,MOD could ~ PRES PERF,MOD could ~ PAST,MOD must ~ MOD should,MOD could ~ MOD should,MOD could ~ MOD shall,MOD can ~ MOD should,MOD can ~ MOD must,MOD can ~ MOD must,MOD can ~ MOD let,MOD can ~ MOD lest,MOD can ~ MOD could,MOD VB ~ TO INF,MOD is to ~ PRES PART,MOD is to ~ PRES PROG,MOD is to ~ TO INF,MOD is to ~ TO INF,MOD must ~ MOD should,MOD must ~ MOD quest must,MOD might ~ PRES PERF,MOD might ~ MOD would,MOD may ~ MOD would,MOD may ~ MOD should,MOD may ~ MOD shall,MOD may ~ MOD might,MOD let ~ PRES PERF,MOD let ~ PRES PART,MOD let ~ PAST,MOD let ~ PAST,MOD let ~ MOD should,MOD let ~ MOD must,MOD lest ~ PRES,MOD lest ~ MOD would,MOD lest ~ MOD that be,MOD lest ~ MOD must,MOD lest ~ MOD let,?VB ~ PAST
person,p3,p3,p3,p1,p2,p2,p3,p2,p3,p2,p1,p3,p3,p2,p3,p3,p3,p2,p3,p2,p3,p1,p2,p1,p3,p3,p3,p2,p1,p1,p1,p3,p3,p3,p2,p3,p2,p3,p2,p3,p3,p3,p3,p3,p1,p3,p3,p2,p2,p2,p3,p3,p1,p3,p2,p1,p1,p2,p3,p3,p2,p2,p3,p3,p3,p2,p3,p3,p2,p1,p1,p2,p3,p2,p3,p3,p2,p2,p2,p2,p3,p3,p1,p2,p3,p2,p3,p1,p1,p2,p2,p2,p2,p3,p3,p3,p3,p2,p1,p3,p3,p1,p2,p1,p2,p3,p2,p3,p3,p1,p3,p3,p3,p1,p2,p3,p1,p1,p3,p3,p2,p2,p1,p2,p1,p3,p3,p3,p1,p1,p3,p3,p3,p1,p1,p2,p3,p3,p3,p3,p2,p3,p3,p2,p3,p2,p2,p3,p1,p3,p3,p3,p3,p2,p3,p3,p3,p3,p2,p3,p3,p2,p3,p2,p1,p2,p1,p3,p3,p1,p1,p1,p1,p3,p3,p1,p3,p2,p1,p2,p3,p3,p3,p3,p2,p3,p3,p1,p1,p1,p1,p3,p1,p2,p1,p2,p1,p3,p3,p2,p3,p1,p3,p1,p1,p3,p2,p3,p1,p3,p1,p2,p1,p2,p1,p3,p1,p1,p2,p2,p3,p2,p3,p3,p1,p1,p1,p3,p1,p2,p3,p2,p1,p1,p2,p2,p1,p2,p1,p1,p1,p3,p2,p3,p1,p3,p3,p2,p3,p3,p2,p1,p3,p2,p2,p1,p3,p1,p3,p1,p2,p2,p1,p3,p3,p3,p3,p3,p3,p1,p2,p3,p3,p3,p3,p2,p3,p3,p3,p3,p3,p3,p3,p3,p1,p2,p3,p2,p1,p3,p3,p2,p2,p3,p1,p2,p3,p1,p2,p1,p1,p3,p3,p3,p2,p3,p2,p1,p3,p3,p1,p2,p3,p1,p3,p1,p3,p3,p2,p3,p1,p2,p1,p2,p2,p2,p2,p3,p2,p2,p2,p2,p2,p3,p3,p1,p2,p2,p3,p2,p3,p1,p3,p1,p3,p2,p1,p1,p2,p1,p3,p3,p2,p3,p3,p2,p1,p3,p1,p3,p2,p2,p3,p3,p1,p2,p1,p3,p3,p2,p1,p2,p1,p1,p3,p3,p3,p1
cl_args,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V,0.17,0.09,0.1,0.1,0.06,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AV,0.12,0.12,0.09,0.1,0.06,0.02,0.04,0.04,0.02,0.03,0.03,0.03,0.04,0.02,0.0,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV,0.23,0.03,0.05,0.04,0.0,0.11,0.02,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_W_V,0.12,0.14,0.1,0.08,0.04,0.02,0.02,0.03,0.03,0.02,0.01,0.02,0.01,0.02,0.02,0.0,0.01,0.01,0.0,0.0,0.01,0.02,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_W_SV,0.13,0.25,0.12,0.08,0.0,0.0,0.03,0.04,0.04,0.0,0.0,0.04,0.02,0.02,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
