eng_TAMsimp,PRES,FUT ~ MOD shall,FUT,FUT,IMPV,IMPV ~ MOD shall,PRES,PAST,MOD let,FUT ~ PRES,FUT ~ MOD shall,FUT,PRES,MOD may,MOD must ~ MOD shall,MOD is to ~ MOD shall,MOD can,MOD shall,MOD must ~ MOD shall,MOD shall ~ PRES,MOD let ~ MOD may,IMPV ~ MOD let,FUT ~ MOD may,MOD is to ~ MOD shall,PRES ~ PRES PART,PAST,FUT ~ MOD shall,FUT ~ PRES,PAST ~ PRES,MOD let,MOD would,FUT ~ PRES,MOD may,MOD can,MOD shall,PRES ~ PRES PERF,MOD may ~ PRES,FUT ~ MOD can,FUT ~ MOD lest,MOD can ~ PRES,MOD can,MOD should,MOD may,MOD shall,MOD may ~ MOD shall,TO INF,PAST,IMPV ~ MOD shall,PRES ~ TO INF,PRES PART,PRES PERF,MOD should,IMPV ~ PRES,IMPV,MOD could,MOD would,PRES ~ PRES PERF,MOD shall ~ PRES,MOD would ~ PAST,FUT ~ MOD may,MOD can ~ MOD may,PAST ~ PRES,IMPV ~ PRES,MOD may ~ TO INF,MOD should ~ PRES,MOD shall ~ PRES,MOD can ~ MOD shall,TO INF,MOD would,FUT ~ MOD may,MOD can ~ MOD may,PAST ~ PRES,MOD shall ~ TO INF,MOD shall ~ PRES PART,PAST ~ PRES PART,MOD let ~ PRES,MOD can ~ MOD shall,MOD can ~ PRES,MOD should ~ PRES,MOD shall ~ MOD should,FUT ~ MOD lest,IMPV ~ MOD may,FUT ~ TO INF,FUT ~ MOD would,FUT ~ IMPV,MOD may ~ MOD shall,MOD let ~ MOD shall,PRES ~ PRES PART,MOD must,MOD shall ~ TO INF,PAST ~ PRES PERF,PRES PERF,FUT ~ MOD would,PRES PERF,IMPV ~ MOD may,PRES PART,IMPV ~ MOD must,MOD shall ~ MOD should,MOD let ~ TO INF,FUT ~ MOD let,IMPV ~ MOD let,MOD must,FUT ~ MOD would,MOD should ~ MOD would,MOD shall ~ PAST,MOD must,MOD lest ~ MOD may,MOD would ~ PRES,PAST ~ PRES PERF,HAB used to ~ PAST,PAST ~ TO INF,FUT ~ MOD can,FUT ~ MOD lest,FUT ~ PRES PART,PRES ~ PRES PROG,FUT ~ MOD let,MOD may ~ PRES,MOD can ~ PRES,MOD is to ~ MOD let,FUT ~ TO INF,FUT ~ PAST,IMPV ~ MOD can,MOD should ~ TO INF,MOD was to ~ PAST,PRES ~ TO INF,MOD is to,MOD may ~ TO INF,PAST ~ PRES PERF,MOD must ~ PRES,FUT ~ MOD can,PRES ~ PRES PERF,TO INF,MOD could,MOD would ~ PRES,FUT ~ MOD should,MOD lest ~ PRES,MOD can ~ MOD may,PAST ~ PAST PERF,MOD might,MOD should ~ PRES,MOD should,IMPV ~ TO INF,IMPV ~ PRES PART,MOD let ~ MOD must,FUT ~ IMPV,MOD shall ~ TO INF,MOD let ~ PAST,MOD can ~ MOD shall,MOD may ~ MOD must,PAST PERF,MOD let ~ MOD should,MOD must ~ PRES,FUT going-to ~ MOD shall,MOD is to ~ MOD may,MOD let ~ PRES PART,IMPV ~ PAST,?VB ~ MOD let,PRES PART ~ TO INF,MOD can ~ MOD should,MOD let ~ TO INF,MOD lest,MOD may ~ MOD must,MOD VB ~ MOD may,MOD lest ~ PRES,PRES ~ PRES PROG,MOD can ~ MOD could,IMPV ~ MOD should,MOD might ~ MOD would,MOD could ~ PAST,PAST ~ PAST PROG,MOD was to,MOD should ~ TO INF,MOD should ~ TO INF,MOD should ~ MOD was to,HAB used to,FUT ~ PRES PART,MOD can ~ PAST,MOD may ~ PRES PART,MOD would ~ PRES,FUT ~ TO INF,MOD shall ~ MOD would,FUT ~ PRES PROG,FUT ~ MOD should,FUT ~ MOD must,MOD VB ~ PRES,MOD let,MOD must ~ PRES,MOD could ~ MOD might,MOD may ~ PRES,MOD could ~ MOD would,MOD may ~ TO INF,MOD might,FUT ~ PAST,MOD must ~ MOD shall,MOD can ~ TO INF,MOD lest ~ MOD might,MOD lest ~ MOD might,MOD could ~ MOD must,MOD should ~ PAST,MOD could ~ MOD would,FUT ~ MOD that be,FUT ~ PRES PART,?VB ~ PAST,MOD can ~ MOD might,MOD can ~ PRES PART,MOD shall ~ PRES PERF,MOD lest ~ TO INF,FUT ~ MOD must,MOD lest ~ MOD may,MOD let ~ MOD may,FUT ~ PRES PERF,PAST ~ PAST PERF,MOD may ~ PAST,MOD might ~ MOD should,MOD might ~ PAST,MOD might ~ TO INF,FUT ~ FUT going-to,FUT ~ MOD is to,IMPV ~ MOD let,MOD let ~ PRES,IMPV ~ MOD lest,MOD would ~ PAST,MOD let ~ MOD would,MOD can ~ MOD let,PAST PROG,FUT ~ PRES PERF,PRES ~ PRES PART,PRES PERF ~ TO INF,MOD could ~ MOD might,IMPV ~ PAST,IMPV ~ MOD must,MOD could ~ MOD should,FUT ~ PAST,FUT ~ FUT going-to,MOD can ~ MOD could,?VB,FUT PROG ~ PRES,?VB ~ MOD shall,MOD can ~ TO INF,MOD can ~ MOD should,MOD can ~ PRES PART,IMPV ~ MOD should,IMPV ~ MOD is to,?VB ~ MOD must,IMPV ~ MOD can,MOD can ~ MOD let,??VB ~ MOD let,MOD need not ~ MOD shall,MOD may ~ PRES PERF,MOD lest ~ TO INF,MOD let ~ MOD should,MOD let ~ MOD that be,MOD let ~ PRES,MOD let ~ PRES PERF,PAST ~ TO INF,PAST ~ PRES PART,MOD may ~ MOD might,PAST PERF ~ PRES,MOD may ~ PRES PART,MOD might ~ MOD should,MOD lest ~ MOD should,MOD might ~ PAST,MOD would ~ TO INF,MOD might ~ TO INF,MOD would ~ TO INF,MOD that be,MOD should ~ PRES PERF,MOD need not ~ PRES,MOD shall ~ PRES PART,MOD shall ~ PAST,MOD shall ~ MOD should,MOD lest ~ MOD would,PRES PART,MOD is to ~ PRES,MOD lest ~ MOD may,MOD is to ~ MOD must,MOD is to ~ MOD must,MOD is to ~ PRES PART,PRES PROG,MOD lest,MOD shall ~ MOD would,MOD lest ~ MOD shall,FUT ~ FUT PROG,MOD that be ~ TO INF,?VB ~ PAST,PRES ~ PRES do,PRES ~ PRES do,MOD would ~ TO INF,FUT going-to ~ MOD is to,MOD would ~ PRES PART,MOD would ~ PRES PART,MOD would ~ PRES PART,MOD would ~ PAST PROG,MOD would ~ PAST PERF,MOD was to ~ PRES,PRES ~ PRES shall,PAST PERF,?VB ~ MOD let,MOD should ~ PRES PART,MOD should ~ PAST,MOD should ~ MOD would,MOD should ~ MOD would,MOD should ~ MOD was to,?VB ~ MOD lest,MOD should ~ MOD was to,?VB ~ IMPV,PRES ~ TO INF,MOD shall ~ PAST,?VB,MOD ~ PRES,PAST PERF ~ PRES,PRES PART ~ PRES PROG,PAST ~ TO INF,PRES PART ~ PRES PERF,FUT PROG ~ MOD shall,FUT ~ FUT going-to,FUT PERF ~ PRES,FUT ~ IMPV,PRES PART ~ PRES PERF,PRES PART ~ PRES PERF,FUT going-to ~ MOD shall,FUT ~ MOD,FUT ~ PRES shall,FUT PERF,PRES PERF ~ TO INF,PRES ~ PRES can,FUT ~ MOD is to,PAST ~ PRES PART,PRES PART ~ TO INF,PAST ~ PAST PROG,PRES ~ PRES PROG,PAST PROG ~ PRES PART,PAST PROG ~ PRES,PAST PROG ~ PRES,FUT going-to ~ MOD lest,FUT PROG ~ PRES,PAST PERF ~ PRES,PRES PERF ~ PRES PROG,MOD could ~ TO INF,MOD quest must ~ MOD shall,MOD lest ~ MOD must,MOD let ~ PRES PERF,MOD let ~ PAST,MOD let ~ PAST,MOD can ~ MOD could,MOD can ~ MOD lest,MOD let ~ MOD must,MOD let ~ MOD must,MOD let ~ MOD may,MOD lest ~ PRES,MOD can ~ MOD must,MOD can ~ MOD must,MOD lest ~ MOD would,MOD lest ~ MOD that be,MOD can ~ MOD should,MOD lest ~ MOD let,MOD VB ~ MOD shall,MOD is to ~ TO INF,MOD is to ~ TO INF,MOD is to ~ PRES PROG,MOD is to ~ PRES PART,MOD is to ~ MOD should,MOD is to ~ MOD must,MOD could ~ MOD shall,MOD could ~ MOD should,MOD is to ~ MOD may,MOD is to ~ MOD lest,MOD could ~ PAST,MOD is to,MOD could ~ PAST PERF,MOD could ~ PRES PERF,MOD VB ~ TO INF,MOD let ~ VB,MOD quest must,MOD must ~ MOD should,HAB used to ~ MOD would,HAB used to ~ PAST,HAB used to ~ PRES,HAB used to ~ PRES PERF,IMPV,MOD need not ~ MOD shall,MOD could ~ TO INF,IMPV ~ MOD,MOD must ~ TO INF,MOD must ~ PRES shall,MOD must ~ PRES PROG,IMPV ~ MOD is to,IMPV ~ MOD lest,MOD must ~ PRES PART,MOD must ~ MOD should,MOD VB ~ MOD can,MOD must ~ MOD quest must,IMPV ~ MOD may,MOD might ~ PRES PERF,MOD might ~ MOD would,IMPV ~ MOD need not,MOD might ~ MOD would,MOD may ~ PRES PERF,MOD may ~ MOD would,IMPV ~ PRES,MOD may ~ MOD should,MOD may ~ MOD shall,IMPV ~ PRES PERF,MOD may ~ MOD might,JJ ~ PRES,MOD let ~ MOD might
person,p3,p3,p3,p1,p2,p2,p2,p3,p3,p3,p2,p2,p1,p3,p3,p3,p3,p3,p2,p3,p3,p3,p3,p2,p3,p1,p1,p2,p3,p1,p3,p1,p2,p1,p1,p3,p3,p3,p3,p3,p2,p3,p1,p2,p3,p3,p2,p3,p3,p3,p3,p1,p2,p3,p3,p1,p2,p2,p3,p1,p3,p2,p3,p3,p3,p1,p1,p2,p2,p2,p1,p1,p3,p3,p3,p3,p3,p2,p2,p1,p2,p3,p3,p3,p2,p2,p3,p2,p3,p2,p3,p2,p1,p1,p2,p2,p2,p3,p3,p3,p2,p2,p2,p3,p3,p1,p3,p2,p2,p3,p3,p2,p1,p3,p3,p1,p2,p1,p3,p1,p3,p3,p3,p3,p2,p3,p1,p1,p2,p1,p1,p1,p1,p3,p3,p2,p2,p3,p3,p1,p2,p2,p2,p3,p3,p1,p3,p2,p3,p3,p3,p3,p2,p3,p3,p2,p3,p3,p3,p1,p3,p2,p3,p3,p2,p3,p2,p3,p3,p3,p3,p1,p2,p3,p3,p1,p3,p3,p1,p2,p3,p1,p2,p3,p3,p2,p1,p3,p1,p3,p2,p1,p1,p1,p3,p1,p3,p1,p3,p1,p3,p2,p3,p2,p3,p2,p2,p1,p1,p1,p1,p1,p3,p3,p1,p3,p1,p3,p1,p1,p3,p1,p3,p1,p3,p3,p1,p1,p1,p3,p3,p3,p2,p2,p1,p3,p2,p3,p1,p2,p2,p3,p2,p3,p2,p3,p3,p2,p3,p3,p1,p3,p2,p3,p1,p1,p3,p3,p1,p1,p3,p3,p3,p1,p1,p3,p2,p3,p2,p2,p2,p3,p1,p3,p2,p1,p3,p2,p3,p2,p1,p1,p3,p2,p1,p1,p3,p2,p3,p3,p2,p1,p3,p3,p2,p2,p1,p2,p1,p2,p2,p1,p2,p3,p1,p3,p1,p1,p2,p3,p1,p3,p2,p3,p3,p3,p3,p1,p2,p1,p3,p3,p3,p3,p3,p3,p2,p2,p2,p2,p1,p2,p3,p2,p3,p3,p2,p3,p3,p3,p3,p1,p2,p1,p2,p3,p2,p1,p2,p1,p1,p2,p1,p3,p1,p3,p3,p3,p1,p2,p3,p1,p2,p1,p2,p2,p3,p1,p2,p3,p3,p3,p1,p3,p3,p1,p1,p3,p3,p1,p3,p1,p3,p3,p2,p2,p3,p2,p2,p1,p1,p3,p1,p2,p2,p2,p1,p1,p3,p1,p3,p1,p3,p2,p3,p3
cl_args,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V,-0.03,-0.04,-0.01,0.01,0.09,0.01,-0.02,0.01,0.05,-0.01,-0.01,-0.0,-0.0,-0.0,-0.01,-0.01,-0.01,0.0,0.0,-0.0,0.02,0.01,-0.0,-0.01,-0.0,0.0,0.0,-0.0,-0.0,0.01,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AV,-0.04,0.01,0.01,0.03,-0.01,0.03,-0.02,0.01,-0.01,-0.0,0.02,0.01,0.01,-0.01,0.02,0.03,-0.01,0.0,0.0,0.01,-0.01,-0.01,-0.01,0.01,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
_W_V,-0.08,0.0,-0.0,0.0,0.01,-0.01,-0.02,-0.02,0.02,-0.0,-0.0,-0.01,-0.01,0.03,-0.0,-0.01,-0.0,-0.01,-0.01,-0.01,0.01,0.01,0.02,-0.01,-0.0,0.01,-0.0,-0.0,-0.0,0.02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.02,0.0,-0.0,0.01,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.01,0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.01,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
CV,0.09,-0.08,-0.04,-0.04,-0.05,-0.04,0.08,-0.01,-0.02,-0.01,-0.02,0.0,0.03,0.02,-0.02,-0.02,-0.0,-0.01,-0.01,-0.01,-0.01,-0.01,0.01,-0.01,0.0,0.0,0.0,0.01,0.0,-0.0,-0.0,-0.0,0.02,-0.0,0.0,0.01,0.0,-0.0,0.02,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.01,0.01,0.0,-0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.01,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.01,0.0,0.0,-0.0,0.0,0.0,0.01,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.01,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
