cl_args,TOTAL,"('PRES', 'p3')","('FUT ~ MOD shall', 'p3')","('FUT', 'p3')","('FUT', 'p1')","('IMPV ~ MOD shall', 'p2')","('PRES', 'p2')","('PAST', 'p3')","('FUT ~ MOD shall', 'p2')","('FUT ~ PRES', 'p3')","('FUT', 'p2')","('PRES', 'p1')","('MOD must ~ MOD shall', 'p3')","('MOD is to ~ MOD shall', 'p3')","('IMPV', 'p2')","('MOD can', 'p3')","('MOD shall', 'p3')","('MOD may', 'p3')","('MOD must ~ MOD shall', 'p2')","('MOD shall ~ PRES', 'p3')","('MOD is to ~ MOD shall', 'p2')","('PRES ~ PRES PART', 'p3')","('PAST', 'p1')","('FUT ~ PRES', 'p2')","('FUT ~ MOD shall', 'p1')","('FUT ~ MOD may', 'p3')","('PAST ~ PRES', 'p3')","('MOD would', 'p3')","('MOD may', 'p2')","('FUT ~ PRES', 'p1')","('MOD can', 'p1')","('MOD shall', 'p1')","('PRES ~ PRES PERF', 'p3')","('FUT ~ MOD can', 'p3')","('MOD can ~ PRES', 'p3')","('MOD can', 'p2')","('FUT ~ MOD lest', 'p3')","('MOD shall', 'p2')","('MOD should', 'p3')","('PAST', 'p2')","('MOD may ~ MOD shall', 'p3')","('IMPV ~ MOD shall', 'p3')","('PRES PART', 'p3')","('MOD may ~ PRES', 'p3')","('PRES PERF', 'p3')","('MOD should', 'p1')","('PRES ~ TO INF', 'p3')","('MOD could', 'p3')","('IMPV ~ PRES', 'p2')","('PRES ~ PRES PERF', 'p2')","('MOD shall ~ PRES', 'p2')","('MOD would ~ PAST', 'p3')","('MOD let', 'p3')","('MOD would', 'p1')","('TO INF', 'p3')","('PAST ~ PRES', 'p2')","('MOD shall ~ PRES', 'p1')","('MOD can ~ MOD shall', 'p1')","('TO INF', 'p2')","('MOD should ~ PRES', 'p3')","('MOD can ~ MOD may', 'p3')","('MOD would', 'p2')","('FUT ~ MOD may', 'p2')","('PAST ~ PRES PART', 'p3')","('MOD shall ~ PRES PART', 'p3')","('MOD can ~ MOD shall', 'p3')","('MOD can ~ PRES', 'p2')","('IMPV ~ PRES', 'p3')","('MOD shall ~ TO INF', 'p3')","('MOD should ~ PRES', 'p2')","('MOD shall ~ MOD should', 'p1')","('PAST ~ PRES', 'p1')","('FUT ~ MOD lest', 'p2')","('FUT ~ MOD would', 'p3')","('FUT ~ IMPV', 'p2')","('FUT ~ TO INF', 'p3')","('MOD must', 'p3')","('MOD may ~ MOD shall', 'p2')","('PRES ~ PRES PART', 'p2')","('PRES PERF', 'p2')","('MOD shall ~ TO INF', 'p2')","('PAST ~ PRES PERF', 'p3')","('MOD let ~ MOD shall', 'p3')","('PRES PERF', 'p1')","('IMPV ~ MOD may', 'p2')","('MOD should ~ MOD would', 'p3')","('MOD must', 'p2')","('MOD shall ~ MOD should', 'p3')","('FUT ~ MOD would', 'p1')","('FUT ~ MOD may', 'p1')","('FUT ~ MOD would', 'p2')","('PRES PART', 'p2')","('PAST ~ PRES PERF', 'p2')","('IMPV ~ MOD must', 'p2')","('MOD shall ~ PAST', 'p3')","('HAB used to ~ PAST', 'p3')","('MOD let ~ PRES', 'p3')","('MOD lest ~ MOD may', 'p3')","('MOD would ~ PRES', 'p2')","('MOD may', 'p1')","('FUT ~ PRES PART', 'p3')","('PRES ~ PRES PROG', 'p3')","('FUT ~ MOD lest', 'p1')","('FUT ~ MOD can', 'p2')","('MOD must', 'p1')","('MOD may ~ PRES', 'p2')","('MOD should ~ TO INF', 'p3')","('PRES ~ TO INF', 'p2')","('IMPV ~ MOD can', 'p3')","('MOD is to', 'p3')","('MOD can ~ PRES', 'p1')","('FUT ~ PAST', 'p3')","('MOD was to ~ PAST', 'p3')","('FUT ~ MOD should', 'p3')","('PRES ~ PRES PERF', 'p1')","('MOD must ~ PRES', 'p2')","('PAST ~ TO INF', 'p3')","('PAST ~ PRES PERF', 'p1')","('FUT ~ MOD can', 'p1')","('MOD would ~ PRES', 'p3')","('IMPV ~ MOD let', 'p3')","('MOD lest ~ PRES', 'p2')","('MOD can ~ MOD may', 'p2')","('MOD could', 'p1')","('MOD should', 'p2')","('MOD should ~ PRES', 'p1')","('MOD might', 'p3')","('PAST ~ PAST PERF', 'p3')","('FUT ~ MOD let', 'p3')","('FUT ~ TO INF', 'p1')","('FUT ~ MOD let', 'p1')","('MOD may ~ TO INF', 'p3')","('MOD must ~ PRES', 'p3')","('PAST PERF', 'p3')","('MOD can ~ MOD may', 'p1')","('MOD shall ~ TO INF', 'p1')","('MOD can ~ MOD shall', 'p2')","('MOD could ~ PAST', 'p3')","('MOD should ~ MOD was to', 'p3')","('MOD lest', 'p3')","('MOD can ~ MOD could', 'p3')","('MOD should ~ TO INF', 'p2')","('MOD might ~ MOD would', 'p3')","('MOD may ~ MOD must', 'p3')","('MOD may ~ MOD must', 'p2')","('PRES PART ~ TO INF', 'p3')","('FUT going-to ~ MOD shall', 'p2')","('IMPV ~ PRES PART', 'p2')","('MOD is to ~ MOD may', 'p3')","('MOD let', 'p1')","('MOD let ~ MOD must', 'p3')","('MOD VB ~ MOD may', 'p3')","('MOD lest ~ PRES', 'p3')","('MOD can ~ MOD should', 'p3')","('PRES ~ PRES PROG', 'p2')","('MOD was to', 'p3')","('PAST ~ PAST PROG', 'p3')","('MOD could ~ MOD might', 'p3')","('IMPV', 'p3')","('FUT ~ TO INF', 'p2')","('HAB used to', 'p3')","('MOD let ~ MOD may', 'p3')","('MOD let', 'p2')","('MOD could ~ MOD would', 'p3')","('IMPV ~ TO INF', 'p2')","('MOD should ~ TO INF', 'p1')","('FUT ~ MOD should', 'p2')","('MOD must ~ MOD shall', 'p1')","('MOD can ~ PAST', 'p3')","('FUT ~ MOD must', 'p3')","('MOD must ~ PRES', 'p1')","('TO INF', 'p1')","('FUT ~ PAST', 'p1')","('MOD would ~ PRES', 'p1')","('MOD VB ~ PRES', 'p3')","('FUT ~ IMPV', 'p3')","('MOD might', 'p1')","('MOD shall ~ MOD would', 'p3')","('MOD may ~ TO INF', 'p2')","('MOD would ~ PAST', 'p1')","('MOD lest ~ TO INF', 'p2')","('MOD should ~ PAST', 'p3')","('MOD may ~ PRES PART', 'p3')","('?VB ~ PAST', 'p3')","('FUT ~ MOD is to', 'p3')","('IMPV ~ MOD let', 'p2')","('IMPV ~ MOD lest', 'p3')","('MOD lest ~ MOD might', 'p3')","('MOD lest ~ MOD might', 'p1')","('PAST ~ PAST PERF', 'p1')","('MOD lest ~ MOD may', 'p1')","('PRES ~ PRES PART', 'p1')","('PAST PROG', 'p3')","('FUT ~ MOD must', 'p1')","('MOD can ~ MOD might', 'p2')","('MOD could ~ MOD must', 'p1')","('FUT ~ PRES PART', 'p2')","('MOD might ~ PAST', 'p1')","('MOD can ~ PRES PART', 'p3')","('MOD might ~ MOD should', 'p3')","('MOD shall ~ PRES PERF', 'p2')","('FUT ~ PRES PERF', 'p3')","('PRES PERF ~ TO INF', 'p1')","('MOD might ~ TO INF', 'p3')","('FUT ~ PRES PROG', 'p1')","('MOD may ~ PRES', 'p1')","('FUT ~ MOD that be', 'p3')","('IMPV ~ PAST', 'p2')","('MOD can ~ TO INF', 'p3')","('FUT ~ PRES PERF', 'p1')","('MOD is to ~ MOD must', 'p3')","('MOD can ~ TO INF', 'p1')","('IMPV ~ MOD is to', 'p2')","('MOD can ~ MOD let', 'p1')","('MOD can ~ PRES PART', 'p2')","('MOD is to ~ MOD must', 'p1')","('MOD could ~ MOD should', 'p3')","('MOD could ~ MOD would', 'p1')","('MOD can ~ MOD could', 'p1')","('MOD can ~ MOD should', 'p2')","('MOD is to ~ PRES PART', 'p2')","('MOD may ~ PAST', 'p3')","('IMPV ~ MOD can', 'p2')","('MOD may ~ MOD might', 'p3')","('MOD may ~ PRES PERF', 'p3')","('MOD may ~ TO INF', 'p1')","('MOD might ~ MOD should', 'p1')","('FUT ~ PRES PART', 'p1')","('PRES PROG', 'p3')","('MOD might ~ TO INF', 'p1')","('FUT ~ PAST', 'p2')","('MOD need not ~ PRES', 'p3')","('MOD shall ~ MOD should', 'p2')","('MOD shall ~ MOD would', 'p1')","('PRES PART', 'p1')","('MOD shall ~ PAST', 'p2')","('MOD shall ~ PRES PART', 'p2')","('PAST ~ TO INF', 'p1')","('MOD should ~ PRES PERF', 'p2')","('FUT ~ FUT going-to', 'p1')","('PAST ~ PRES PART', 'p1')","('MOD would ~ TO INF', 'p1')","('MOD would ~ TO INF', 'p3')","('FUT ~ FUT going-to', 'p2')","('PAST PERF ~ PRES', 'p3')","('MOD may ~ PRES PART', 'p1')","('MOD might ~ PAST', 'p3')","('MOD lest ~ MOD would', 'p3')","('FUT PROG ~ PRES', 'p2')","('MOD let ~ TO INF', 'p3')","('MOD lest ~ MOD should', 'p3')","('MOD let ~ PRES', 'p2')","('MOD let ~ PRES', 'p1')","('MOD lest ~ TO INF', 'p3')","('MOD lest', 'p2')","('MOD lest ~ MOD may', 'p2')","('MOD lest ~ MOD shall', 'p1')","('HAB used to ~ PRES', 'p3')","('IMPV ~ PRES', 'p1')","('FUT PERF', 'p3')","('FUT ~ IMPV', 'p1')","('IMPV ~ MOD lest', 'p2')","('FUT ~ MOD is to', 'p2')","('HAB used to ~ PAST', 'p1')","('FUT ~ MOD', 'p3')","('IMPV ~ PRES PERF', 'p3')","('IMPV ~ MOD is to', 'p3')","('HAB used to ~ PRES PERF', 'p3')","('IMPV ~ PAST', 'p3')","('FUT ~ FUT PROG', 'p3')","('HAB used to ~ MOD would', 'p1')","('IMPV ~ MOD should', 'p2')","('FUT PROG ~ MOD shall', 'p3')","('FUT going-to ~ MOD shall', 'p3')","('IMPV ~ MOD must', 'p3')","('IMPV ~ MOD should', 'p3')","('IMPV ~ MOD need not', 'p2')","('FUT going-to ~ MOD lest', 'p3')","('JJ ~ PRES', 'p3')","('FUT going-to ~ MOD is to', 'p3')","('FUT PROG ~ PRES', 'p3')","('FUT ~ PRES shall', 'p3')","('FUT PERF ~ PRES', 'p3')","('FUT ~ FUT going-to', 'p3')","('MOD let ~ MOD that be', 'p3')","('MOD VB ~ MOD can', 'p1')","('MOD should ~ PAST', 'p2')","('MOD would ~ PRES PART', 'p3')","('MOD would ~ PRES PART', 'p2')","('MOD would ~ PRES PART', 'p1')","('MOD would ~ PAST PROG', 'p3')","('MOD would ~ PAST PERF', 'p3')","('MOD was to ~ PRES', 'p2')","('MOD that be ~ TO INF', 'p2')","('MOD that be', 'p3')","('MOD should ~ PRES PART', 'p1')","('MOD should ~ MOD would', 'p2')","('MOD ~ PRES', 'p3')","('MOD should ~ MOD would', 'p1')","('MOD should ~ MOD was to', 'p2')","('MOD should ~ MOD was to', 'p1')","('MOD shall ~ PAST', 'p1')","('MOD quest must ~ MOD shall', 'p3')","('MOD quest must', 'p3')","('MOD need not ~ MOD shall', 'p3')","('MOD need not ~ MOD shall', 'p2')","('MOD must ~ TO INF', 'p3')","('MOD would ~ TO INF', 'p2')","('PAST PERF', 'p1')","('MOD VB ~ MOD shall', 'p3')","('PRES PART ~ PRES PROG', 'p3')","('PRES ~ TO INF', 'p1')","('PRES ~ PRES shall', 'p2')","('PRES ~ PRES do', 'p3')","('PRES ~ PRES do', 'p1')","('PRES ~ PRES can', 'p3')","('PRES ~ PRES PROG', 'p1')","('PRES PERF ~ TO INF', 'p3')","('PRES PERF ~ PRES PROG', 'p3')","('PRES PART ~ TO INF', 'p2')","('PRES PART ~ PRES PERF', 'p3')","('PAST PERF ~ PRES', 'p1')","('PRES PART ~ PRES PERF', 'p2')","('PRES PART ~ PRES PERF', 'p1')","('PAST ~ TO INF', 'p2')","('PAST ~ PRES PART', 'p2')","('PAST ~ PAST PROG', 'p2')","('PAST PROG ~ PRES PART', 'p2')","('PAST PROG ~ PRES', 'p3')","('PAST PROG ~ PRES', 'p2')","('PAST PERF ~ PRES', 'p2')","('MOD must ~ PRES shall', 'p2')","('MOD must ~ PRES PROG', 'p2')","('MOD must ~ PRES PART', 'p2')","('MOD could ~ PAST PERF', 'p3')","('MOD is to ~ PRES', 'p3')","('MOD is to ~ MOD should', 'p1')","('MOD is to ~ MOD must', 'p2')","('MOD is to ~ MOD may', 'p2')","('MOD is to ~ MOD lest', 'p3')","('MOD is to', 'p2')","('MOD could ~ TO INF', 'p3')","('MOD could ~ TO INF', 'p1')","('MOD could ~ PRES PERF', 'p3')","('MOD could ~ PAST', 'p1')","('MOD must ~ MOD should', 'p3')","('MOD could ~ MOD should', 'p2')","('MOD could ~ MOD shall', 'p1')","('MOD can ~ MOD should', 'p1')","('MOD can ~ MOD must', 'p2')","('MOD can ~ MOD must', 'p1')","('MOD can ~ MOD let', 'p3')","('MOD can ~ MOD lest', 'p3')","('MOD can ~ MOD could', 'p2')","('MOD VB ~ TO INF', 'p3')","('MOD is to ~ PRES PART', 'p3')","('MOD is to ~ PRES PROG', 'p2')","('MOD is to ~ TO INF', 'p1')","('MOD is to ~ TO INF', 'p3')","('MOD must ~ MOD should', 'p1')","('MOD must ~ MOD quest must', 'p3')","('MOD might ~ PRES PERF', 'p2')","('MOD might ~ MOD would', 'p2')","('MOD may ~ MOD would', 'p3')","('MOD may ~ MOD should', 'p3')","('MOD may ~ MOD shall', 'p1')","('MOD may ~ MOD might', 'p2')","('MOD let ~ PRES PERF', 'p1')","('MOD let ~ PRES PART', 'p3')","('MOD let ~ PAST', 'p3')","('MOD let ~ PAST', 'p2')","('MOD let ~ MOD should', 'p1')","('MOD let ~ MOD must', 'p2')","('MOD lest ~ PRES', 'p1')","('MOD lest ~ MOD would', 'p1')","('MOD lest ~ MOD that be', 'p3')","('MOD lest ~ MOD must', 'p3')","('MOD lest ~ MOD let', 'p3')","('?VB ~ PAST', 'p1')"
V,1770,300,164,178,180,112,39,73,33,27,40,39,28,21,33,19,23,5,26,9,6,11,19,6,14,10,9,11,1,13,12,5,5,6,10,4,0,20,2,9,3,12,7,4,2,1,4,6,1,3,5,2,6,7,5,8,2,0,4,1,3,3,1,4,1,6,3,1,1,0,0,2,0,0,3,2,4,2,0,2,1,4,4,1,0,1,0,0,1,3,4,2,7,4,1,0,5,0,3,0,0,1,0,2,0,0,0,2,0,1,2,0,0,0,2,0,0,2,1,2,3,0,0,1,2,0,1,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,4,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AV,1758,217,206,165,178,108,27,62,71,37,47,44,59,72,33,7,21,6,22,28,27,13,9,4,11,2,13,7,8,10,2,7,1,2,6,0,0,5,0,7,2,4,4,2,3,0,2,0,2,0,6,7,4,2,2,4,1,3,1,1,3,4,3,1,5,0,2,0,1,0,1,4,0,4,2,4,3,3,2,3,2,5,3,0,4,0,5,2,2,0,1,2,0,2,2,4,2,0,2,1,4,2,0,0,3,1,0,0,0,0,1,2,3,0,1,0,3,0,0,1,1,0,2,0,0,1,1,2,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,2,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CV,1189,279,35,58,49,1,125,20,4,19,23,50,0,0,1,14,4,38,0,0,1,7,8,14,9,23,7,2,25,4,5,5,16,4,3,4,29,0,3,2,1,0,2,9,12,12,4,4,6,8,0,0,0,1,1,4,0,0,4,6,3,3,14,1,0,1,4,2,0,3,0,2,10,1,2,1,0,0,1,2,2,1,0,9,1,0,0,1,1,1,1,0,2,0,1,0,0,7,1,3,0,2,8,1,0,3,4,4,0,1,0,0,3,0,1,2,1,0,0,1,0,7,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,1,0,3,2,1,2,0,0,0,1,0,1,1,0,1,2,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,3,0,4,0,3,2,0,0,0,0,1,3,3,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,1,0,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
_W_V,1168,135,166,111,94,43,20,19,34,31,19,13,21,8,27,20,2,13,7,4,1,8,23,8,7,22,3,7,4,3,6,0,3,4,5,2,12,8,1,2,3,4,4,4,3,0,5,4,4,3,2,6,9,3,4,0,1,2,0,1,3,1,1,3,3,1,1,2,6,1,0,4,7,0,2,3,3,2,0,0,2,1,2,2,3,5,0,2,3,7,0,0,0,0,1,0,2,1,1,7,1,0,1,2,1,0,0,0,9,0,3,1,1,0,1,1,0,3,2,0,0,0,1,3,0,2,0,0,1,0,1,4,2,0,2,1,0,2,0,2,0,1,1,0,2,0,0,1,0,3,1,1,3,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
_W_SV,838,107,211,101,71,4,2,23,31,37,4,3,32,14,15,6,10,7,3,13,4,0,0,1,2,4,7,2,0,6,1,0,1,4,3,1,1,3,2,0,12,3,3,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,2,0,0,0,0,1,0,1,1,0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_W_AV,702,82,102,49,71,48,9,31,29,12,13,10,14,31,27,3,5,8,10,5,8,5,8,1,7,1,8,3,3,4,1,3,0,3,1,3,1,2,0,6,0,1,3,2,0,0,0,1,1,0,0,3,1,2,1,2,1,0,1,0,1,1,0,5,1,0,0,1,0,0,1,2,0,1,2,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RV,693,243,23,40,18,2,48,24,4,16,4,25,0,4,0,21,0,5,1,6,21,10,1,4,7,1,1,3,2,0,0,0,6,0,4,5,0,0,3,2,1,1,2,4,5,4,7,9,0,5,8,1,0,0,3,0,6,0,3,0,2,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,2,3,0,2,1,0,2,0,0,3,3,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SV,692,117,164,118,36,0,3,23,6,41,5,2,16,22,0,3,21,19,0,8,2,2,1,0,0,0,8,5,0,2,0,0,3,1,2,1,1,3,0,0,9,3,0,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_W_OV,543,51,29,30,86,65,11,14,20,10,8,6,17,10,25,2,15,3,16,5,9,4,3,2,2,1,0,1,3,3,1,0,2,1,0,1,0,0,1,3,0,0,1,0,0,0,2,0,3,2,2,1,4,1,3,0,2,0,4,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,3,0,2,1,3,1,0,0,0,0,1,2,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
