genre,PAST ~ PRES PART,PAST ~ PAST PERF,?PAST ~ PAST,PAST ~ PRES PERF,PAST ~ PRES,PAST ~ TO INF,PRES ~ PRES PERF,PAST ~ PAST PROG,FUT ~ PRES,?PRES ~ PRES,MOD could ~ PAST,?VB ~ PAST,?PRES ~ PAST,?PAST ~ PRES PART,FUT ~ PAST,PRES PART ~ PRES PERF,FUT ~ PRES PERF,PRES ~ PRES PART,MOD would ~ PAST,PRES ~ PRES PROG,PAST PERF ~ PRES PERF,?PAST did not ~ PAST,?PAST ~ ?VB,?TO INF ~ PAST,MOD let ~ PAST,?PAST ~ PRES,IMPV ~ PAST,PRES ~ TO INF,FUT ~ MOD shall,PRES PERF ~ TO INF,PAST PERF ~ PRES PART,?VB ~ PRES PERF,?FUT ~ PAST,PRES PERF ~ PRES PROG,MOD may ~ PAST,?PRES PERF ~ PRES,?PRES ~ ?PRES PERF,?PRES ~ PRES PART,?PRES ~ PRES PERF,?VB ~ PRES,?PAST ~ IMPV,??VB ~ ?PAST question,MOD can ~ PRES,?FUT ~ PRES,??VB ~ PAST,??PAST ~ ?TO INF,?PAST ~ ?TO INF,??PAST ~ PAST,??PRES ~ PAST,?PAST wh-question ~ TO INF,?PAST wh-question ~ PAST,?PAST wh-question ~ MOD let,?PAST wh-question ~ ?PRES,??VB ~ PRES,?FUT ~ PRES PART,?PAST do-support ~ PAST,?PAST did not ~ TO INF,??VB ~ PRES PERF,?FUT ~ ?PRES,PRES PART ~ TO INF,?PAST did not ~ ?PAST question,?PAST PERF ~ PAST PERF,?MOD would ~ PAST,?MOD let ~ PAST,MOD may ~ PRES,?PRES PERF ~ PAST,?PAST ~ PAST PERF,MOD should ~ PRES,MOD let ~ PRES PART,MOD let ~ PRES,MOD might ~ PRES PERF,MOD let ~ MOD may,MOD is to ~ PRES PERF,MOD must ~ PAST,MOD could ~ MOD might,IMPV ~ PRES PART,IMPV ~ PRES,MOD must ~ PRES,MOD should ~ MOD would,MOD should ~ TO INF,PAST ~ PAST PERF PROG,FUT ~ MOD would,MOD would ~ PRES,?TO INF ~ PRES,PAST PERF ~ TO INF,?PRES ~ TO INF,PAST PROG ~ PRES PART,PAST PROG ~ PRES PERF,?PRES ~ FUT,?PRES ~ ?VB,?PAST ~ PRES PERF,PAST PROG ~ PRES PERF PROG,??PAST ~ ?PAST
prose,0.17,0.16,0.05,-0.1,-0.11,0.07,-0.08,0.03,-0.04,-0.04,0.01,-0.0,-0.0,0.0,-0.02,-0.01,-0.01,-0.01,0.0,0.01,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.0,0.0,0.0,-0.01,-0.0,-0.0,0.0,-0.01,-0.01,-0.01,-0.0,0.0,0.0,-0.01,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
prophetic,-0.13,-0.13,-0.1,0.15,0.07,-0.05,0.05,-0.02,0.05,0.02,-0.01,-0.0,0.01,0.0,0.01,0.01,0.02,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.01,0.0,-0.0,-0.0,0.01,0.0,-0.0,-0.0,0.0,0.0,0.01,0.0,-0.0,-0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,0.01,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0
poetry,-0.15,-0.18,-0.07,0.04,0.11,-0.08,0.12,-0.03,0.03,0.05,-0.01,0.01,0.0,-0.01,0.02,-0.01,0.01,0.02,0.01,-0.0,0.01,-0.0,0.01,-0.0,0.01,-0.0,-0.0,0.02,0.01,0.01,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,0.01,0.01,-0.0,-0.0,-0.0,-0.0,0.01,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,0.01,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,0.01,-0.0,-0.0,-0.0,0.01,-0.0,0.01,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,0.01,0.01,0.01,-0.0,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0
instruction,-0.13,-0.1,0.31,-0.06,0.12,-0.01,-0.04,-0.03,0.01,-0.01,-0.01,0.02,-0.01,-0.01,-0.01,0.02,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,0.05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
list,0.04,0.21,-0.01,-0.11,-0.02,-0.07,0.02,0.03,-0.01,0.04,-0.01,-0.01,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
