genre,FUT ~ MOD shall,IMPV ~ MOD shall,FUT ~ PRES,MOD must ~ MOD shall,MOD is to ~ MOD shall,MOD shall ~ PRES,PAST ~ PRES,FUT ~ MOD may,PRES ~ PRES PART,PRES ~ PRES PERF,FUT ~ MOD lest,MOD can ~ PRES,FUT ~ MOD can,MOD may ~ MOD shall,IMPV ~ PRES,MOD may ~ PRES,MOD should ~ PRES,MOD can ~ MOD shall,PRES ~ TO INF,FUT ~ MOD would,MOD shall ~ TO INF,MOD can ~ MOD may,PAST ~ PRES PERF,MOD shall ~ MOD should,MOD would ~ PAST,FUT ~ TO INF,MOD would ~ PRES,PAST ~ PRES PART,FUT ~ IMPV,MOD shall ~ PRES PART,MOD must ~ PRES,MOD should ~ TO INF,MOD lest ~ MOD may,PRES ~ PRES PROG,FUT ~ PRES PART,FUT ~ PAST,MOD let ~ PRES,MOD lest ~ PRES,FUT ~ MOD let,MOD should ~ MOD would,MOD shall ~ PAST,IMPV ~ MOD may,MOD let ~ MOD shall,HAB used to ~ PAST,MOD may ~ TO INF,FUT ~ MOD should,IMPV ~ MOD must,IMPV ~ MOD let,PAST ~ TO INF,IMPV ~ MOD can,MOD may ~ MOD must,PAST ~ PAST PERF,MOD was to ~ PAST,MOD can ~ MOD should,MOD can ~ MOD could,FUT ~ MOD must,MOD should ~ MOD was to,MOD could ~ MOD would,MOD let ~ MOD must,MOD could ~ PAST,MOD is to ~ MOD may,FUT going-to ~ MOD shall,PRES PART ~ TO INF,FUT ~ PRES PERF,MOD shall ~ MOD would,MOD lest ~ MOD might,MOD might ~ MOD would,PAST ~ PAST PROG,MOD may ~ PRES PART,MOD can ~ TO INF,MOD is to ~ MOD must,MOD would ~ TO INF,MOD lest ~ TO INF,IMPV ~ PRES PART,MOD might ~ MOD should,MOD might ~ TO INF,MOD can ~ PRES PART,FUT ~ FUT going-to,MOD VB ~ MOD may,MOD might ~ PAST,FUT ~ MOD is to,IMPV ~ TO INF,IMPV ~ PAST,MOD can ~ PAST,IMPV ~ MOD lest,MOD VB ~ PRES,MOD could ~ MOD might,?VB ~ PAST,MOD should ~ PAST,PAST PERF ~ PRES,PRES PERF ~ TO INF,MOD let ~ MOD may,MOD shall ~ PRES PERF,MOD would ~ PRES PART,MOD may ~ MOD might,PRES PART ~ PRES PERF,MOD can ~ MOD let,MOD could ~ MOD must,MOD could ~ MOD should,FUT ~ MOD that be,MOD lest ~ MOD would,FUT ~ PRES PROG,FUT PROG ~ PRES,MOD is to ~ PRES PART,IMPV ~ MOD is to,MOD can ~ MOD might,MOD must ~ MOD should,MOD can ~ MOD must,MOD should ~ PRES PERF,IMPV ~ MOD should,MOD may ~ PRES PERF,MOD need not ~ MOD shall,MOD may ~ PAST,MOD need not ~ PRES,PAST PROG ~ PRES,MOD lest ~ MOD shall,PRES ~ PRES do,MOD let ~ PAST,MOD is to ~ TO INF,MOD lest ~ MOD should,MOD let ~ TO INF,MOD could ~ TO INF,HAB used to ~ PRES,FUT PERF ~ PRES,FUT PROG ~ MOD shall,FUT going-to ~ MOD is to,HAB used to ~ MOD would,MOD should ~ PRES PART,FUT ~ PRES shall,FUT going-to ~ MOD lest,MOD that be ~ TO INF,MOD was to ~ PRES,MOD would ~ PAST PERF,MOD would ~ PAST PROG,FUT ~ FUT PROG,PRES ~ PRES can,FUT ~ MOD,MOD ~ PRES,PRES PERF ~ PRES PROG,PRES PART ~ PRES PROG,PAST PROG ~ PRES PART,MOD lest ~ MOD must,HAB used to ~ PRES PERF,MOD may ~ MOD should,MOD lest ~ MOD let,MOD is to ~ PRES PROG,MOD is to ~ PRES,MOD is to ~ MOD should,MOD lest ~ MOD that be,MOD is to ~ MOD lest,MOD could ~ PRES PERF,MOD could ~ PAST PERF,MOD let ~ MOD should,MOD could ~ MOD shall,MOD let ~ MOD that be,MOD let ~ PRES PART,MOD let ~ PRES PERF,MOD may ~ MOD would,MOD quest must ~ MOD shall,MOD can ~ MOD lest,MOD VB ~ TO INF,MOD VB ~ MOD shall,MOD might ~ PRES PERF,MOD VB ~ MOD can,JJ ~ PRES,MOD must ~ MOD quest must,IMPV ~ PRES PERF,PRES ~ PRES shall,MOD must ~ PRES PROG,MOD must ~ PRES shall,IMPV ~ MOD need not,MOD must ~ TO INF,MOD must ~ PRES PART
prophetic,0.58,0.02,0.08,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prose,0.32,0.09,0.06,0.04,0.04,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instruction,0.11,0.28,0.02,0.21,0.17,0.04,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poetry,0.19,0.0,0.19,0.0,0.0,0.02,0.06,0.02,0.04,0.03,0.01,0.04,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.0,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
list,0.29,0.18,0.0,0.03,0.21,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
